online_method_v8,method_family,deployable_without_current_outcomes,min_effective_sample_size,coverage_policy_month_raw_min,coverage_policy_month_defended_min,coverage_source_month_raw_min,coverage_source_month_defended_min,avg_width_loan,avg_width_policy_month,share_rows_widened,share_rows_shrunk,small_policy_month_cells_pooled,small_source_month_cells_pooled,gate_pass_80_defended,gate_pass_90_defended,efficiency_gate_width_95,efficiency_gate_width_98,promotion_eligible,width_gap_to_0p95,parameters_json
v8_targeted_gradeD_score_or_dti_d0.073_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9533956265355065,0.9427242895478218,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.003395626535506513,"{""base_multiplier"": 0.995, ""delta"": 0.073, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.073_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9533956265355065,0.9427242895478218,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.003395626535506513,"{""base_multiplier"": 0.995, ""delta"": 0.073, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_dti_gradeD_d0.083_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9534559994807844,0.9424242791235007,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.003455999480784455,"{""base_multiplier"": 0.99, ""delta"": 0.083, ""mask_name"": ""targeted_dti_gradeD""}"
v8_gradeDplus_only_d0.077_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9535057484990709,0.9393887861453563,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.0035057484990709264,"{""base_multiplier"": 0.99, ""delta"": 0.077, ""mask_name"": ""gradeDplus_only""}"
v8_risk_score_ge_0p55_d0.073_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.9535114025382576,0.9405826784709074,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.0035114025382576575,"{""base_multiplier"": 0.99, ""delta"": 0.073, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_dti_score_or_gradeD_d0.074_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9535508307287125,0.9427440002845164,0.5065049484596634,0.49349505154033657,892,51939,False,False,False,True,False,0.0035508307287125396,"{""base_multiplier"": 0.995, ""delta"": 0.074, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_gradeD_d0.070_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9536309955135099,0.9427806741426082,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.0036309955135099825,"{""base_multiplier"": 0.995, ""delta"": 0.07, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.074_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9536360893706654,0.9429698509925598,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.0036360893706653963,"{""base_multiplier"": 0.995, ""delta"": 0.074, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.074_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9536360893706654,0.9429698509925598,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.0036360893706653963,"{""base_multiplier"": 0.995, ""delta"": 0.074, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_score_income_or_dti_d0.076_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9536402784743081,0.942411461267653,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.003640278474308145,"{""base_multiplier"": 0.99, ""delta"": 0.076, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_dti_gradeD_period_d0.070_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9536987492339996,0.9443755487116544,0.5793368770373851,0.4206631229626149,892,51939,False,False,False,True,False,0.0036987492339995987,"{""base_multiplier"": 0.99, ""delta"": 0.07, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_gradeDplus_only_d0.078_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9537171960336512,0.9395836990630804,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.003717196033651282,"{""base_multiplier"": 0.99, ""delta"": 0.078, ""mask_name"": ""gradeDplus_only""}"
v8_risk_score_ge_0p55_d0.074_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.95375732776806,0.9408214930487315,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.003757327768060037,"{""base_multiplier"": 0.99, ""delta"": 0.074, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_dti_score_or_gradeD_d0.075_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.953781687147726,0.9429778226191683,0.5065049484596634,0.49349505154033657,892,51939,False,False,False,True,False,0.003781687147726087,"{""base_multiplier"": 0.995, ""delta"": 0.075, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_gradeD_d0.071_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.953871458348669,0.943026235587346,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.003871458348669088,"{""base_multiplier"": 0.995, ""delta"": 0.071, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.075_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9538756973681937,0.9432146627229991,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.003875697368193709,"{""base_multiplier"": 0.995, ""delta"": 0.075, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.075_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9538756973681937,0.9432146627229991,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.003875697368193709,"{""base_multiplier"": 0.995, ""delta"": 0.075, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_gradeDplus_only_d0.079_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9539286435682318,0.9397786119808047,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.00392864356823186,"{""base_multiplier"": 0.99, ""delta"": 0.079, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_score_income_or_dti_d0.077_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9539341318119487,0.9426971280024052,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.003934131811948793,"{""base_multiplier"": 0.99, ""delta"": 0.077, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_dti_score_or_gradeD_d0.076_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9539370423502164,0.9431454284706766,0.5065049484596634,0.49349505154033657,892,51939,False,False,False,True,False,0.003937042350216413,"{""base_multiplier"": 0.995, ""delta"": 0.076, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_gradeD_period_d0.071_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9539777131410802,0.9446845476824619,0.5793368770373851,0.4206631229626149,892,51939,False,False,False,True,False,0.003977713141080197,"{""base_multiplier"": 0.99, ""delta"": 0.071, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_risk_score_ge_0p55_d0.075_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.9540032529978623,0.9410603076265558,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.0040032529978623055,"{""base_multiplier"": 0.99, ""delta"": 0.075, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_gradeD_score_or_dti_d0.076_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9540398041491985,0.9433932579702952,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004039804149198578,"{""base_multiplier"": 0.995, ""delta"": 0.076, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.076_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9540398041491985,0.9433932579702952,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004039804149198578,"{""base_multiplier"": 0.995, ""delta"": 0.076, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_gradeDplus_only_d0.080_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9540749005459366,0.9399170157917268,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.004074900545936622,"{""base_multiplier"": 0.99, ""delta"": 0.08, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_dti_score_or_gradeD_d0.077_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9540903042075719,0.9433106435478125,0.5065049484596634,0.49349505154033657,892,51939,False,False,False,True,False,0.004090304207571949,"{""base_multiplier"": 0.995, ""delta"": 0.077, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_gradeD_d0.072_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9541119211838279,0.9432717970320837,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.004111921183827971,"{""base_multiplier"": 0.995, ""delta"": 0.072, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.077_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9542018175850688,0.9435694624432189,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004201817585068879,"{""base_multiplier"": 0.995, ""delta"": 0.077, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.077_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9542018175850688,0.9435694624432189,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004201817585068879,"{""base_multiplier"": 0.995, ""delta"": 0.077, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_gradeDplus_only_d0.081_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9542026665541109,0.9400389914333843,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.004202666554110945,"{""base_multiplier"": 0.99, ""delta"": 0.081, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_dti_score_or_gradeD_d0.078_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9542185741410787,0.9434509530448629,0.5065049484596634,0.49349505154033657,892,51939,False,False,False,True,False,0.004218574141078735,"{""base_multiplier"": 0.995, ""delta"": 0.078, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_score_income_or_dti_d0.078_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9542273798524826,0.9429807386831305,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.004227379852482671,"{""base_multiplier"": 0.99, ""delta"": 0.078, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_risk_score_ge_0p55_d0.076_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.9542491782276648,0.94129912220438,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.004249178227664796,"{""base_multiplier"": 0.99, ""delta"": 0.076, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_dti_gradeD_period_d0.072_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9542566770481606,0.9449935466532691,0.5793368770373851,0.4206631229626149,892,51939,False,False,False,True,False,0.004256677048160684,"{""base_multiplier"": 0.99, ""delta"": 0.072, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_score_or_gradeD_d0.079_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9543021638847837,0.9435419609381438,0.5065049484596634,0.49349505154033657,892,51939,False,False,False,True,False,0.004302163884783772,"{""base_multiplier"": 0.995, ""delta"": 0.079, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_gradeDplus_only_d0.082_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8823529411764706,0.0,0.6666666666666666,0.954317541633719,0.9401483887430431,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.004317541633719002,"{""base_multiplier"": 0.99, ""delta"": 0.082, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_gradeD_score_or_dti_d0.078_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.75,0.95433883909709,0.9437207613360568,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004338839097090097,"{""base_multiplier"": 0.995, ""delta"": 0.078, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.078_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.75,0.95433883909709,0.9437207613360568,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004338839097090097,"{""base_multiplier"": 0.995, ""delta"": 0.078, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_dti_gradeD_d0.073_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9543523840189869,0.9435173584768217,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.004352384018986966,"{""base_multiplier"": 0.995, ""delta"": 0.073, ""mask_name"": ""targeted_dti_gradeD""}"
v8_gradeDplus_only_d0.083_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8823529411764706,0.0,0.6666666666666666,0.9543704035173641,0.9401986194162023,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.004370403517364174,"{""base_multiplier"": 0.99, ""delta"": 0.083, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_gradeD_score_or_dti_d0.079_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.75,0.9544311804193096,0.9438227586251253,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004431180419309677,"{""base_multiplier"": 0.995, ""delta"": 0.079, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.079_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.75,0.9544311804193096,0.9438227586251253,0.4616898182138557,0.5383101817861443,892,51939,False,False,False,True,False,0.004431180419309677,"{""base_multiplier"": 0.995, ""delta"": 0.079, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_risk_score_ge_0p55_d0.077_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.954495103457467,0.9415379367822042,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.0044951034574670645,"{""base_multiplier"": 0.99, ""delta"": 0.077, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_score_income_or_dti_d0.079_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9545180027416782,0.9432554323329967,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.00451800274167824,"{""base_multiplier"": 0.99, ""delta"": 0.079, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_dti_gradeD_period_d0.073_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9545356409552412,0.9453025456240763,0.5793368770373851,0.4206631229626149,892,51939,False,False,False,True,False,0.004535640955241282,"{""base_multiplier"": 0.99, ""delta"": 0.073, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_d0.074_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.954592846854146,0.9437629199215595,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.004592846854146071,"{""base_multiplier"": 0.995, ""delta"": 0.074, ""mask_name"": ""targeted_dti_gradeD""}"
v8_gradeDplus_only_d0.070_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9546285556994624,0.9410223609881546,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.004628555699462411,"{""base_multiplier"": 0.995, ""delta"": 0.07, ""mask_name"": ""gradeDplus_only""}"
v8_risk_score_ge_0p55_d0.078_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.9547410286872694,0.9417767513600281,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.004741028687269444,"{""base_multiplier"": 0.99, ""delta"": 0.078, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_score_income_or_dti_d0.080_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.954756938832208,0.9434873412676287,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.004756938832208069,"{""base_multiplier"": 0.99, ""delta"": 0.08, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_dti_gradeD_period_d0.074_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9548146048623217,0.9456115445948838,0.5793368770373851,0.4206631229626149,892,51939,False,False,False,True,False,0.00481460486232177,"{""base_multiplier"": 0.99, ""delta"": 0.074, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_d0.075_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9548324548516741,0.9440077316519988,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.004832454851674162,"{""base_multiplier"": 0.995, ""delta"": 0.075, ""mask_name"": ""targeted_dti_gradeD""}"
v8_gradeDplus_only_d0.071_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9548400032340428,0.941217273905879,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.004840003234042878,"{""base_multiplier"": 0.995, ""delta"": 0.071, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_score_income_or_dti_d0.081_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9549823653982413,0.9437080674404442,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.004982365398241373,"{""base_multiplier"": 0.99, ""delta"": 0.081, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_risk_score_ge_0p55_d0.079_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.9549869539170717,0.9420155659378524,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.0049869539170717125,"{""base_multiplier"": 0.99, ""delta"": 0.079, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_dti_gradeD_d0.076_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9549965616326791,0.9441863268992949,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.004996561632679142,"{""base_multiplier"": 0.995, ""delta"": 0.076, ""mask_name"": ""targeted_dti_gradeD""}"
v8_gradeDplus_only_d0.072_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9550514507686234,0.9414121868236032,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.0050514507686234555,"{""base_multiplier"": 0.995, ""delta"": 0.072, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_dti_gradeD_period_d0.075_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9550935687694023,0.9459205435656911,0.5793368770373851,0.4206631229626149,892,51939,False,False,False,True,False,0.005093568769402368,"{""base_multiplier"": 0.99, ""delta"": 0.075, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_d0.077_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9551585750685493,0.9443625313722185,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.0051585750685493315,"{""base_multiplier"": 0.995, ""delta"": 0.077, ""mask_name"": ""targeted_dti_gradeD""}"
v8_risk_score_ge_0p55_d0.080_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.9551653603558243,0.9421966703205853,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.005165360355824378,"{""base_multiplier"": 0.99, ""delta"": 0.08, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_score_income_or_dti_d0.070_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9551837014726813,0.9441909465575633,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.0051837014726813235,"{""base_multiplier"": 0.995, ""delta"": 0.07, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_score_income_or_dti_d0.082_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.7142857142857143,0.9551955372645333,0.9439194856937219,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.0051955372645333675,"{""base_multiplier"": 0.99, ""delta"": 0.082, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_risk_score_ge_0p45_d0.070_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9552273897917918,0.9426342833118615,0.5738157469677836,0.42618425303221635,892,51939,False,False,False,True,False,0.0052273897917918255,"{""base_multiplier"": 0.99, ""delta"": 0.07, ""mask_name"": ""risk_score_ge_0p45""}"
v8_gradeDplus_only_d0.073_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9552628983032038,0.9416070997413273,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.005262898303203811,"{""base_multiplier"": 0.995, ""delta"": 0.073, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_dti_gradeD_d0.078_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9552955965805705,0.9445138302650566,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.00529559658057055,"{""base_multiplier"": 0.995, ""delta"": 0.078, ""mask_name"": ""targeted_dti_gradeD""}"
v8_risk_score_ge_0p55_d0.081_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.5,0.9553246672879068,0.9423610326022166,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.005324667287906815,"{""base_multiplier"": 0.99, ""delta"": 0.081, ""mask_name"": ""risk_score_ge_0p55""}"
v8_targeted_score_income_or_dti_d0.083_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.7142857142857143,0.9553354742188145,0.9440718649687688,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.005335474218814529,"{""base_multiplier"": 0.99, ""delta"": 0.083, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_dti_score_or_income_d0.070_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9553545155081282,0.9448495544298767,0.5514081818448797,0.4485918181551203,892,51939,False,False,False,True,False,0.005354515508128266,"{""base_multiplier"": 0.99, ""delta"": 0.07, ""mask_name"": ""targeted_dti_score_or_income""}"
v8_targeted_dti_gradeD_period_d0.076_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9553725326764828,0.9462295425364983,0.5793368770373851,0.4206631229626149,892,51939,False,False,False,True,False,0.005372532676482855,"{""base_multiplier"": 0.99, ""delta"": 0.076, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_d0.079_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9553879379027902,0.944615827554125,0.5290887198613844,0.4709112801386156,892,51939,False,False,False,True,False,0.005387937902790241,"{""base_multiplier"": 0.995, ""delta"": 0.079, ""mask_name"": ""targeted_dti_gradeD""}"
v8_risk_score_ge_0p55_d0.082_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6666666666666666,0.9554710832914232,0.9425128165518489,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.005471083291423207,"{""base_multiplier"": 0.99, ""delta"": 0.082, ""mask_name"": ""risk_score_ge_0p55""}"
v8_gradeDplus_only_d0.074_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8571428571428571,0.0,0.5,0.9554743458377843,0.9418020126590516,0.5856509353616633,0.4143490646383366,892,51939,False,False,False,True,False,0.005474345837784389,"{""base_multiplier"": 0.995, ""delta"": 0.074, ""mask_name"": ""gradeDplus_only""}"
v8_targeted_score_income_or_dti_d0.071_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9554775548103218,0.9444766132923155,0.4924965492937065,0.5075034507062935,892,51939,False,False,False,True,False,0.005477554810321861,"{""base_multiplier"": 0.995, ""delta"": 0.071, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_risk_score_ge_0p45_d0.071_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6,0.9554942835687733,0.9429008286829281,0.5738157469677836,0.42618425303221635,892,51939,False,False,False,True,False,0.0054942835687733504,"{""base_multiplier"": 0.99, ""delta"": 0.071, ""mask_name"": ""risk_score_ge_0p45""}"
v8_risk_score_ge_0p55_d0.083_m0.990,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.6666666666666666,0.9555554860989766,0.9426054338649819,0.517488473172594,0.48251152682740595,892,51939,False,False,False,True,False,0.005555486098976603,"{""base_multiplier"": 0.99, ""delta"": 0.083, ""mask_name"": ""risk_score_ge_0p55""}"
