online_method_v8,method_family,deployable_without_current_outcomes,min_effective_sample_size,coverage_policy_month_raw_min,coverage_policy_month_defended_min,coverage_source_month_raw_min,coverage_source_month_defended_min,avg_width_loan,avg_width_policy_month,share_rows_widened,share_rows_shrunk,small_policy_month_cells_pooled,small_source_month_cells_pooled,gate_pass_80_defended,gate_pass_90_defended,efficiency_gate_width_95,efficiency_gate_width_98,promotion_eligible,width_gap_to_0p95,parameters_json
v8_targeted_dti_score_or_gradeD_d0.080_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9543797192776867,0.943620048429142,0.5065049484596634,0.49349505154033657,892,51939,True,False,False,True,False,0.004379719277686767,"{""base_multiplier"": 0.995, ""delta"": 0.08, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.081_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9544528448833959,0.9436960014405718,0.5065049484596634,0.49349505154033657,892,51939,True,False,False,True,False,0.004452844883395923,"{""base_multiplier"": 0.995, ""delta"": 0.081, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.080_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9545174873907272,0.9439118355119113,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004517487390727215,"{""base_multiplier"": 0.995, ""delta"": 0.08, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.080_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9545174873907272,0.9439118355119113,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004517487390727215,"{""base_multiplier"": 0.995, ""delta"": 0.08, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_dti_score_or_gradeD_d0.082_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9545223755656783,0.9437692161637782,0.5065049484596634,0.49349505154033657,892,51939,True,False,False,True,False,0.00452237556567836,"{""base_multiplier"": 0.995, ""delta"": 0.082, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.083_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9545837540861328,0.9438362213058397,0.5065049484596634,0.49349505154033657,892,51939,True,False,False,True,False,0.004583754086132874,"{""base_multiplier"": 0.995, ""delta"": 0.083, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.081_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9545993645749509,0.9439987779191287,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004599364574950915,"{""base_multiplier"": 0.995, ""delta"": 0.081, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.081_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9545993645749509,0.9439987779191287,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004599364574950915,"{""base_multiplier"": 0.995, ""delta"": 0.081, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_gradeD_score_or_dti_d0.082_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.954677646835748,0.9440829820381228,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004677646835748006,"{""base_multiplier"": 0.995, ""delta"": 0.082, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.082_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.954677646835748,0.9440829820381228,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004677646835748006,"{""base_multiplier"": 0.995, ""delta"": 0.082, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_gradeD_score_or_dti_d0.083_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9547477769347172,0.9441609765759719,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004747776934717285,"{""base_multiplier"": 0.995, ""delta"": 0.083, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.083_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9547477769347172,0.9441609765759719,0.4616898182138557,0.5383101817861443,892,51939,True,False,False,True,False,0.004747776934717285,"{""base_multiplier"": 0.995, ""delta"": 0.083, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_dti_gradeD_d0.080_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9554742448742078,0.944704904440911,0.5290887198613844,0.4709112801386156,892,51939,True,False,False,True,False,0.00547424487420789,"{""base_multiplier"": 0.995, ""delta"": 0.08, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.081_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9555561220584315,0.9447918468481283,0.5290887198613844,0.4709112801386156,892,51939,True,False,False,True,False,0.00555612205843159,"{""base_multiplier"": 0.995, ""delta"": 0.081, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.082_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9556344043192285,0.9448760509671225,0.5290887198613844,0.4709112801386156,892,51939,True,False,False,True,False,0.00563440431922857,"{""base_multiplier"": 0.995, ""delta"": 0.082, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.083_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9557045344181977,0.9449540455049716,0.5290887198613844,0.4709112801386156,892,51939,True,False,False,True,False,0.0057045344181977375,"{""base_multiplier"": 0.995, ""delta"": 0.083, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.076_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9563949351857884,0.9458807818816618,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.006394935185788486,"{""base_multiplier"": 1.0, ""delta"": 0.076, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.077_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9564680607914975,0.9459567348930915,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.006468060791497532,"{""base_multiplier"": 1.0, ""delta"": 0.077, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.078_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9565350258117404,0.9460279953265082,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.00653502581174048,"{""base_multiplier"": 1.0, ""delta"": 0.078, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.079_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9565964043321951,0.9460950004685696,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.006596404332195105,"{""base_multiplier"": 1.0, ""delta"": 0.079, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.080_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9566577828526496,0.9461620056106312,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.0066577828526496186,"{""base_multiplier"": 1.0, ""delta"": 0.08, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_dti_score_or_gradeD_d0.081_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9567191613731043,0.9462290107526927,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.006719161373104354,"{""base_multiplier"": 1.0, ""delta"": 0.081, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.076_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9567324590742555,0.9463334903585848,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.00673245907425557,"{""base_multiplier"": 1.0, ""delta"": 0.076, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.076_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9567324590742555,0.9463334903585848,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.00673245907425557,"{""base_multiplier"": 1.0, ""delta"": 0.076, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_dti_score_or_gradeD_d0.082_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9567805398935588,0.9462960158947543,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.006780539893558868,"{""base_multiplier"": 1.0, ""delta"": 0.082, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.077_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9568143362584792,0.9464204327658021,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.00681433625847927,"{""base_multiplier"": 1.0, ""delta"": 0.077, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.077_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9568143362584792,0.9464204327658021,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.00681433625847927,"{""base_multiplier"": 1.0, ""delta"": 0.077, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_dti_score_or_gradeD_d0.083_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9568419184140134,0.9463630210368158,0.5065049484596634,0.0,892,51939,True,False,False,True,False,0.0068419184140134925,"{""base_multiplier"": 1.0, ""delta"": 0.083, ""mask_name"": ""targeted_dti_score_or_gradeD""}"
v8_targeted_gradeD_score_or_dti_d0.078_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9568900528572366,0.9465026825950065,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.00689005285723665,"{""base_multiplier"": 1.0, ""delta"": 0.078, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.078_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9568900528572366,0.9465026825950065,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.00689005285723665,"{""base_multiplier"": 1.0, ""delta"": 0.078, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_gradeD_score_or_dti_d0.079_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9569601829562059,0.9465806771328555,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.006960182956205929,"{""base_multiplier"": 1.0, ""delta"": 0.079, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.079_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9569601829562059,0.9465806771328555,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.006960182956205929,"{""base_multiplier"": 1.0, ""delta"": 0.079, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_gradeD_score_or_dti_d0.080_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.957030313055175,0.9466586716707049,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.007030313055175097,"{""base_multiplier"": 1.0, ""delta"": 0.08, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.080_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.957030313055175,0.9466586716707049,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.007030313055175097,"{""base_multiplier"": 1.0, ""delta"": 0.08, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_gradeD_score_or_dti_d0.081_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9571004431541442,0.946736666208554,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.007100443154144265,"{""base_multiplier"": 1.0, ""delta"": 0.081, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.081_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9571004431541442,0.946736666208554,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.007100443154144265,"{""base_multiplier"": 1.0, ""delta"": 0.081, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_gradeD_score_or_dti_d0.082_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9571705732531135,0.9468146607464032,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.0071705732531135435,"{""base_multiplier"": 1.0, ""delta"": 0.082, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.082_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9571705732531135,0.9468146607464032,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.0071705732531135435,"{""base_multiplier"": 1.0, ""delta"": 0.082, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_gradeD_score_or_dti_d0.083_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9572407033520827,0.9468926552842525,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.007240703352082711,"{""base_multiplier"": 1.0, ""delta"": 0.083, ""mask_name"": ""targeted_gradeD_score_or_dti""}"
v8_gradeD_and_score_low_or_dti_d0.083_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9572407033520827,0.9468926552842525,0.4616898182138557,0.0,892,51939,True,False,False,True,False,0.007240703352082711,"{""base_multiplier"": 1.0, ""delta"": 0.083, ""mask_name"": ""gradeD_and_score_low_or_dti""}"
v8_targeted_dti_gradeD_d0.076_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9574049004651937,0.9468958347432864,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.007404900465193709,"{""base_multiplier"": 1.0, ""delta"": 0.076, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.077_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9574867776494173,0.9469827771505038,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.007486777649417298,"{""base_multiplier"": 1.0, ""delta"": 0.077, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.078_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9575624942481747,0.9470650269797081,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.007562494248174789,"{""base_multiplier"": 1.0, ""delta"": 0.078, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.079_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.957632624347144,0.9471430215175574,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.007632624347144068,"{""base_multiplier"": 1.0, ""delta"": 0.079, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.080_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9577027544461132,0.9472210160554067,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.007702754446113236,"{""base_multiplier"": 1.0, ""delta"": 0.08, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.081_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9577728845450824,0.9472990105932558,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.0077728845450824036,"{""base_multiplier"": 1.0, ""delta"": 0.081, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.082_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9578430146440515,0.9473770051311049,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.007843014644051571,"{""base_multiplier"": 1.0, ""delta"": 0.082, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_d0.083_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9579131447430207,0.947454999668954,0.5290887198613844,0.0,892,51939,True,False,False,True,False,0.007913144743020739,"{""base_multiplier"": 1.0, ""delta"": 0.083, ""mask_name"": ""targeted_dti_gradeD""}"
v8_targeted_dti_gradeD_period_d0.080_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9587989590821291,0.9500801144122792,0.5793368770373851,0.4206631229626149,892,51939,True,False,False,True,False,0.008798959082129132,"{""base_multiplier"": 0.995, ""delta"": 0.08, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_period_d0.081_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.958915813212698,0.9502272495917004,0.5793368770373851,0.4206631229626149,892,51939,True,False,False,True,False,0.008915813212698076,"{""base_multiplier"": 0.995, ""delta"": 0.081, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_period_d0.082_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9590279220443436,0.9503698708302474,0.5793368770373851,0.4206631229626149,892,51939,True,False,False,True,False,0.009027922044343661,"{""base_multiplier"": 0.995, ""delta"": 0.082, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_period_d0.083_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9591292700223767,0.9505022558628675,0.5793368770373851,0.4206631229626149,892,51939,True,False,False,True,False,0.009129270022376734,"{""base_multiplier"": 0.995, ""delta"": 0.083, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_score_income_or_dti_d0.074_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9593938546262818,0.9485679598523039,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.009393854626281839,"{""base_multiplier"": 1.0, ""delta"": 0.074, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_score_income_or_dti_d0.075_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9595268819411269,0.9487105437897719,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.009526881941126941,"{""base_multiplier"": 1.0, ""delta"": 0.075, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_score_income_or_dti_d0.076_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9596531970861942,0.9488424655825676,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.009653197086194276,"{""base_multiplier"": 1.0, ""delta"": 0.076, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_score_income_or_dti_d0.077_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9597745862117878,0.9489710265358328,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.009774586211787839,"{""base_multiplier"": 1.0, ""delta"": 0.077, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_score_income_or_dti_d0.078_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9598840964979051,0.9490902509790171,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.009884096497905115,"{""base_multiplier"": 1.0, ""delta"": 0.078, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_score_income_or_dti_d0.079_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9599847102831096,0.9492029533061614,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.009984710283109655,"{""base_multiplier"": 1.0, ""delta"": 0.079, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_score_income_or_dti_d0.080_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9600853240683143,0.9493156556333061,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.010085324068314305,"{""base_multiplier"": 1.0, ""delta"": 0.08, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_risk_score_ge_0p45_d0.080_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9601125085521245,0.9479065860985393,0.5738157469677836,0.42618425303221635,892,51939,True,False,False,True,False,0.010112508552124533,"{""base_multiplier"": 0.995, ""delta"": 0.08, ""mask_name"": ""risk_score_ge_0p45""}"
v8_targeted_score_income_or_dti_d0.081_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9601859378535187,0.9494283579604506,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.010185937853518734,"{""base_multiplier"": 1.0, ""delta"": 0.081, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_risk_score_ge_0p45_d0.081_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9602002592789753,0.9480014255776288,0.5738157469677836,0.42618425303221635,892,51939,True,False,False,True,False,0.010200259278975388,"{""base_multiplier"": 0.995, ""delta"": 0.081, ""mask_name"": ""risk_score_ge_0p45""}"
v8_risk_score_ge_0p45_d0.082_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9602844150823996,0.9480935267684952,0.5738157469677836,0.42618425303221635,892,51939,True,False,False,True,False,0.010284415082399634,"{""base_multiplier"": 0.995, ""delta"": 0.082, ""mask_name"": ""risk_score_ge_0p45""}"
v8_targeted_score_income_or_dti_d0.082_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9602865516387232,0.9495410602875949,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.010286551638723274,"{""base_multiplier"": 1.0, ""delta"": 0.082, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_risk_score_ge_0p45_d0.083_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.960360418723996,0.9481794183782166,0.5738157469677836,0.42618425303221635,892,51939,True,False,False,True,False,0.010360418723996068,"{""base_multiplier"": 0.995, ""delta"": 0.083, ""mask_name"": ""risk_score_ge_0p45""}"
v8_targeted_score_income_or_dti_d0.083_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.8,0.0,0.8,0.9603871654239278,0.9496537626147394,0.4924965492937065,0.0,892,51939,True,False,False,True,False,0.010387165423927813,"{""base_multiplier"": 1.0, ""delta"": 0.083, ""mask_name"": ""targeted_score_income_or_dti""}"
v8_targeted_dti_gradeD_period_d0.076_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9605376751845239,0.9519721117110463,0.5793368770373851,0.0,892,51939,True,False,False,True,False,0.010537675184523976,"{""base_multiplier"": 1.0, ""delta"": 0.076, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_period_d0.077_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9606545293150927,0.9521192468904672,0.5793368770373851,0.0,892,51939,True,False,False,True,False,0.010654529315092698,"{""base_multiplier"": 1.0, ""delta"": 0.077, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_period_d0.078_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.960763251472846,0.9522586465731214,0.5793368770373851,0.0,892,51939,True,False,False,True,False,0.01076325147284607,"{""base_multiplier"": 1.0, ""delta"": 0.078, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_period_d0.079_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9608645994508792,0.9523910316057415,0.5793368770373851,0.0,892,51939,True,False,False,True,False,0.010864599450879253,"{""base_multiplier"": 1.0, ""delta"": 0.079, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_targeted_dti_gradeD_period_d0.080_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9609659474289121,0.9525234166383617,0.5793368770373851,0.0,892,51939,True,False,False,True,False,0.010965947428912104,"{""base_multiplier"": 1.0, ""delta"": 0.08, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_gradeDplus_or_dti_q3_d0.080_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9609979984216397,0.9485660848439809,0.6487034154650377,0.35129658453496226,892,51939,True,False,False,True,False,0.010997998421639732,"{""base_multiplier"": 0.995, ""delta"": 0.08, ""mask_name"": ""gradeDplus_or_dti_q3""}"
v8_targeted_dti_gradeD_period_d0.081_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9610672954069449,0.9526558016709817,0.5793368770373851,0.0,892,51939,True,False,False,True,False,0.011067295406944955,"{""base_multiplier"": 1.0, ""delta"": 0.081, ""mask_name"": ""targeted_dti_gradeD_period""}"
v8_gradeDplus_or_dti_q3_d0.081_m0.995,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.9610857491484907,0.9486609243230706,0.6487034154650377,0.35129658453496226,892,51939,True,False,False,True,False,0.011085749148490698,"{""base_multiplier"": 0.995, ""delta"": 0.081, ""mask_name"": ""gradeDplus_or_dti_q3""}"
v8_targeted_dti_gradeD_period_d0.082_m1.000,deployable_mask_width_penalized_microgrid,True,5,0.6666666666666666,0.9,0.0,0.8,0.961168643384978,0.952788186703602,0.5793368770373851,0.0,892,51939,True,False,False,True,False,0.011168643384978028,"{""base_multiplier"": 1.0, ""delta"": 0.082, ""mask_name"": ""targeted_dti_gradeD_period""}"
