online_method_v9,method_family,deployable_without_current_outcomes,min_effective_sample_size,coverage_policy_month_raw_min,coverage_policy_month_defended_min,coverage_source_month_raw_min,coverage_source_month_defended_min,avg_width_loan,avg_width_policy_month,share_rows_widened_vs_v4,share_rows_shrunk_vs_v4,small_policy_month_cells_pooled,small_source_month_cells_pooled,gate_source_month_80,gate_policy_month_90,gate_width_95,goal_pass,source_margin_to_0p80,policy_margin_to_0p90,width_margin_to_0p95,parameters_json,caveat
v9_tail_guard_gradeF_only_m0.960_d0.120_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9426498047533874,0.9297252288772686,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.007350195246612512,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.140_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9426779397197571,0.9318209779919965,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.007322060280242848,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.140_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9427097865728263,0.9299835601126906,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.00729021342717362,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.120_t0.100,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9427272837457837,0.9297714968291005,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.007272716254216216,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.1, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.120_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9427922171026228,0.9326250269698203,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.007207782897377113,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.955_d0.140_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9427992048801002,0.931877410004924,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.007200795119899794,"{""base_multiplier"": 0.955, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.960_d0.120_t0.030,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9428468480105315,0.9312633338640925,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.00715315198946842,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.03, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.160_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9428541459985742,0.9320578901481633,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.0071458540014257554,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.955_d0.120_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9428711764636682,0.9325691953825177,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.007128823536331708,"{""base_multiplier"": 0.955, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.160_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9428859928516433,0.9302204722688575,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.007114007148356638,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.140_t0.050,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9428871665344746,0.9300925057399593,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.007112833465525381,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.05, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.140_t0.050,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9429686800798052,0.9324771745201701,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.00703131992019479,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.05, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.955_d0.160_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9429754111589173,0.9321143221610908,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.007024588841082702,"{""base_multiplier"": 0.955, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.140_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9429980848830509,0.9301626061961062,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.007001915116949031,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.160_t0.050,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9430633728132917,0.9303294178961261,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.0069366271867082885,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.05, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.955_d0.120_t0.030,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9430739003893464,0.9302307616827953,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006926099610653602,"{""base_multiplier"": 0.955, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.03, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.950_d0.140_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9430880039925688,0.9300008850046158,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006911996007431198,"{""base_multiplier"": 0.95, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.140_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9431170080906178,0.9302335729557921,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.00688299190938213,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.160_t0.050,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9431448863586223,0.9327140866763369,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.006855113641377697,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.05, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.160_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.943174291161868,0.9303995183522729,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.006825708838131939,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.140_t0.100,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9431944870830142,0.9302798409076241,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.006805512916985723,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.1, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.140_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9432594204398533,0.9331333710483436,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.00674057956014662,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.950_d0.160_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9432883212270725,0.9302526730825239,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006711678772927443,"{""base_multiplier"": 0.95, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.160_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9432932143694349,0.9304704851119588,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.0067067856305650375,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.960_d0.140_t0.030,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9433140513477621,0.931771677942616,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006685948652237816,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.03, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.960_d0.160_t0.100,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9433706933618313,0.9305167530637909,0.5497048544829815,0.4502951455170186,892,51939,True,True,True,True,0.0,0.0,0.0066293066381686305,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.1, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.120_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9433736978227192,0.9339374200261672,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.006626302177280774,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.960_d0.120_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9434055446757886,0.9321000021468613,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.0065944553242113235,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.160_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9434356267186703,0.9333702832045103,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.0065643732813296385,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.960_d0.160_t0.030,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.943490257626579,0.9320085900987827,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006509742373420946,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.03, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.955_d0.120_t0.100,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9435049788864928,0.9338868870642479,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.006495021113507193,"{""base_multiplier"": 0.955, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.1, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.955_d0.140_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9435178333053239,0.9332724721714587,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.00648216669467605,"{""base_multiplier"": 0.955, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.950_d0.120_t0.050,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9436003939290539,0.9303870534600188,0.6602155590144195,0.33978444098558047,892,51939,True,True,True,True,0.0,0.0,0.006399606070946029,"{""base_multiplier"": 0.95, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.05, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.955_d0.160_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.943694039584141,0.9335093843276254,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.006305960415858958,"{""base_multiplier"": 0.955, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.955_d0.140_t0.030,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9437205572310019,0.9309340384717362,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006279442768998056,"{""base_multiplier"": 0.955, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.03, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.945_d0.140_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9437207683030827,0.9302892368154946,0.6602155590144195,0.33978444098558047,892,51939,True,True,True,True,0.0,0.0,0.006279231696917242,"{""base_multiplier"": 0.945, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.965_d0.120_t0.020,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9438112850612471,0.9324265269953931,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006188714938752837,"{""base_multiplier"": 0.965, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.02, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.140_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9438409011599497,0.9344457641046906,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.006159098840050281,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_only_m0.965_d0.120_t0.020,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9438451524873452,0.9315217227929745,0.5065049484596634,0.49349505154033657,892,51939,True,True,True,True,0.0,0.0,0.006154847512654715,"{""base_multiplier"": 0.965, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.02, ""tail_mask"": ""gradeF_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.960_d0.140_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9438727480130191,0.9326083462253848,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.006127251986980831,"{""base_multiplier"": 0.96, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.960_d0.120_t0.050,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9438736649974849,0.9328651443023033,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.0061263350025150265,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.05, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.120_t0.100,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9438931488962364,0.9351271328730563,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.006106851103763522,"{""base_multiplier"": 0.96, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.1, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.955_d0.160_t0.030,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.943896763509819,0.9311709506279029,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.006103236490180963,"{""base_multiplier"": 0.955, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.03, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.945_d0.160_t0.060,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9439578554381107,0.9305709905452828,0.6602155590144195,0.33978444098558047,892,51939,True,True,True,True,0.0,0.0,0.006042144561889229,"{""base_multiplier"": 0.945, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.06, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.960_d0.160_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9440171074387668,0.9346826762608574,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.0059828925612331885,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeF_or_dti_q5_m0.960_d0.160_t0.040,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9440489542918362,0.9328452583815515,0.5787788904877977,0.42122110951220226,892,51939,True,True,True,True,0.0,0.0,0.005951045708163738,"{""base_multiplier"": 0.96, ""primary_delta"": 0.16, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.04, ""tail_mask"": ""gradeF_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_gradeEplus_or_dti_q5_m0.940_d0.140_t0.080,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9440848785310043,0.9303883257223716,0.6602155590144195,0.33978444098558047,892,51939,True,True,True,True,0.0,0.0,0.005915121468995643,"{""base_multiplier"": 0.94, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.08, ""tail_mask"": ""gradeEplus_or_dti_q5""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.965_d0.140_t0.020,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9441215121695803,0.9327681068776205,0.512378491086899,0.4876215089131009,892,51939,True,True,True,True,0.0,0.0,0.005878487830419665,"{""base_multiplier"": 0.965, ""primary_delta"": 0.14, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.02, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
v9_tail_guard_dti_q5_only_m0.965_d0.120_t0.030,structural_tail_guard_width_shrink,True,5,0.6666666666666666,0.9,0.0,0.8,0.9441300095003735,0.9331216050815097,0.5414525270917153,0.4585474729082846,892,51939,True,True,True,True,0.0,0.0,0.005869990499626443,"{""base_multiplier"": 0.965, ""primary_delta"": 0.12, ""primary_mask"": ""targeted_dti_score_or_gradeD"", ""tail_bonus"": 0.03, ""tail_mask"": ""dti_q5_only""}","The structural tail guard is deployable from pre-decision fields, but the grid was selected in a replay and needs future-period validation."
