stage_v122,pair_rows_v122,claim_boundary_v122
all_pairs,47315358,post-v121 one-swap screen stage count only
return_improving,1937078,post-v121 one-swap screen stage count only
budget_return_feasible,1181596,post-v121 one-swap screen stage count only
source_prefilter_feasible,5554,post-v121 one-swap screen stage count only
source_exact_feasible,4755,post-v121 one-swap screen stage count only
cvar_feasible_improving,4755,post-v121 one-swap screen stage count only
