policy_id,regime_v265,primary_rank_v265,primary_added_loan_id_v265,primary_dropped_loan_id_v265,primary_added_loan_amount_v265,primary_dropped_loan_amount_v265,primary_return_delta_v265,primary_exposure_after_v265,primary_source_cap_violations_v265,primary_first_source_block_family_v265,primary_first_source_block_id_v265,primary_source_min_slack_v265,primary_max_source_share_v265,claim_boundary_v265,primary_added_grade_v265,primary_dropped_grade_v265,primary_added_score_decile_v265,primary_dropped_score_decile_v265,primary_added_income_band_v265,primary_dropped_income_band_v265,primary_added_dti_band_v265,primary_dropped_dti_band_v265,primary_added_period_v265,primary_dropped_period_v265,primary_added_state_top20_v265,primary_dropped_state_top20_v265
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,0,162604995,158940609,1200.0,2000.0,114.13096059162561,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,2,3,2,3,1,3,2019,2019,TX,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,1,162604995,156935428,1200.0,2000.0,102.31039856619131,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,2,1,2,3,1,0,2019,2019,TX,MD
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,2,156192909,158940609,1200.0,2000.0,101.7878173123784,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,3,3,4,3,2,3,2019,2019,other,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,3,162604995,159720541,1200.0,2000.0,100.87753277045223,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,2,2,2,4,1,0,2019,2019,TX,MN
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,4,165985906,158940609,1200.0,2000.0,100.79101415378122,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,C,D,1,3,3,3,4,3,2020,2019,VA,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,5,146255415,158940609,1250.0,2000.0,99.7335177952439,842375.0,1,grade,A,-0.0007306837583723746,0.8998367710342781,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,E,D,2,3,4,3,0,3,2019,2019,other,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,6,145085915,158940609,1200.0,2000.0,99.09084700222891,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,C,D,1,3,0,3,0,3,2018,2019,CA,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,7,142448559,127281432,1200.0,2000.0,96.41857048378807,842325.0,1,grade,A,-0.0007813688002913377,0.8989404327308343,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,B,B,0,0,1,4,2,0,2018,2018,IL,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,8,162604995,152314563,1200.0,2000.0,95.6060001244334,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,2,2,2,3,1,2,2019,2019,TX,FL
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,9,160806330,158940609,1200.0,2000.0,94.41180923532383,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,2,3,2,3,2,3,2019,2019,FL,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,10,142369432,158940609,1200.0,2000.0,91.89095374425773,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,B,D,1,3,0,3,0,3,2018,2019,NY,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,11,143384974,154756272,1000.0,1600.0,91.09848276973648,842525.0,1,grade,A,-0.0005786647277166157,0.8996765674609062,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,C,C,1,1,1,2,0,1,2018,2019,NY,NC
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,12,156192909,156935428,1200.0,2000.0,89.9672552869441,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,3,1,4,3,2,0,2019,2019,other,MD
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,13,143298636,154756272,1000.0,1600.0,89.3934206392438,842525.0,1,grade,A,-0.0005786647277166157,0.8996765674609062,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,C,C,1,1,1,2,2,1,2018,2019,other,NC
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,14,143029391,154756272,1000.0,1600.0,89.3934206392438,842525.0,1,grade,A,-0.0005786647277166157,0.8996765674609062,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,C,C,1,1,2,2,0,1,2018,2019,IL,NC
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,15,155252343,154756272,1000.0,1600.0,89.3542463212622,842525.0,1,grade,A,-0.0005786647277166157,0.8996765674609062,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,C,2,1,3,2,3,1,2019,2019,other,NC
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,16,154899738,154756272,1000.0,1600.0,89.21458031473105,842525.0,1,grade,A,-0.0005786647277166157,0.8996765674609062,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,B,C,1,1,0,2,0,1,2019,2019,other,NC
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,17,165985906,156935428,1200.0,2000.0,88.97045212834692,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,C,D,1,1,3,3,4,0,2020,2019,VA,MD
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,18,142547301,154756272,1000.0,1600.0,88.82900812446357,842525.0,1,grade,A,-0.0005786647277166157,0.8996765674609062,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,C,2,1,2,2,2,1,2018,2019,MN,NC
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,19,156192909,159720541,1200.0,2000.0,88.53438949120502,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,3,2,4,4,2,0,2019,2019,other,MN
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,20,137677350,154756272,1000.0,1600.0,88.34703682474301,842525.0,1,grade,A,-0.0005786647277166157,0.8996765674609062,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,F,C,2,1,2,2,2,1,2018,2019,WA,NC
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,21,148673813,158940609,1200.0,2000.0,87.93416831918913,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,D,D,3,3,3,3,0,3,2019,2019,CA,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,22,146255415,156935428,1250.0,2000.0,87.9129557698096,842375.0,1,grade,A,-0.0007306837583723746,0.8998367710342781,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,E,D,2,1,4,3,0,0,2019,2019,other,MD
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,23,137151950,127281432,1250.0,2000.0,87.62472004283927,842375.0,1,grade,A,-0.0007306837583723746,0.8989464312212494,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,B,B,0,0,3,4,3,0,2018,2018,other,other
v63_source_repair_return_guarded_repair,bounded_two_swap_after_v263,24,165985906,159720541,1200.0,2000.0,87.53758633260784,842325.0,1,grade,A,-0.0007813688002913377,0.8998901849048764,bounded primary one-swap from post-v263 source-prefilter frontier; exact source requires relief,C,D,1,2,3,4,4,0,2020,2019,VA,MN
