policy_id,regime_v76,path_id,scenario_loss_v76,scenario_return_v76,claim_boundary_v76,iteration_v76
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,0,39122.924555967824,16814.671763922168,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,1,59353.05806419618,-1893.8363865067622,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,2,87645.88655088014,-28661.109561655772,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,3,53820.4062635082,3382.622396820392,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,4,56168.24443238754,959.3899861146028,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,5,51319.01913179944,5645.776163555975,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,6,67835.12072885661,-9855.066021135428,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,7,56025.24086842899,1182.7055699152925,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,8,47020.16063797387,9462.889312861553,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,9,43463.87874711694,12757.678687391888,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,10,114361.81714995534,-54479.94851371596,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,11,74428.21129276766,-16117.644502430205,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,12,43014.473931682005,13301.17259235676,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,13,53705.27299169825,3562.32111739887,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,14,78778.90472959836,-20162.339277164778,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,15,60315.931823860774,-2418.6846165519264,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,16,45543.48640938775,10958.260401309059,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,17,46379.132660309115,9923.469225812549,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,18,64604.61304655975,-6850.168608531791,v76 iteration scenario evaluation only,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,19,74113.35868454237,-15481.26367709761,v76 iteration scenario evaluation only,3
