round_v63,selection_rule_v63,columns_before_v63,columns_after_v63,new_columns_v63,pricing_tolerance_v63,restricted_master_columns_v63
0,tri_score_warm_start_reused_for_source_repair,0,36000,36000,heuristic_score_not_dual_exact,36000
