partition_id_v350,full_universe_rows_v350,selected_rows_v350,full_omitted_candidate_rows_v350,observed_omitted_candidate_rows_v350,unobserved_omitted_candidate_rows_v350,v349_pool_rows_v350,v349_observed_candidate_rows_v350,v349_pool_includes_all_observed_omitted_v350,v349_pool_share_of_full_omitted_v350,unobserved_share_of_full_omitted_v350,claim_boundary_v350
v347_full_v55_omitted_partition_after_v349,276869,171,276698,1552,275146,1723,1552,True,0.00560900331769655,0.9943909966823035,"v349 covers all observed omitted candidates, not all full-v55 omitted loans"
