policy_id,n_paths,final_wealth_mean,final_wealth_p05,final_wealth_p95,final_cash_mean,outstanding_principal_mean,cumulative_funded_exposure_mean,cumulative_losses_mean,cumulative_losses_p95,cumulative_defaults_mean,cumulative_recoveries_mean,cumulative_realized_return_mean,ECL_final_mean,stage2_share_proxy_final_mean,source_exposure_weak_share_final_mean,no_temporal_leakage_rate,dynamic_value_score_v15,dynamic_governance_gate_pass_v15,paper4_champion_score_v15,online_gate_pass_v15,paper4_working_only,registry_decision_v15,version_v27,claim_scope_v27,version_v28
paper1_economic_champion,256,1169819.172855575,1100721.6891324874,1226245.7693355812,1161682.718429925,9216.47786458334,1000000.0,93543.09730725214,141472.10121746128,114.66015625,87351.62441748175,264442.2936017553,1080.023438932769,0.4456916845101422,0.322265625,1.0,0.4607142857142857,True,0.4607142857142857,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,256,1169392.180246571,1118878.4274439297,1211083.385255227,1161786.4220446865,8371.419270833341,1000000.0,66402.44308129806,107267.83879408451,92.18359375,58530.23042767771,236560.2843968149,765.6610689485351,0.39932479594181,0.5861593239854525,1.0,0.4339285714285714,True,0.4339285714285714,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,256,1169392.180246571,1118878.4274439297,1211083.385255227,1161786.4220446865,8371.419270833341,1000000.0,66402.44308129806,107267.83879408451,92.18359375,58530.23042767771,236560.2843968149,765.6610689485351,0.39932479594181,0.5861593239854525,1.0,0.4339285714285714,True,0.4339285714285714,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,256,1147599.8190202566,1101491.5099386172,1186165.9688596737,1139994.060818372,8371.419270833341,1000000.0,65803.9603091845,103763.41600025556,95.1171875,57957.19564532046,214169.44039838528,765.6610689485351,0.39932479594181,0.5861593239854525,1.0,0.4821428571428571,True,0.4821428571428571,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_fvi_bellman_rollout,256,1091759.1849285318,1072753.165111611,1105507.8462034494,1091759.1849285318,0.0,998650.0,31433.18480897516,49572.17282524605,87.01953125,29411.737066024805,123192.36973750246,0.0,0.0,0.0,1.0,0.5660714285714287,True,0.5660714285714287,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_fvi_capital_guarded,256,1090003.3752301582,1070936.3123175658,1104074.7739138375,1090003.3752301582,0.0,999425.0,31611.384307063363,49384.56769194493,87.921875,29569.92265908244,121614.75953721664,0.0,0.0,0.0,1.0,0.6053571428571428,True,0.6053571428571428,True,True,paper4_working_champion_candidate,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_fvi_return_recovery,256,1098229.6296841127,1077842.4350712467,1113008.0878972532,1098229.6296841127,0.0,998375.0,32620.620705677196,52710.85497165763,87.0546875,30591.68398182277,130850.25038978734,0.0,0.0,0.0,1.0,0.5482142857142858,True,0.5482142857142858,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_mdcp_empirical_base,256,1099269.9780174235,1066127.2228596755,1129525.429422911,1099269.9780174235,0.0,1000000.0,56969.67116871265,81933.9296027817,78.203125,50616.9180156486,156239.64918613256,0.0,0.0,0.0,1.0,0.5625000000000001,True,0.5625000000000001,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_mdcp_empirical_return_recovery,256,1126118.9454053885,1081444.9699252937,1159567.2424981608,1122707.5630750598,3850.9114583333385,1000000.0,60145.50865190305,92750.16236812192,79.125,54221.40711886018,186703.98318528943,439.52912800464713,0.66015625,0.4951171874999999,1.0,0.5321428571428571,True,0.5321428571428571,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_mdcp_empirical_tight,256,1063814.513901417,1035668.521470622,1088096.848028365,1063814.513901417,0.0,850000.0,47240.05102688747,67835.59019281392,69.8046875,41101.89724463211,111054.56492830632,0.0,0.0,0.0,1.0,0.6660714285714285,False,-1.0,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_spo_regret_audit_guarded,256,1122597.216851456,1087662.1020245356,1152657.581044604,1122597.216851456,0.0,980625.0,55847.99962134851,85980.80692894796,83.35546875,52104.94362951951,178445.21647280088,0.0,0.0,0.0,1.0,0.5017857142857143,True,0.5017857142857143,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_spo_regret_balanced,256,1131182.910089419,1091407.8465420944,1163242.3304211972,1131182.910089419,0.0,982650.0,56718.2354340348,91175.15813060428,82.921875,52782.32066405543,187901.145523456,0.0,0.0,0.0,1.0,0.4267857142857142,True,0.4267857142857142,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_spo_regret_return_recovery,256,1132097.19781627,1089603.4598341566,1163180.6590610913,1132097.19781627,0.0,980650.0,60471.053062767125,97321.61806960564,89.87109375,56153.47493202449,192568.2508790416,0.0,0.0,0.0,1.0,0.4839285714285714,True,0.4839285714285714,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v13_static_reference,256,1050559.1071577964,926275.7658820573,1189284.2851090787,1050374.4708342142,327.2005208333334,976825.0,275619.6367665357,346813.56544319994,28.1796875,266877.2528819018,326321.3081215822,142.5641972513743,0.3203125,0.1361798165835991,1.0,0.7964285714285714,False,-1.0,True,True,paper4_dynamic_challenger,dynamic_scale_up_256_or_more,larger internal replay; no forecast or production claim,
v24_adp_rollout_reinvestment_value,128,976962.8338169719,852733.506978647,1109044.4250283805,976962.8338169719,0.0,2384458.3384973924,319558.23877399694,431453.08973471826,680.1875,295026.8923073768,296521.0725909585,0.0,0.0,0.0,1.0,0.3,False,-1.0,True,True,paper4_dynamic_challenger,,,adp_rollout_v2
v24_adp_rollout_return_value,128,984851.683719628,855511.667605263,1119266.3152170184,984851.683719628,0.0,2385056.460257633,324972.76826551993,440831.02715140925,662.6171875,298612.0797419845,309824.4519851394,0.0,0.0,0.0,1.0,0.2357142857142857,False,-1.0,True,True,paper4_dynamic_challenger,,,adp_rollout_v2
v24_adp_rollout_source_ecl_value,128,835163.1994942474,682175.256798362,1000963.8117900975,835163.1994942474,0.0,2386173.9854172245,448764.3701744844,586365.3504768352,944.765625,392709.8499163576,283927.5696687227,0.0,0.0,0.0,1.0,0.9642857142857143,False,-1.0,True,True,paper4_dynamic_challenger,,,adp_rollout_v2
v24_adp_rollout_tail_value,128,969934.6160131417,848707.2743326835,1094807.518602946,969934.6160131417,0.0,2383496.40203269,316087.1810828481,426308.9981657397,692.140625,293264.02198679035,286021.7970959787,0.0,0.0,0.0,1.0,0.3785714285714286,False,-1.0,True,True,paper4_dynamic_challenger,,,adp_rollout_v2
v28_adp_depth2_reinvestment_guarded,128,919685.3870045864,787776.2744071617,1059039.349132003,919685.3870045864,0.0,2385504.046125865,370029.1777018613,489408.72772977385,798.8515625,334414.9941608163,289714.56470643793,0.0,0.0,0.0,1.0,0.5571428571428572,False,-1.0,True,True,paper4_dynamic_challenger,,,adp_rollout_v2
v28_adp_depth2_tail_source,128,905200.046183348,771833.456639368,1051782.777537918,905200.046183348,0.0,2385320.4616958457,376734.5212803616,497920.31929482374,821.8359375,338548.51861778984,281934.5674636986,0.0,0.0,0.0,1.0,0.7357142857142857,False,-1.0,True,True,paper4_dynamic_challenger,,,adp_rollout_v2
v28_adp_depth3_balanced,128,897937.22672464,761747.800142947,1046529.87466082,897937.22672464,0.0,2385920.1565547595,387484.64215757843,510796.2459812069,841.90625,346078.1074603634,285421.8688822079,0.0,0.0,0.0,1.0,0.8285714285714285,False,-1.0,True,True,paper4_dynamic_challenger,,,adp_rollout_v2
