policy_id,scenario,sicr_rule,contractual_ecl_v5,discounted_ead_v5,interest_cash_v5,principal_cash_v5,realized_loss_cash_v5,stage1_share_v5,stage2_share_v5,stage3_share_v5,ecl_estimation_scope_v5,realized_return_proxy_lgd45,funded_exposure,net_return_after_contractual_ecl_v5
paper4_v4_local_rt0p1700_g0p450_u0p075,optimistic,relative_2x,43993.61924520899,19542302.777777776,317422.30999440385,999165.2777777778,7136.875,0.8153131115459883,0.1832191780821918,0.0014677103718199608,monthly_marginal_pd_discounted_cash_shortfall_proxy,175657.95308946315,1000000.0,131664.33384425414
paper4_v4_local_rt0p1700_g0p450_u0p100,optimistic,relative_2x,43778.41492425983,19544761.89223151,317600.4100726702,999178.220485429,7026.214849582156,0.8195934959349593,0.17894308943089432,0.0014634146341463415,monthly_marginal_pd_discounted_cash_shortfall_proxy,176079.0568910174,1000000.0,132300.64196675757
paper4_v4_local_rt0p1700_g0p475_u0p000,optimistic,relative_2x,41801.07246437988,19448720.833333332,310861.94540414616,999089.5833333334,7784.062500000001,0.803496952197626,0.19497914661533525,0.0015239011870388194,monthly_marginal_pd_discounted_cash_shortfall_proxy,171759.67280928156,1000000.0,129958.60034490167
paper4_v4_local_rt0p1700_g0p475_u0p025,optimistic,relative_2x,41411.91150032305,19364780.37992853,309878.5528601321,999056.25,8069.062500000001,0.8070469798657718,0.19135506551613934,0.0015979546180888463,monthly_marginal_pd_discounted_cash_shortfall_proxy,171111.06526498214,1000000.0,129699.1537646591
paper4_v4_local_rt0p1700_g0p475_u0p050,optimistic,relative_2x,41563.40394020381,19431229.003716018,311669.5110212939,999056.25,8069.062500000001,0.8178952473326867,0.18048819915939218,0.0016165535079211122,monthly_marginal_pd_discounted_cash_shortfall_proxy,171238.3244154223,1000000.0,129674.9204752185
paper4_v4_local_rt0p1700_g0p475_u0p075,optimistic,relative_2x,41196.71207338991,19446566.39561484,312102.8055554098,999141.1035299274,7343.564819120771,0.8230174081237911,0.17545132172791747,0.0015312701482914249,monthly_marginal_pd_discounted_cash_shortfall_proxy,173262.65358311104,1000000.0,132065.94150972113
paper4_v4_local_rt0p1700_g0p475_u0p100,optimistic,relative_2x,41174.59282999537,19494785.355222862,313253.5810129248,999193.0555555555,6899.375,0.8285645004849661,0.17006142903330101,0.0013740704817329454,monthly_marginal_pd_discounted_cash_shortfall_proxy,174431.6433553046,1000000.0,133257.05052530923
paper4_v4_local_rt0p1700_g0p500_u0p000,optimistic,relative_2x,39013.338193711796,19406266.52494403,305719.6187393521,999074.5606576002,7912.506377518598,0.8104967948717948,0.18790064102564102,0.0016025641025641025,monthly_marginal_pd_discounted_cash_shortfall_proxy,169603.66556130192,1000000.0,130590.32736759013
paper4_v4_local_rt0p1700_g0p500_u0p025,optimistic,relative_2x,38941.96327978047,19397827.07750952,305711.7033462582,999084.0277777778,7831.562500000001,0.8126808100289296,0.18579234972677597,0.001526840244294439,monthly_marginal_pd_discounted_cash_shortfall_proxy,169886.8565354871,1000000.0,130944.89325570664
paper4_v4_local_rt0p1700_g0p500_u0p050,optimistic,relative_2x,38831.917976341145,19418087.499997,306646.69637773046,999056.25,8069.062500000001,0.8173724735322425,0.18102341995508503,0.0016041065126724415,monthly_marginal_pd_discounted_cash_shortfall_proxy,169315.7324273321,1000000.0,130483.81445099096
paper4_v4_local_rt0p1700_g0p500_u0p075,optimistic,relative_2x,38588.27987981187,19398441.666662347,306608.6591845898,999079.1666666598,7873.125000059375,0.821451355661882,0.17695374800637959,0.001594896331738437,monthly_marginal_pd_discounted_cash_shortfall_proxy,170021.31140035062,1000000.0,131433.03152053876
paper4_v4_local_rt0p1700_g0p500_u0p100,optimistic,relative_2x,38196.04878658091,19336330.185969695,306706.70162736747,999133.6498166764,7407.294067417131,0.8304024081115335,0.16809252217997464,0.0015050697084917617,monthly_marginal_pd_discounted_cash_shortfall_proxy,171334.7083294575,1000000.0,133138.6595428766
paper4_v4_local_rt0p1725_g0p400_u0p000,optimistic,relative_2x,48030.57437227286,19193793.055552557,322850.7604546567,998936.8055555555,9090.3125,0.809580552907531,0.18891007308547822,0.0015093740069907849,monthly_marginal_pd_discounted_cash_shortfall_proxy,175696.21562526395,1000000.0,127665.6412529911
paper4_v4_local_rt0p1725_g0p400_u0p025,optimistic,relative_2x,48030.57437227286,19193793.055552557,322850.7604546567,998936.8055555555,9090.3125,0.809580552907531,0.18891007308547822,0.0015093740069907849,monthly_marginal_pd_discounted_cash_shortfall_proxy,175696.21562526395,1000000.0,127665.6412529911
paper4_v4_local_rt0p1725_g0p400_u0p050,optimistic,relative_2x,48030.57437227286,19193793.055552557,322850.7604546567,998936.8055555555,9090.3125,0.809580552907531,0.18891007308547822,0.0015093740069907849,monthly_marginal_pd_discounted_cash_shortfall_proxy,175696.21562526395,1000000.0,127665.6412529911
paper4_v4_local_rt0p1725_g0p400_u0p075,optimistic,relative_2x,48030.57437227286,19193793.055552557,322850.7604546567,998936.8055555555,9090.3125,0.809580552907531,0.18891007308547822,0.0015093740069907849,monthly_marginal_pd_discounted_cash_shortfall_proxy,175696.21562526395,1000000.0,127665.6412529911
paper4_v4_local_rt0p1725_g0p400_u0p100,optimistic,relative_2x,48030.57437227286,19193793.055552557,322850.7604546567,998936.8055555555,9090.3125,0.809580552907531,0.18891007308547822,0.0015093740069907849,monthly_marginal_pd_discounted_cash_shortfall_proxy,175696.21562526395,1000000.0,127665.6412529911
paper4_v4_local_rt0p1725_g0p425_u0p000,optimistic,relative_2x,47831.1385257166,19508525.0,321786.21557127556,998987.5,8656.875,0.795387634936212,0.20305855413804383,0.0015538109257441936,monthly_marginal_pd_discounted_cash_shortfall_proxy,174291.23238256914,1000000.0,126460.09385685255
paper4_v4_local_rt0p1725_g0p425_u0p025,optimistic,relative_2x,47831.1385257166,19508525.0,321786.21557127556,998987.5,8656.875,0.795387634936212,0.20305855413804383,0.0015538109257441936,monthly_marginal_pd_discounted_cash_shortfall_proxy,174291.23238256914,1000000.0,126460.09385685255
paper4_v4_local_rt0p1725_g0p425_u0p050,optimistic,relative_2x,47831.1385257166,19508525.0,321786.21557127556,998987.5,8656.875,0.795387634936212,0.20305855413804383,0.0015538109257441936,monthly_marginal_pd_discounted_cash_shortfall_proxy,174291.23238256914,1000000.0,126460.09385685255
paper4_v4_local_rt0p1725_g0p425_u0p075,optimistic,relative_2x,47831.1385257166,19508525.0,321786.21557127556,998987.5,8656.875,0.795387634936212,0.20305855413804383,0.0015538109257441936,monthly_marginal_pd_discounted_cash_shortfall_proxy,174291.23238256914,1000000.0,126460.09385685255
paper4_v4_local_rt0p1725_g0p425_u0p100,optimistic,relative_2x,47831.1385257166,19508525.0,321786.21557127556,998987.5,8656.875,0.795387634936212,0.20305855413804383,0.0015538109257441936,monthly_marginal_pd_discounted_cash_shortfall_proxy,174291.23238256914,1000000.0,126460.09385685255
paper4_v4_local_rt0p1725_g0p450_u0p000,optimistic,relative_2x,46152.48175429976,19551106.65933721,318852.171167623,999145.1388888889,7309.062500000001,0.7936546575787082,0.2048847776695878,0.0014605647517039922,monthly_marginal_pd_discounted_cash_shortfall_proxy,176164.69889836514,1000000.0,130012.21714406538
paper4_v4_local_rt0p1725_g0p450_u0p025,optimistic,relative_2x,45845.91884575271,19538476.388888888,318907.83950878785,999145.1388888889,7309.062500000001,0.7994308943089431,0.19910569105691056,0.0014634146341463415,monthly_marginal_pd_discounted_cash_shortfall_proxy,176280.75429098553,1000000.0,130434.8354452328
paper4_v4_local_rt0p1725_g0p450_u0p050,optimistic,relative_2x,45643.319111296405,19542302.777777776,319032.79357137193,999165.2777777778,7136.875,0.8006360078277887,0.1978962818003914,0.0014677103718199608,monthly_marginal_pd_discounted_cash_shortfall_proxy,176702.59108533437,1000000.0,131059.27197403795
paper4_v4_local_rt0p1725_g0p450_u0p075,optimistic,relative_2x,45440.61394523074,19542302.777777776,319216.890687305,999165.2777777778,7136.875,0.8110075237160616,0.1875204448806019,0.0014720314033366045,monthly_marginal_pd_discounted_cash_shortfall_proxy,176822.00543080448,1000000.0,131381.39148557372
paper4_v4_local_rt0p1725_g0p450_u0p100,optimistic,relative_2x,45230.41969274877,19542302.777777776,319325.54047594,999165.2777777778,7136.875,0.8121524370297677,0.18637553156689565,0.0014720314033366045,monthly_marginal_pd_discounted_cash_shortfall_proxy,176892.4809693785,1000000.0,131662.0612766297
paper4_v4_local_rt0p1725_g0p475_u0p000,optimistic,relative_2x,43382.5378717131,19475047.521192748,314157.623721617,999089.5833333334,7784.062500000001,0.8049645390070922,0.19350419084461637,0.0015312701482914249,monthly_marginal_pd_discounted_cash_shortfall_proxy,172955.25591293114,1000000.0,129572.71804121803
paper4_v4_local_rt0p1725_g0p475_u0p025,optimistic,relative_2x,43045.40816998273,19467616.80812186,313920.8387270281,999155.6540323503,7219.1580234053035,0.8068987749838814,0.1915699548678272,0.0015312701482914249,monthly_marginal_pd_discounted_cash_shortfall_proxy,174336.04133148163,1000000.0,131290.6331614989
paper4_v4_local_rt0p1725_g0p475_u0p050,optimistic,relative_2x,43196.9006098635,19535846.0766307,315729.17301292904,999165.0258466732,7139.029010944545,0.8178408349641226,0.1806099151989563,0.0015492498369210697,monthly_marginal_pd_discounted_cash_shortfall_proxy,174654.63169441232,1000000.0,131457.7310845488
paper4_v4_local_rt0p1725_g0p475_u0p075,optimistic,relative_2x,42830.208743049596,19539463.331418544,316048.09854240366,999188.1944444375,6940.937500059375,0.8230081300813008,0.17552845528455285,0.0014634146341463415,monthly_marginal_pd_discounted_cash_shortfall_proxy,175419.62596103313,1000000.0,132589.41721798354
paper4_v4_local_rt0p1725_g0p475_u0p100,optimistic,relative_2x,42818.41407082517,19547580.555555556,316273.629860085,999193.0555555555,6899.375,0.8240110246433203,0.17461089494163423,0.0013780804150453957,monthly_marginal_pd_discounted_cash_shortfall_proxy,175568.70111044555,1000000.0,132750.28703962037
paper4_v4_local_rt0p1725_g0p500_u0p000,optimistic,relative_2x,40286.429516121745,19329587.5,307401.5130478085,999056.25,8069.062500000001,0.8056612749762131,0.19275293371392324,0.001585791309863622,monthly_marginal_pd_discounted_cash_shortfall_proxy,170271.60980569513,1000000.0,129985.18028957339
paper4_v4_local_rt0p1725_g0p500_u0p025,optimistic,relative_2x,40366.187432417406,19337639.325948585,307981.8293747267,999079.1666666598,7873.125000059375,0.8093530911408541,0.18905353728489482,0.0015933715742511153,monthly_marginal_pd_discounted_cash_shortfall_proxy,170912.128330817,1000000.0,130545.9408983996
paper4_v4_local_rt0p1725_g0p500_u0p050,optimistic,relative_2x,40298.63920319313,19376729.926411033,309177.2707857531,999056.25,8069.062500000001,0.8189903846153846,0.17940705128205128,0.0016025641025641025,monthly_marginal_pd_discounted_cash_shortfall_proxy,170470.1542228465,1000000.0,130171.51501965337
paper4_v4_local_rt0p1725_g0p500_u0p075,optimistic,relative_2x,40073.0289703691,19377049.380837854,309334.06152568484,999079.1666666598,7873.125000059375,0.8230265260466603,0.1753755193352509,0.0015979546180888463,monthly_marginal_pd_discounted_cash_shortfall_proxy,171175.733195865,1000000.0,131102.7042254959
paper4_v4_local_rt0p1725_g0p500_u0p100,optimistic,relative_2x,39838.665124712854,19429680.555552557,310533.3575116643,999193.0555555555,6899.375,0.8300385728061717,0.1685953069752491,0.001366120218579235,monthly_marginal_pd_discounted_cash_shortfall_proxy,173680.69742503014,1000000.0,133842.03230031728
paper4_v4_local_rt0p1750_g0p400_u0p000,optimistic,relative_2x,48204.24974063343,19095226.388888888,323021.9882754608,998770.1388888889,10515.3125,0.8131385696040868,0.18518518518518517,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172888.5824999986,1000000.0,124684.33275936516
paper4_v4_local_rt0p1750_g0p400_u0p025,optimistic,relative_2x,48160.3372525599,19095226.388888888,322851.8345254642,998770.1388888889,10515.3125,0.8131385696040868,0.18518518518518517,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172778.2125000008,1000000.0,124617.87524744091
paper4_v4_local_rt0p1750_g0p400_u0p050,optimistic,relative_2x,48156.06113479438,19095226.388888888,322834.9070254595,998770.1388888889,10515.3125,0.8131385696040868,0.18518518518518517,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172767.23249999774,1000000.0,124611.17136520336
paper4_v4_local_rt0p1750_g0p400_u0p075,optimistic,relative_2x,48155.45688386705,19095226.388888888,322831.9470254694,998770.1388888889,10515.3125,0.8128192848020435,0.1855044699872286,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172765.31250000416,1000000.0,124609.85561613711
paper4_v4_local_rt0p1750_g0p400_u0p100,optimistic,relative_2x,48139.46285150708,19095226.388888888,322743.9641087984,998770.1388888889,10515.3125,0.8122798591098302,0.18603906500160103,0.0016810758885686839,monthly_marginal_pd_discounted_cash_shortfall_proxy,172708.2425000014,1000000.0,124568.77964849431
paper4_v4_local_rt0p1750_g0p425_u0p000,optimistic,relative_2x,48199.33465569843,19610558.333330333,325530.00875184976,999020.8333333334,8371.875,0.798768472906404,0.19975369458128078,0.001477832512315271,monthly_marginal_pd_discounted_cash_shortfall_proxy,176420.17324300256,1000000.0,128220.83858730413
paper4_v4_local_rt0p1750_g0p425_u0p025,optimistic,relative_2x,48199.33465569843,19610558.333330333,325530.00875184976,999020.8333333334,8371.875,0.798768472906404,0.19975369458128078,0.001477832512315271,monthly_marginal_pd_discounted_cash_shortfall_proxy,176420.17324300256,1000000.0,128220.83858730413
paper4_v4_local_rt0p1750_g0p425_u0p050,optimistic,relative_2x,48199.33465569843,19610558.333330333,325530.00875184976,999020.8333333334,8371.875,0.798768472906404,0.19975369458128078,0.001477832512315271,monthly_marginal_pd_discounted_cash_shortfall_proxy,176420.17324300256,1000000.0,128220.83858730413
paper4_v4_local_rt0p1750_g0p425_u0p075,optimistic,relative_2x,48199.33465569843,19610558.333330333,325530.00875184976,999020.8333333334,8371.875,0.798768472906404,0.19975369458128078,0.001477832512315271,monthly_marginal_pd_discounted_cash_shortfall_proxy,176420.17324300256,1000000.0,128220.83858730413
paper4_v4_local_rt0p1750_g0p425_u0p100,optimistic,relative_2x,48199.33465569843,19610558.333330333,325530.00875184976,999020.8333333334,8371.875,0.798768472906404,0.19975369458128078,0.001477832512315271,monthly_marginal_pd_discounted_cash_shortfall_proxy,176420.17324300256,1000000.0,128220.83858730413
paper4_v4_local_rt0p1750_g0p450_u0p000,optimistic,relative_2x,47233.28875020111,19523698.611111112,320221.5584702973,999067.3611111111,7974.0625,0.793179587831207,0.20526660124304874,0.0015538109257441936,monthly_marginal_pd_discounted_cash_shortfall_proxy,175192.49000000002,1000000.0,127959.2012497989
paper4_v4_local_rt0p1750_g0p450_u0p025,optimistic,relative_2x,47099.47500403718,19536268.27914225,320554.6359896529,999133.5172586434,7408.42743859881,0.7947333987569513,0.20379456983971214,0.0014720314033366045,monthly_marginal_pd_discounted_cash_shortfall_proxy,176839.42939458,1000000.0,129739.95439054281
paper4_v4_local_rt0p1750_g0p450_u0p050,optimistic,relative_2x,46968.769118761295,19536658.558736403,320728.67798184993,999135.5713617705,7390.864856861822,0.7966666666666666,0.20178861788617886,0.0015447154471544715,monthly_marginal_pd_discounted_cash_shortfall_proxy,177101.25091726784,1000000.0,130132.48179850655
paper4_v4_local_rt0p1750_g0p450_u0p075,optimistic,relative_2x,46487.394482501964,19510759.823973726,320337.19495399646,998999.2622314406,8556.30792118231,0.8081683168316832,0.19026402640264026,0.0015676567656765677,monthly_marginal_pd_discounted_cash_shortfall_proxy,173629.03530901,1000000.0,127141.64082650805
paper4_v4_local_rt0p1750_g0p450_u0p100,optimistic,relative_2x,46457.88663693811,19512292.840201717,320394.22491241724,999007.3307379037,8487.322190922805,0.808736426456071,0.18970055939453767,0.0015630141493912471,monthly_marginal_pd_discounted_cash_shortfall_proxy,173856.52646047238,1000000.0,127398.63982353426
paper4_v4_local_rt0p1750_g0p475_u0p000,optimistic,relative_2x,44858.853423511675,19545200.038982693,317438.3900795792,999145.1388888889,7309.062500000001,0.8014443362544629,0.19709509899383318,0.0014605647517039922,monthly_marginal_pd_discounted_cash_shortfall_proxy,175285.03901658076,1000000.0,130426.1855930691
paper4_v4_local_rt0p1750_g0p475_u0p025,optimistic,relative_2x,44620.634550276285,19541771.57121342,317525.2678730247,999162.4819537549,7160.779295396051,0.8049610894941635,0.1934987029831388,0.001540207522697795,monthly_marginal_pd_discounted_cash_shortfall_proxy,175671.0205473588,1000000.0,131050.38599708253
paper4_v4_local_rt0p1750_g0p475_u0p050,optimistic,relative_2x,44421.524549147194,19542302.777777776,317727.3900318677,999165.2777777778,7136.875,0.8142224409448819,0.1843011811023622,0.0014763779527559055,monthly_marginal_pd_discounted_cash_shortfall_proxy,175855.84284349377,1000000.0,131434.31829434657
paper4_v4_local_rt0p1750_g0p475_u0p075,optimistic,relative_2x,44246.1446703316,19542302.777777776,317830.8391912544,999165.2777777778,7136.875,0.8138454011741683,0.18468688845401174,0.0014677103718199608,monthly_marginal_pd_discounted_cash_shortfall_proxy,175922.94500093377,1000000.0,131676.80033060216
paper4_v4_local_rt0p1750_g0p475_u0p100,optimistic,relative_2x,44030.22480121332,19542302.777777776,317950.92288791947,999165.2777777778,7136.875,0.8178048780487804,0.18073170731707316,0.0014634146341463415,monthly_marginal_pd_discounted_cash_shortfall_proxy,176000.83712850034,1000000.0,131970.61232728703
paper4_v4_local_rt0p1750_g0p500_u0p000,optimistic,relative_2x,41842.24249087639,19386896.213952687,310894.9059783959,999056.25,8069.062500000001,0.8070469798657718,0.19135506551613934,0.0015979546180888463,monthly_marginal_pd_discounted_cash_shortfall_proxy,171426.03160120954,1000000.0,129583.78911033315
paper4_v4_local_rt0p1750_g0p500_u0p025,optimistic,relative_2x,41943.446388820325,19428858.507188786,311806.1319485947,999132.6388888819,7415.937500059375,0.8092253294760527,0.18924783027965283,0.001526840244294439,monthly_marginal_pd_discounted_cash_shortfall_proxy,173158.2176263314,1000000.0,131214.77123751107
paper4_v4_local_rt0p1750_g0p500_u0p050,optimistic,relative_2x,41875.89815959604,19471028.64059587,313031.6244686059,999125.9302903519,7473.296017491448,0.8189040207522698,0.17955577172503243,0.001540207522697795,monthly_marginal_pd_discounted_cash_shortfall_proxy,173047.1409540687,1000000.0,131171.24279447264
paper4_v4_local_rt0p1750_g0p500_u0p075,optimistic,relative_2x,41650.28792677201,19478824.11763361,313261.3687291825,999188.1944444375,6940.937500059375,0.8230682185580342,0.17547688328483674,0.001454898157129001,monthly_marginal_pd_discounted_cash_shortfall_proxy,174556.0224913794,1000000.0,132905.73456460738
paper4_v4_local_rt0p1750_g0p500_u0p100,optimistic,relative_2x,41588.741880357375,19503780.555552557,313972.4780496897,999193.0555555555,6899.375,0.8285505836575876,0.17007133592736706,0.0013780804150453957,monthly_marginal_pd_discounted_cash_shortfall_proxy,174757.92155780335,1000000.0,133169.17967744597
paper4_v4_local_rt0p1775_g0p400_u0p000,optimistic,relative_2x,48204.24974063343,19095226.388888888,323021.9882754608,998770.1388888889,10515.3125,0.8131385696040868,0.18518518518518517,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172888.5824999986,1000000.0,124684.33275936516
paper4_v4_local_rt0p1775_g0p400_u0p025,optimistic,relative_2x,48160.3372525599,19095226.388888888,322851.8345254642,998770.1388888889,10515.3125,0.8131385696040868,0.18518518518518517,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172778.2125000008,1000000.0,124617.87524744091
paper4_v4_local_rt0p1775_g0p400_u0p050,optimistic,relative_2x,48156.06113479438,19095226.388888888,322834.9070254595,998770.1388888889,10515.3125,0.8131385696040868,0.18518518518518517,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172767.23249999774,1000000.0,124611.17136520336
paper4_v4_local_rt0p1775_g0p400_u0p075,optimistic,relative_2x,48155.45688386705,19095226.388888888,322831.9470254694,998770.1388888889,10515.3125,0.8128192848020435,0.1855044699872286,0.0016762452107279694,monthly_marginal_pd_discounted_cash_shortfall_proxy,172765.31250000416,1000000.0,124609.85561613711
paper4_v4_local_rt0p1775_g0p400_u0p100,optimistic,relative_2x,48139.46285150708,19095226.388888888,322743.9641087984,998770.1388888889,10515.3125,0.8122798591098302,0.18603906500160103,0.0016810758885686839,monthly_marginal_pd_discounted_cash_shortfall_proxy,172708.2425000014,1000000.0,124568.77964849431
paper4_v4_local_rt0p1775_g0p425_u0p000,optimistic,relative_2x,48038.86766202741,19179980.493394747,322805.29642043286,998914.5988639835,9280.17971294093,0.810361216730038,0.18805449936628643,0.0015842839036755386,monthly_marginal_pd_discounted_cash_shortfall_proxy,175282.58472726814,1000000.0,127243.71706524072
paper4_v4_local_rt0p1775_g0p425_u0p025,optimistic,relative_2x,48038.86766202741,19179980.493394747,322805.29642043286,998914.5988639835,9280.17971294093,0.810361216730038,0.18805449936628643,0.0015842839036755386,monthly_marginal_pd_discounted_cash_shortfall_proxy,175282.58472726814,1000000.0,127243.71706524072
paper4_v4_local_rt0p1775_g0p425_u0p050,optimistic,relative_2x,48038.86766202741,19179980.493394747,322805.29642043286,998914.5988639835,9280.17971294093,0.810361216730038,0.18805449936628643,0.0015842839036755386,monthly_marginal_pd_discounted_cash_shortfall_proxy,175282.58472726814,1000000.0,127243.71706524072
paper4_v4_local_rt0p1775_g0p425_u0p075,optimistic,relative_2x,48038.86766202741,19179980.493394747,322805.29642043286,998914.5988639835,9280.17971294093,0.810361216730038,0.18805449936628643,0.0015842839036755386,monthly_marginal_pd_discounted_cash_shortfall_proxy,175282.58472726814,1000000.0,127243.71706524072
paper4_v4_local_rt0p1775_g0p425_u0p100,optimistic,relative_2x,48038.86766202741,19179980.493394747,322805.29642043286,998914.5988639835,9280.17971294093,0.810361216730038,0.18805449936628643,0.0015842839036755386,monthly_marginal_pd_discounted_cash_shortfall_proxy,175282.58472726814,1000000.0,127243.71706524072
paper4_v4_local_rt0p1775_g0p450_u0p000,optimistic,relative_2x,47851.31280967063,19508525.0,322017.1311481547,998987.5,8656.875,0.7956036745406824,0.20283792650918636,0.0015583989501312336,monthly_marginal_pd_discounted_cash_shortfall_proxy,174441.0154594637,1000000.0,126589.70264979306
paper4_v4_local_rt0p1775_g0p450_u0p025,optimistic,relative_2x,47851.31280967063,19508525.0,322017.1311481547,998987.5,8656.875,0.7956036745406824,0.20283792650918636,0.0015583989501312336,monthly_marginal_pd_discounted_cash_shortfall_proxy,174441.0154594637,1000000.0,126589.70264979306
paper4_v4_local_rt0p1775_g0p450_u0p050,optimistic,relative_2x,47851.31280967063,19508525.0,322017.1311481547,998987.5,8656.875,0.7956036745406824,0.20283792650918636,0.0015583989501312336,monthly_marginal_pd_discounted_cash_shortfall_proxy,174441.0154594637,1000000.0,126589.70264979306
paper4_v4_local_rt0p1775_g0p450_u0p075,optimistic,relative_2x,47851.31280967063,19508525.0,322017.1311481547,998987.5,8656.875,0.7956036745406824,0.20283792650918636,0.0015583989501312336,monthly_marginal_pd_discounted_cash_shortfall_proxy,174441.0154594637,1000000.0,126589.70264979306
paper4_v4_local_rt0p1775_g0p450_u0p100,optimistic,relative_2x,47851.31280967063,19508525.0,322017.1311481547,998987.5,8656.875,0.7956036745406824,0.20283792650918636,0.0015583989501312336,monthly_marginal_pd_discounted_cash_shortfall_proxy,174441.0154594637,1000000.0,126589.70264979306
