rule,triggered_n,triggered_share,default_rate_triggered,default_rate_rest,default_lift,mean_lgd_triggered,mean_cashflow_loss_rate_triggered,weighted_cashflow_loss_rate_triggered,mean_recovery_ratio_triggered
fico_drop_70,474128,0.25480286591959,0.6325760132284952,0.04547624610928896,13.91003144165159,0.3910339990276256,0.282315751957757,0.31285569623984716,0.0500116257472516
last_fico_below_620,444949,0.23912167260329628,0.6672495049994493,0.04667912121287032,14.29438874730735,0.41176360651077965,0.2957818232494099,0.32914680664411383,0.05267003628644522
payment_ratio_under_70_mature,226610,0.12178331051116638,1.0,0.08345051935129737,11.983148909958862,0.7259406531421846,0.582085924720799,0.5850260204450136,0.07961069865982795
hardship_or_debt,61183,0.03288058023478528,0.9312227252668225,0.17004291554534084,5.47639825087872,0.4313633443552059,0.23631658928016355,0.23969631760528148,0.16597748899281045
combined_raw_sicr,546251,0.2935627516439484,0.6434679295781609,0.008737836750188093,73.6415600307833,0.4013845442186779,0.2919992980734359,0.3221674148122837,0.053798863712295086
