policy_id,regime_v75,source_family,universe_source_ids_v75,master_source_ids_v75,missing_source_ids_v75,binding_source_constraints_v75,nonzero_source_marginals_v75,max_abs_source_marginal_v75,source_constraint_scope_complete_v75,missing_source_examples_v75,claim_boundary_v75,post_iteration_reprice_v75
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,grade,7,6,1,1,1,0.22247712358146218,False,G,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,score_decile,10,5,5,1,1,0.05289117022335712,False,5|6|7|8|9,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,income_band,5,5,0,1,1,0.0025745778969149787,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,dti_band,5,5,0,1,1,0.0011658714419226419,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,period,3,3,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,state_top20,21,21,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,grade,7,5,2,1,1,0.21636988328954662,False,F|G,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,score_decile,10,5,5,1,1,0.05456576405294197,False,5|6|7|8|9,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,income_band,5,5,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,dti_band,5,5,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,period,3,3,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,state_top20,21,21,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,grade,7,5,2,1,1,0.21636988328954662,False,F|G,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,score_decile,10,5,5,1,1,0.052336195756459175,False,5|6|7|8|9,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,income_band,5,5,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,dti_band,5,5,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,period,3,3,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,state_top20,21,21,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,grade,7,6,1,1,1,0.22420725258841628,False,G,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,score_decile,10,7,3,1,1,0.04705479258232833,False,7|8|9,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,income_band,5,5,0,1,1,0.004099980282951731,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,dti_band,5,5,0,1,1,0.002276650188688888,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,period,3,3,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,state_top20,21,21,0,1,1,7.695790827540278e-05,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,grade,7,6,1,1,1,0.22459417122882608,False,G,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,score_decile,10,5,5,1,1,0.044413663458076694,False,5|6|7|8|9,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,income_band,5,5,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,dti_band,5,5,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,period,3,3,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,state_top20,21,21,0,0,0,0.0,True,,source scope after v74 iteration; incomplete scope blocks full certificate,1
