scenario,sicr_rule_v6,mean_contractual_ecl_v6,mean_stage1_share_v6,mean_stage2_share_v6,mean_stage3_share_v6,policies_stage2_dominates,policies_stage2_too_low,sicr_recommendation_v6,stage2_distance_to_mrm_band,mrm_decision_v7,committee_protocol_note
baseline,absolute_pd25,845734.2507469474,0.5135951396642235,0.4848739954572041,0.0015308648785722,0,0,candidate_for_mrm_review,0.0,shortlist_for_committee_sensitivity,"Prefer rules with Stage 2 share inside 15%-70%, no policy-level Stage 2 domination, and monotone ECL response under baseline/adverse/severe scenarios."
baseline,balanced_rel3_abs35_pd20,845937.5593578814,0.4887817060997341,0.5096874290216936,0.0015308648785722,0,0,candidate_for_mrm_review,0.0,shortlist_for_committee_sensitivity,"Prefer rules with Stage 2 share inside 15%-70%, no policy-level Stage 2 domination, and monotone ECL response under baseline/adverse/severe scenarios."
baseline,mrm_rel2p5_abs30_pd18,857618.512820018,0.357183774488866,0.6412853606325616,0.0015308648785722,0,0,candidate_for_mrm_review,0.0,shortlist_for_committee_sensitivity,"Prefer rules with Stage 2 share inside 15%-70%, no policy-level Stage 2 domination, and monotone ECL response under baseline/adverse/severe scenarios."
baseline,conservative_rel2_abs25_pd15,865835.5634817448,0.22103158906814,0.7774375460532876,0.0015308648785722,100,0,too_conservative_stage2_dominates,0.07743754605328768,reject_too_conservative,"Prefer rules with Stage 2 share inside 15%-70%, no policy-level Stage 2 domination, and monotone ECL response under baseline/adverse/severe scenarios."
baseline,relative_2x,866335.9763012337,0.2046109997453815,0.7938581353760462,0.0015308648785722,100,0,too_conservative_stage2_dominates,0.09385813537604626,reject_too_conservative,"Prefer rules with Stage 2 share inside 15%-70%, no policy-level Stage 2 domination, and monotone ECL response under baseline/adverse/severe scenarios."
baseline,pd12_15,364837.7173548683,0.9429476436400532,0.0555214914813745,0.0015308648785722,0,100,too_loose_stage2_low,0.09447850851862549,reject_too_loose,"Prefer rules with Stage 2 share inside 15%-70%, no policy-level Stage 2 domination, and monotone ECL response under baseline/adverse/severe scenarios."
