portfolio_label_v306,signal_version_v306,base_version_v306,baseline_version_v306,selected_rows_v306,base_selected_rows_v306,cardinality_restored_v306,added_rows_v306,dropped_rows_v306,portfolio_exposure_v306,objective_return_v306,scenario_loss_mean_v306,scenario_loss_cvar90_v306,source_cap_violations_v306,max_source_share_v306,min_source_slack_v306,observed_v47_proxy_rows_v306,missing_v47_proxy_rows_v306,delta_missing_v47_proxy_rows_vs_v304_v306,delta_return_vs_v304_v306,delta_cvar90_vs_v304_v306,delta_exposure_vs_v304_v306,budget_feasible_v306,cvar_feasible_v306,source_feasible_v306,repair_candidate_feasible_v306,post_repair_pricing_required_v306,post_repair_one_swap_optimality_claim_allowed_v306,working_champion_claim_allowed_v306,full_universe_integer_optimality_claim_allowed_v306,paper1_promotion_allowed_v306,paper4_final_promotion_created_v306,next_artifact_v306,claim_boundary_v306
post_v304_best_one_swap_repair_candidate,305,304,295,171,171,True,1,1,846475.0,4412.0404091469845,60508.724327858145,97055.15415607809,0,0.8997312383708911,8.6751011588726e-06,102,69,1,4.683130517168138,-13.231335534670507,-50.0,True,True,True,True,True,False,False,False,False,False,paper4_v307_post_v306_reprice.csv,applied best v305 one-swap repair; repricing and proxy coverage gates remain
