portfolio_label_v295,source_family,source_id,cap_share_v295,source_exposure_v295,source_share_v295,source_slack_v295,source_cap_violated_v295,claim_boundary_v295
broader_post_v293_multi_swap_milp,income_band,3,0.85,98550.0,0.1169351250333719,0.7330648749666281,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,income_band,4,0.85,665950.0,0.7901871792589956,0.05981282074100436,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,dti_band,0,0.85,598550.0,0.710213283497968,0.139786716502032,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,dti_band,1,0.85,194375.0,0.23063688410311176,0.6193631158968882,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,dti_band,2,0.85,34050.0,0.04040224259143899,0.809597757408561,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,dti_band,3,0.85,11600.0,0.01376405327637863,0.8362359467236213,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,dti_band,4,0.85,4200.0,0.004983536531102607,0.8450164634688974,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,period,2018,0.82,501750.0,0.5953546320192222,0.22464536798077772,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,period,2019,0.82,302100.0,0.358458663344309,0.46154133665569097,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,period,2020,0.82,38925.0,0.04618670463646881,0.7738132953635312,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,AZ,0.35,10500.0,0.012458841327756518,0.33754115867224344,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,CA,0.35,105900.0,0.12565631396280147,0.2243436860371985,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,CO,0.35,24200.0,0.028714662869686453,0.32128533713031354,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,FL,0.35,45825.0,0.054373943223280236,0.2956260567767197,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,GA,0.35,36150.0,0.0428940108569903,0.3071059891430097,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,IL,0.35,92725.0,0.11002343448725935,0.23997656551274063,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,IN,0.35,1000.0,0.0011865563169291922,0.34881344368307077,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,MA,0.35,25400.0,0.030138530450001484,0.3198614695499985,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,MD,0.35,12200.0,0.014475987066536146,0.33552401293346384,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,MI,0.35,2400.0,0.0028477351606300614,0.3471522648393699,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,MN,0.35,10300.0,0.01222153006437068,0.3377784699356293,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,NC,0.35,22350.0,0.026519533683367447,0.3234804663166325,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,NJ,0.35,14000.0,0.016611788437008692,0.3333882115629913,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,NV,0.35,9200.0,0.010916318115748568,0.3390836818842514,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,NY,0.35,89675.0,0.10640443772062531,0.24359556227937468,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,OH,0.35,21000.0,0.024917682655513036,0.32508231734448695,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,PA,0.35,37050.0,0.043961911542226575,0.3060380884577734,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,TX,0.35,34650.0,0.041114176381596514,0.30888582361840344,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,VA,0.35,11100.0,0.013170775117914034,0.33682922488208594,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,WA,0.35,57475.0,0.06819732431550532,0.2818026756844947,False,v295 broader bounded-pool source diagnostic only
broader_post_v293_multi_swap_milp,state_top20,other,0.35,179675.0,0.21319450624425262,0.13680549375574735,False,v295 broader bounded-pool source diagnostic only
