regime_v50,scenario_row,scenario_loss_v50,eta_v50,excess_loss_v50
committee,0,0.0,0.0,0.0
committee,1,0.0,0.0,0.0
committee,2,0.0,0.0,0.0
committee,3,0.0,0.0,0.0
committee,4,0.0,0.0,0.0
committee,5,0.0,0.0,0.0
committee,6,0.0,0.0,0.0
committee,7,0.0,0.0,0.0
committee,8,0.0,0.0,0.0
committee,9,0.0,0.0,0.0
committee,10,0.0,0.0,0.0
committee,11,0.0,0.0,0.0
committee,12,0.0,0.0,0.0
committee,13,0.0,0.0,0.0
committee,14,0.0,0.0,0.0
committee,15,0.0,0.0,0.0
committee,16,0.0,0.0,0.0
committee,17,0.0,0.0,0.0
committee,18,0.0,0.0,0.0
committee,19,0.0,0.0,0.0
committee,20,0.0,0.0,0.0
committee,21,0.0,0.0,0.0
committee,22,0.0,0.0,0.0
committee,23,0.0,0.0,0.0
committee,24,0.0,0.0,0.0
committee,25,0.0,0.0,0.0
committee,26,0.0,0.0,0.0
committee,27,0.0,0.0,0.0
committee,28,0.0,0.0,0.0
committee,29,0.0,0.0,0.0
committee,30,0.0,0.0,0.0
committee,31,0.0,0.0,0.0
committee,32,0.0,0.0,0.0
committee,33,0.0,0.0,0.0
committee,34,0.0,0.0,0.0
committee,35,0.0,0.0,0.0
committee,36,0.0,0.0,0.0
committee,37,0.0,0.0,0.0
committee,38,0.0,0.0,0.0
committee,39,0.0,0.0,0.0
committee,40,0.0,0.0,0.0
committee,41,0.0,0.0,0.0
committee,42,0.0,0.0,0.0
committee,43,0.0,0.0,0.0
committee,44,0.0,0.0,0.0
committee,45,0.0,0.0,0.0
committee,46,0.0,0.0,0.0
committee,47,0.0,0.0,0.0
committee,48,0.0,0.0,0.0
committee,49,0.0,0.0,0.0
committee,50,0.0,0.0,0.0
committee,51,0.0,0.0,0.0
committee,52,0.0,0.0,0.0
committee,53,0.0,0.0,0.0
committee,54,0.0,0.0,0.0
committee,55,0.0,0.0,0.0
committee,56,0.0,0.0,0.0
committee,57,0.0,0.0,0.0
committee,58,0.0,0.0,0.0
committee,59,0.0,0.0,0.0
committee,60,0.0,0.0,0.0
committee,61,0.0,0.0,0.0
committee,62,0.0,0.0,0.0
committee,63,0.0,0.0,0.0
committee,64,0.0,0.0,0.0
committee,65,0.0,0.0,0.0
committee,66,0.0,0.0,0.0
committee,67,0.0,0.0,0.0
committee,68,0.0,0.0,0.0
committee,69,0.0,0.0,0.0
committee,70,0.0,0.0,0.0
committee,71,0.0,0.0,0.0
committee,72,0.0,0.0,0.0
committee,73,0.0,0.0,0.0
committee,74,0.0,0.0,0.0
committee,75,0.0,0.0,0.0
committee,76,0.0,0.0,0.0
committee,77,0.0,0.0,0.0
committee,78,0.0,0.0,0.0
committee,79,0.0,0.0,0.0
committee,80,0.0,0.0,0.0
committee,81,0.0,0.0,0.0
committee,82,0.0,0.0,0.0
committee,83,0.0,0.0,0.0
committee,84,0.0,0.0,0.0
committee,85,0.0,0.0,0.0
committee,86,0.0,0.0,0.0
committee,87,0.0,0.0,0.0
committee,88,0.0,0.0,0.0
committee,89,0.0,0.0,0.0
committee,90,0.0,0.0,0.0
committee,91,0.0,0.0,0.0
committee,92,0.0,0.0,0.0
committee,93,0.0,0.0,0.0
committee,94,0.0,0.0,0.0
committee,95,0.0,0.0,0.0
committee,96,0.0,0.0,0.0
committee,97,0.0,0.0,0.0
committee,98,0.0,0.0,0.0
committee,99,0.0,0.0,0.0
committee,100,0.0,0.0,0.0
committee,101,0.0,0.0,0.0
committee,102,0.0,0.0,0.0
committee,103,0.0,0.0,0.0
committee,104,0.0,0.0,0.0
committee,105,0.0,0.0,0.0
committee,106,0.0,0.0,0.0
committee,107,0.0,0.0,0.0
committee,108,0.0,0.0,0.0
committee,109,0.0,0.0,0.0
committee,110,0.0,0.0,0.0
committee,111,0.0,0.0,0.0
committee,112,0.0,0.0,0.0
committee,113,0.0,0.0,0.0
committee,114,0.0,0.0,0.0
committee,115,0.0,0.0,0.0
committee,116,0.0,0.0,0.0
committee,117,0.0,0.0,0.0
committee,118,0.0,0.0,0.0
committee,119,0.0,0.0,0.0
committee,120,0.0,0.0,0.0
committee,121,0.0,0.0,0.0
committee,122,0.0,0.0,0.0
committee,123,0.0,0.0,0.0
committee,124,0.0,0.0,0.0
committee,125,0.0,0.0,0.0
committee,126,0.0,0.0,0.0
committee,127,0.0,0.0,0.0
