artifact,kind,version_guess,path,exists,bytes
paper4_v5_causal_sensitivity_formal.csv,table,v5,paper4/tables/paper4_v5_causal_sensitivity_formal.csv,True,893
paper4_v5_claim_artifact_matrix.csv,table,v5,paper4/tables/paper4_v5_claim_artifact_matrix.csv,True,2250
paper4_v5_correlated_sample_path_ci.csv,table,v5,paper4/tables/paper4_v5_correlated_sample_path_ci.csv,True,45342
paper4_v5_correlated_sample_paths.parquet,table,v5,paper4/tables/paper4_v5_correlated_sample_paths.parquet,True,1540861
paper4_v5_cqr_decision_aware_screen.csv,table,v5,paper4/tables/paper4_v5_cqr_decision_aware_screen.csv,True,591
paper4_v5_cvar_topk_expanded_frontier.csv,table,v5,paper4/tables/paper4_v5_cvar_topk_expanded_frontier.csv,True,25704
paper4_v5_dla_endogenous_policy_trace.csv,table,v5,paper4/tables/paper4_v5_dla_endogenous_policy_trace.csv,True,5108
paper4_v5_fairness_protocol_decision.csv,table,v5,paper4/tables/paper4_v5_fairness_protocol_decision.csv,True,504
paper4_v5_fairness_proxy_gap_bands.csv,table,v5,paper4/tables/paper4_v5_fairness_proxy_gap_bands.csv,True,96
paper4_v5_ifrs9_contractual_policy_summary.csv,table,v5,paper4/tables/paper4_v5_ifrs9_contractual_policy_summary.csv,True,488016
paper4_v5_ifrs9_input_quality.csv,table,v5,paper4/tables/paper4_v5_ifrs9_input_quality.csv,True,323
paper4_v5_ifrs9_servicing_panel.parquet,table,v5,paper4/tables/paper4_v5_ifrs9_servicing_panel.parquet,True,3437930
paper4_v5_mdcp_aware_search.csv,table,v5,paper4/tables/paper4_v5_mdcp_aware_search.csv,True,63573
paper4_v5_online_source_month_funded_intervals.parquet,table,v5,paper4/tables/paper4_v5_online_source_month_funded_intervals.parquet,True,163935
paper4_v5_online_source_month_policy_month.parquet,table,v5,paper4/tables/paper4_v5_online_source_month_policy_month.parquet,True,17727
paper4_v5_online_source_month_search.csv,table,v5,paper4/tables/paper4_v5_online_source_month_search.csv,True,982
paper4_v5_online_source_month_source_month.parquet,table,v5,paper4/tables/paper4_v5_online_source_month_source_month.parquet,True,104558
paper4_v5_sdam_realistic_transition_summary.csv,table,v5,paper4/tables/paper4_v5_sdam_realistic_transition_summary.csv,True,1986
paper4_v5_selector_committee_memo.csv,table,v5,paper4/tables/paper4_v5_selector_committee_memo.csv,True,235
paper4_v5_selector_threshold_protocol.csv,table,v5,paper4/tables/paper4_v5_selector_threshold_protocol.csv,True,998
paper4_v5_selector_threshold_sensitivity.csv,table,v5,paper4/tables/paper4_v5_selector_threshold_sensitivity.csv,True,346
paper4_v5_sicr_rule_comparison.csv,table,v5,paper4/tables/paper4_v5_sicr_rule_comparison.csv,True,2671
paper4_v5_spo_dfl_hybrid_screen.csv,table,v5,paper4/tables/paper4_v5_spo_dfl_hybrid_screen.csv,True,331
paper4_v5_temporal_ecl_downstream_value.csv,table,v5,paper4/tables/paper4_v5_temporal_ecl_downstream_value.csv,True,233
paper4_v6_cate_gate.csv,table,v6,paper4/tables/paper4_v6_cate_gate.csv,True,282
paper4_v6_causal_outcome_registry.csv,table,v6,paper4/tables/paper4_v6_causal_outcome_registry.csv,True,423
paper4_v6_claim_artifact_matrix.csv,table,v6,paper4/tables/paper4_v6_claim_artifact_matrix.csv,True,1747
paper4_v6_contractual_data_audit.csv,table,v6,paper4/tables/paper4_v6_contractual_data_audit.csv,True,479
paper4_v6_contractual_ifrs9_readiness.csv,table,v6,paper4/tables/paper4_v6_contractual_ifrs9_readiness.csv,True,190
paper4_v6_correlated_sample_path_ci.csv,table,v6,paper4/tables/paper4_v6_correlated_sample_path_ci.csv,True,13387
paper4_v6_correlated_sample_paths.parquet,table,v6,paper4/tables/paper4_v6_correlated_sample_paths.parquet,True,430216
paper4_v6_cvar_constraint_scenario_losses.csv,table,v6,paper4/tables/paper4_v6_cvar_constraint_scenario_losses.csv,True,3812
paper4_v6_cvar_constraint_summary.csv,table,v6,paper4/tables/paper4_v6_cvar_constraint_summary.csv,True,4800
paper4_v6_dla_loan_level_decisions.parquet,table,v6,paper4/tables/paper4_v6_dla_loan_level_decisions.parquet,True,10978
paper4_v6_dla_loan_level_state.csv,table,v6,paper4/tables/paper4_v6_dla_loan_level_state.csv,True,2390
paper4_v6_dla_loan_level_summary.csv,table,v6,paper4/tables/paper4_v6_dla_loan_level_summary.csv,True,323
paper4_v6_fairness_external_protocol_checklist.csv,table,v6,paper4/tables/paper4_v6_fairness_external_protocol_checklist.csv,True,433
paper4_v6_fairness_protocol.csv,table,v6,paper4/tables/paper4_v6_fairness_protocol.csv,True,437
paper4_v6_mdcp_solver_summary.csv,table,v6,paper4/tables/paper4_v6_mdcp_solver_summary.csv,True,2056
paper4_v6_online_source_month_efficiency_search.csv,table,v6,paper4/tables/paper4_v6_online_source_month_efficiency_search.csv,True,1010
paper4_v6_online_source_month_intervals.parquet,table,v6,paper4/tables/paper4_v6_online_source_month_intervals.parquet,True,184276
paper4_v6_online_source_month_policy_month.parquet,table,v6,paper4/tables/paper4_v6_online_source_month_policy_month.parquet,True,20497
paper4_v6_online_source_month_source_month.parquet,table,v6,paper4/tables/paper4_v6_online_source_month_source_month.parquet,True,100569
paper4_v6_servicing_gap_register.csv,table,v6,paper4/tables/paper4_v6_servicing_gap_register.csv,True,705
paper4_v6_sicr_calibration_grid.csv,table,v6,paper4/tables/paper4_v6_sicr_calibration_grid.csv,True,3524
paper4_v6_sicr_policy_summary.csv,table,v6,paper4/tables/paper4_v6_sicr_policy_summary.csv,True,503877
paper4_v6_solver_allocations.parquet,table,v6,paper4/tables/paper4_v6_solver_allocations.parquet,True,544223
paper4_v6_solver_summary.csv,table,v6,paper4/tables/paper4_v6_solver_summary.csv,True,7399
paper4_v6_spo_dfl_hybrid_summary.csv,table,v6,paper4/tables/paper4_v6_spo_dfl_hybrid_summary.csv,True,1133
paper4_v7_causal_fairness_blocker_matrix.csv,table,v7,paper4/tables/paper4_v7_causal_fairness_blocker_matrix.csv,True,630
paper4_v7_causal_outcome_registry.csv,table,v7,paper4/tables/paper4_v7_causal_outcome_registry.csv,True,640
paper4_v7_claim_artifact_matrix.csv,table,v7,paper4/tables/paper4_v7_claim_artifact_matrix.csv,True,2037
paper4_v7_common_sample_path_ci.csv,table,v7,paper4/tables/paper4_v7_common_sample_path_ci.csv,True,15612
paper4_v7_common_sample_paths.parquet,table,v7,paper4/tables/paper4_v7_common_sample_paths.parquet,True,632921
paper4_v7_contractual_data_audit.csv,table,v7,paper4/tables/paper4_v7_contractual_data_audit.csv,True,479
paper4_v7_contractual_ifrs9_readiness.csv,table,v7,paper4/tables/paper4_v7_contractual_ifrs9_readiness.csv,True,190
paper4_v7_cvar_adaptive_allocations.parquet,table,v7,paper4/tables/paper4_v7_cvar_adaptive_allocations.parquet,True,372586
paper4_v7_cvar_adaptive_frontier.csv,table,v7,paper4/tables/paper4_v7_cvar_adaptive_frontier.csv,True,6198
paper4_v7_cvar_adaptive_scenario_losses.csv,table,v7,paper4/tables/paper4_v7_cvar_adaptive_scenario_losses.csv,True,4486
paper4_v7_dla_capital_state_decisions.parquet,table,v7,paper4/tables/paper4_v7_dla_capital_state_decisions.parquet,True,30650
paper4_v7_dla_capital_state_summary.csv,table,v7,paper4/tables/paper4_v7_dla_capital_state_summary.csv,True,428
paper4_v7_dla_capital_state_trace.csv,table,v7,paper4/tables/paper4_v7_dla_capital_state_trace.csv,True,4972
paper4_v7_fairness_no_legal_claim_statement.csv,table,v7,paper4/tables/paper4_v7_fairness_no_legal_claim_statement.csv,True,257
paper4_v7_hybrid_solver_candidate_registry.csv,table,v7,paper4/tables/paper4_v7_hybrid_solver_candidate_registry.csv,True,8968
paper4_v7_ifrs9_contractual_build_plan.csv,table,v7,paper4/tables/paper4_v7_ifrs9_contractual_build_plan.csv,True,795
paper4_v7_mdcp_soft_penalty_allocations.parquet,table,v7,paper4/tables/paper4_v7_mdcp_soft_penalty_allocations.parquet,True,389522
paper4_v7_mdcp_soft_penalty_solver_summary.csv,table,v7,paper4/tables/paper4_v7_mdcp_soft_penalty_solver_summary.csv,True,1872
paper4_v7_online_deployable_intervals.parquet,table,v7,paper4/tables/paper4_v7_online_deployable_intervals.parquet,True,87290
paper4_v7_online_deployable_policy_month.parquet,table,v7,paper4/tables/paper4_v7_online_deployable_policy_month.parquet,True,17103
paper4_v7_online_deployable_source_month.parquet,table,v7,paper4/tables/paper4_v7_online_deployable_source_month.parquet,True,187808
paper4_v7_online_deployable_weak_cell_search.csv,table,v7,paper4/tables/paper4_v7_online_deployable_weak_cell_search.csv,True,63034
paper4_v7_online_min_support_pooling.csv,table,v7,paper4/tables/paper4_v7_online_min_support_pooling.csv,True,501
paper4_v7_sample_path_calibration_grid.csv,table,v7,paper4/tables/paper4_v7_sample_path_calibration_grid.csv,True,351
paper4_v7_servicing_gap_register.csv,table,v7,paper4/tables/paper4_v7_servicing_gap_register.csv,True,705
paper4_v7_sicr_mrm_shortlist.csv,table,v7,paper4/tables/paper4_v7_sicr_mrm_shortlist.csv,True,2217
paper4_v8_blocker_dashboard.csv,table,v8,paper4/tables/paper4_v8_blocker_dashboard.csv,True,1170
paper4_v8_causal_dossier.csv,table,v8,paper4/tables/paper4_v8_causal_dossier.csv,True,366
paper4_v8_causal_falsification_sensitivity.csv,table,v8,paper4/tables/paper4_v8_causal_falsification_sensitivity.csv,True,1476
paper4_v8_causal_overlap_bins.csv,table,v8,paper4/tables/paper4_v8_causal_overlap_bins.csv,True,2265
paper4_v8_claim_artifact_matrix.csv,table,v8,paper4/tables/paper4_v8_claim_artifact_matrix.csv,True,2233
paper4_v8_cvar_bisection_allocations.parquet,table,v8,paper4/tables/paper4_v8_cvar_bisection_allocations.parquet,True,485575
paper4_v8_cvar_bisection_frontier.csv,table,v8,paper4/tables/paper4_v8_cvar_bisection_frontier.csv,True,10870
paper4_v8_cvar_bisection_scenario_losses.csv,table,v8,paper4/tables/paper4_v8_cvar_bisection_scenario_losses.csv,True,7582
paper4_v8_dfl_surrogate_candidates.csv,table,v8,paper4/tables/paper4_v8_dfl_surrogate_candidates.csv,True,1270732
paper4_v8_dfl_surrogate_training.csv,table,v8,paper4/tables/paper4_v8_dfl_surrogate_training.csv,True,11341
paper4_v8_dla_value_function_decisions.parquet,table,v8,paper4/tables/paper4_v8_dla_value_function_decisions.parquet,True,38615
paper4_v8_dla_value_function_summary.csv,table,v8,paper4/tables/paper4_v8_dla_value_function_summary.csv,True,551
paper4_v8_dla_value_function_trace.csv,table,v8,paper4/tables/paper4_v8_dla_value_function_trace.csv,True,9994
paper4_v8_dla_vs_static_path_comparison.csv,table,v8,paper4/tables/paper4_v8_dla_vs_static_path_comparison.csv,True,482
paper4_v8_fairness_permanent_proxy_protocol.csv,table,v8,paper4/tables/paper4_v8_fairness_permanent_proxy_protocol.csv,True,845
paper4_v8_literature_to_method_registry.csv,table,v8,paper4/tables/paper4_v8_literature_to_method_registry.csv,True,2341
paper4_v8_mdcp_family_cap_allocations.parquet,table,v8,paper4/tables/paper4_v8_mdcp_family_cap_allocations.parquet,True,335864
paper4_v8_mdcp_family_cap_solver_summary.csv,table,v8,paper4/tables/paper4_v8_mdcp_family_cap_solver_summary.csv,True,2416
paper4_v8_online_breakpoint_report.csv,table,v8,paper4/tables/paper4_v8_online_breakpoint_report.csv,True,745
paper4_v8_online_efficiency_frontier.csv,table,v8,paper4/tables/paper4_v8_online_efficiency_frontier.csv,True,271523
paper4_v8_online_policy_month.parquet,table,v8,paper4/tables/paper4_v8_online_policy_month.parquet,True,16310
paper4_v8_online_selected_intervals.parquet,table,v8,paper4/tables/paper4_v8_online_selected_intervals.parquet,True,96871
paper4_v8_online_source_month.parquet,table,v8,paper4/tables/paper4_v8_online_source_month.parquet,True,183677
paper4_v8_selector_committee_memo.csv,table,v8,paper4/tables/paper4_v8_selector_committee_memo.csv,True,731
paper4_v8_selector_governance_results.csv,table,v8,paper4/tables/paper4_v8_selector_governance_results.csv,True,5136
paper4_v8_v6_v7_change_report.csv,table,v6,paper4/tables/paper4_v8_v6_v7_change_report.csv,True,711
paper4_v9_claim_artifact_matrix.csv,table,v9,paper4/tables/paper4_v9_claim_artifact_matrix.csv,True,677
paper4_v9_online_breakpoint_report.csv,table,v9,paper4/tables/paper4_v9_online_breakpoint_report.csv,True,724
paper4_v9_online_efficiency_frontier.csv,table,v9,paper4/tables/paper4_v9_online_efficiency_frontier.csv,True,586575
paper4_v9_online_policy_month.parquet,table,v9,paper4/tables/paper4_v9_online_policy_month.parquet,True,23666
paper4_v9_online_selected_intervals.parquet,table,v9,paper4/tables/paper4_v9_online_selected_intervals.parquet,True,158816
paper4_v9_online_source_month.parquet,table,v9,paper4/tables/paper4_v9_online_source_month.parquet,True,345592
paper4_artifact_registry.json,status,unversioned,paper4/status/paper4_artifact_registry.json,True,4413
paper4_challenger_local_search_status.json,status,unversioned,paper4/status/paper4_challenger_local_search_status.json,True,685
paper4_diagnostic_selector_config.json,status,unversioned,paper4/status/paper4_diagnostic_selector_config.json,True,616
paper4_exact_replay_topk_status.json,status,unversioned,paper4/status/paper4_exact_replay_topk_status.json,True,784
paper4_extended_artifact_registry.json,status,unversioned,paper4/status/paper4_extended_artifact_registry.json,True,6114
paper4_extended_lanes_status.json,status,unversioned,paper4/status/paper4_extended_lanes_status.json,True,2862
paper4_full_universe_exact_topk_status.json,status,unversioned,paper4/status/paper4_full_universe_exact_topk_status.json,True,713
paper4_insights_factory_status.json,status,unversioned,paper4/status/paper4_insights_factory_status.json,True,1140
paper4_multi_period_toy_policy.json,status,unversioned,paper4/status/paper4_multi_period_toy_policy.json,True,654
paper4_mvp_status.json,status,unversioned,paper4/status/paper4_mvp_status.json,True,3037
paper4_next_wave_status.json,status,unversioned,paper4/status/paper4_next_wave_status.json,True,2545
paper4_post_decision_state_schema.json,status,unversioned,paper4/status/paper4_post_decision_state_schema.json,True,1177
paper4_selector_v2_config.json,status,v2,paper4/status/paper4_selector_v2_config.json,True,600
paper4_sequential_decision_schema.json,status,unversioned,paper4/status/paper4_sequential_decision_schema.json,True,2940
paper4_v10_resolution_status.json,status,v10,paper4/status/paper4_v10_resolution_status.json,True,1228
paper4_v11_promising_lanes_status.json,status,v11,paper4/status/paper4_v11_promising_lanes_status.json,True,1052
paper4_v12_status.json,status,unversioned,paper4/status/paper4_v12_status.json,True,1330
paper4_v12_working_champion.json,status,unversioned,paper4/status/paper4_v12_working_champion.json,True,589
paper4_v2_priorities_status.json,status,v2,paper4/status/paper4_v2_priorities_status.json,True,4012
paper4_v3_deepening_status.json,status,v3,paper4/status/paper4_v3_deepening_status.json,True,2871
paper4_v3_full_universe_all_policy_status.json,status,v3,paper4/status/paper4_v3_full_universe_all_policy_status.json,True,11888
paper4_v4_open_priorities_status.json,status,v4,paper4/status/paper4_v4_open_priorities_status.json,True,1427
paper4_v4_working_champion.json,status,v4,paper4/status/paper4_v4_working_champion.json,True,482
paper4_v5_blocker_resolution_status.json,status,v5,paper4/status/paper4_v5_blocker_resolution_status.json,True,1520
paper4_v6_priority_resolution_status.json,status,v6,paper4/status/paper4_v6_priority_resolution_status.json,True,1605
paper4_v7_resolution_status.json,status,v7,paper4/status/paper4_v7_resolution_status.json,True,1823
paper4_v8_resolution_status.json,status,v8,paper4/status/paper4_v8_resolution_status.json,True,1851
paper4_v9_online_goal_status.json,status,v9,paper4/status/paper4_v9_online_goal_status.json,True,1206
