method,method_display,mean_regret,std_regret,median_regret,q25_regret,q75_regret,min_regret,max_regret,n_observations,improvement_vs_two_stage_pct,auditability_score,wilcoxon_vs_two_stage_statistic,wilcoxon_vs_two_stage_pvalue,wilcoxon_alternative,coverage_90,coverage_95,avg_width_90,min_grade_coverage_90
spo_plus,SPO+,0.1223785577521161,0.0471458928335204,0.1185608617961406,0.0880386624485254,0.1510581579059362,0.0096248351037502,0.3332445370033383,5000,57.6590045195108,1.0,12489074.0,0.0,two_stage > method,,,,
rfyl,RFYL,0.1254046659517844,0.0483653593583641,0.1201284509152174,0.0899298856966197,0.1559380386024713,0.0159279964864254,0.3329601064324379,5000,56.61202018735212,1.0,12480238.0,0.0,two_stage > method,,,,
cave,CaVE,0.1281086149948951,0.0488088824117199,0.1229889914393425,0.092578268609941,0.1589145557954907,0.0163765251636505,0.3646980668418109,5000,55.67649769565711,1.0,12479200.0,0.0,two_stage > method,,,,
pairwise_ltr,Pairwise LTR,0.2242441021240662,0.0752175754561666,0.2170756086707115,0.1693835291080176,0.2719335625879466,0.032089527696371,0.5812446419149637,5000,22.41517914805266,1.0,10352788.0,0.0,two_stage > method,,,,
two_stage,Two-stage Ridge,0.2890308953295593,0.0845953416623312,0.2817149423062801,0.2279628305695951,0.3420187714509666,0.0786828882992267,0.6356117315590382,5000,0.0,1.0,,,baseline,,,,
pfyl_mul,PFYL-Mul,0.7297965469065893,0.1560128138327949,0.7200621472438797,0.6211186817963608,0.8331397811416537,0.2229163236916065,1.3589674662798643,5000,-152.49776310227386,1.0,466.0,1.0,two_stage > method,,,,
crpto_robust,CRPTO robust,0.910584806515046,0.1940923924645769,0.906894788146019,0.7764009147649631,1.0431442712433636,0.2977330479770899,1.717089667916298,5000,-215.04756725965296,3.0,10.0,1.0,two_stage > method,0.929338423586606,0.9623395902033092,0.764155715329014,0.9003509420022164
