policy_id,n_funded,mean_annual_inc,p05_annual_inc,p95_annual_inc,mean_dti,p05_dti,p95_dti,cate_ci_crosses_zero_share
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,343,141589.78131195335,48000.0,350000.0,13.095772594752187,1.453,27.471,0.9708454810495627
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,343,141566.45769679302,48000.0,350000.0,12.989620991253643,1.2510000000000003,27.34599999999999,0.9708454810495627
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,345,140179.84055072465,48000.0,350000.0,13.257159420289856,1.8279999999999998,27.462,0.9681159420289855
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,343,139793.13408163266,48000.0,350000.0,13.216384839650146,1.7990000000000004,27.471,0.9708454810495627
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,347,140561.22475504322,48000.0,384999.9999999994,13.426138328530259,1.6300000000000001,27.710999999999995,0.9711815561959655
paper1_economic_champion,335,142209.06564179106,48000.0,400000.0,13.763074626865672,2.2,28.002,0.9671641791044776
