policy_id,scenario,sicr_rule,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_v2,provision_v2,weighted_pd_scenario,stage2_lifetime_share,stage3_observed_share,net_return_after_ecl_v2
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,342,948025.0,146560.43,154545.46297803734,154545.46297803734,0.2632971669261597,0.1023391812865497,0.05263157894736842,-7985.032978037343
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,344,958125.0,149511.6425,155608.80544261922,155608.80544261922,0.26219009531098003,0.10465116279069768,0.05813953488372093,-6097.162942619238
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,339,962200.0,147811.4875,155652.43490991887,155652.43490991887,0.2618541719770176,0.09144542772861357,0.058997050147492625,-7840.947409918881
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,340,944425.0,151529.88,156110.5838276966,156110.5838276966,0.2689131483472751,0.12058823529411765,0.052941176470588235,-4580.70382769659
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,337,890500.0,143335.095,158277.47406235366,158277.47406235366,0.287320799649031,0.14836795252225518,0.06231454005934718,-14942.379062353662
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,340,896375.0,144231.39,160544.9310373976,160544.9310373976,0.2887131516842737,0.16470588235294117,0.058823529411764705,-16313.541037397576
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,341,961150.0,152421.4875,160710.264527866,160710.264527866,0.27272722169187813,0.12609970674486803,0.05865102639296188,-8288.777027866017
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,343,922350.0,151054.22,161078.50208551527,161078.50208551527,0.281912503233246,0.15451895043731778,0.052478134110787174,-10024.282085515268
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,340,918825.0,150680.58,161193.02134003895,161193.02134003895,0.28176176063356756,0.15294117647058825,0.052941176470588235,-10512.44134003896
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,339,894425.0,144367.94,161680.64254221183,161680.64254221183,0.2904966351676887,0.16519174041297935,0.06489675516224189,-17312.70254221183
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,338,889025.0,143785.81,162037.57998671418,162037.57998671418,0.2926112584004326,0.17159763313609466,0.0650887573964497,-18251.76998671418
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,341,911725.0,148784.2,162310.6109574945,162310.6109574945,0.28543138521986017,0.1495601173020528,0.05865102639296188,-13526.410957494489
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,344,985225.0,159937.31,162334.66189675702,162334.66189675702,0.2679750609973433,0.11046511627906977,0.05232558139534884,-2397.351896757027
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,339,878700.0,142080.2425,162379.6670315027,162379.6670315027,0.29938774356231296,0.18584070796460178,0.07079646017699115,-20299.424531502707
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,338,914475.0,148277.06,162712.79143314916,162712.79143314916,0.286372503712468,0.14201183431952663,0.05621301775147929,-14435.731433149165
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,331,849100.0,141304.6025,163220.39695738934,163220.39695738934,0.3128550750300145,0.22054380664652568,0.06646525679758308,-21915.794457389333
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,343,966250.0,156238.1825,163246.96967079875,163246.96967079875,0.2738881628725519,0.1282798833819242,0.05539358600583091,-7008.787170798751
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,342,913825.0,147740.63,163465.6109574945,163465.6109574945,0.2886613487398166,0.14912280701754385,0.06140350877192982,-15724.980957494496
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,340,911150.0,149076.425,165424.53895998254,165424.53895998254,0.29141257476190713,0.16470588235294117,0.052941176470588235,-16348.113959982555
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,338,886300.0,149235.025,165780.95330899954,165780.95330899954,0.30193168379412066,0.19822485207100593,0.05621301775147929,-16545.928308999544
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,337,883925.0,147292.48500000002,165857.406087695,165857.406087695,0.3018946530013442,0.19881305637982197,0.05637982195845697,-18564.921087694995
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,341,896700.0,146443.9825,166258.82998671418,166258.82998671418,0.2976043661812587,0.18475073313782991,0.05865102639296188,-19814.847486714163
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,344,947850.0,153720.41,166577.60032322886,166577.60032322886,0.2835140497120719,0.13372093023255813,0.061046511627906974,-12857.19032322886
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,336,886600.0,145917.92,166724.6670315027,166724.6670315027,0.30233223424569816,0.18452380952380953,0.06547619047619048,-20806.747031502688
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,337,892675.0,144257.125,166893.58552277906,166893.58552277906,0.2982942562076357,0.17804154302670624,0.06231454005934718,-22636.46052277906
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,335,881300.0,147887.265,167778.06054653018,167778.06054653018,0.3082565127723889,0.20298507462686566,0.05970149253731343,-19890.795546530164
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,338,892675.0,145317.6875,168683.21425280726,168683.21425280726,0.3028485536540453,0.1863905325443787,0.0650887573964497,-23365.526752807258
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,332,842325.0,139165.3225,169474.9608182231,169474.9608182231,0.32549932623090716,0.24096385542168675,0.07228915662650602,-30309.638318223093
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,336,862900.0,146033.605,169498.34991753232,169498.34991753232,0.31947276957709153,0.23214285714285715,0.0625,-23464.744917532313
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,337,883875.0,150149.415,171731.06458253783,171731.06458253783,0.31485100889937834,0.21364985163204747,0.05934718100890208,-21581.649582537822
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,absolute_pd_30,337,896325.0,147749.39,172073.4170315027,172073.4170315027,0.308554347021813,0.19287833827893175,0.05934718100890208,-24324.027031502686
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,337,888675.0,152725.515,172988.3618038424,172988.3618038424,0.3138387969714539,0.21364985163204747,0.05637982195845697,-20262.846803842374
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,335,877925.0,146043.5875,174437.44460446932,174437.44460446932,0.3198875465409502,0.21492537313432836,0.06865671641791045,-28393.857104469324
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,344,912700.0,150157.2875,176404.03119068974,176404.03119068974,0.30927583168026174,0.19186046511627908,0.06395348837209303,-26246.743690689735
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,343,1000000.0,157485.99601203212,177567.43486337035,177567.43486337035,0.2791545709107002,0.13119533527696792,0.05539358600583091,-20081.43885133823
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,336,845575.0,141146.4475,177629.05194351345,177629.05194351345,0.337304901438139,0.2767857142857143,0.06547619047619048,-36482.60444351344
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,335,879825.0,152414.13,178339.59889638177,178339.59889638177,0.32688363538860044,0.23283582089552238,0.056716417910447764,-25925.46889638176
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,336,881000.0,148917.685,179453.34991753235,179453.34991753235,0.32780488572849387,0.23214285714285715,0.0625,-30535.664917532355
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,338,903800.0,154135.67,180046.60255741043,180046.60255741043,0.32081333992624744,0.21005917159763313,0.05621301775147929,-25910.932557410415
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,343,1000000.0,157771.10324584515,180128.08893850993,180128.08893850993,0.2833532811878263,0.13119533527696792,0.05830903790087463,-22356.985692664777
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,338,874550.0,148147.16,185052.58558686465,185052.58558686465,0.33939110239306525,0.2514792899408284,0.06804733727810651,-36905.42558686464
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,343,1000000.0,162290.89219159796,189476.21427286055,189476.21427286055,0.29873125145058826,0.1457725947521866,0.05539358600583091,-27185.322081262595
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,adverse,absolute_pd_30,347,1000000.0,171272.8239004854,190198.9705720724,190198.9705720724,0.3085891335657466,0.16138328530259366,0.04899135446685879,-18926.14667158699
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,absolute_pd_30,345,1000000.0,164511.79987024603,192743.40645524228,192743.40645524228,0.3047113636767321,0.1536231884057971,0.05507246376811594,-28231.606584996247
paper1_economic_champion,adverse,absolute_pd_30,335,1000000.0,173329.66341584513,213824.24179660212,213824.24179660212,0.34656284426606876,0.191044776119403,0.056716417910447764,-40494.57838075698
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,342,948025.0,146560.43,108483.03031289717,108483.03031289717,0.21063773354092777,0.1023391812865497,0.05263157894736842,38077.39968710282
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,339,962200.0,147811.4875,108890.34375921961,108890.34375921961,0.20948333758161408,0.09144542772861357,0.058997050147492625,38921.143740780375
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,344,958125.0,149511.6425,109050.78628971441,109050.78628971441,0.209752076248784,0.10465116279069768,0.05813953488372093,40460.85621028558
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,340,944425.0,151529.88,109617.72305085596,109617.72305085596,0.2151305186778201,0.12058823529411765,0.052941176470588235,41912.156949144046
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,337,890500.0,143335.095,112892.30120444966,112892.30120444966,0.2298566397192248,0.14836795252225518,0.06231454005934718,30442.793795550344
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,341,961150.0,152421.4875,113177.4231455123,113177.4231455123,0.21818230187449275,0.12609970674486803,0.05865102639296188,39244.064354487695
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,344,985225.0,159937.31,113903.1650596955,113903.1650596955,0.21438004879787464,0.11046511627906977,0.05232558139534884,46034.1449403045
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,343,922350.0,151054.22,114451.20136506455,114451.20136506455,0.22553000258659683,0.15451895043731778,0.052478134110787174,36603.01863493545
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,340,918825.0,150680.58,114550.90942257096,114550.90942257096,0.22540940850685406,0.15294117647058825,0.052941176470588235,36129.67057742903
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,340,896375.0,144231.39,114626.20486084204,114626.20486084204,0.23097052134741894,0.16470588235294117,0.058823529411764705,29605.18513915797
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,343,966250.0,156238.1825,115267.561966341,115267.561966341,0.21911053029804156,0.1282798833819242,0.05539358600583091,40970.62053365899
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,339,894425.0,144367.94,115657.5796639932,115657.5796639932,0.23239730813415094,0.16519174041297935,0.06489675516224189,28710.36033600681
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,341,911725.0,148784.2,115831.42262672368,115831.42262672368,0.22834510817588816,0.1495601173020528,0.05865102639296188,32952.77737327633
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,338,889025.0,143785.81,116098.21144584927,116098.21144584927,0.2340890067203461,0.17159763313609466,0.0650887573964497,27687.598554150725
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,338,914475.0,148277.06,116157.66802897037,116157.66802897037,0.22909800296997435,0.14201183431952663,0.05621301775147929,32119.391971029632
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,339,878700.0,142080.2425,116652.8729660745,116652.8729660745,0.23951108414334313,0.18584070796460178,0.07079646017699115,25427.369533925492
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,342,913825.0,147740.63,116776.42262672368,116776.42262672368,0.23092907899185325,0.14912280701754385,0.06140350877192982,30964.207373276324
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,331,849100.0,141304.6025,118213.41891756393,118213.41891756393,0.2502840600240116,0.22054380664652568,0.06646525679758308,23091.183582436075
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,340,911150.0,149076.425,118474.88004653402,118474.88004653402,0.23313005980952567,0.16470588235294117,0.052941176470588235,30601.54495346597
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,344,947850.0,153720.41,118554.6111206589,118554.6111206589,0.2268112397696575,0.13372093023255813,0.061046511627906974,35165.798879341106
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,338,886300.0,149235.025,119428.16943861789,119428.16943861789,0.24154534703529645,0.19822485207100593,0.05621301775147929,29806.855561382108
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,337,883925.0,147292.48500000002,119534.46125740037,119534.46125740037,0.2415157224010754,0.19881305637982197,0.05637982195845697,27758.023742599646
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,341,896700.0,146443.9825,119551.96144584927,119551.96144584927,0.23808349294500694,0.18475073313782991,0.05865102639296188,26892.02105415074
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,336,886600.0,145917.92,120207.8729660745,120207.8729660745,0.24186578739655848,0.18452380952380953,0.06547619047619048,25710.04703392551
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,337,892675.0,144257.125,120217.18779672812,120217.18779672812,0.23863540496610855,0.17804154302670624,0.06231454005934718,24039.937203271882
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,335,881300.0,147887.265,121295.61690318339,121295.61690318339,0.2466052102179111,0.20298507462686566,0.05970149253731343,26591.64809681663
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,338,892675.0,145317.6875,121766.58114729202,121766.58114729202,0.2422788429232363,0.1863905325443787,0.0650887573964497,23551.106352707982
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,336,862900.0,146033.605,123294.62449147571,123294.62449147571,0.25557912123844,0.23214285714285715,0.0625,22738.9805085243
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,332,842325.0,139165.3225,123803.56526283694,123803.56526283694,0.2604000594987787,0.24096385542168675,0.07228915662650602,15361.757237163067
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,absolute_pd_30,337,896325.0,147749.39,124584.1229660745,124584.1229660745,0.24684434942420808,0.19287833827893175,0.05934718100890208,23165.267033925513
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,337,883875.0,150149.415,124681.78772675204,124681.78772675204,0.25188080711950267,0.21364985163204747,0.05934718100890208,25467.62727324797
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,337,888675.0,152725.515,125666.74590796955,125666.74590796955,0.2510710375771631,0.21364985163204747,0.05637982195845697,27058.76909203046
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,335,877925.0,146043.5875,127177.73646837992,127177.73646837992,0.2559100372327602,0.21492537313432836,0.06865671641791045,18865.85103162007
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,344,912700.0,150157.2875,127929.45677936055,127929.45677936055,0.2474206653442093,0.19186046511627908,0.06395348837209303,22227.830720639453
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,343,1000000.0,157485.99601203212,128518.05907834366,128518.05907834366,0.2233236567285602,0.13119533527696792,0.05539358600583091,28967.936933688456
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,335,879825.0,152414.13,130514.87382308624,130514.87382308624,0.2615069083108803,0.23283582089552238,0.056716417910447764,21899.25617691377
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,343,1000000.0,157771.10324584515,130632.61894626023,130632.61894626023,0.2266826249502611,0.13119533527696792,0.05830903790087463,27138.484299584918
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,336,845575.0,141146.4475,130794.53854484516,130794.53854484516,0.2698439211505112,0.2767857142857143,0.06547619047619048,10351.908955154853
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,338,903800.0,154135.67,131377.935310305,131377.935310305,0.256650671940998,0.21005917159763313,0.05621301775147929,22757.734689695004
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,336,881000.0,148917.685,131439.6244914757,131439.6244914757,0.2622439085827951,0.23214285714285715,0.0625,17478.0605085243
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,338,874550.0,148147.16,136450.07874776595,136450.07874776595,0.27151288191445216,0.2514792899408284,0.06804733727810651,11697.081252234057
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,343,1000000.0,162290.89219159796,138352.77063406786,138352.77063406786,0.2389850011604707,0.1457725947521866,0.05539358600583091,23938.121557530103
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,baseline,absolute_pd_30,347,1000000.0,171272.8239004854,138899.14032158977,138899.14032158977,0.24687130685259728,0.16138328530259366,0.04899135446685879,32373.683578895638
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,absolute_pd_30,345,1000000.0,164511.79987024603,141180.32058888586,141180.32058888586,0.24376909094138569,0.1536231884057971,0.05507246376811594,23331.479281360167
paper1_economic_champion,baseline,absolute_pd_30,335,1000000.0,173329.66341584513,159346.9339487859,159346.9339487859,0.2772502754128551,0.191044776119403,0.056716417910447764,13982.729467059224
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,342,948025.0,146560.43,359666.5794986072,359666.5794986072,0.3320678178393382,0.47368421052631576,0.05263157894736842,-213106.1494986072
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,344,958125.0,149511.6425,368853.9212821629,368853.9212821629,0.33182536314886707,0.47674418604651164,0.05813953488372093,-219342.2787821629
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,331,849100.0,141304.6025,370022.90793121426,370022.90793121426,0.38588388525587153,0.5921450151057401,0.06646525679758308,-228718.30543121425
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,337,890500.0,143335.095,373210.2702410494,373210.2702410494,0.35979855543678974,0.5459940652818991,0.06231454005934718,-229875.1752410494
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,343,1000000.0,157485.99601203212,373537.26529636007,373537.26529636007,0.3476482321570006,0.4577259475218659,0.05539358600583091,-216051.26928432795
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,339,962200.0,147811.4875,374593.2391606424,374593.2391606424,0.329981003102219,0.4808259587020649,0.058997050147492625,-226781.7516606424
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,332,842325.0,139165.3225,376458.6072625119,376458.6072625119,0.4004364576780341,0.6114457831325302,0.07228915662650602,-237293.2847625119
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,343,1000000.0,157771.10324584515,377142.9901374754,377142.9901374754,0.3522433646937885,0.4606413994169096,0.05830903790087463,-219371.88689163027
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,severe,absolute_pd_30,336,862900.0,146033.605,377554.13859092153,377554.13859092153,0.393124720042949,0.5982142857142857,0.0625,-231520.53359092152
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,340,944425.0,151529.88,378632.8049105042,378632.8049105042,0.33857196109633136,0.5147058823529411,0.052941176470588235,-227102.9249105042
