regime_v53,scenario_row,scenario_loss_v53,eta_v53,excess_loss_v53
strict,0,7354.3683165995835,11978.303818206488,0.0
strict,1,9206.660176938127,11978.303818206488,0.0
strict,2,12056.02921764058,11978.303818206488,77.72539943409174
strict,3,8302.623537372197,11978.303818206488,0.0
strict,4,9202.262331637448,11978.303818206488,0.0
strict,5,8275.16058469015,11978.303818206488,0.0
strict,6,9374.886564440705,11978.303818206488,0.0
strict,7,8397.837753961356,11978.303818206488,0.0
strict,8,7435.11529018761,11978.303818206488,0.0
strict,9,7153.178669924154,11978.303818206488,0.0
strict,10,14294.74875116782,11978.303818206488,2316.444932961331
strict,11,10356.302450060812,11978.303818206488,0.0
strict,12,7892.1380828799565,11978.303818206488,0.0
strict,13,8586.284912578243,11978.303818206488,0.0
strict,14,10908.31192447151,11978.303818206488,0.0
strict,15,9729.194349271367,11978.303818206488,0.0
strict,16,8089.138819540364,11978.303818206488,0.0
strict,17,7214.156563264661,11978.303818206488,0.0
strict,18,8824.318959389147,11978.303818206488,0.0
strict,19,11196.353067238384,11978.303818206488,0.0
strict,20,9368.97287706692,11978.303818206488,0.0
strict,21,9597.284017910895,11978.303818206488,0.0
strict,22,10908.104240166136,11978.303818206488,0.0
strict,23,10568.390681701103,11978.303818206488,0.0
strict,24,8124.874756682843,11978.303818206488,0.0
strict,25,7701.276706853349,11978.303818206488,0.0
strict,26,11203.824083265728,11978.303818206488,0.0
strict,27,11066.711616462739,11978.303818206488,0.0
strict,28,7476.437066199903,11978.303818206488,0.0
strict,29,10155.527118945209,11978.303818206488,0.0
strict,30,12576.277526207996,11978.303818206488,597.9737080015075
strict,31,12024.427960065612,11978.303818206488,46.12414185912348
strict,32,6035.444565208189,11978.303818206488,0.0
strict,33,9713.692372097408,11978.303818206488,0.0
strict,34,12147.542192835634,11978.303818206488,169.23837462914526
strict,35,10519.542719241865,11978.303818206488,0.0
strict,36,7533.961347013042,11978.303818206488,0.0
strict,37,7080.941582965421,11978.303818206488,0.0
strict,38,11482.056920229734,11978.303818206488,0.0
strict,39,9821.340386471924,11978.303818206488,0.0
strict,40,8129.582354995118,11978.303818206488,0.0
strict,41,9252.802104818598,11978.303818206488,0.0
strict,42,11379.209601611976,11978.303818206488,0.0
strict,43,8323.016136440234,11978.303818206488,0.0
strict,44,8829.284083473958,11978.303818206488,0.0
strict,45,8582.136898647768,11978.303818206488,0.0
strict,46,11107.24009247325,11978.303818206488,0.0
strict,47,9622.871412515555,11978.303818206488,0.0
strict,48,7601.370796879581,11978.303818206488,0.0
strict,49,7916.309578125294,11978.303818206488,0.0
strict,50,10481.499239874787,11978.303818206488,0.0
strict,51,10377.039991019501,11978.303818206488,0.0
strict,52,7792.581767672416,11978.303818206488,0.0
strict,53,7368.211246310957,11978.303818206488,0.0
strict,54,13272.96669061607,11978.303818206488,1294.6628724095808
strict,55,7922.112213455215,11978.303818206488,0.0
strict,56,6768.95300889446,11978.303818206488,0.0
strict,57,9462.364886004605,11978.303818206488,0.0
strict,58,11299.952918817127,11978.303818206488,0.0
strict,59,8236.843367478623,11978.303818206488,0.0
strict,60,9037.494993122542,11978.303818206488,0.0
strict,61,11070.647033587235,11978.303818206488,0.0
strict,62,10622.884954412337,11978.303818206488,0.0
strict,63,9615.591990449933,11978.303818206488,0.0
strict,64,6562.178557176576,11978.303818206488,0.0
strict,65,7432.297434317675,11978.303818206488,0.0
strict,66,11704.857950858157,11978.303818206488,0.0
strict,67,7863.522918189335,11978.303818206488,0.0
strict,68,7947.7602149740505,11978.303818206488,0.0
strict,69,7753.837719163451,11978.303818206488,0.0
strict,70,12271.294543912158,11978.303818206488,292.9907257056693
strict,71,7692.042492671684,11978.303818206488,0.0
strict,72,8218.639987578625,11978.303818206488,0.0
strict,73,9761.538467353688,11978.303818206488,0.0
strict,74,10400.083089410862,11978.303818206488,0.0
strict,75,9994.87189581375,11978.303818206488,0.0
strict,76,8568.183914532106,11978.303818206488,0.0
strict,77,11036.746494605712,11978.303818206488,0.0
strict,78,11131.073312870598,11978.303818206488,0.0
strict,79,11126.169692054105,11978.303818206488,0.0
strict,80,10148.890547567511,11978.303818206488,0.0
strict,81,8385.874943811797,11978.303818206488,0.0
strict,82,10324.613972698215,11978.303818206488,0.0
strict,83,8406.351326928332,11978.303818206488,0.0
strict,84,9449.438740128766,11978.303818206488,0.0
strict,85,9154.385224390622,11978.303818206488,0.0
strict,86,12019.509924889631,11978.303818206488,41.206106683142934
strict,87,10035.260215861093,11978.303818206488,0.0
strict,88,7626.855237337712,11978.303818206488,0.0
strict,89,6722.197407184786,11978.303818206488,0.0
strict,90,12156.057865044391,11978.303818206488,177.75404683790293
strict,91,9646.122472407405,11978.303818206488,0.0
