notebook_path_v394,file_sha256_before_v394,file_sha256_after_v394,file_changed_v394,cell_count_preserved_v394,code_cell_count_preserved_v394,cell_type_sequence_preserved_v394,non_code_source_preserved_v394,outputs_preserved_v394,metadata_preserved_v394,claim_boundary_v394
notebooks/02_feature_engineering.ipynb,cb220f21c7c568ed8db221a135d26669541ad8104f4d498cf66a9b07813f0c38,a52de10f483022752e2559d15bafd754b4a2ec25a8a47d15a0daed899eebad8b,True,True,True,True,True,True,True,code-source lint repair only
notebooks/06_survival_analysis.ipynb,21a2afab0bea29d4391e379f69d12eec1fd45fb787fa00b000f2c501021eac9d,170c9b150dcac7c277f62b90af9693f572d89398837fa1d4a96c68623f55f139,True,True,True,True,True,True,True,code-source lint repair only
notebooks/09_end_to_end_pipeline.ipynb,9fa6bfec498ade3d490b4b86162d44f52f75eaf9769c7980f2ea1271ff84647d,9b3d6ce05762ee451889c23d1334f1cd3dfbba01dc6ad4fe3851e3bfcc0085a0,True,True,True,True,True,True,True,code-source lint repair only
notebooks/13_model_explainability.ipynb,1d60227261b6afb4cc1b8fe40d32ac5b577d432580d58b3b66454d53653cfc5e,1cb2487fe857a8610e7f378f76df0318c56c5d134ee4424de2f6fe7a6de54217,True,True,True,True,True,True,True,code-source lint repair only
notebooks/side_projects/10_rapids_gpu_benchmark_lending_club.ipynb,09a9d813140255067769a2ce172757cc77f19eb0abaff301d080f031dc65449d,14007de70055de0fe181c56c1f9bd729bdd966f025336f073c1cfe673b31b634,True,True,True,True,True,True,True,code-source lint repair only
