policy_id,lgd,mean_loss_rate,entropic_oce_theta5,cvar_90_loss_rate,cvar_95_loss_rate,cvar_99_loss_rate,funded_set_repriced_return,weighted_default_rate,status
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,0.6,-0.1662243273090877,0.01947383412906672,0.13897486215441981,0.4030503772020064,0.5941457822057256,166224.32730908773,0.038067,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,0.35,-0.17511107127214465,-0.10747001652599437,0.048700912886031046,0.2224047918439891,0.34631440321622464,175111.07127214465,0.042149,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,0.45,-0.17150445413007853,-0.06582547877090249,0.08476708430669215,0.2945371346853113,0.4452613755637173,171504.45413007852,0.042149,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,0.6,-0.16609452841697933,0.019458627678025683,0.13886634143768373,0.4027356489472943,0.5936818340849565,166094.52841697936,0.042149,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17479517769884187,-0.1072761447890638,0.04861305833016024,0.22200358223511138,0.34568966547963587,174795.17769884187,0.040431,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.17119506675406107,-0.06570673216309383,0.08461416777796803,0.29400580113072694,0.44445814133096034,171195.0667540611,0.040431,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.1657949003368899,0.01942352506924073,0.13861583194967964,0.40200912947415,0.5926108551079471,165794.90033688993,0.040431,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.1746694438334085,-0.10719897879094707,0.048578089929916836,0.2218438903665944,0.3454410035974642,174669.44383340847,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.1710719225245149,-0.06565946792200535,0.08455330301885275,0.29379431654446625,0.4441384331967396,171071.92252451487,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16567564056117448,0.01940955331716239,0.13851612265225652,0.4017199558112737,0.5921845775956528,165675.64056117448,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,0.35,-0.17454900072742208,-0.10712505986339574,0.04854459296613405,0.22169091817744985,0.3452028051667872,174549.00072742207,0.03545,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,0.45,-0.17095396008504224,-0.06561419251446764,0.08449499938993231,0.2935917310250464,0.4438321780715834,170953.96008504223,0.03545,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,0.6,-0.16556139912147247,0.019396169482897952,0.1384206090256296,0.40144295029644084,0.5917762374287779,165561.3991214725,0.03545,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17409664036613115,-0.10684743506702817,0.04841878502955828,0.2211163850467889,0.34430817921640583,174096.64036613115,0.03905,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.170510916614006,-0.0654441470847719,0.08427602255080968,0.2928308600892917,0.44268194470680744,170510.916614006,0.03905,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.16513233098581828,0.01934590246218527,0.1380618788326867,0.40040257265304563,0.5902425929424099,165132.3309858183,0.03905,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.35,-0.17389156505176176,-0.10672157524980334,0.04836175062877696,0.22085592331656634,0.3439026050023126,173891.56505176175,0.04425,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.45,-0.17031006506538052,-0.06536705783704821,0.08417675049258924,0.29248592304419085,0.4421604921458304,170310.0650653805,0.04425,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.6,-0.16493781508580865,0.019323114158971325,0.13789925028830755,0.39993092263562735,0.5895473228611072,164937.81508580866,0.04425,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17361330626441368,-0.10655080091636143,0.04828436284932954,0.22050251283698147,0.3433522969882045,173613.30626441367,0.03545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.17003753734292223,-0.06526245840900331,0.08404205206424399,0.2920178912668104,0.4414529532705486,170037.53734292224,0.03545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.16467388396068505,0.019292193588947914,0.13767858588661555,0.39929095891155336,0.5886039376940648,164673.88396068505,0.03545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.17350719875577353,-0.10648568010118825,0.048254852821795036,0.220367747980592,0.3431424498422501,173507.1987557735,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.16993361524241637,-0.06522257185296385,0.08399068795536652,0.29183941824773496,0.44118314979717865,169933.61524241636,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16457323997238063,0.019280402749628205,0.13759444065572363,0.39904692364844907,0.5882441997295715,164573.23997238063,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17344993893092378,-0.10645053832358292,0.04823892803918924,0.22029502351300573,0.34302920798993863,173449.9389309238,0.03905,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.1698775347505714,-0.06520104748355825,0.08396296984271286,0.2917431071200529,0.44103755312992104,169877.53475057142,0.03905,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.16451892848004285,0.019274039944555028,0.13754903254799816,0.39891523253062344,0.5880500708398947,164518.92848004287,0.03905,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17344767395605964,-0.10644914825221671,0.048238298117033285,0.22029214681732032,0.3430247285848806,173447.67395605962,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.16987531642551137,-0.06520019606363514,0.08396187342251585,0.29173929742828547,0.4410317938948464,169875.31642551138,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.16451678012968896,0.01927378825685612,0.1375472363807396,0.3989100233447328,0.5880423918597952,164516.780129689,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.1733461032932828,-0.10638681181210541,0.04821004985172524,0.22016314411093385,0.34282385388741976,173346.1032932828,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.16977583772922666,-0.06516201493974737,0.08391270549228652,0.29156845539205645,0.44077352642668244,169775.83772922665,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16442043938314244,0.01926250155924399,0.13746668895312836,0.39867642231373995,0.5876980352355766,164420.43938314245,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.17314669477905253,-0.10626442985096461,0.048154591469741104,0.21990987966124995,0.3424294868145659,173146.69477905252,0.043789,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.1695805362663694,-0.06508705588190572,0.08381617659657233,0.2912330499149124,0.440266483047299,169580.5362663694,0.043789,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.1642312984973447,0.019240342960098623,0.13730855428681907,0.39821780529540574,0.5870219773963986,164231.29849734472,0.043789,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.35,-0.17298500247973175,-0.1061651952682858,0.04810962251074636,0.21970451776201672,0.3421097105049521,172985.00247973175,0.041775,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.45,-0.1694221742089016,-0.06502627461354253,0.0837379052190478,0.2909610831786196,0.4398553420777955,169422.1742089016,0.041775,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.6,-0.16407793180265637,0.019222375448232985,0.13718032928149987,0.3978459313035236,0.5864737894370606,164077.93180265639,0.041775,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,0.35,-0.17293574091586836,-0.1061349622222309,0.04809592215980389,0.21964195171306644,0.34201228668721795,172935.74091586834,0.03645,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,0.45,-0.16937392724451147,-0.065007756846489,0.08371405887337273,0.2908782251402041,0.43973008288356585,169373.92724451146,0.03645,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,0.6,-0.16403120673747612,0.019216901422958108,0.1371412639437259,0.39773263528091035,0.5863067771780879,164031.20673747614,0.03645,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17292011447430422,-0.1061253718866745,0.04809157622117302,0.21962210490693312,0.3419813825202491,172920.1144743042,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.16935862264777188,-0.06500188275760374,0.08370649448649611,0.2908519414375793,0.43969034895460596,169358.6226477719,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.1640163849079734,0.019215164987299752,0.13712887188448064,0.39769669623354825,0.5862537986061412,164016.38490797344,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.35,-0.17266517165165896,-0.10596890714024913,0.048020672947574346,0.21929830753084134,0.34147718612171624,172665.17165165895,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.45,-0.16910893067047705,-0.06490604796407576,0.08358308275939308,0.2904231271544788,0.43904209644220654,169108.93067047707,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.6,-0.16377456919870423,0.0191868353252801,0.13692669747712108,0.3971103565899347,0.5853894619229421,163774.56919870427,0.04545,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,0.35,-0.17261974446799733,-0.10594102734862101,0.04800803899303287,0.21924061144542012,0.34138734549721844,172619.7444679973,0.030034,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,0.45,-0.1690644391127477,-0.06488897156740925,0.0835610925455289,0.2903467185504122,0.4389265870678522,169064.43911274773,0.030034,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,0.6,-0.1637314810798733,0.01918178738258344,0.13689067287427287,0.3970058792079,0.585235449423803,163731.4810798733,0.030034,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17259361091108205,-0.10592498853523723,0.048000770874178436,0.21920741977887578,0.34133566157397316,172593.61091108204,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.16903884380697595,-0.06487914778023557,0.08354844191523934,0.2903027618609976,0.43886013630939397,169038.84380697596,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.1637066931508168,0.01917888337914024,0.13686994847683065,0.39694577498418004,0.5851468484125253,163706.6931508168,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,0.35,-0.17255813431316006,-0.10590321566538231,0.047990904320954014,0.21916236171761871,0.3412655000659186,172558.13431316006,0.03525,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,0.45,-0.16900409789104498,-0.06486581187847668,0.08353126854210469,0.29024309015992006,0.43876992865618103,169004.09789104498,0.03525,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,0.6,-0.16367304325787238,0.01917494116175083,0.1368418148738306,0.3968641828233717,0.5850265715415747,163673.04325787237,0.03525,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,0.35,-0.17253320068079997,-0.10588791327552013,0.047983969918413506,0.2191306940493515,0.3412161892145369,172533.2006808,0.045084,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,0.45,-0.16897967779598,-0.06485643915135168,0.08351919876661314,0.2902011517457508,0.4387065289901188,168979.67779598,0.045084,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,0.6,-0.16364939346875004,0.01917217049588013,0.1368220420389125,0.39680683829034935,0.5849420386534917,163649.39346875006,0.045084,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.172162436324158,-0.10566036597513478,0.047880855006815465,0.21865979424294252,0.3404829343953441,172162.436324158,0.045805,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.16861654976452647,-0.0647170662315823,0.08333972060313058,0.28957752543557275,0.4377637727940138,168616.54976452648,0.045805,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16329771992507922,0.01913097055620889,0.13652801899760317,0.3959541222245178,0.5836850303920184,163297.71992507923,0.045805,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.35,-0.1719147532052998,-0.10550835668935107,0.047811970761477786,0.21834521725992972,0.3399930953984665,171914.7532052998,0.048175,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.45,-0.16837396796893578,-0.06462396041157979,0.08321982312511808,0.28916092198721033,0.4371339797980283,168373.96796893576,0.048175,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.6,-0.1630627901143897,0.01910344760430767,0.13633160167057845,0.3953844790781309,0.5828453063973711,163062.79011438973,0.048175,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.1718702417751382,-0.1054810389184054,0.04779959149118389,0.2182886842532623,0.3399050658452194,171870.24177513822,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.168330373303693,-0.06460722825307103,0.08319827620563601,0.28908605368216655,0.43702079894385343,168330.373303693,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16302057059652517,0.01909850142163265,0.13629630327731412,0.39528210782552264,0.5826943985918046,163020.57059652518,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.17183906285330086,-0.10546190363917503,0.0477909201836232,0.2182490845776348,0.3398434037833601,171839.06285330086,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.16829983654818556,-0.06459550787786805,0.08318318323477598,0.2890336106799404,0.4369415191500343,168299.8365481856,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16299099709051265,0.019095036769015153,0.1362715778115051,0.39521039983339845,0.5825886922000458,162990.99709051265,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.17182491600887012,-0.10545322136915225,0.047786985742281324,0.2182311169758835,0.33981542579230084,171824.91600887012,0.040975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.16828598107454742,-0.06459018997991342,0.08317633508550808,0.289009815662337,0.43690554744724386,168285.98107454742,0.040975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.1629775786730634,0.01909346474860207,0.13626035910034814,0.39517786369201696,0.5825407299296586,162977.57867306343,0.040975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.35,-0.17171839291936525,-0.10538784550167385,0.04775736013571836,0.21809582429920804,0.3396047567586262,171718.39291936523,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.45,-0.1681816519525504,-0.06455014720411476,0.08312476980386671,0.28883064363550476,0.4366346872610908,168181.6519525504,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.6,-0.1628765405023281,0.01908162772925926,0.13617588430608918,0.39493287263994953,0.5821795830147878,162876.54050232813,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,0.35,-0.17169169177079885,-0.10537145834318726,0.04774993416144476,0.21806191174675912,0.33955195031832647,171691.69177079882,0.047375,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,0.45,-0.16815550074534083,-0.06454011005526204,0.08311184441602476,0.2887857322559191,0.4365667932664197,168155.50074534083,0.047375,diagnostic_scaled_from_paper1_A12
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,0.6,-0.16285121420715382,0.01907866065410659,0.13615470979789465,0.3948714630196588,0.5820890576885596,162851.21420715383,0.047375,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.35,-0.1709785726073705,-0.10493379938923375,0.047551605443544864,0.21715619448999154,0.33814162579851975,170978.5726073705,0.042926,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.45,-0.16745706910441163,-0.06427204356459212,0.08276664047313356,0.28758626454916897,0.43475351888381103,167457.06910441164,0.042926,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.6,-0.16217481384997331,0.0189994176902528,0.1355891930175165,0.3932313696379347,0.579671358511748,162174.81384997335,0.042926,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.17054702677140904,-0.10466894898437026,0.047431586326473575,0.21660809743866924,0.3372881644065259,170547.02677140903,0.041975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.16703441145923248,-0.06410982246082418,0.08255773944823892,0.28686040368219995,0.43365621137981897,167034.41145923248,0.041975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16176548849096767,0.018951463613523258,0.13524696913088685,0.39223886304749567,0.5782082818397587,161765.4884909677,0.041975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.17028617206938731,-0.10450885597064193,0.04735903887400938,0.21627679151218956,0.3367722761774122,170286.1720693873,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.1667789293646254,-0.06401176535041148,0.08243146592162845,0.2864216456074277,0.4329929265138156,166778.9293646254,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16151806530748253,0.018922477013830687,0.13504010649305695,0.3916389267502846,0.5773239020184208,161518.06530748255,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.35,-0.17020895067888442,-0.10446146328408466,0.0473375624922792,0.21617871429093832,0.3366195566516092,170208.9506788844,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.45,-0.16670329843889836,-0.06398273728859744,0.08239408489213965,0.2862917590906592,0.43279657283778317,166703.29843889838,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.6,-0.16144482007891928,0.018913896047043955,0.13497886849193022,0.3914613262902402,0.5770620971170443,161444.8200789193,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.35,-0.17015710029292314,-0.10442964141356753,0.047323142152597295,0.21611286023492132,0.33651701296125164,170157.10029292313,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.45,-0.16665251597222666,-0.06396324636517631,0.08236898535956193,0.2862045466488506,0.4326647309501806,166652.51597222665,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.6,-0.16139563949118194,0.01890813434763767,0.13493775017000878,0.39134207626974415,0.5768863079335741,161395.63949118197,0.042975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.35,-0.17010542047543548,-0.10439792422516185,0.04730876925046639,0.216047222814241,0.3364148066014736,170105.42047543547,0.041975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.45,-0.16660190056097154,-0.06394381955963967,0.08234396839510556,0.28611762110351935,0.4325333227733231,166601.90056097155,0.041975,diagnostic_scaled_from_paper1_A12
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.6,-0.16134662068927566,0.018902391602078208,0.13489676711206425,0.3912232185374366,0.5767110970310975,161346.62068927567,0.041975,diagnostic_scaled_from_paper1_A12
