loan_id,loan_amnt,grade,score_decile,income_band,dti_band,period,state_top20,mean_return_v345,pricing_block_ids_v345,tight_block_count_v345,return_improving_drop_rows_v345,budget_return_drop_rows_v345,grade_source_feasible_drop_rows_v345,score_decile_source_feasible_drop_rows_v345,joint_tight_source_feasible_drop_rows_v345,all_source_prefilter_drop_rows_v345,best_budget_return_drop_loan_id_v345,best_budget_return_delta_v345,best_budget_return_drop_mean_return_v345,claim_boundary_v345
165382274,40000.0,A,0,4,0,2020,WA,883.9433199290119,grade=A|score_decile=0,2,169,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
135402980,19000.0,A,0,4,0,2018,other,372.856758107276,grade=A|score_decile=0,2,156,3,0,0,0,0,145133997,2022.1544480879113,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140839723,35000.0,A,0,3,1,2018,TX,372.8401609125478,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141416826,35000.0,A,0,4,1,2018,IL,372.8401609125478,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141744618,18000.0,A,0,2,0,2018,WA,371.40067394591074,grade=A|score_decile=0,2,156,6,0,0,0,0,145133997,2020.698363926546,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
148277617,37000.0,A,0,4,1,2019,NC,370.37386153918845,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
157152254,20000.0,A,0,4,1,2019,AZ,370.1228825882637,grade=A|score_decile=0,2,156,2,0,0,0,0,145133997,2019.420572568899,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
130393678,21000.0,A,0,3,1,2018,other,368.7140070552533,grade=A|score_decile=0,2,156,1,0,0,0,0,169720067,207.20524693503026,161.50876012022306,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136806034,20000.0,A,0,4,0,2018,CA,368.1235349966187,grade=A|score_decile=0,2,156,2,0,0,0,0,145133997,2017.421224977254,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
134420760,25000.0,A,0,4,0,2018,other,367.94131241765433,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
132321900,40000.0,A,0,4,2,2018,GA,367.71333548718854,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
132929661,36000.0,A,0,4,0,2018,OH,364.69361069881967,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
132521079,36000.0,A,0,4,1,2018,other,364.69361069881967,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126475675,30000.0,A,0,4,1,2018,MD,362.7811063319062,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126627481,30000.0,A,0,4,0,2018,PA,362.7811063319062,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126409078,30000.0,A,0,4,1,2018,CA,362.7811063319062,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140525561,25000.0,A,0,4,0,2018,NJ,362.31105412191164,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
159812601,15000.0,A,0,4,1,2019,TX,358.3263496796648,grade=A|score_decile=0,2,156,11,1,0,0,0,145133997,2007.6240396603002,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126813391,25775.0,A,0,4,1,2018,CA,357.9147584093265,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126497231,18000.0,A,0,4,0,2018,CA,354.4686637991435,grade=A|score_decile=0,2,156,6,0,0,0,0,145133997,2003.766353779779,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
145308947,30000.0,A,0,4,0,2019,NC,353.75662079385114,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
146822218,28800.0,A,0,4,1,2019,AZ,353.6756473935392,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
130650615,20000.0,A,0,3,1,2018,other,351.1561971954793,grade=A|score_decile=0,2,156,2,0,0,0,0,145133997,2000.4538871761147,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140004422,30000.0,A,0,4,0,2018,CA,349.57723192813864,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138074375,25000.0,A,0,4,0,2018,other,348.34686103175727,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137816255,25000.0,A,0,3,4,2018,MN,348.34686103175727,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
146333347,32300.0,A,0,4,2,2019,WA,347.8888132073422,grade=A|score_decile=0,2,156,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
145478560,21000.0,A,0,4,0,2018,AZ,347.6569221443787,grade=A|score_decile=0,2,156,1,0,0,0,0,169720067,186.14816202415565,161.50876012022306,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
160447435,14000.0,A,0,4,1,2019,CO,347.54530047692685,grade=A|score_decile=0,2,156,19,1,2,0,0,145133997,1996.8429904575623,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143324448,20000.0,A,0,4,3,2018,other,345.3749658820525,grade=A|score_decile=0,2,155,2,0,0,0,0,145133997,1994.6726558626879,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137209482,34700.0,A,0,1,4,2018,other,342.480402018346,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126429998,36000.0,A,0,4,2,2018,NJ,341.9062966777791,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
145000743,18000.0,A,0,4,0,2018,other,341.75487786691724,grade=A|score_decile=0,2,155,5,0,0,0,0,145133997,1991.0525678475526,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138535804,35000.0,A,0,4,2,2018,other,340.8939112056172,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138154850,35000.0,A,0,0,4,2018,IL,340.8939112056172,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
161941509,15100.0,A,0,4,0,2019,TX,340.80046821441476,grade=A|score_decile=0,2,155,10,0,0,0,0,145133997,1990.09815819505,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143313870,15000.0,A,0,4,0,2018,CO,340.623834523884,grade=A|score_decile=0,2,155,10,1,0,0,0,145133997,1989.9215245045193,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137511318,40000.0,A,0,4,0,2018,PA,336.9833363988672,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136370558,40000.0,A,0,4,0,2018,NY,336.9833363988672,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137046274,40000.0,A,0,3,0,2018,other,336.9833363988672,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137374102,40000.0,A,0,4,2,2018,TX,336.9833363988672,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
156732024,14650.0,A,0,4,0,2019,PA,333.8315417219229,grade=A|score_decile=0,2,155,11,1,1,0,0,145133997,1983.1292317025582,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144095655,22000.0,A,0,4,2,2018,MA,333.8135780471333,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139249774,40000.0,A,0,4,1,2018,FL,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138747725,40000.0,A,0,4,0,2018,IL,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138871938,40000.0,A,0,4,0,2018,NJ,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138926903,40000.0,A,0,3,3,2018,CO,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139331050,40000.0,A,0,4,3,2018,PA,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138048157,40000.0,A,0,4,2,2018,VA,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138923287,40000.0,A,0,4,1,2018,NJ,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138359607,40000.0,A,0,4,1,2018,IL,333.3549776508121,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
134384198,40000.0,A,0,4,1,2018,MA,332.70609986824684,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
134696476,40000.0,A,0,4,0,2018,TX,332.70609986824684,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
147308854,20000.0,A,0,3,4,2019,TX,332.54450517511685,grade=A|score_decile=0,2,155,2,0,0,0,0,145133997,1981.8421951557523,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127410997,35000.0,A,0,4,3,2018,other,332.40889954784075,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127269558,35000.0,A,0,4,0,2018,CA,332.40889954784075,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144217593,25000.0,A,0,4,2,2018,TX,332.1141519560182,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141050246,31175.0,A,0,4,0,2018,other,332.0940576128192,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
153696226,30000.0,A,0,4,1,2019,NJ,331.2148446664276,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127557558,16800.0,A,0,4,0,2018,other,330.83741954586725,grade=A|score_decile=0,2,155,5,0,0,0,0,145133997,1980.1351095265027,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
147308458,30000.0,A,0,3,1,2019,CA,330.8167577626759,grade=A|score_decile=0,2,155,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140266167,20850.0,A,0,4,1,2018,CO,330.4658368028777,grade=A|score_decile=0,2,155,1,0,0,0,0,169720067,168.95707668265462,161.50876012022306,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
159371371,21050.0,A,0,4,1,2019,other,329.57506463837626,grade=A|score_decile=0,2,153,1,0,0,0,0,169720067,168.0663045181532,161.50876012022306,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
158111473,21050.0,A,0,4,0,2019,other,329.57506463837626,grade=A|score_decile=0,2,153,1,0,0,0,0,169720067,168.0663045181532,161.50876012022306,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
131741634,33400.0,A,0,3,4,2018,other,328.29736844799334,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
135261793,17000.0,A,0,4,0,2018,other,325.67347123774414,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1974.9711612183796,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
135660860,18275.0,A,0,4,2,2018,MI,325.62819160058774,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1974.9258815812232,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
134323807,22000.0,A,0,3,0,2018,MA,323.7883549275356,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
125723058,34000.0,A,0,4,1,2018,CA,322.9115024179022,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
131466556,35000.0,A,0,4,1,2018,other,321.74916855128987,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
132180908,35000.0,A,0,4,0,2018,WA,321.74916855128987,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136911871,30000.0,A,0,4,0,2018,TX,321.43531562907987,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140019953,16000.0,A,0,4,0,2018,CA,320.9870299958751,grade=A|score_decile=0,2,152,6,0,0,0,0,145133997,1970.2847199765106,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
130994840,30000.0,A,0,4,2,2018,MA,320.8145753581198,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137800551,23000.0,A,0,3,0,2018,other,320.4791121492168,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136296264,38000.0,A,0,3,0,2018,NC,320.1341695789241,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141367322,30000.0,A,0,4,2,2018,PA,319.57728078218383,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
147280490,20000.0,A,0,4,0,2019,NY,318.02654453758674,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1967.324234518222,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
134814363,21600.0,A,0,3,2,2018,VA,317.9012939288532,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140538865,25000.0,A,0,4,0,2018,NC,317.1248666011275,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143051689,30000.0,A,0,4,0,2018,other,316.78340918126304,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143025730,30000.0,A,0,4,1,2018,CA,316.78340918126304,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139274406,38000.0,A,0,4,1,2018,other,316.6872287682717,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127585886,16000.0,A,0,4,1,2018,TX,315.08325671034993,grade=A|score_decile=0,2,152,6,0,0,0,0,145133997,1964.3809466909852,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136159895,40000.0,A,0,4,3,2018,FL,314.6796455411974,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
145866553,23725.0,A,0,4,0,2019,PA,313.39714185291916,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
146735783,18000.0,A,0,4,1,2019,CO,313.05397247631043,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1962.3516624569459,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127960662,40000.0,A,0,3,2,2018,other,312.6284181589897,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
128661769,40000.0,A,0,3,1,2018,NY,312.6284181589897,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127507664,40000.0,A,0,4,3,2018,TX,312.6284181589897,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
128092031,40000.0,A,0,3,3,2018,other,312.6284181589897,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
150454781,30000.0,A,0,4,1,2019,IN,312.33950018361503,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
148167086,20000.0,A,0,4,0,2019,NJ,312.2020873184801,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1961.4997772991155,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
129361681,16000.0,A,0,4,0,2018,TX,312.1007384473098,grade=A|score_decile=0,2,152,6,0,0,0,0,145133997,1961.3984284279452,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
154658687,14000.0,A,0,3,1,2019,CA,310.25533686954464,grade=A|score_decile=0,2,152,15,1,1,0,0,145133997,1959.55302685018,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
158935992,19775.0,A,0,4,0,2019,TX,309.61267948807074,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1958.910369468706,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140579566,20000.0,A,0,4,0,2018,MD,309.5743300815578,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1958.872020062193,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141235872,15000.0,A,0,4,0,2018,NC,309.5005616215925,grade=A|score_decile=0,2,152,7,1,0,0,0,145133997,1958.798251602228,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143359641,12750.0,A,0,3,1,2018,CO,308.18374619738734,grade=A|score_decile=0,2,152,21,0,1,0,0,145133997,1957.4814361780227,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
154381930,18000.0,A,0,4,1,2019,other,308.06590679641175,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1957.3635967770472,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127039397,15000.0,A,0,4,2,2018,OH,307.75066353309546,grade=A|score_decile=0,2,152,7,1,0,0,0,145133997,1957.048353513731,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
145943299,20000.0,A,0,4,0,2019,WA,307.4480939072047,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1956.74578388784,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
135596389,40000.0,A,0,4,0,2018,CA,307.34412148388225,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
132314012,35000.0,A,0,4,0,2018,CA,306.32137466079837,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126739093,18000.0,A,0,1,4,2018,other,306.2481466153525,grade=A|score_decile=0,2,152,2,0,0,0,0,145133997,1955.5458365959878,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136742560,28575.0,A,0,4,0,2018,other,306.16713813669827,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
131213218,30000.0,A,0,4,0,2018,NY,303.9113422490164,grade=A|score_decile=0,2,152,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136750493,16000.0,A,0,4,0,2018,GA,303.52533226435077,grade=A|score_decile=0,2,152,6,0,0,0,0,145133997,1952.823022244986,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
