regime_v50,scenario_row,scenario_loss_v50,eta_v50,excess_loss_v50
tail_first,0,0.0,0.0,0.0
tail_first,1,0.0,0.0,0.0
tail_first,2,0.0,0.0,0.0
tail_first,3,0.0,0.0,0.0
tail_first,4,0.0,0.0,0.0
tail_first,5,0.0,0.0,0.0
tail_first,6,0.0,0.0,0.0
tail_first,7,0.0,0.0,0.0
tail_first,8,0.0,0.0,0.0
tail_first,9,0.0,0.0,0.0
tail_first,10,0.0,0.0,0.0
tail_first,11,0.0,0.0,0.0
tail_first,12,0.0,0.0,0.0
tail_first,13,0.0,0.0,0.0
tail_first,14,0.0,0.0,0.0
tail_first,15,0.0,0.0,0.0
tail_first,16,0.0,0.0,0.0
tail_first,17,0.0,0.0,0.0
tail_first,18,0.0,0.0,0.0
tail_first,19,0.0,0.0,0.0
tail_first,20,0.0,0.0,0.0
tail_first,21,0.0,0.0,0.0
tail_first,22,0.0,0.0,0.0
tail_first,23,0.0,0.0,0.0
tail_first,24,0.0,0.0,0.0
tail_first,25,0.0,0.0,0.0
tail_first,26,0.0,0.0,0.0
tail_first,27,0.0,0.0,0.0
tail_first,28,0.0,0.0,0.0
tail_first,29,0.0,0.0,0.0
tail_first,30,0.0,0.0,0.0
tail_first,31,0.0,0.0,0.0
tail_first,32,0.0,0.0,0.0
tail_first,33,0.0,0.0,0.0
tail_first,34,0.0,0.0,0.0
tail_first,35,0.0,0.0,0.0
tail_first,36,0.0,0.0,0.0
tail_first,37,0.0,0.0,0.0
tail_first,38,0.0,0.0,0.0
tail_first,39,0.0,0.0,0.0
tail_first,40,0.0,0.0,0.0
tail_first,41,0.0,0.0,0.0
tail_first,42,0.0,0.0,0.0
tail_first,43,0.0,0.0,0.0
tail_first,44,0.0,0.0,0.0
tail_first,45,0.0,0.0,0.0
tail_first,46,0.0,0.0,0.0
tail_first,47,0.0,0.0,0.0
tail_first,48,0.0,0.0,0.0
tail_first,49,0.0,0.0,0.0
tail_first,50,0.0,0.0,0.0
tail_first,51,0.0,0.0,0.0
tail_first,52,0.0,0.0,0.0
tail_first,53,0.0,0.0,0.0
tail_first,54,0.0,0.0,0.0
tail_first,55,0.0,0.0,0.0
tail_first,56,0.0,0.0,0.0
tail_first,57,0.0,0.0,0.0
tail_first,58,0.0,0.0,0.0
tail_first,59,0.0,0.0,0.0
tail_first,60,0.0,0.0,0.0
tail_first,61,0.0,0.0,0.0
tail_first,62,0.0,0.0,0.0
tail_first,63,0.0,0.0,0.0
tail_first,64,0.0,0.0,0.0
tail_first,65,0.0,0.0,0.0
tail_first,66,0.0,0.0,0.0
tail_first,67,0.0,0.0,0.0
tail_first,68,0.0,0.0,0.0
tail_first,69,0.0,0.0,0.0
tail_first,70,0.0,0.0,0.0
tail_first,71,0.0,0.0,0.0
tail_first,72,0.0,0.0,0.0
tail_first,73,0.0,0.0,0.0
tail_first,74,0.0,0.0,0.0
tail_first,75,0.0,0.0,0.0
tail_first,76,0.0,0.0,0.0
tail_first,77,0.0,0.0,0.0
tail_first,78,0.0,0.0,0.0
tail_first,79,0.0,0.0,0.0
tail_first,80,0.0,0.0,0.0
tail_first,81,0.0,0.0,0.0
tail_first,82,0.0,0.0,0.0
tail_first,83,0.0,0.0,0.0
tail_first,84,0.0,0.0,0.0
tail_first,85,0.0,0.0,0.0
tail_first,86,0.0,0.0,0.0
tail_first,87,0.0,0.0,0.0
tail_first,88,0.0,0.0,0.0
tail_first,89,0.0,0.0,0.0
tail_first,90,0.0,0.0,0.0
tail_first,91,0.0,0.0,0.0
tail_first,92,0.0,0.0,0.0
tail_first,93,0.0,0.0,0.0
tail_first,94,0.0,0.0,0.0
tail_first,95,0.0,0.0,0.0
tail_first,96,0.0,0.0,0.0
tail_first,97,0.0,0.0,0.0
tail_first,98,0.0,0.0,0.0
tail_first,99,0.0,0.0,0.0
tail_first,100,0.0,0.0,0.0
tail_first,101,0.0,0.0,0.0
tail_first,102,0.0,0.0,0.0
tail_first,103,0.0,0.0,0.0
tail_first,104,0.0,0.0,0.0
tail_first,105,0.0,0.0,0.0
tail_first,106,0.0,0.0,0.0
tail_first,107,0.0,0.0,0.0
tail_first,108,0.0,0.0,0.0
tail_first,109,0.0,0.0,0.0
tail_first,110,0.0,0.0,0.0
tail_first,111,0.0,0.0,0.0
tail_first,112,0.0,0.0,0.0
tail_first,113,0.0,0.0,0.0
tail_first,114,0.0,0.0,0.0
tail_first,115,0.0,0.0,0.0
tail_first,116,0.0,0.0,0.0
tail_first,117,0.0,0.0,0.0
tail_first,118,0.0,0.0,0.0
tail_first,119,0.0,0.0,0.0
tail_first,120,0.0,0.0,0.0
tail_first,121,0.0,0.0,0.0
tail_first,122,0.0,0.0,0.0
tail_first,123,0.0,0.0,0.0
tail_first,124,0.0,0.0,0.0
tail_first,125,0.0,0.0,0.0
tail_first,126,0.0,0.0,0.0
tail_first,127,0.0,0.0,0.0
