stage_v202,pair_rows_v202,claim_boundary_v202
all_pairs,47315358,post-v201 one-swap screen stage count only
return_improving,1700512,post-v201 one-swap screen stage count only
budget_return_feasible,1051023,post-v201 one-swap screen stage count only
source_prefilter_feasible,1603,post-v201 one-swap screen stage count only
source_exact_feasible,1566,post-v201 one-swap screen stage count only
cvar_feasible_improving,1566,post-v201 one-swap screen stage count only
