loan_id,selection_bucket,champion_policy_id,challenger_policy_id,grade,loan_amnt,funded_exposure,pd_high_alpha01,qhat_v4,weak_source_proxy,base_return_vec,interpretation
136379526,challenger_only,paper1_economic_champion,v13_static_reference,F,,40000.0,0.837815202972112,0.8436816790555313,0.5,6698.286137148495,representative selected/avoided loan for audit narrative
140834593,challenger_only,paper1_economic_champion,v13_static_reference,F,,35000.0,0.837815202972112,0.8436816790555313,0.5,6571.500370004932,representative selected/avoided loan for audit narrative
143515411,challenger_only,paper1_economic_champion,v13_static_reference,E,,35000.0,0.6335224481862414,0.8436816790555313,0.75,6340.568181818181,representative selected/avoided loan for audit narrative
136682301,challenger_only,paper1_economic_champion,v13_static_reference,E,,35000.0,0.7747173819400586,0.8436816790555313,0.5,6011.291051259775,representative selected/avoided loan for audit narrative
140611491,challenger_only,paper1_economic_champion,v13_static_reference,F,,35000.0,0.8752676232793106,0.8436816790555313,0.75,5946.624750166555,representative selected/avoided loan for audit narrative
128562010,challenger_only,paper1_economic_champion,v13_static_reference,F,,40000.0,0.936369669897913,0.8436816790555313,0.5,5504.305732484077,representative selected/avoided loan for audit narrative
143256817,challenger_only,paper1_economic_champion,v13_static_reference,E,,40000.0,0.8427548046168328,0.8436816790555313,0.25,5257.37330754352,representative selected/avoided loan for audit narrative
145609791,challenger_only,paper1_economic_champion,v13_static_reference,E,,25000.0,0.7162476557492568,0.8436816790555313,0.5,5191.563741974931,representative selected/avoided loan for audit narrative
128067879,challenger_only,paper1_economic_champion,v13_static_reference,G,,25000.0,0.7749463684429527,0.8436816790555313,0.5,5038.069510610653,representative selected/avoided loan for audit narrative
139514836,challenger_only,paper1_economic_champion,v13_static_reference,E,,35000.0,0.837815202972112,0.8436816790555313,0.25,5017.500370004933,representative selected/avoided loan for audit narrative
140016580,challenger_only,paper1_economic_champion,v13_static_reference,F,,30000.0,0.888036047886952,0.8436816790555313,0.5,4924.733196511031,representative selected/avoided loan for audit narrative
133224178,challenger_only,paper1_economic_champion,v13_static_reference,F,,30000.0,0.8459555121168109,0.8436816790555313,0.5,4913.820429407938,representative selected/avoided loan for audit narrative
133105448,challenger_only,paper1_economic_champion,v13_static_reference,E,,35000.0,0.8555106387757547,0.8436816790555313,0.25,4899.79725609756,representative selected/avoided loan for audit narrative
137589283,challenger_only,paper1_economic_champion,v13_static_reference,E,,30000.0,0.7747173819400586,0.8436816790555313,0.5,4861.535186794093,representative selected/avoided loan for audit narrative
138859462,challenger_only,paper1_economic_champion,v13_static_reference,F,,30000.0,0.888036047886952,0.8436816790555313,0.5,4780.733196511032,representative selected/avoided loan for audit narrative
143033431,challenger_only,paper1_economic_champion,v13_static_reference,E,,27825.0,0.799317700476019,0.8436816790555313,0.5,4738.069647283127,representative selected/avoided loan for audit narrative
126022968,challenger_only,paper1_economic_champion,v13_static_reference,F,,35000.0,0.936369669897913,0.55,0.5,4648.267515923567,representative selected/avoided loan for audit narrative
129085503,challenger_only,paper1_economic_champion,v13_static_reference,G,,37250.0,0.9789934638036488,0.8436816790555313,0.25,4642.353368030902,representative selected/avoided loan for audit narrative
133226732,challenger_only,paper1_economic_champion,v13_static_reference,E,,35000.0,0.8752676232793106,0.8436816790555313,0.25,4588.624750166555,representative selected/avoided loan for audit narrative
129683586,challenger_only,paper1_economic_champion,v13_static_reference,E,,25000.0,0.7211707946323962,0.8436816790555313,0.5,4528.678429539612,representative selected/avoided loan for audit narrative
140756438,challenger_only,paper1_economic_champion,v13_static_reference,E,,29125.0,0.837815202972112,0.8436816790555313,0.25,4454.877093611248,representative selected/avoided loan for audit narrative
132400438,challenger_only,paper1_economic_champion,v13_static_reference,E,,25000.0,0.7280383093137194,0.8436816790555313,0.5,4451.418889374727,representative selected/avoided loan for audit narrative
126636620,challenger_only,paper1_economic_champion,v13_static_reference,F,,36000.0,0.9789934638036488,0.55,0.5,4436.16969796275,representative selected/avoided loan for audit narrative
138343574,challenger_only,paper1_economic_champion,v13_static_reference,E,,25000.0,0.7747173819400586,0.8436816790555313,0.5,4293.77932232841,representative selected/avoided loan for audit narrative
126405546,challenger_only,paper1_economic_champion,v13_static_reference,E,,35000.0,0.888036047886952,0.55,0.5,4223.022062596204,representative selected/avoided loan for audit narrative
131386275,challenger_only,paper1_economic_champion,v13_static_reference,G,,21200.0,0.8105384891292078,0.8436816790555313,0.5,4113.290380749594,representative selected/avoided loan for audit narrative
127594068,challenger_only,paper1_economic_champion,v13_static_reference,E,,30000.0,0.8106979635120029,0.55,0.5,4037.6740366616054,representative selected/avoided loan for audit narrative
127724659,challenger_only,paper1_economic_champion,v13_static_reference,E,,30000.0,0.837815202972112,0.55,0.5,3862.7146028613724,representative selected/avoided loan for audit narrative
126815451,challenger_only,paper1_economic_champion,v13_static_reference,E,,25000.0,0.8427548046168328,0.55,0.25,3525.8583172147,representative selected/avoided loan for audit narrative
131150746,challenger_only,paper1_economic_champion,v13_static_reference,F,,19200.0,0.8635885004799773,0.8436816790555313,0.25,3270.8960553633224,representative selected/avoided loan for audit narrative
