champion_policy_id,challenger_policy_id,selection_bucket,n_loans,funded_exposure,mean_pd_high,mean_width,mean_weak_source,mean_base_return,default_rate_realized,grade_mix_top
v13_spo_regret_audit_guarded,v20_dla_endogenous_return,champion_only,396,980625.0,0.169956285050193,0.7977969318423154,0.3327020202020202,253.27320574232616,0.047979797979797977,"C, B, A"
v13_spo_regret_audit_guarded,v20_dla_endogenous_return,challenger_only,75,2299600.0,0.8625631368583659,0.8045241218481268,0.38666666666666666,4014.690235984069,0.3466666666666667,"E, F, G"
v13_spo_regret_audit_guarded,v13_static_reference,champion_only,396,980625.0,0.169956285050193,0.7977969318423154,0.3327020202020202,253.27320574232616,0.047979797979797977,"C, B, A"
v13_spo_regret_audit_guarded,v13_static_reference,challenger_only,32,976825.0,0.8325448029404234,0.7702612592916485,0.4453125,4741.848733935576,0.1875,"E, F, G"
v13_spo_regret_audit_guarded,v13_mdcp_empirical_tight,champion_only,396,980625.0,0.169956285050193,0.7977969318423154,0.3327020202020202,253.27320574232616,0.047979797979797977,"C, B, A"
v13_spo_regret_audit_guarded,v13_mdcp_empirical_tight,challenger_only,196,850000.0,0.30350134804479667,0.7443145652318455,0.2844387755102041,409.720881424469,0.05102040816326531,"A, E, D"
v13_spo_regret_audit_guarded,v13_fvi_capital_guarded,champion_only,316,876775.0,0.17626339519379025,0.78901643703937,0.33781645569620256,284.3837954057713,0.05063291139240506,"C, B, A"
v13_spo_regret_audit_guarded,v13_fvi_capital_guarded,challenger_only,616,895575.0,0.09539613416370463,0.84574458827137,0.31412337662337664,98.51588619745206,0.030844155844155844,"A, B, C"
v13_spo_regret_audit_guarded,v13_fvi_bellman_rollout,champion_only,311,866075.0,0.17739627538008332,0.7883003427971274,0.33762057877813506,285.8685499261871,0.05144694533762058,"C, B, A"
v13_spo_regret_audit_guarded,v13_fvi_bellman_rollout,challenger_only,604,884100.0,0.09548943714313014,0.8456179543460445,0.31415562913907286,100.69974890759504,0.028145695364238412,"A, B, C"
v13_spo_regret_audit_guarded,v13_mdcp_empirical_base,champion_only,355,901025.0,0.1757408139867332,0.8044865821787685,0.3373239436619718,257.19589675503704,0.04507042253521127,"C, B, A"
v13_spo_regret_audit_guarded,v13_mdcp_empirical_base,challenger_only,226,920400.0,0.2701631027494858,0.7376784542353356,0.3396017699115044,434.2769552146805,0.04424778761061947,"A, D, E"
v13_spo_regret_audit_guarded,v13_fvi_return_recovery,champion_only,306,853675.0,0.17786850417827943,0.7877262745624694,0.33986928104575165,286.2138214988899,0.05228758169934641,"C, B, A"
v13_spo_regret_audit_guarded,v13_fvi_return_recovery,challenger_only,586,871425.0,0.09701049304340406,0.8457052027261968,0.31612627986348124,109.78736471678418,0.027303754266211604,"A, B, C"
v13_spo_regret_audit_guarded,v20_dla_endogenous_reinvestment,champion_only,392,965125.0,0.17000375546654908,0.7984203616680533,0.33163265306122447,251.45828308202152,0.04846938775510204,"B, C, A"
v13_spo_regret_audit_guarded,v20_dla_endogenous_reinvestment,challenger_only,157,2284275.0,0.3537368157245805,0.8268464235682716,0.386411889596603,1711.3864807272025,0.06369426751592357,"B, E, C"
v13_spo_regret_audit_guarded,v13_spo_regret_return_recovery,champion_only,200,504250.0,0.1710065402399679,0.7960818247736787,0.30625,228.9986422426522,0.055,"B, C, A"
v13_spo_regret_audit_guarded,v13_spo_regret_return_recovery,challenger_only,199,504275.0,0.1957334840706405,0.8384153918553966,0.31155778894472363,271.47801897978604,0.07537688442211055,"C, B, A"
