policy_id,source_id,pooling_rule,n_cells,n_defended_cells,n_small_cells,worst_source_coverage_v4,mean_source_coverage_v4,defended_exposure,mdcp_gate_pass_80,online_worst_source_coverage_v4
paper4_v4_local_rt0p1725_g0p475_u0p025,grade_score,native_min8,20,9,11,0.8888888888888888,0.9506724604871218,922375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.9326575065663268,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,period,native_min8,5,5,0,0.8863636363636364,0.9463785831285833,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,term,native_min8,2,1,1,0.9431137724550899,0.9431137724550899,900459.0695197665,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,state_top20,native_min8,21,14,7,0.8125,0.9354398045817908,874525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,income_band,native_min8,5,5,0,0.7777777777777778,0.903121201988738,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,dti_band,native_min8,5,5,0,0.9166666666666666,0.9426491155902921,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,score_decile,native_min8,5,5,0,0.8461538461538461,0.9250899643818604,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.948394387598933,866425.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p050,grade_score,native_min8,20,9,11,0.8888888888888888,0.9507561032988586,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.9387819092577313,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,period,native_min8,5,5,0,0.8863636363636364,0.9480910132250339,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,term,native_min8,2,1,1,0.9462686567164179,0.9462686567164179,900524.4677520485,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,state_top20,native_min8,21,15,6,0.8181818181818181,0.9433911303359314,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,income_band,native_min8,5,5,0,0.875,0.923073741215728,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,dti_band,native_min8,5,5,0,0.92,0.944879152572858,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9278407449084494,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,grade_period,native_min8,24,11,13,0.8571428571428572,0.9571285439399401,869575.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p075,grade_score,native_min8,20,9,11,0.875,0.9529165971260191,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.9400013971498143,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,period,native_min8,5,5,0,0.8863636363636364,0.9502932197723301,999999.9999999999,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,term,native_min8,2,1,1,0.9494047619047619,0.9494047619047619,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,state_top20,native_min8,21,16,5,0.75,0.9364707940670911,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,income_band,native_min8,5,5,0,0.875,0.928332788893426,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,dti_band,native_min8,5,5,0,0.9302325581395349,0.9528968709830024,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,score_decile,native_min8,5,5,0,0.9166666666666666,0.9444478189097743,999999.9999999999,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,grade_period,native_min8,24,10,14,0.8571428571428572,0.955646834357345,825650.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p100,grade_score,native_min8,20,9,11,0.9154929577464789,0.9665130883540893,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,original_grade,native_min8,7,5,2,0.8461538461538461,0.928727273540425,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,period,native_min8,5,5,0,0.8863636363636364,0.9454142974142975,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,term,native_min8,2,1,1,0.9415204678362573,0.9415204678362573,915925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,state_top20,native_min8,21,14,7,0.8333333333333334,0.9385884556565621,874525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,income_band,native_min8,5,5,0,0.75,0.8977782555517333,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9420237051660763,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9193792077433264,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,grade_period,native_min8,24,12,12,0.8571428571428572,0.9489220848595848,893745.771244559,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p000,grade_score,native_min8,20,9,11,0.8888888888888888,0.9484374668728179,922375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.9281689017119173,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,period,native_min8,5,5,0,0.8863636363636364,0.9452311472311472,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,term,native_min8,2,1,1,0.9415204678362573,0.9415204678362573,915616.861726397,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,state_top20,native_min8,21,14,7,0.8333333333333334,0.9385591416053601,874525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,income_band,native_min8,5,5,0,0.75,0.8977110663020132,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9419251626049867,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,score_decile,native_min8,5,5,0,0.8181818181818181,0.9160604418781464,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,grade_period,native_min8,24,12,12,0.8571428571428572,0.9489659283993634,895725.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p025,grade_score,native_min8,20,9,11,0.875,0.9465673907768127,922375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.9284174354596889,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,period,native_min8,5,5,0,0.8863636363636364,0.945432308919151,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,term,native_min8,2,1,1,0.9411764705882353,0.9411764705882353,911996.4644657474,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,state_top20,native_min8,21,15,6,0.8181818181818181,0.9406048030294802,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,income_band,native_min8,5,5,0,0.7777777777777778,0.9024344487576862,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,dti_band,native_min8,5,5,0,0.92,0.9422401875172352,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,score_decile,native_min8,5,5,0,0.8461538461538461,0.9213571730539473,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.945002052545156,866425.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p050,grade_score,native_min8,20,9,11,0.8888888888888888,0.948110600653356,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.927427070548054,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,period,native_min8,5,5,0,0.8863636363636364,0.9451183663257966,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,term,native_min8,2,1,1,0.9413489736070382,0.9413489736070382,912332.6904856245,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,state_top20,native_min8,21,15,6,0.8181818181818181,0.9408607848644095,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,income_band,native_min8,5,5,0,0.7777777777777778,0.9026852546305435,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,dti_band,native_min8,5,5,0,0.92,0.9421188185106917,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9183012712242388,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,grade_period,native_min8,24,11,13,0.8461538461538461,0.9431425299539261,866425.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p075,grade_score,native_min8,20,9,11,0.875,0.9456516398610619,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.940135295609666,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,period,native_min8,5,5,0,0.8913043478260869,0.9511841464488903,1000000.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,term,native_min8,2,1,1,0.9498525073746312,0.9498525073746312,909750.00000025,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,state_top20,native_min8,21,15,6,0.8666666666666667,0.949218624130905,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,income_band,native_min8,5,5,0,0.8888888888888888,0.9312463901007453,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,dti_band,native_min8,5,5,0,0.9294117647058824,0.9529964322035067,1000000.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,score_decile,native_min8,5,5,0,0.9,0.9414823097533704,1000000.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,grade_period,native_min8,24,10,14,0.8571428571428572,0.9556223775173522,825650.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p500_u0p100,grade_score,native_min8,20,8,12,0.9154929577464789,0.9626817337573976,897957.3481492732,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p400_u0p000,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,period,native_min8,5,5,0,0.9,0.9430672305930038,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,state_top20,native_min8,21,13,8,0.8333333333333334,0.9256000441392634,857525.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,income_band,native_min8,5,5,0,0.8888888888888888,0.9252178649237474,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9399787325588542,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316607276819205,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,grade_period,native_min8,19,11,8,0.8571428571428572,0.9496457704748908,941550.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p000,grade_score,native_min8,18,8,10,0.8571428571428572,0.9434786253141445,926875.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,period,native_min8,5,5,0,0.9,0.9432046636051977,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,state_top20,native_min8,21,13,8,0.8333333333333334,0.9261042234119158,857525.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,income_band,native_min8,5,5,0,0.8888888888888888,0.9247594997594998,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9395680218033158,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316924121012882,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,grade_period,native_min8,19,11,8,0.8571428571428572,0.9496893832591968,941550.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p025,grade_score,native_min8,18,8,10,0.8571428571428572,0.9433584801291408,926875.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,period,native_min8,5,5,0,0.8974358974358975,0.9426918430923772,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,state_top20,native_min8,21,13,8,0.8333333333333334,0.92607617300059,857525.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,income_band,native_min8,5,5,0,0.8888888888888888,0.9245553834141784,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,dti_band,native_min8,5,5,0,0.9154929577464789,0.9394117113918273,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316986635322799,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,grade_period,native_min8,19,11,8,0.8571428571428572,0.9496893832591968,941550.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p050,grade_score,native_min8,18,8,10,0.8571428571428572,0.9433018695219351,926875.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,period,native_min8,5,5,0,0.9,0.9431517628822211,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,state_top20,native_min8,21,14,7,0.8333333333333334,0.9310163103032689,881025.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,income_band,native_min8,5,5,0,0.8888888888888888,0.9243395493395493,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,dti_band,native_min8,5,5,0,0.9166666666666666,0.9391173526467643,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316242218449349,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,grade_period,native_min8,19,11,8,0.8571428571428572,0.9495600673404073,941550.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p075,grade_score,native_min8,18,8,10,0.8571428571428572,0.9431424307464248,926875.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,original_grade,native_min8,6,4,2,0.8461538461538461,0.9282324383992789,981000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,period,native_min8,5,5,0,0.8974358974358975,0.9426389423694006,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,term,native_min8,2,1,1,0.9385964912280702,0.9385964912280702,930925.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,state_top20,native_min8,21,14,7,0.8333333333333334,0.9309840480758849,881025.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,income_band,native_min8,5,5,0,0.875,0.9215617715617717,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,dti_band,native_min8,5,5,0,0.9166666666666666,0.9389212742153917,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,score_decile,native_min8,5,5,0,0.8333333333333334,0.9315488133824298,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,grade_period,native_min8,19,11,8,0.8571428571428572,0.9495600673404073,941550.0,True,0.8
paper4_v4_local_rt0p1750_g0p400_u0p100,grade_score,native_min8,18,8,10,0.8571428571428572,0.9429762073421695,926875.0,True,0.8
paper4_v4_local_rt0p1750_g0p425_u0p000,original_grade,native_min8,6,5,1,0.8461538461538461,0.9459314495028781,996000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,period,native_min8,5,5,0,0.8974358974358975,0.948689405832263,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,term,native_min8,2,1,1,0.9454545454545454,0.9454545454545454,891950.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,state_top20,native_min8,21,14,7,0.8333333333333334,0.9427057700066231,866625.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,income_band,native_min8,5,5,0,0.875,0.9269001831501832,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,dti_band,native_min8,5,5,0,0.92,0.9448582872401298,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9342776341567406,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,grade_period,native_min8,22,11,11,0.8571428571428572,0.9562020582584926,890103.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p000,grade_score,native_min8,19,8,11,0.8571428571428572,0.9505540970122577,875428.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,original_grade,native_min8,6,5,1,0.8461538461538461,0.9459314495028781,996000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,period,native_min8,5,5,0,0.8974358974358975,0.948689405832263,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,term,native_min8,2,1,1,0.9454545454545454,0.9454545454545454,891950.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,state_top20,native_min8,21,14,7,0.8333333333333334,0.9427057700066231,866625.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,income_band,native_min8,5,5,0,0.875,0.9269001831501832,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,dti_band,native_min8,5,5,0,0.92,0.9448582872401298,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,score_decile,native_min8,5,5,0,0.8333333333333334,0.9342776341567406,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,grade_period,native_min8,22,11,11,0.8571428571428572,0.9562020582584926,890103.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p025,grade_score,native_min8,19,8,11,0.8571428571428572,0.9505540970122577,875428.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,original_grade,native_min8,6,5,1,0.8461538461538461,0.9459314495028781,996000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,period,native_min8,5,5,0,0.8974358974358975,0.948689405832263,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,term,native_min8,2,1,1,0.9454545454545454,0.9454545454545454,891950.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,state_top20,native_min8,21,14,7,0.8333333333333334,0.9427057700066231,866625.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,income_band,native_min8,5,5,0,0.875,0.9269001831501832,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,dti_band,native_min8,5,5,0,0.92,0.9448582872401298,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,score_decile,native_min8,5,5,0,0.8333333333333334,0.9342776341567406,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,grade_period,native_min8,22,11,11,0.8571428571428572,0.9562020582584926,890103.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p050,grade_score,native_min8,19,8,11,0.8571428571428572,0.9505540970122577,875428.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,original_grade,native_min8,6,5,1,0.8461538461538461,0.9459314495028781,996000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,period,native_min8,5,5,0,0.8974358974358975,0.948689405832263,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,term,native_min8,2,1,1,0.9454545454545454,0.9454545454545454,891950.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,state_top20,native_min8,21,14,7,0.8333333333333334,0.9427057700066231,866625.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,income_band,native_min8,5,5,0,0.875,0.9269001831501832,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,dti_band,native_min8,5,5,0,0.92,0.9448582872401298,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9342776341567406,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,grade_period,native_min8,22,11,11,0.8571428571428572,0.9562020582584926,890103.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p075,grade_score,native_min8,19,8,11,0.8571428571428572,0.9505540970122577,875428.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,original_grade,native_min8,6,5,1,0.8461538461538461,0.9459314495028781,996000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,period,native_min8,5,5,0,0.8974358974358975,0.948689405832263,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,term,native_min8,2,1,1,0.9454545454545454,0.9454545454545454,891950.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,state_top20,native_min8,21,14,7,0.8333333333333334,0.9427057700066231,866625.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,income_band,native_min8,5,5,0,0.875,0.9269001831501832,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,dti_band,native_min8,5,5,0,0.92,0.9448582872401298,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,score_decile,native_min8,5,5,0,0.8333333333333334,0.9342776341567406,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,grade_period,native_min8,22,11,11,0.8571428571428572,0.9562020582584926,890103.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p425_u0p100,grade_score,native_min8,19,8,11,0.8571428571428572,0.9505540970122577,875428.3137726234,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p000,original_grade,native_min8,7,5,2,0.8461538461538461,0.9313715298864447,993500.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,period,native_min8,5,5,0,0.8947368421052632,0.9475517084276491,1000000.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,term,native_min8,2,1,1,0.9429429429429429,0.9429429429429429,899925.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,state_top20,native_min8,21,16,5,0.75,0.934369326964048,923175.0,False,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,income_band,native_min8,5,5,0,0.875,0.9250357972501074,1000000.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9432633973710818,1000000.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,score_decile,native_min8,5,5,0,0.8235294117647058,0.9212018286168926,1000000.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,grade_period,native_min8,24,12,12,0.8837209302325582,0.9512123520765458,895875.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p000,grade_score,native_min8,20,9,11,0.8571428571428572,0.9471077392646019,922375.0,True,0.75
paper4_v4_local_rt0p1750_g0p450_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.9383578271671773,993500.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,period,native_min8,5,5,0,0.90625,0.9498345380263984,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,term,native_min8,2,1,1,0.9459459459459459,0.9459459459459459,899925.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,state_top20,native_min8,21,16,5,0.75,0.935206684491323,923175.0,False,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,income_band,native_min8,5,4,1,0.9032258064516129,0.9391968308913492,991175.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9450491116567962,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,score_decile,native_min8,5,5,0,0.8235294117647058,0.926887443368195,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,grade_period,native_min8,24,12,12,0.8837209302325582,0.9609924446691384,898875.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p025,grade_score,native_min8,20,9,11,0.8571428571428572,0.9518507597970962,922375.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.9369224404938692,993500.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,period,native_min8,5,5,0,0.8863636363636364,0.945799043062201,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,term,native_min8,2,1,1,0.9432835820895522,0.9432835820895522,899925.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,state_top20,native_min8,21,16,5,0.75,0.9309999537220923,923175.0,False,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,income_band,native_min8,5,4,1,0.875,0.9322180190299987,991175.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,dti_band,native_min8,5,5,0,0.9166666666666666,0.9429115001862594,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,score_decile,native_min8,5,5,0,0.8235294117647058,0.925361695161105,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.9541329499620704,857394.4309762602,True,0.8
