portfolio_label_v292,source_family,source_id,cap_share_v292,source_exposure_v292,source_share_v292,source_slack_v292,source_cap_violated_v292,claim_boundary_v292
bounded_top15000_cardinality_milp,grade,A,0.8531348749298603,719725.0,0.8531337975996444,1.0773302159261533e-06,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,grade,B,0.8531348749298603,25625.0,0.030374870351163135,0.8227600045786971,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,grade,C,0.8531348749298603,29400.0,0.03484960734923692,0.8182852675806234,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,grade,D,0.8531348749298603,54125.0,0.0641576529856275,0.7889772219442328,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,grade,E,0.8531348749298603,12750.0,0.015113350125944584,0.8380215248039157,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,grade,F,0.8531348749298603,2000.0,0.002370721588383464,0.8507641533414768,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,0,0.9,759250.0,0.8999851829900726,1.4817009927448055e-05,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,1,0.9,44525.0,0.052778189361386875,0.8472218106386131,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,2,0.9,30250.0,0.0358571640242999,0.8641428359757001,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,3,0.9,9600.0,0.011379463624240629,0.8886205363757594,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,4,0.9,0.0,0.0,0.9,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,5,0.9,0.0,0.0,0.9,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,6,0.9,0.0,0.0,0.9,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,7,0.9,0.0,0.0,0.9,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,8,0.9,0.0,0.0,0.9,False,v292 bounded cardinality MILP source diagnostic only
bounded_top15000_cardinality_milp,score_decile,9,0.9,0.0,0.0,0.9,False,v292 bounded cardinality MILP source diagnostic only
