policy_id,month,decision_value_proxy,n_loans,funded_exposure,mean_pd_high,mean_width,mean_weak_source,oracle_policy_id,oracle_value_proxy,decision_regret_proxy_v16,split
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-05-01,1923.393824235576,7,15050.0,0.16364127468569115,0.8260066212755325,0.35714285714285715,v13_static_reference,14265.036574880225,12341.642750644649,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-06-01,4149.577292832908,9,27500.0,0.30659054046897594,0.8708385560899772,0.5555555555555556,v13_fvi_return_recovery,7186.365719676927,3036.7884268440193,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-07-01,6185.902682322893,18,37508.60614036563,0.281520315574042,0.8354209784773842,0.4722222222222222,v13_static_reference,12709.57718840827,6523.674506085376,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-08-01,7748.513370429949,21,66625.0,0.18827438519290648,0.8390115976429924,0.36904761904761907,v13_static_reference,13936.047705633533,6187.534335203584,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-09-01,4662.875239449294,14,32175.0,0.2025138678684867,0.850381035667437,0.44642857142857145,v13_static_reference,15888.85831668252,11225.983077233224,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-10-01,9917.683084913755,13,68200.0,0.17346092635259078,0.8301749016178399,0.4230769230769231,v13_static_reference,11026.37746361618,1108.6943787024247,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-11-01,8826.284142155613,23,57550.0,0.22151199786866788,0.8461582479420543,0.4673913043478261,v13_static_reference,9995.442954826647,1169.158812671034,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018-12-01,6913.730215048343,21,53700.0,0.20878665368274382,0.8360361879775959,0.38095238095238093,v13_static_reference,11532.131923793113,4618.40170874477,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-01-01,8281.070139670901,20,57425.0,0.22173546123610355,0.8541228683865325,0.55,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,8281.070139670901,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-02-01,7268.856946880958,15,56825.0,0.2767131814512442,0.8625596851770878,0.4166666666666667,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,7268.856946880958,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-03-01,3716.480656280287,15,23800.0,0.3611163003415957,0.8490607783121994,0.43333333333333335,v13_spo_regret_audit_guarded,4795.348441714788,1078.8677854345015,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-04-01,8492.157313556274,19,67850.0,0.21955455302641125,0.8400009205348308,0.4342105263157895,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,8492.157313556274,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-05-01,4920.155931271415,16,30966.393859634372,0.2738358346600382,0.8574745846086576,0.40625,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,4920.155931271415,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-06-01,5467.870990370081,14,39375.0,0.1863039165768374,0.8502923355612467,0.5,v13_mdcp_empirical_return_recovery,8820.003244114721,3352.1322537446404,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-07-01,9410.71239092501,15,58600.0,0.21865796179396343,0.879727444978866,0.5166666666666667,v13_mdcp_empirical_return_recovery,10884.936462462767,1474.2240715377575,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-08-01,4077.78391000521,10,28425.0,0.18600899625773853,0.8570607783121993,0.45,v13_mdcp_empirical_base,6549.170849882614,2471.3869398774036,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-09-01,2721.757653752315,6,16850.0,0.19701704092361916,0.909727444978866,0.5833333333333334,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2721.757653752315,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-10-01,3824.637851906465,7,25125.0,0.18045939404994046,0.8730607783121993,0.5714285714285714,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3824.637851906465,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-11-01,2007.6322380938127,8,12700.0,0.29612802552556605,0.8518883909051158,0.3125,v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2917.926830324872,910.2945922310591,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019-12-01,3649.291967691496,8,28725.0,0.2913564626961558,0.8455607783121993,0.46875,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3649.291967691496,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-01-01,2739.264578639433,7,16025.0,0.23917304349907065,0.8730607783121993,0.5714285714285714,v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,3509.3973901017594,770.1328114623266,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-02-01,629.8634876090797,4,4700.0,0.17776527732290323,0.8262813211845103,0.375,v13_spo_regret_balanced,1630.306163830504,1000.4426762214242,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-04-01,3408.126595356594,4,25300.0,0.1642877241802307,0.7937485763097949,0.3125,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3408.126595356594,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-05-01,236.19732034104752,1,2000.0,0.17807977699282082,0.7812813211845102,0.25,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,236.19732034104752,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-06-01,347.16351791530946,1,3000.0,0.12959865275371413,0.7812813211845102,0.25,v13_spo_regret_audit_guarded,640.7399318560003,293.5764139406909,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-07-01,253.69371192052517,2,2000.0,0.186387463025111,0.8062158314350797,0.25,paper1_economic_champion,804.6101873060527,550.9164753855275,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-08-01,1044.9760996281645,2,8000.0,0.20157882210507555,0.7812813211845102,0.5,v13_spo_regret_return_recovery,1720.9629318229715,675.986832194807,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020-09-01,620.1198453521316,2,4500.0,0.15745808511323445,0.8262158314350797,0.375,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,620.1198453521316,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-01-01,8696.482223632735,34,98300.0,0.11583710451223606,0.5524117647058824,0.3161764705882353,v13_mdcp_empirical_base,35156.540706895175,26460.05848326244,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-02-01,1328.6024375539807,4,10000.0,0.17210327949462512,0.9107160034980324,0.625,v13_static_reference,15184.728611125633,13856.126173571653,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-03-01,930.7621870347207,4,8500.0,0.13866435211094172,0.8310264538696983,0.3125,v13_fvi_capital_guarded,10454.967981237687,9524.205794202966,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-04-01,1369.881382449142,6,12700.0,0.12539458016911567,0.8417045620171987,0.3333333333333333,v13_fvi_return_recovery,9423.276110280498,8053.394727831356,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-05-01,1923.393824235576,7,15050.0,0.16364127468569115,0.8260066212755325,0.35714285714285715,v13_static_reference,14265.036574880225,12341.642750644649,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-06-01,4149.577292832908,9,27500.0,0.30659054046897594,0.8708385560899772,0.5555555555555556,v13_fvi_return_recovery,7186.365719676927,3036.7884268440193,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-07-01,6185.902682322893,18,37508.60614036563,0.281520315574042,0.8354209784773842,0.4722222222222222,v13_static_reference,12709.57718840827,6523.674506085376,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-08-01,7748.513370429949,21,66625.0,0.18827438519290648,0.8390115976429924,0.36904761904761907,v13_static_reference,13936.047705633533,6187.534335203584,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-09-01,4662.875239449294,14,32175.0,0.2025138678684867,0.850381035667437,0.44642857142857145,v13_static_reference,15888.85831668252,11225.983077233224,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-10-01,9917.683084913755,13,68200.0,0.17346092635259078,0.8301749016178399,0.4230769230769231,v13_static_reference,11026.37746361618,1108.6943787024247,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-11-01,8826.284142155613,23,57550.0,0.22151199786866788,0.8461582479420543,0.4673913043478261,v13_static_reference,9995.442954826647,1169.158812671034,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018-12-01,6913.730215048343,21,53700.0,0.20878665368274382,0.8360361879775959,0.38095238095238093,v13_static_reference,11532.131923793113,4618.40170874477,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-01-01,8281.070139670901,20,57425.0,0.22173546123610355,0.8541228683865325,0.55,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,8281.070139670901,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-02-01,7268.856946880958,15,56825.0,0.2767131814512442,0.8625596851770878,0.4166666666666667,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,7268.856946880958,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-03-01,3716.480656280287,15,23800.0,0.3611163003415957,0.8490607783121994,0.43333333333333335,v13_spo_regret_audit_guarded,4795.348441714788,1078.8677854345015,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-04-01,8492.157313556274,19,67850.0,0.21955455302641125,0.8400009205348308,0.4342105263157895,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,8492.157313556274,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-05-01,4920.155931271415,16,30966.393859634372,0.2738358346600382,0.8574745846086576,0.40625,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,4920.155931271415,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-06-01,5467.870990370081,14,39375.0,0.1863039165768374,0.8502923355612467,0.5,v13_mdcp_empirical_return_recovery,8820.003244114721,3352.1322537446404,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-07-01,9410.71239092501,15,58600.0,0.21865796179396343,0.879727444978866,0.5166666666666667,v13_mdcp_empirical_return_recovery,10884.936462462767,1474.2240715377575,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-08-01,4077.78391000521,10,28425.0,0.18600899625773853,0.8570607783121993,0.45,v13_mdcp_empirical_base,6549.170849882614,2471.3869398774036,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-09-01,2721.757653752315,6,16850.0,0.19701704092361916,0.909727444978866,0.5833333333333334,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2721.757653752315,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-10-01,3824.637851906465,7,25125.0,0.18045939404994046,0.8730607783121993,0.5714285714285714,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3824.637851906465,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-11-01,2007.6322380938127,8,12700.0,0.29612802552556605,0.8518883909051158,0.3125,v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2917.926830324872,910.2945922310591,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019-12-01,3649.291967691496,8,28725.0,0.2913564626961558,0.8455607783121993,0.46875,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3649.291967691496,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-01-01,2739.264578639433,7,16025.0,0.23917304349907065,0.8730607783121993,0.5714285714285714,v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,3509.3973901017594,770.1328114623266,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-02-01,629.8634876090797,4,4700.0,0.17776527732290323,0.8262813211845103,0.375,v13_spo_regret_balanced,1630.306163830504,1000.4426762214242,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-04-01,3408.126595356594,4,25300.0,0.1642877241802307,0.7937485763097949,0.3125,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3408.126595356594,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-05-01,236.19732034104752,1,2000.0,0.17807977699282082,0.7812813211845102,0.25,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,236.19732034104752,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-06-01,347.16351791530946,1,3000.0,0.12959865275371413,0.7812813211845102,0.25,v13_spo_regret_audit_guarded,640.7399318560003,293.5764139406909,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-07-01,253.69371192052517,2,2000.0,0.186387463025111,0.8062158314350797,0.25,paper1_economic_champion,804.6101873060527,550.9164753855275,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-08-01,1044.9760996281645,2,8000.0,0.20157882210507555,0.7812813211845102,0.5,v13_spo_regret_return_recovery,1720.9629318229715,675.986832194807,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020-09-01,620.1198453521316,2,4500.0,0.15745808511323445,0.8262158314350797,0.375,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,620.1198453521316,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-01-01,18476.39284031714,59,270938.0441306824,0.07275086859488258,0.5495762711864407,0.2754237288135593,v13_mdcp_empirical_base,35156.540706895175,16680.147866578034,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-02-01,812.3215838735422,2,4136.367192534994,0.17701891117403448,0.9330607783121994,0.75,v13_static_reference,15184.728611125633,14372.407027252091,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-03-01,363.73220202722456,2,3500.0,0.09470742214190953,0.8183712286838654,0.375,v13_fvi_capital_guarded,10454.967981237687,10091.235779210463,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-04-01,1011.7903940944093,5,9500.0,0.11270469585694645,0.841309138609532,0.35,v13_fvi_return_recovery,9423.276110280498,8411.48571618609,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-05-01,2254.4490223703183,9,17250.0,0.21715572839170327,0.8287543118107176,0.3611111111111111,v13_static_reference,14265.036574880225,12010.587552509907,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-06-01,1918.1118172170618,5,10500.0,0.5097398221659963,0.8311849584608657,0.4,v13_fvi_return_recovery,7186.365719676927,5268.2539024598655,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-07-01,5000.995050795771,17,26800.588676782594,0.31434302945970244,0.8266997607963168,0.47058823529411764,v13_static_reference,12709.57718840827,7708.582137612499,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-08-01,5088.145253860436,16,42525.0,0.22561773916220593,0.8382936160909488,0.375,v13_static_reference,13936.047705633533,8847.902451773098,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-09-01,4548.911129690246,14,27875.0,0.3304630069224314,0.8539968142919607,0.44642857142857145,v13_static_reference,15888.85831668252,11339.947186992275,train
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-10-01,4249.470679365312,11,27900.0,0.20361933259859552,0.8241956513097747,0.38636363636363635,v13_static_reference,11026.37746361618,6776.9067842508675,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-11-01,5905.041012155254,16,35750.0,0.2323725364877782,0.8368107783121993,0.484375,v13_static_reference,9995.442954826647,4090.401942671393,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018-12-01,6993.0256901802995,22,52200.0,0.28553977829922567,0.8346219740032595,0.36363636363636365,v13_static_reference,11532.131923793113,4539.106233612813,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-01-01,4717.402190074828,14,29000.0,0.24197953516395618,0.8466765569367231,0.5714285714285714,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,8281.070139670901,3563.6679495960734,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-02-01,6394.974757776936,12,49625.0,0.35476634043525973,0.8407160034980322,0.375,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,7268.856946880958,873.8821891040225,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-03-01,3709.1328101035833,16,23100.0,0.42081218494750033,0.8368883909051158,0.375,v13_spo_regret_audit_guarded,4795.348441714788,1086.215631611205,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-04-01,6922.61949565719,12,56150.0,0.24237122272299982,0.8322791867074769,0.375,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,8492.157313556274,1569.537817899084,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-05-01,4920.155931271415,16,31100.0,0.2738358346600382,0.8574745846086576,0.40625,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,4920.155931271415,0.0,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-06-01,8384.200596093448,9,48075.0,0.22863930599273896,0.8297964339503473,0.4444444444444444,v13_mdcp_empirical_return_recovery,8820.003244114721,435.80264802127385,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-07-01,8711.659415346414,13,53700.0,0.22430640916037722,0.8715223167737378,0.4807692307692308,v13_mdcp_empirical_return_recovery,10884.936462462767,2173.277047116353,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-08-01,4730.0739726078245,12,32425.0,0.21812016460435668,0.862279186707477,0.4166666666666667,v13_mdcp_empirical_base,6549.170849882614,1819.0968772747892,validation
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-09-01,2356.260129171139,7,18275.0,0.15831365280289833,0.8875238928102942,0.4642857142857143,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2721.757653752315,365.4975245811761,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-10-01,3810.951020305645,7,24325.0,0.25022439119233925,0.8802923355612469,0.5357142857142857,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3824.637851906465,13.686831600819914,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-11-01,2917.926830324872,10,17000.0,0.38179107890601666,0.8591849584608656,0.3,v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2917.926830324872,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019-12-01,3373.0851489689294,8,24225.0,0.3593698858203382,0.8630607783121993,0.4375,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3649.291967691496,276.2068187225668,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2020-01-01,3509.3973901017594,7,18625.0,0.3215577792162187,0.8802923355612469,0.5357142857142857,v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,3509.3973901017594,0.0,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2020-02-01,427.4752223029573,3,3200.0,0.16861976275643684,0.7946146545178436,0.3333333333333333,v13_spo_regret_balanced,1630.306163830504,1202.8309415275467,test
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2020-04-01,3408.126595356594,4,25300.0,0.1642877241802307,0.7937485763097949,0.3125,v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3408.126595356594,0.0,test
