policy_id,solver_status,elapsed_seconds,risk_tolerance,weak_penalty,width_penalty,max_weighted_qhat,n_funded,funded_exposure,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,share_grade_dplus,cap_grade_dplus_limit,share_dti_q3,cap_dti_q3_limit,share_score_low,cap_score_low_limit,share_income_q5,cap_income_q5_limit,share_period_2018h1,cap_period_2018h1_limit,mdcp_family_gate_v8,auditability_score_v8,solver_lane_v12,caps_json_v12,auditability_score_v12,cap_regime_scope_v13
v13_mdcp_empirical_base,TerminationCondition.optimal,4.017484722993686,0.175,0.07,0.07,0.82,267,1000000.0,101603.3626356608,105142.18177395467,0.17500000000017493,0.6746957495253304,0.3047553260610872,0.24852315212217443,0.48599999999999993,0.017199999999173987,0.48599999999999993,0.826000000000826,0.8260000000000001,0.11977315212217447,0.5974285714285714,0.6018768478778255,0.61,True,0.600820761296148,mdcp_empirical_caps_inside_solver,"{""cap_dti_q3"": 0.48599999999999993, ""cap_grade_dplus"": 0.48599999999999993, ""cap_income_q5"": 0.5974285714285714, ""cap_period_2018h1"": 0.61, ""cap_score_low"": 0.8260000000000001}",0.600820761296148,strict_tight_base_return_recovery_regimes
v13_mdcp_empirical_tight,TerminationCondition.optimal,3.5086182310042204,0.1725,0.09,0.09,0.8,196,850000.0,74940.56140619493,76930.7243112301,0.17250000000020288,0.6792098228241773,0.28608823529411764,0.21399999999907526,0.44599999999999995,0.03347058823529412,0.44599999999999995,0.7860000000009247,0.786,0.10320588235294118,0.5574285714285714,0.5700000000006705,0.57,True,0.6060183450020808,mdcp_empirical_caps_inside_solver,"{""cap_dti_q3"": 0.44599999999999995, ""cap_grade_dplus"": 0.44599999999999995, ""cap_income_q5"": 0.5574285714285714, ""cap_period_2018h1"": 0.57, ""cap_score_low"": 0.786}",0.6060183450020808,strict_tight_base_return_recovery_regimes
v13_mdcp_empirical_return_recovery,TerminationCondition.optimal,3.4411043080035597,0.18,0.06,0.06,0.84,293,1000000.0,115311.27841203214,124464.66230362312,0.18000000000017996,0.7267741543971752,0.36181874999978597,0.3067749999991439,0.5159999999999999,0.03185,0.5159999999999999,0.8560000000008561,0.8560000000000001,0.239,0.6274285714285714,0.44446738256408275,0.64,True,0.5572637301532677,mdcp_empirical_caps_inside_solver,"{""cap_dti_q3"": 0.5159999999999999, ""cap_grade_dplus"": 0.5159999999999999, ""cap_income_q5"": 0.6274285714285714, ""cap_period_2018h1"": 0.64, ""cap_score_low"": 0.8560000000000001}",0.5572637301532677,strict_tight_base_return_recovery_regimes
