policy_id,sicr_rule,ecl_v2_adverse,ecl_v2_baseline,ecl_v2_severe,net_return_after_ecl_v2_adverse,net_return_after_ecl_v2_baseline,net_return_after_ecl_v2_severe,severe_minus_baseline_ecl,ecl_v2_absolute_pd_30,ecl_v2_hybrid_pd_grade,ecl_v2_relative_pd_1p5,net_return_after_ecl_v2_absolute_pd_30,net_return_after_ecl_v2_hybrid_pd_grade,net_return_after_ecl_v2_relative_pd_1p5,stage2_lifetime_share_absolute_pd_30,stage2_lifetime_share_hybrid_pd_grade,stage2_lifetime_share_relative_pd_1p5
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,161193.02134003895,114550.90942257096,390800.6295939154,-10512.44134003896,36129.67057742903,-240120.04959391544,276249.72017134447,114550.90942257096,253225.22826771287,253225.22826771287,36129.67057742903,-102544.64826771288,-102544.64826771288,0.15294117647058825,0.9470588235294117,0.9470588235294117
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,373056.5640201169,253225.22826771287,538026.618821272,-222375.98402011688,-102544.64826771288,-387346.0388212721,284801.3905535592,114550.90942257096,253225.22826771287,253225.22826771287,36129.67057742903,-102544.64826771288,-102544.64826771288,0.15294117647058825,0.9470588235294117,0.9470588235294117
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,373056.5640201169,253225.22826771287,538026.618821272,-222375.98402011688,-102544.64826771288,-387346.0388212721,284801.3905535592,114550.90942257096,253225.22826771287,253225.22826771287,36129.67057742903,-102544.64826771288,-102544.64826771288,0.15294117647058825,0.9470588235294117,0.9470588235294117
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,161078.50208551527,114451.20136506455,387745.3413013417,-10024.282085515268,36603.01863493545,-236691.12130134171,273294.1399362772,114451.20136506455,253173.60409519364,253173.60409519364,36603.01863493545,-102119.38409519364,-102119.38409519364,0.15451895043731778,0.9475218658892128,0.9475218658892128
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,373015.50625654584,253173.60409519364,538318.253943551,-221961.28625654583,-102119.38409519364,-387264.033943551,285144.6498483573,114451.20136506455,253173.60409519364,253173.60409519364,36603.01863493545,-102119.38409519364,-102119.38409519364,0.15451895043731778,0.9475218658892128,0.9475218658892128
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,373015.50625654584,253173.60409519364,538318.253943551,-221961.28625654583,-102119.38409519364,-387264.033943551,285144.6498483573,114451.20136506455,253173.60409519364,253173.60409519364,36603.01863493545,-102119.38409519364,-102119.38409519364,0.15451895043731778,0.9475218658892128,0.9475218658892128
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,166577.60032322886,118554.6111206589,395044.7771809375,-12857.19032322886,35165.798879341106,-241324.36718093752,276490.16606027866,118554.6111206589,260443.8333619767,260443.8333619767,35165.798879341106,-106723.42336197669,-106723.42336197669,0.13372093023255813,0.938953488372093,0.938953488372093
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,383352.8009696866,260443.8333619767,552936.5615823384,-229632.3909696866,-106723.42336197669,-399216.1515823384,292492.72822036175,118554.6111206589,260443.8333619767,260443.8333619767,35165.798879341106,-106723.42336197669,-106723.42336197669,0.13372093023255813,0.938953488372093,0.938953488372093
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,383352.8009696866,260443.8333619767,552936.5615823384,-229632.3909696866,-106723.42336197669,-399216.1515823384,292492.72822036175,118554.6111206589,260443.8333619767,260443.8333619767,35165.798879341106,-106723.42336197669,-106723.42336197669,0.13372093023255813,0.938953488372093,0.938953488372093
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,169474.9608182231,123803.56526283694,376458.6072625119,-30309.638318223093,15361.757237163067,-237293.2847625119,252655.04199967498,123803.56526283694,242665.69578851084,242665.69578851084,15361.757237163067,-103500.37328851083,-103500.37328851083,0.24096385542168675,0.927710843373494,0.927710843373494
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,351069.88245466934,242665.69578851084,497691.95892658416,-211904.55995466933,-103500.37328851083,-358526.63642658415,255026.26313807332,123803.56526283694,242665.69578851084,242665.69578851084,15361.757237163067,-103500.37328851083,-103500.37328851083,0.24096385542168675,0.927710843373494,0.927710843373494
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,351069.88245466934,242665.69578851084,497691.95892658416,-211904.55995466933,-103500.37328851083,-358526.63642658415,255026.26313807332,123803.56526283694,242665.69578851084,242665.69578851084,15361.757237163067,-103500.37328851083,-103500.37328851083,0.24096385542168675,0.927710843373494,0.927710843373494
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,179453.34991753235,131439.6244914757,389319.13859092153,-30535.664917532355,17478.0605085243,-240401.45359092153,257879.51409944583,131439.6244914757,254526.37347442712,254526.37347442712,17478.0605085243,-105608.68847442712,-105608.68847442712,0.23214285714285715,0.9375,0.9375
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,367502.549752597,254526.37347442712,520316.0529118129,-218584.864752597,-105608.68847442712,-371398.3679118129,265789.67943738576,131439.6244914757,254526.37347442712,254526.37347442712,17478.0605085243,-105608.68847442712,-105608.68847442712,0.23214285714285715,0.9375,0.9375
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,367502.549752597,254526.37347442712,520316.0529118129,-218584.864752597,-105608.68847442712,-371398.3679118129,265789.67943738576,131439.6244914757,254526.37347442712,254526.37347442712,17478.0605085243,-105608.68847442712,-105608.68847442712,0.23214285714285715,0.9375,0.9375
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,178339.59889638177,130514.87382308624,388030.18704619916,-25925.46889638176,21899.25617691377,-235616.05704619916,257515.31322311293,130514.87382308624,253709.6214692587,253709.6214692587,21899.25617691377,-101295.4914692587,-101295.4914692587,0.23283582089552238,0.9432835820895522,0.9432835820895522
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,366553.79668914527,253709.6214692587,519276.6982776459,-214139.66668914526,-101295.4914692587,-366862.5682776459,265567.0768083872,130514.87382308624,253709.6214692587,253709.6214692587,21899.25617691377,-101295.4914692587,-101295.4914692587,0.23283582089552238,0.9432835820895522,0.9432835820895522
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,366553.79668914527,253709.6214692587,519276.6982776459,-214139.66668914526,-101295.4914692587,-366862.5682776459,265567.0768083872,130514.87382308624,253709.6214692587,253709.6214692587,21899.25617691377,-101295.4914692587,-101295.4914692587,0.23283582089552238,0.9432835820895522,0.9432835820895522
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,172073.4170315027,124584.1229660745,392710.0456210557,-24324.027031502686,23165.267033925513,-244960.6556210557,268125.9226549812,124584.1229660745,254209.8688982235,254209.8688982235,23165.267033925513,-106460.47889822349,-106460.47889822349,0.19287833827893175,0.9406528189910979,0.9406528189910979
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,370112.75109450816,254209.8688982235,528008.0856084249,-222363.36109450815,-106460.47889822349,-380258.69560842484,273798.21671020135,124584.1229660745,254209.8688982235,254209.8688982235,23165.267033925513,-106460.47889822349,-106460.47889822349,0.19287833827893175,0.9406528189910979,0.9406528189910979
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,370112.75109450816,254209.8688982235,528008.0856084249,-222363.36109450815,-106460.47889822349,-380258.69560842484,273798.21671020135,124584.1229660745,254209.8688982235,254209.8688982235,23165.267033925513,-106460.47889822349,-106460.47889822349,0.19287833827893175,0.9406528189910979,0.9406528189910979
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,167778.06054653018,121295.61690318339,383126.21576486324,-19890.795546530164,26591.64809681663,-235238.95076486323,261830.59886167984,121295.61690318339,249114.35070955014,249114.35070955014,26591.64809681663,-101227.08570955013,-101227.08570955013,0.20298507462686566,0.9402985074626866,0.9402985074626866
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,363056.6816395905,249114.35070955014,518424.2557522324,-215169.41663959046,-101227.08570955013,-370536.9907522324,269309.90504268225,121295.61690318339,249114.35070955014,249114.35070955014,26591.64809681663,-101227.08570955013,-101227.08570955013,0.20298507462686566,0.9402985074626866,0.9402985074626866
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,363056.6816395905,249114.35070955014,518424.2557522324,-215169.41663959046,-101227.08570955013,-370536.9907522324,269309.90504268225,121295.61690318339,249114.35070955014,249114.35070955014,26591.64809681663,-101227.08570955013,-101227.08570955013,0.20298507462686566,0.9402985074626866,0.9402985074626866
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,176404.03119068974,127929.45677936055,398228.2337673168,-26246.743690689735,22227.830720639453,-248070.9462673168,270298.77698795625,127929.45677936055,259138.37033808167,259138.37033808167,22227.830720639453,-108981.08283808167,-108981.08283808167,0.19186046511627908,0.936046511627907,0.936046511627907
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,376862.09357206925,259138.37033808167,537185.1500472082,-226704.80607206924,-108981.08283808167,-387027.8625472082,278046.7797091265,127929.45677936055,259138.37033808167,259138.37033808167,22227.830720639453,-108981.08283808167,-108981.08283808167,0.19186046511627908,0.936046511627907,0.936046511627907
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,376862.09357206925,259138.37033808167,537185.1500472082,-226704.80607206924,-108981.08283808167,-387027.8625472082,278046.7797091265,127929.45677936055,259138.37033808167,259138.37033808167,22227.830720639453,-108981.08283808167,-108981.08283808167,0.19186046511627908,0.936046511627907,0.936046511627907
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,162037.57998671418,116098.21144584927,381832.27503057796,-18251.76998671418,27687.598554150725,-238046.46503057797,265734.0635847287,116098.21144584927,247922.13433754782,247922.13433754782,27687.598554150725,-104136.32433754782,-104136.32433754782,0.17159763313609466,0.9349112426035503,0.9349112426035503
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,363435.2399601425,247922.13433754782,521764.7738369917,-219649.42996014253,-104136.32433754782,-377978.9638369917,273842.6394994439,116098.21144584927,247922.13433754782,247922.13433754782,27687.598554150725,-104136.32433754782,-104136.32433754782,0.17159763313609466,0.9349112426035503,0.9349112426035503
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,363435.2399601425,247922.13433754782,521764.7738369917,-219649.42996014253,-104136.32433754782,-377978.9638369917,273842.6394994439,116098.21144584927,247922.13433754782,247922.13433754782,27687.598554150725,-104136.32433754782,-104136.32433754782,0.17159763313609466,0.9349112426035503,0.9349112426035503
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,165424.53895998254,118474.88004653402,386632.7702410494,-16348.113959982555,30601.54495346597,-237556.34524104942,268157.8901945154,118474.88004653402,253454.64013960207,253454.64013960207,30601.54495346597,-104378.21513960208,-104378.21513960208,0.16470588235294117,0.9470588235294117,0.9470588235294117
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,371643.6168799476,253454.64013960207,533858.759468406,-222567.1918799476,-104378.21513960208,-384782.334468406,280404.1193288039,118474.88004653402,253454.64013960207,253454.64013960207,30601.54495346597,-104378.21513960208,-104378.21513960208,0.16470588235294117,0.9470588235294117,0.9470588235294117
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,371643.6168799476,253454.64013960207,533858.759468406,-222567.1918799476,-104378.21513960208,-384782.334468406,280404.1193288039,118474.88004653402,253454.64013960207,253454.64013960207,30601.54495346597,-104378.21513960208,-104378.21513960208,0.16470588235294117,0.9470588235294117,0.9470588235294117
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,189476.21427286055,138352.77063406786,393239.991205621,-27185.322081262595,23938.121557530103,-230949.09901402303,254887.22057155313,138352.77063406786,271738.55352933944,271738.55352933944,23938.121557530103,-109447.66133774148,-109447.66133774148,0.1457725947521866,0.9446064139941691,0.9446064139941691
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,393260.0492517477,271738.55352933944,559790.6533137019,-230969.15706014977,-109447.66133774148,-397499.7611221039,288052.0997843624,138352.77063406786,271738.55352933944,271738.55352933944,23938.121557530103,-109447.66133774148,-109447.66133774148,0.1457725947521866,0.9446064139941691,0.9446064139941691
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,393260.0492517477,271738.55352933944,559790.6533137019,-230969.15706014977,-109447.66133774148,-397499.7611221039,288052.0997843624,138352.77063406786,271738.55352933944,271738.55352933944,23938.121557530103,-109447.66133774148,-109447.66133774148,0.1457725947521866,0.9446064139941691,0.9446064139941691
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,absolute_pd_30,177629.05194351345,130794.53854484516,383057.4359458466,-36482.60444351344,10351.908955154853,-241910.9884458466,252262.89740100145,130794.53854484516,247101.1156345355,247101.1156345355,10351.908955154853,-105954.66813453549,-105954.66813453549,0.2767857142857143,0.9345238095238095,0.9345238095238095
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,355319.65583054035,247101.1156345355,500880.9449765883,-214173.20833054034,-105954.66813453549,-359734.4974765883,253779.8293420528,130794.53854484516,247101.1156345355,247101.1156345355,10351.908955154853,-105954.66813453549,-105954.66813453549,0.2767857142857143,0.9345238095238095,0.9345238095238095
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,355319.65583054035,247101.1156345355,500880.9449765883,-214173.20833054034,-105954.66813453549,-359734.4974765883,253779.8293420528,130794.53854484516,247101.1156345355,247101.1156345355,10351.908955154853,-105954.66813453549,-105954.66813453549,0.2767857142857143,0.9345238095238095,0.9345238095238095
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,absolute_pd_30,185052.58558686465,136450.07874776595,395068.35509434785,-36905.42558686464,11697.081252234057,-246921.19509434784,258618.2763465819,136450.07874776595,256102.7362432978,256102.7362432978,11697.081252234057,-107955.57624329781,-107955.57624329781,0.2514792899408284,0.9319526627218935,0.9319526627218935
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,367855.2567605939,256102.7362432978,518128.70242209185,-219708.0967605939,-107955.57624329781,-369981.5424220918,262025.96617879404,136450.07874776595,256102.7362432978,256102.7362432978,11697.081252234057,-107955.57624329781,-107955.57624329781,0.2514792899408284,0.9319526627218935,0.9319526627218935
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,367855.2567605939,256102.7362432978,518128.70242209185,-219708.0967605939,-107955.57624329781,-369981.5424220918,262025.96617879404,136450.07874776595,256102.7362432978,256102.7362432978,11697.081252234057,-107955.57624329781,-107955.57624329781,0.2514792899408284,0.9319526627218935,0.9319526627218935
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,absolute_pd_30,169498.34991753232,123294.62449147571,377554.13859092153,-23464.744917532313,22738.9805085243,-231520.53359092152,254259.51409944583,123294.62449147571,246381.37347442712,246381.37347442712,22738.9805085243,-100347.76847442711,-100347.76847442711,0.23214285714285715,0.9375,0.9375
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,357547.549752597,246381.37347442712,508551.0529118129,-211513.944752597,-100347.76847442711,-362517.4479118129,262169.67943738576,123294.62449147571,246381.37347442712,246381.37347442712,22738.9805085243,-100347.76847442711,-100347.76847442711,0.23214285714285715,0.9375,0.9375
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,357547.549752597,246381.37347442712,508551.0529118129,-211513.944752597,-100347.76847442711,-362517.4479118129,262169.67943738576,123294.62449147571,246381.37347442712,246381.37347442712,22738.9805085243,-100347.76847442711,-100347.76847442711,0.23214285714285715,0.9375,0.9375
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,absolute_pd_30,174437.44460446932,127177.73646837992,386381.701386902,-28393.857104469324,18865.85103162007,-240338.11388690202,259203.9649185221,127177.73646837992,251528.20940513976,251528.20940513976,18865.85103162007,-105484.62190513976,-105484.62190513976,0.21492537313432836,0.9313432835820895,0.9313432835820895
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,364417.333813408,251528.20940513976,517628.21261834877,-218373.746313408,-105484.62190513976,-371584.62511834875,266100.003213209,127177.73646837992,251528.20940513976,251528.20940513976,18865.85103162007,-105484.62190513976,-105484.62190513976,0.21492537313432836,0.9313432835820895,0.9313432835820895
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,364417.333813408,251528.20940513976,517628.21261834877,-218373.746313408,-105484.62190513976,-371584.62511834875,266100.003213209,127177.73646837992,251528.20940513976,251528.20940513976,18865.85103162007,-105484.62190513976,-105484.62190513976,0.21492537313432836,0.9313432835820895,0.9313432835820895
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,absolute_pd_30,180046.60255741043,131377.935310305,396023.1434176473,-25910.932557410415,22757.734689695004,-241887.47341764727,264645.20810734225,131377.935310305,258841.30593091503,258841.30593091503,22757.734689695004,-104705.63593091501,-104705.63593091501,0.21005917159763313,0.9437869822485208,0.9437869822485208
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,374782.3076722313,258841.30593091503,532129.8789981996,-220646.63767223127,-104705.63593091501,-377994.20899819955,273288.57306728454,131377.935310305,258841.30593091503,258841.30593091503,22757.734689695004,-104705.63593091501,-104705.63593091501,0.21005917159763313,0.9437869822485208,0.9437869822485208
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,374782.3076722313,258841.30593091503,532129.8789981996,-220646.63767223127,-104705.63593091501,-377994.20899819955,273288.57306728454,131377.935310305,258841.30593091503,258841.30593091503,22757.734689695004,-104705.63593091501,-104705.63593091501,0.21005917159763313,0.9437869822485208,0.9437869822485208
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,absolute_pd_30,166724.6670315027,120207.8729660745,386388.7956210557,-20806.747031502688,25710.04703392551,-240470.8756210557,266180.9226549812,120207.8729660745,249833.6188982235,249833.6188982235,25710.04703392551,-103915.69889822349,-103915.69889822349,0.18452380952380953,0.9345238095238095,0.9345238095238095
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,364764.00109450816,249833.6188982235,521686.83560842485,-218846.08109450815,-103915.69889822349,-375768.9156084248,271853.21671020135,120207.8729660745,249833.6188982235,249833.6188982235,25710.04703392551,-103915.69889822349,-103915.69889822349,0.18452380952380953,0.9345238095238095,0.9345238095238095
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,364764.00109450816,249833.6188982235,521686.83560842485,-218846.08109450815,-103915.69889822349,-375768.9156084248,271853.21671020135,120207.8729660745,249833.6188982235,249833.6188982235,25710.04703392551,-103915.69889822349,-103915.69889822349,0.18452380952380953,0.9345238095238095,0.9345238095238095
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,absolute_pd_30,165857.406087695,119534.46125740037,384650.0456210557,-18564.921087694995,27758.023742599646,-237357.5606210557,265115.5843636553,119534.46125740037,248870.8837722011,248870.8837722011,27758.023742599646,-101578.3987722011,-101578.3987722011,0.19881305637982197,0.9436201780415431,0.9436201780415431
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,363454.71826308506,248870.8837722011,519948.08560842485,-216162.23326308504,-101578.3987722011,-372655.60060842487,271077.2018362237,119534.46125740037,248870.8837722011,248870.8837722011,27758.023742599646,-101578.3987722011,-101578.3987722011,0.19881305637982197,0.9436201780415431,0.9436201780415431
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,363454.71826308506,248870.8837722011,519948.08560842485,-216162.23326308504,-101578.3987722011,-372655.60060842487,271077.2018362237,119534.46125740037,248870.8837722011,248870.8837722011,27758.023742599646,-101578.3987722011,-101578.3987722011,0.19881305637982197,0.9436201780415431,0.9436201780415431
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,absolute_pd_30,190198.9705720724,138899.14032158977,394185.10996700276,-18926.14667158699,32373.683578895638,-222912.28606651735,255285.969645413,138899.14032158977,272644.7342206181,272644.7342206181,32373.683578895638,-101371.91032013268,-101371.91032013268,0.16138328530259366,0.9510086455331412,0.9510086455331412
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,hybrid_pd_grade,394532.516806699,272644.7342206181,561567.3352837658,-223259.69290621358,-101371.91032013268,-390294.5113832804,288922.6010631477,138899.14032158977,272644.7342206181,272644.7342206181,32373.683578895638,-101371.91032013268,-101371.91032013268,0.16138328530259366,0.9510086455331412,0.9510086455331412
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,relative_pd_1p5,394532.516806699,272644.7342206181,561567.3352837658,-223259.69290621358,-101371.91032013268,-390294.5113832804,288922.6010631477,138899.14032158977,272644.7342206181,272644.7342206181,32373.683578895638,-101371.91032013268,-101371.91032013268,0.16138328530259366,0.9510086455331412,0.9510086455331412
paper1_economic_champion,absolute_pd_30,213824.24179660212,159346.9339487859,409034.68660501804,-40494.57838075698,13982.729467059224,-235705.0231891729,249687.75265623213,159346.9339487859,284148.3177544398,284148.3177544398,13982.729467059224,-110818.65433859464,-110818.65433859464,0.191044776119403,0.9432835820895522,0.9432835820895522
paper1_economic_champion,hybrid_pd_grade,404493.0226107955,284148.3177544398,566835.1935583052,-231163.35919495038,-110818.65433859464,-393505.53014246,282686.8758038654,159346.9339487859,284148.3177544398,284148.3177544398,13982.729467059224,-110818.65433859464,-110818.65433859464,0.191044776119403,0.9432835820895522,0.9432835820895522
paper1_economic_champion,relative_pd_1p5,404493.0226107955,284148.3177544398,566835.1935583052,-231163.35919495038,-110818.65433859464,-393505.53014246,282686.8758038654,159346.9339487859,284148.3177544398,284148.3177544398,13982.729467059224,-110818.65433859464,-110818.65433859464,0.191044776119403,0.9432835820895522,0.9432835820895522
