policy_id,scenario,mean_diff_vs_paper1,p05_diff_vs_paper1,p50_diff_vs_paper1,p95_diff_vs_paper1,prob_beats_paper1,n_paths
paper4_v4_local_rt0p1750_g0p450_u0p025,baseline,-784.4331196740866,-6031.36822649212,-601.2935281325226,4713.947336140537,0.4166666666666667,300
paper4_v4_local_rt0p1750_g0p450_u0p025,severe,-1916.0387548551453,-6954.0561182038255,-1846.2558819854748,2808.4924656084736,0.31333333333333335,300
paper4_v4_local_rt0p1750_g0p450_u0p050,adverse,-701.6118344514122,-4629.775630710731,-1141.5979014115292,3753.4398037173355,0.37333333333333335,300
paper4_v4_local_rt0p1750_g0p450_u0p050,baseline,-348.6813009756096,-5671.729693233401,-47.92811803591576,4912.207243284371,0.49333333333333335,300
paper4_v4_local_rt0p1750_g0p450_u0p050,severe,-1645.7856512153282,-5582.835429231445,-2029.0552951683203,2676.9831155489637,0.30666666666666664,300
paper4_v4_local_rt0p1750_g0p450_u0p075,adverse,-44.99676569742086,-1095.4043006130719,-170.15626784008418,811.889156505467,0.3933333333333333,300
paper4_v4_local_rt0p1750_g0p450_u0p075,baseline,-81.51663513641807,-1064.0175174064227,-193.51789631787506,823.3100263723446,0.4066666666666667,300
paper4_v4_local_rt0p1750_g0p450_u0p075,severe,-6.491291345689776,-1147.0719305907871,-123.85551836871309,1000.977807907926,0.46,300
paper4_v4_local_rt0p1750_g0p450_u0p100,adverse,-0.5993880933439307,-211.70690037943712,-1.072951386191562,205.86332915645707,0.49333333333333335,300
paper4_v4_local_rt0p1750_g0p450_u0p100,baseline,10.46257399165489,-624.2419321731968,0.0,631.708629412524,0.4866666666666667,300
paper4_v4_local_rt0p1750_g0p450_u0p100,severe,-4.377931972872369,-228.62751594633738,-2.8403301521611866,213.00549564122218,0.48,300
paper4_v4_local_rt0p1750_g0p475_u0p000,adverse,6367.538610393886,1394.949966497935,6221.289743534277,12120.254658302914,0.9633333333333334,300
paper4_v4_local_rt0p1750_g0p475_u0p000,baseline,3931.2105609222276,-3396.252862434352,4041.8059478149044,11092.236031068687,0.8166666666666667,300
paper4_v4_local_rt0p1750_g0p475_u0p000,severe,5093.430134792275,-1316.686561340258,5248.21712847639,10595.277647328716,0.9166666666666666,300
paper4_v4_local_rt0p1750_g0p475_u0p025,adverse,6814.104166946238,1669.6290564198873,6988.310832474035,10520.463039097509,0.9833333333333333,300
paper4_v4_local_rt0p1750_g0p475_u0p025,baseline,4480.675262093986,-2763.137582510656,4850.158339455396,10418.974814622603,0.85,300
paper4_v4_local_rt0p1750_g0p475_u0p025,severe,5286.352105244764,522.832235340347,5600.982348157384,8756.275588315297,0.9666666666666667,300
paper4_v4_local_rt0p1750_g0p475_u0p050,adverse,7098.599182196143,2578.3027764379144,7529.102536820894,9742.333853264392,0.9966666666666667,300
paper4_v4_local_rt0p1750_g0p475_u0p050,baseline,4714.979109539736,-504.9147890131621,5160.782730557455,8930.365130897486,0.93,300
paper4_v4_local_rt0p1750_g0p475_u0p050,severe,6724.279973282765,1841.942173661539,7021.818167034522,10275.047347428668,0.98,300
paper4_v4_local_rt0p1750_g0p475_u0p075,adverse,7337.048007704409,2441.442620315801,7870.935254183034,10503.28823760785,0.9933333333333333,300
paper4_v4_local_rt0p1750_g0p475_u0p075,baseline,5026.38740139673,-962.2612295197841,5323.486338523538,9664.26008286432,0.9366666666666666,300
paper4_v4_local_rt0p1750_g0p475_u0p075,severe,6833.925123567168,1802.6252164133675,7035.57867017595,11105.39042989159,0.98,300
paper4_v4_local_rt0p1750_g0p475_u0p100,adverse,7907.640215518737,2985.442415012495,8184.745207770749,11478.112090357732,0.99,300
paper4_v4_local_rt0p1750_g0p475_u0p100,baseline,5255.636861352939,-690.7829883085593,5723.44332602223,10430.296176092874,0.94,300
paper4_v4_local_rt0p1750_g0p475_u0p100,severe,6943.434406273721,1357.372092962696,7403.175235081988,11280.869801085199,0.98,300
paper4_v4_local_rt0p1750_g0p500_u0p000,adverse,13171.400178585343,5909.5113893616,13694.676805362364,18929.939718572787,0.9933333333333333,300
paper4_v4_local_rt0p1750_g0p500_u0p000,baseline,8350.309846697826,-1526.8127934239342,8781.04054717407,16494.429051053907,0.9133333333333333,300
paper4_v4_local_rt0p1750_g0p500_u0p000,severe,11455.972072868984,2600.923892364277,12091.731994528593,17074.613393157655,0.9766666666666667,300
paper4_v4_local_rt0p1750_g0p500_u0p025,adverse,13233.534180104776,5939.689070110374,13781.297193038212,18800.138936387513,1.0,300
paper4_v4_local_rt0p1750_g0p500_u0p025,baseline,8545.211302637896,-439.85622784231964,9223.627118152022,16061.208135142419,0.9333333333333333,300
paper4_v4_local_rt0p1750_g0p500_u0p025,severe,11600.549098871465,3549.5768888584207,12466.063225386482,17175.99425001951,0.9766666666666667,300
paper4_v4_local_rt0p1750_g0p500_u0p050,adverse,13694.806088415557,7828.568262365324,13967.867457515273,18084.41703619116,1.0,300
paper4_v4_local_rt0p1750_g0p500_u0p050,baseline,8931.940326412034,1170.4783049065973,9175.254401372942,15875.773094398486,0.97,300
paper4_v4_local_rt0p1750_g0p500_u0p050,severe,12998.660497611132,5975.965533987219,13216.16202527337,18488.903713214557,0.9966666666666667,300
paper4_v4_local_rt0p1750_g0p500_u0p075,adverse,14167.267921742714,7329.884631569696,14441.43262201512,19113.2977201852,1.0,300
paper4_v4_local_rt0p1750_g0p500_u0p075,baseline,9305.29813574126,1745.55124141134,9482.20880081705,16561.920770421537,0.9733333333333334,300
paper4_v4_local_rt0p1750_g0p500_u0p075,severe,13160.362964935268,5291.749747997834,13614.218228132318,18655.105740651175,0.9933333333333333,300
paper4_v4_local_rt0p1750_g0p500_u0p100,adverse,14486.059408804467,8633.611326567796,14896.487954628647,19686.841631565472,1.0,300
paper4_v4_local_rt0p1750_g0p500_u0p100,baseline,9807.185612624184,1537.585957176816,10229.763749764183,16712.704272702773,0.97,300
paper4_v4_local_rt0p1750_g0p500_u0p100,severe,13289.420868077343,5831.490431675866,13382.332224183636,19256.00609434036,0.9933333333333333,300
paper4_v4_local_rt0p1775_g0p400_u0p000,adverse,-11327.68885457648,-25600.05585265155,-12515.996755401698,10069.474660716412,0.12333333333333334,300
paper4_v4_local_rt0p1775_g0p400_u0p000,baseline,-6534.688575849003,-20516.58651863621,-7798.730513720615,13209.844693063204,0.19666666666666666,300
paper4_v4_local_rt0p1775_g0p400_u0p000,severe,-14711.218301132387,-32830.161516881,-16685.77805113548,9443.30985772283,0.18,300
paper4_v4_local_rt0p1775_g0p400_u0p025,adverse,-11020.572282585279,-26504.495488365475,-11913.063745614567,10021.116731272681,0.14333333333333334,300
paper4_v4_local_rt0p1775_g0p400_u0p025,baseline,-6366.778833089036,-20077.52220415579,-7380.537264769033,13677.77283373196,0.19666666666666666,300
paper4_v4_local_rt0p1775_g0p400_u0p025,severe,-14202.255368072396,-31603.760349664906,-15910.292551615596,8634.62321528265,0.19,300
paper4_v4_local_rt0p1775_g0p400_u0p050,adverse,-11001.22535075364,-26446.42369524612,-11903.241748764296,10643.50143880206,0.14,300
paper4_v4_local_rt0p1775_g0p400_u0p050,baseline,-6354.165760983314,-20152.44305152573,-7469.060639509882,13722.845301146417,0.19666666666666666,300
paper4_v4_local_rt0p1775_g0p400_u0p050,severe,-14146.207409751642,-31896.856481210303,-15892.626425590235,8211.448663427798,0.19,300
paper4_v4_local_rt0p1775_g0p400_u0p075,adverse,-10994.987112076575,-26448.34369523973,-11897.3208717987,10641.581438808451,0.14,300
paper4_v4_local_rt0p1775_g0p400_u0p075,baseline,-6352.16605241913,-20095.240845242293,-7470.138404965712,13720.925301152814,0.19666666666666666,300
paper4_v4_local_rt0p1775_g0p400_u0p075,severe,-14137.10396325095,-31842.9495576279,-15867.868580152252,8161.403183222235,0.19333333333333333,300
paper4_v4_local_rt0p1775_g0p400_u0p100,adverse,-10842.379338791097,-25830.654284652723,-12095.452815261258,10861.643313359555,0.14333333333333334,300
paper4_v4_local_rt0p1775_g0p400_u0p100,baseline,-6267.649329081851,-20103.659271757795,-7042.019367622181,14293.310711968046,0.19333333333333333,300
paper4_v4_local_rt0p1775_g0p400_u0p100,severe,-13875.966362017012,-32182.993671396955,-15970.745739473445,9590.551243300177,0.19,300
paper4_v4_local_rt0p1775_g0p425_u0p000,adverse,-9556.21793841327,-24375.25365589185,-10291.086553248919,8568.416554798676,0.14,300
paper4_v4_local_rt0p1775_g0p425_u0p000,baseline,-5310.032294718961,-17581.68099225565,-6013.406362027728,11182.589597847083,0.2,300
paper4_v4_local_rt0p1775_g0p425_u0p000,severe,-11690.115846640423,-27590.376927760924,-13025.437913400216,9810.195147310838,0.18,300
paper4_v4_local_rt0p1775_g0p425_u0p025,adverse,-9556.21793841327,-24375.25365589185,-10291.086553248919,8568.416554798676,0.14,300
paper4_v4_local_rt0p1775_g0p425_u0p025,baseline,-5310.032294718961,-17581.68099225565,-6013.406362027728,11182.589597847083,0.2,300
paper4_v4_local_rt0p1775_g0p425_u0p025,severe,-11690.115846640423,-27590.376927760924,-13025.437913400216,9810.195147310838,0.18,300
paper4_v4_local_rt0p1775_g0p425_u0p050,adverse,-9556.21793841327,-24375.25365589185,-10291.086553248919,8568.416554798676,0.14,300
paper4_v4_local_rt0p1775_g0p425_u0p050,baseline,-5310.032294718961,-17581.68099225565,-6013.406362027728,11182.589597847083,0.2,300
paper4_v4_local_rt0p1775_g0p425_u0p050,severe,-11690.115846640423,-27590.376927760924,-13025.437913400216,9810.195147310838,0.18,300
paper4_v4_local_rt0p1775_g0p425_u0p075,adverse,-9556.21793841327,-24375.25365589185,-10291.086553248919,8568.416554798676,0.14,300
paper4_v4_local_rt0p1775_g0p425_u0p075,baseline,-5310.032294718961,-17581.68099225565,-6013.406362027728,11182.589597847083,0.2,300
paper4_v4_local_rt0p1775_g0p425_u0p075,severe,-11690.115846640423,-27590.376927760924,-13025.437913400216,9810.195147310838,0.18,300
paper4_v4_local_rt0p1775_g0p425_u0p100,adverse,-9556.21793841327,-24375.25365589185,-10291.086553248919,8568.416554798676,0.14,300
paper4_v4_local_rt0p1775_g0p425_u0p100,baseline,-5310.032294718961,-17581.68099225565,-6013.406362027728,11182.589597847083,0.2,300
paper4_v4_local_rt0p1775_g0p425_u0p100,severe,-11690.115846640423,-27590.376927760924,-13025.437913400216,9810.195147310838,0.18,300
paper4_v4_local_rt0p1775_g0p450_u0p000,adverse,-4302.259838549719,-7010.84832927844,-4408.319849102329,-1322.6964652959816,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p000,baseline,-2744.4063685227343,-5598.175863331078,-2832.5236879094537,676.8743006758406,0.09666666666666666,300
paper4_v4_local_rt0p1775_g0p450_u0p000,severe,-5190.454901515584,-7439.2295627395115,-5319.583261781707,-2404.94705860481,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p025,adverse,-4302.259838549719,-7010.84832927844,-4408.319849102329,-1322.6964652959816,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p025,baseline,-2744.4063685227343,-5598.175863331078,-2832.5236879094537,676.8743006758406,0.09666666666666666,300
paper4_v4_local_rt0p1775_g0p450_u0p025,severe,-5190.454901515584,-7439.2295627395115,-5319.583261781707,-2404.94705860481,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p050,adverse,-4302.259838549719,-7010.84832927844,-4408.319849102329,-1322.6964652959816,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p050,baseline,-2744.4063685227343,-5598.175863331078,-2832.5236879094537,676.8743006758406,0.09666666666666666,300
paper4_v4_local_rt0p1775_g0p450_u0p050,severe,-5190.454901515584,-7439.2295627395115,-5319.583261781707,-2404.94705860481,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p075,adverse,-4302.259838549719,-7010.84832927844,-4408.319849102329,-1322.6964652959816,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p075,baseline,-2744.4063685227343,-5598.175863331078,-2832.5236879094537,676.8743006758406,0.09666666666666666,300
paper4_v4_local_rt0p1775_g0p450_u0p075,severe,-5190.454901515584,-7439.2295627395115,-5319.583261781707,-2404.94705860481,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p100,adverse,-4302.259838549719,-7010.84832927844,-4408.319849102329,-1322.6964652959816,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p450_u0p100,baseline,-2744.4063685227343,-5598.175863331078,-2832.5236879094537,676.8743006758406,0.09666666666666666,300
paper4_v4_local_rt0p1775_g0p450_u0p100,severe,-5190.454901515584,-7439.2295627395115,-5319.583261781707,-2404.94705860481,0.006666666666666667,300
paper4_v4_local_rt0p1775_g0p475_u0p000,adverse,2547.9733230661823,-2383.5175602830777,2394.9388812934267,7999.705157017636,0.8033333333333333,300
paper4_v4_local_rt0p1775_g0p475_u0p000,baseline,1657.258648492339,-4725.543034774271,1920.308982850438,7587.400104160913,0.6533333333333333,300
paper4_v4_local_rt0p1775_g0p475_u0p000,severe,1415.1253334399032,-4640.950025815984,1518.181010169421,6841.518755683504,0.67,300
paper4_v4_local_rt0p1775_g0p475_u0p025,adverse,2861.881253037825,-1525.2126662981566,2959.7686166413114,6524.958664518565,0.8933333333333333,300
paper4_v4_local_rt0p1775_g0p475_u0p025,baseline,2018.1840810497454,-4387.5534408478725,2383.537140863463,7355.8501844407865,0.7233333333333334,300
paper4_v4_local_rt0p1775_g0p475_u0p025,severe,1661.3382368084528,-3058.7889719912573,2044.6975813912431,4797.318453203987,0.7866666666666666,300
paper4_v4_local_rt0p1775_g0p475_u0p050,adverse,3152.520549673549,-14.122213227350436,3497.4555341267114,4833.763545832608,0.95,300
paper4_v4_local_rt0p1775_g0p475_u0p050,baseline,2191.001466370134,-2379.182463116546,3142.942410622338,4759.379639913241,0.75,300
paper4_v4_local_rt0p1775_g0p475_u0p050,severe,3070.6485130182527,-582.9610972612846,3359.6854645198036,5180.484657339533,0.9466666666666667,300
paper4_v4_local_rt0p1775_g0p475_u0p075,adverse,3352.243710090325,-460.3245076539996,3759.6809936556238,5379.929919458568,0.94,300
paper4_v4_local_rt0p1775_g0p475_u0p075,baseline,2319.1561226343283,-2627.9926322220845,3350.846839675599,5199.166402892816,0.7466666666666667,300
paper4_v4_local_rt0p1775_g0p475_u0p075,severe,3173.8692927552343,-758.688074790049,3629.4603075904743,5670.359250171089,0.9333333333333333,300
paper4_v4_local_rt0p1775_g0p475_u0p100,adverse,3547.1730290263986,-169.6251459015355,3956.005863362341,5772.508797997773,0.9466666666666667,300
paper4_v4_local_rt0p1775_g0p475_u0p100,baseline,2485.7809259016644,-2357.2958173192997,3299.096342403993,5732.6654907846005,0.77,300
paper4_v4_local_rt0p1775_g0p475_u0p100,severe,3157.84494274525,-127.6622437384435,3411.9600436797846,6034.997421833995,0.9333333333333333,300
paper4_v4_local_rt0p1775_g0p500_u0p000,adverse,9706.895430577031,3978.516249192589,9983.351095968494,14377.906394703085,0.9933333333333333,300
paper4_v4_local_rt0p1775_g0p500_u0p000,baseline,6168.330149357292,-703.9357367234395,6647.8727625410065,12828.624600457259,0.93,300
paper4_v4_local_rt0p1775_g0p500_u0p000,severe,8025.235623905449,2453.884775943009,8261.278374329748,12444.686202979517,0.9833333333333333,300
paper4_v4_local_rt0p1775_g0p500_u0p025,adverse,9735.94865997195,3973.82152589048,10068.983207649842,14185.433006773983,1.0,300
paper4_v4_local_rt0p1775_g0p500_u0p025,baseline,6376.488978581934,-953.9946876720802,6754.477063806371,12280.446247169079,0.9166666666666666,300
paper4_v4_local_rt0p1775_g0p500_u0p025,severe,8142.505052447945,2244.7928110076064,8600.4730958281,12620.926940924192,0.9766666666666667,300
paper4_v4_local_rt0p1775_g0p500_u0p050,adverse,10187.473643869738,5124.262238451691,10611.417017240921,13645.048497386966,1.0,300
paper4_v4_local_rt0p1775_g0p500_u0p050,baseline,6708.554152902527,386.6353106725565,7151.781033407343,12185.651267911351,0.9566666666666667,300
paper4_v4_local_rt0p1775_g0p500_u0p050,severe,9517.497353598945,3910.2282117869436,9598.717340854928,14218.854473735608,0.9866666666666667,300
paper4_v4_local_rt0p1775_g0p500_u0p075,adverse,10657.603297433205,5526.7767876565,10986.510565599368,14933.761499436827,1.0,300
paper4_v4_local_rt0p1775_g0p500_u0p075,baseline,7122.735490312995,757.4290001272361,7480.346317287648,12804.459189694348,0.9566666666666667,300
paper4_v4_local_rt0p1775_g0p500_u0p075,severe,9700.146334635703,3827.7203293830007,10096.319701016604,14393.943440008552,0.9866666666666667,300
paper4_v4_local_rt0p1775_g0p500_u0p100,adverse,10853.274054375292,5551.2281387196845,11101.439265249533,15006.871938297,1.0,300
paper4_v4_local_rt0p1775_g0p500_u0p100,baseline,7294.170650366802,497.06531638579133,7699.1720941377625,13294.903955195208,0.9533333333333334,300
paper4_v4_local_rt0p1775_g0p500_u0p100,severe,9793.71736602401,3495.866095883277,10091.555534575142,14322.952916277342,0.99,300
