partition_id_v356,full_universe_rows_v356,selected_rows_v356,full_omitted_candidate_rows_v356,observed_omitted_candidate_rows_v356,unobserved_omitted_candidate_rows_v356,v355_pool_rows_v356,v355_observed_candidate_rows_v356,v355_pool_includes_all_observed_omitted_v356,v355_pool_share_of_full_omitted_v356,unobserved_share_of_full_omitted_v356,claim_boundary_v356
v353_full_v55_omitted_partition_after_v355,276869,171,276698,1554,275144,1725,1554,True,0.005616231414755438,0.9943837685852446,"v355 covers all observed omitted candidates, not all full-v55 omitted loans"
