policy_id,source_id,max_abs_gap_v4,mean_abs_gap_v4,n_values,proxy_gate_pass_35,claim_scope
paper4_v4_local_rt0p1700_g0p400_u0p000,original_grade,0.27266753410457656,0.14306387942056537,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p000,term,0.24746333318370095,0.24746333318370095,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p000,state_top20,0.03850487612415636,0.01441159079718677,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p000,income_band,0.26726118239862107,0.13523751734746828,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p000,dti_band,0.1250758588942441,0.060440014121628895,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p000,zip3,0.013353315277691064,0.001218642042478084,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p025,original_grade,0.27266753410457656,0.14306387942056537,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p025,term,0.24746333318370095,0.24746333318370095,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p025,state_top20,0.03850487612415636,0.01441159079718677,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p025,income_band,0.26726118239862107,0.13523751734746828,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p025,dti_band,0.1250758588942441,0.060440014121628895,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p025,zip3,0.013353315277691064,0.001218642042478084,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p050,original_grade,0.27266753410457656,0.14306387942056537,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p050,term,0.24746333318370095,0.24746333318370095,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p050,state_top20,0.03850487612415636,0.01441159079718677,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p050,income_band,0.26726118239862107,0.13523751734746828,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p050,dti_band,0.1250758588942441,0.060440014121628895,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p050,zip3,0.013353315277691064,0.001218642042478084,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p075,original_grade,0.27266753410457656,0.14306387942056537,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p075,term,0.24746333318370095,0.24746333318370095,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p075,state_top20,0.03850487612415636,0.01441159079718677,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p075,income_band,0.26726118239862107,0.13523751734746828,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p075,dti_band,0.1250758588942441,0.060440014121628895,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p075,zip3,0.013353315277691064,0.001218642042478084,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p100,original_grade,0.27266753410457656,0.14306387942056537,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p100,term,0.24746333318370095,0.24746333318370095,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p100,state_top20,0.03850487612415636,0.01441159079718677,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p100,income_band,0.26726118239862107,0.13523751734746828,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p100,dti_band,0.1250758588942441,0.060440014121628895,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p400_u0p100,zip3,0.013353315277691064,0.001218642042478084,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p000,original_grade,0.2684019554695617,0.1269831147704917,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p000,term,0.2504748493628729,0.2504748493628729,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p000,state_top20,0.0356523256084011,0.01388685180894789,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p000,income_band,0.2747767257079329,0.13792227077406144,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p000,dti_band,0.1328635928508456,0.06560345437408992,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p000,zip3,0.015788760741094574,0.0012146798319680305,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p025,original_grade,0.26712019682647004,0.12959429040152579,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p025,term,0.2505099660380261,0.2505099660380261,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p025,state_top20,0.037810952014753485,0.014284840794017447,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p025,income_band,0.27633063858346185,0.13940770613304168,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p025,dti_band,0.1348389058282129,0.0648191819623352,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p025,zip3,0.015736085728364775,0.0012129816653122744,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p050,original_grade,0.26712019682647004,0.13128490747675828,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p050,term,0.2505099660380261,0.2505099660380261,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p050,state_top20,0.03577523397143728,0.014003071281478702,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p050,income_band,0.27633063858346185,0.13940770613304168,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p050,dti_band,0.13779748570986972,0.0648191819623352,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p050,zip3,0.015736085728364775,0.0012218085133416158,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p075,original_grade,0.27397350425383027,0.13109565929669495,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p075,term,0.25040398705719064,0.2504039870571906,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p075,state_top20,0.036051318628352876,0.014220916964307167,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p075,income_band,0.2746261433083581,0.13850688479594017,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p075,dti_band,0.13783281203681486,0.06420097124079496,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p075,zip3,0.01589505419961798,0.001232213124801118,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p100,original_grade,0.27397350425383027,0.13280141622633246,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p100,term,0.25040398705719064,0.2504039870571906,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p100,state_top20,0.036051318628352876,0.013936624142700912,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p100,income_band,0.2686559940546267,0.1373128549451939,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p100,dti_band,0.13783281203681486,0.06420097124079496,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p425_u0p100,zip3,0.01589505419961798,0.001234241248500367,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p000,original_grade,0.2585109904386721,0.12300585621128166,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p000,term,0.2505795796823004,0.2505795796823004,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p000,state_top20,0.03634906548499367,0.014793683384308002,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p000,income_band,0.2676463364602457,0.13529353975643185,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p000,dti_band,0.14169584978922928,0.06620565371079788,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p000,zip3,0.015631665261953358,0.001215544728276599,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p025,original_grade,0.2585109904386721,0.12636720074909677,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p025,term,0.2505795796823004,0.2505795796823004,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p025,state_top20,0.03634906548499367,0.014513571339490074,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p025,income_band,0.2676463364602457,0.13764648093290247,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p025,dti_band,0.1446370262598175,0.06620565371079788,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p025,zip3,0.015631665261953358,0.001216197712035893,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p050,original_grade,0.2585023144018857,0.12966161586027405,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p050,term,0.2505448755351548,0.25054487553515475,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p050,state_top20,0.0382967287459067,0.014399543427440301,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p050,income_band,0.26607597380190806,0.136164613849786,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p050,dti_band,0.14565212256382581,0.06698938903383567,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p050,zip3,0.015683721482671734,0.0012213728465546307,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p075,original_grade,0.2612030370631564,0.13043959893914203,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p075,term,0.2505099660380261,0.2505099660380261,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p075,state_top20,0.03848000360583234,0.014284840794017447,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p075,income_band,0.2674548989384914,0.13704084222771623,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p075,dti_band,0.13779748570986972,0.0648191819623352,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p075,zip3,0.015736085728364775,0.001227033518409928,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p100,original_grade,0.2585023144018857,0.1321900608665951,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p100,term,0.2505448755351548,0.25054487553515475,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p100,state_top20,0.0382967287459067,0.014399543427440301,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p100,income_band,0.26607597380190806,0.13498467284683616,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p100,dti_band,0.13975241754907658,0.06366975329230473,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p450_u0p100,zip3,0.015683721482671734,0.001229177374899812,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p000,original_grade,0.2585367150142166,0.1232631019667267,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p000,term,0.24776702608943468,0.24776702608943463,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p000,state_top20,0.04001910492934285,0.01457400367568986,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p000,income_band,0.2693870327387571,0.13737551540383366,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p000,dti_band,0.15037360660624177,0.06776913624666939,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p000,zip3,0.01547731780868634,0.0012169256632244927,885,True,proxy_governance_only_no_protected_attribute_claim
