policy_id,source_id,max_abs_gap_v4,mean_abs_gap_v4,n_values,proxy_gate_pass_35,claim_scope
paper4_v4_local_rt0p1700_g0p475_u0p025,original_grade,0.25855361618462264,0.12508842837058015,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p025,term,0.2507500826661026,0.25075008266610255,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p025,state_top20,0.03721939130843075,0.014245638079229453,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p025,income_band,0.266665944303383,0.13681101631227158,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p025,dti_band,0.15414256760679107,0.06815222944253987,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p025,zip3,0.015375910786250035,0.001210265982237599,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p050,original_grade,0.25851961558961223,0.12476785133191055,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p050,term,0.25061408028606097,0.2506140802860609,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p050,state_top20,0.03855710412566987,0.014347639864260686,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p050,income_band,0.26334238614111505,0.13560059512990089,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p050,dti_band,0.15242553755876526,0.06740392630994907,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p050,zip3,0.015579914356312513,0.0012154881931409687,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p075,original_grade,0.2585281903010732,0.12819038616361347,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p075,term,0.2506483791319048,0.25064837913190474,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p075,state_top20,0.037753334862969265,0.014182678748535562,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p075,income_band,0.26198758173028347,0.13356667357136132,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p075,dti_band,0.148472595575263,0.06584332882405446,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p075,zip3,0.015528466087546754,0.0012168804860733494,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p100,original_grade,0.25851961558961223,0.13063295397120675,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p100,term,0.25061408028606097,0.2506140802860609,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p100,state_top20,0.04086595512329751,0.014068349262389439,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p100,income_band,0.26334238614111505,0.13442757460204163,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p100,dti_band,0.14949298623911716,0.0664264092033997,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p475_u0p100,zip3,0.015579914356312513,0.0012268892704291586,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p000,original_grade,0.25854519016507427,0.1241784182593567,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p000,term,0.25071637858790913,0.2507163785879091,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p000,state_top20,0.03739633771894642,0.014409343601883406,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p000,income_band,0.2651155567064837,0.13534825931867533,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p000,dti_band,0.15517054199169167,0.06856330706422854,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p000,zip3,0.012634532811966234,0.0012159975797156964,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p025,original_grade,0.2585367150142166,0.12492907447818026,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p025,term,0.2506824779844784,0.2506824779844784,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p025,state_top20,0.03757431588695781,0.0142963415904476,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p025,income_band,0.2693870327387571,0.13737551540383366,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p025,dti_band,0.15328905850128555,0.06915091752369472,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p025,zip3,0.012685383717112347,0.0012136215511243944,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p050,original_grade,0.2585367150142166,0.12492907447818026,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p050,term,0.24776702608943468,0.24776702608943463,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p050,state_top20,0.03757431588695781,0.01457400367568986,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p050,income_band,0.26355612894866964,0.1362093346458162,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p050,dti_band,0.14745815471119805,0.06679731894832147,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p050,zip3,0.01547731780868634,0.0012241802556779674,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p075,original_grade,0.25855361618462264,0.12591658572047665,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p075,term,0.24785153194146492,0.24785153194146492,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p075,state_top20,0.03721939130843075,0.014521690529194947,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p075,income_band,0.26376739357874524,0.13449217573256142,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p075,dti_band,0.1512440168821534,0.0660467358924501,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p075,zip3,0.015375910786250035,0.0012220242324006082,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p100,original_grade,0.2585786036908695,0.12860809710764018,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p100,term,0.25085003269109013,0.2508500326910901,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p100,state_top20,0.03956821689563715,0.014033839216755925,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p100,income_band,0.25976939257924503,0.13540172095994776,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p100,dti_band,0.15971478149984453,0.0691201991608159,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1700_g0p500_u0p100,zip3,0.015225985748768775,0.0012145267361433742,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p000,original_grade,0.2614521669092603,0.14583054804767034,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p000,term,0.2508169080430395,0.25081690804303947,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p000,state_top20,0.036868558079512066,0.01379813696224261,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p000,income_band,0.2610943785012696,0.13625302441484854,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p000,dti_band,0.1290496385669882,0.06084598823077303,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p000,zip3,0.01259854651139492,0.0012023184138270871,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p025,original_grade,0.2614521669092603,0.14583054804767034,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p025,term,0.2508169080430395,0.25081690804303947,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p025,state_top20,0.036868558079512066,0.01379813696224261,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p025,income_band,0.2610943785012696,0.13625302441484854,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p025,dti_band,0.1290496385669882,0.06084598823077303,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p025,zip3,0.01259854651139492,0.0012023184138270871,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p050,original_grade,0.2614521669092603,0.14583054804767034,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p050,term,0.2508169080430395,0.25081690804303947,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p050,state_top20,0.036868558079512066,0.01379813696224261,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p050,income_band,0.2610943785012696,0.13625302441484854,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p050,dti_band,0.1290496385669882,0.06084598823077303,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p050,zip3,0.01259854651139492,0.0012023184138270871,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p075,original_grade,0.2614521669092603,0.14583054804767034,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p075,term,0.2508169080430395,0.25081690804303947,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p075,state_top20,0.036868558079512066,0.01379813696224261,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p075,income_band,0.2610943785012696,0.13625302441484854,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p075,dti_band,0.1290496385669882,0.06084598823077303,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p075,zip3,0.01259854651139492,0.0012023184138270871,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p100,original_grade,0.2614521669092603,0.14583054804767034,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p100,term,0.2508169080430395,0.25081690804303947,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p100,state_top20,0.036868558079512066,0.01379813696224261,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p100,income_band,0.2610943785012696,0.13625302441484854,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p100,dti_band,0.1290496385669882,0.06084598823077303,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p400_u0p100,zip3,0.01259854651139492,0.0012023184138270871,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p000,original_grade,0.2713693145200068,0.13461346661449342,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p000,term,0.2504748493628729,0.2504748493628729,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p000,state_top20,0.038664366150386625,0.01445206305665172,21,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p000,income_band,0.2718093666574878,0.13792227077406144,5,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p000,dti_band,0.1328635928508456,0.06461433469060822,6,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p000,zip3,0.015788760741094574,0.0012232805193910764,885,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p025,original_grade,0.2713693145200068,0.13461346661449342,7,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p025,term,0.2504748493628729,0.2504748493628729,2,True,proxy_governance_only_no_protected_attribute_claim
paper4_v4_local_rt0p1725_g0p425_u0p025,state_top20,0.038664366150386625,0.01445206305665172,21,True,proxy_governance_only_no_protected_attribute_claim
