online_method_v4,coverage_policy_month_mean,coverage_policy_month_min,coverage_source_month_min,avg_width_policy_month,avg_width_loan,total_coverage_regret_90,gate_pass
source_aware_guarded,0.990284424349617,0.8823529411764706,0.75,0.9912396779850199,0.9589651997298715,0.22529438226032739,False
hierarchical_mondrian_shrinkage,0.9539218956298083,0.6666666666666666,0.5714285714285714,0.6616855957735327,0.8302434120933433,59.76684286645588,False
minimum_cell_pooling,0.9539218956298083,0.6666666666666666,0.5714285714285714,0.7505137422686367,0.9542794804340159,59.76684286645588,False
aci_local_guard,0.9539218956298083,0.6666666666666666,0.5714285714285714,0.8694156575463338,0.969181319940021,59.76684286645588,False
