portfolio_label_v197,selected_rows_v197,portfolio_exposure_v197,objective_return_v197,scenario_loss_mean_v197,scenario_loss_cvar90_v197,source_cap_violations_v197,max_source_share_v197,min_source_slack_v197,delta_return_vs_v195_v197,delta_cvar90_vs_v195_v197,delta_exposure_vs_v195_v197,exposure_min_v197,exposure_max_v197,cvar_cap_v197,budget_feasible_v197,cvar_feasible_v197,source_feasible_v197,repair_candidate_feasible_v197,post_repair_one_swap_optimality_claim_allowed_v197,full_universe_integer_optimality_claim_allowed_v197,claim_boundary_v197
next_one_swap_repair_candidate,171,842450.0,2166.1415359753464,61250.90229279245,96285.39668408083,0,0.8995489346548756,5.754096345278459e-05,41.98245890639646,80.44548636954278,0.0,842292.375,850000.0,108900.67553724365,True,True,True,True,False,False,fifty-eighth one-swap repair candidate; must rerun omitted-universe pricing
