policy_id,regime_v204,selected_rows_v204,candidate_add_rows_v204,total_pair_rows_screened_v204,return_improving_pair_rows_v204,budget_return_feasible_pair_rows_v204,source_prefilter_pair_rows_v204,source_exact_pair_rows_v204,cvar_feasible_pair_rows_v204,one_swap_improving_rows_v204,best_one_swap_return_delta_v204,best_one_swap_cvar90_after_v204,current_exposure_v204,exposure_min_v204,exposure_max_v204,cvar_cap_v204,current_objective_return_v204,post_repair_one_swap_local_optimality_cleared_v204,full_universe_integer_optimality_claim_allowed_v204,claim_boundary_v204
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,171,276698,47315358,1696907,1048605,380,360,360,360,39.18466238758043,96865.79533821657,842425.0,842292.375,850000.0,108900.67553724365,2376.7690089116622,False,False,post-v203 one-swap screen only; repeat repair/repricing if improvements remain
