policy_id,regime_v72,path_id,scenario_loss_v72,scenario_return_v72,claim_boundary_v72,iteration_v72
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,0,70424.11087233103,1608.5589862527627,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,1,102013.54596458656,-28471.200757498365,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,2,155294.49839485396,-80197.69207371137,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,3,91840.8500308835,-18601.23321108822,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,4,101602.29022784618,-28287.83745146579,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,5,89340.12242685739,-16306.482496929506,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,6,111462.9040970035,-37460.61532439605,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,7,94064.86517238873,-20790.531700097734,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,8,73569.33714567628,-1180.8600682337783,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,9,72089.34679248439,197.3124299060164,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,10,194072.34522647667,-118226.99138907631,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,11,125616.47027460637,-51249.731904095024,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,12,81321.16052133177,-8822.131651847323,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,13,90659.35837014823,-17399.97832921266,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,14,135860.80255424214,-61157.77155976208,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,15,111556.54279264816,-37567.698057080226,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,16,81738.46034280371,-9109.563332211623,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,17,76394.46921221726,-4042.859271571651,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,18,100817.39993543291,-27125.54475998268,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,19,133898.26290600622,-59167.94970759703,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,20,94868.42210258932,-21564.940250306867,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,21,106467.19677635148,-32701.063002784846,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,22,139625.24616626,-64853.748842760266,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,23,128426.16526676506,-53959.72689174213,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,24,78776.66256393163,-6085.381141720939,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,25,81158.11342942374,-8495.064021937602,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,26,138658.19636953698,-63905.31919958898,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,27,139828.6996282314,-65243.05346075617,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,28,72670.57078254149,-400.44139407042974,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,29,113121.43912935795,-39155.81151026223,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,30,153880.39379780495,-78733.44618560045,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,31,161861.33707814704,-86693.44894722875,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,32,61547.27957465708,9801.89620961866,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,33,109501.44271578282,-35660.32295843268,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,34,156338.52791595558,-81125.08712090454,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,35,118270.83531397572,-44065.643687079864,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,36,74511.94593417118,-2114.101743283737,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,37,69959.16759338582,2236.4554375825637,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,38,149111.5620292803,-74113.25891907891,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,39,119545.56506407754,-45371.712663204045,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,40,80580.3300817177,-7930.044969110662,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,41,98518.16166917142,-24949.574726039053,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,42,137599.22813050367,-62763.32920125028,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,43,91799.82689219905,-18542.719107977955,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,44,94896.62655664151,-21869.713896004003,v72 iteration scenario evaluation only,1
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,45,96300.68822236554,-23132.830337280982,v72 iteration scenario evaluation only,1
