protocol_id_v292,previous_protocol_version_v292,repair_version_v292,base_repair_version_v292,candidate_pool_limit_v292,pool_rows_v292,selected_rows_v292,target_selected_rows_v292,cardinality_restored_v292,kept_current_rows_v292,added_rows_v292,dropped_rows_v292,portfolio_exposure_v292,exposure_min_v292,exposure_max_v292,objective_return_v292,delta_return_vs_v289_v292,delta_return_vs_v279_v292,scenario_loss_mean_v292,scenario_loss_cvar90_v292,delta_cvar90_vs_v289_v292,source_cap_violations_v292,budget_feasible_v292,cvar_feasible_v292,source_feasible_v292,return_beats_v289_v292,return_beats_v279_v292,working_champion_claim_allowed_v292,bounded_pool_optimality_claim_allowed_v292,full_universe_integer_optimality_claim_allowed_v292,paper1_promotion_allowed_v292,paper4_final_promotion_created,next_artifact_v292,claim_boundary_v292,milp_success_v292,milp_incumbent_available_v292,milp_status_v292,milp_message_v292,milp_fun_v292,milp_dual_bound_v292,milp_gap_v292,milp_node_count_v292,milp_time_limit_seconds_v292,milp_mip_rel_gap_v292,milp_variable_count_v292,milp_binary_variable_count_v292,milp_constraint_rows_v292
bounded_top15000_cardinality_aware_milp,291,289,279,15000,15168,171,171,True,167,4,1,843625.0,842292.375,850000.0,3100.214040676401,-3.0311351258519608,-2.3283745094249753,61997.03508254933,98116.55123778542,-222.59949783305638,0,True,True,True,False,False,False,True,False,False,False,paper4_v293_cardinality_return_gap_decomposition_or_diverse_pool_probe.csv,bounded cardinality-aware MILP restores rows but trails v289/v279 return,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),-3100.214040676401,-3100.214040676414,0.0,79,180.0,1e-06,15297,15168,177
