policy_id,lane_v11,n_funded,funded_exposure,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,ecl_proxy_v11,auditability_score_v11,pd_cap_v12,grade_cap_v12,dti_cap_v12,qhat_cap_v12,mean_spo_regret_score_v12,decision_regret_proxy_v12,constraint_pd_pass,training_scope_v12
v13_spo_regret_balanced,spo_style_regret_trained,385,982650.0,105397.58963131468,111451.54000000001,0.1739631053763069,0.8177542201575483,0.34538620058006414,76925.1804741126,0.5252964713134053,0.175,0.58,0.64,0.82,0.43867971880829976,161.84848841813687,True,temporal_structured_regret_surrogate_not_cvxpylayer
v13_spo_regret_audit_guarded,spo_style_regret_trained,396,980625.0,100296.18947396116,109908.805,0.17232855930483512,0.7979711094603963,0.34289356277884003,76045.36206073678,0.5345525801706743,0.1725,0.54,0.6,0.8,0.2515143439193878,169.18128647321612,True,temporal_structured_regret_surrogate_not_cvxpylayer
v13_spo_regret_return_recovery,spo_style_regret_trained,395,980650.0,108520.58680240816,108693.51999999999,0.18447693477446928,0.8201302735738273,0.3472378014582165,81408.2877389625,0.5235949205448703,0.185,0.6,0.66,0.84,0.574441365215273,158.9233503108007,False,temporal_structured_regret_surrogate_not_cvxpylayer
