policy_id,regime_v243,added_loan_id_v243,dropped_loan_id_v243,added_loan_amount_v243,dropped_loan_amount_v243,added_mean_return_v243,dropped_mean_return_v243,return_delta_v243,cvar90_after_repair_v243,exposure_after_repair_v243,source_cap_violations_after_repair_v243,claim_boundary_v243
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,138631135,126827839,1000.0,1000.0,-168.68250574568688,-175.7789846311302,7.096478885443332,97614.66532619043,842425.0,0,best v242 swap applied; not post-repair optimality
