covariate,smd_unweighted,smd_trimmed_ipw_att,balance_pass_0p10
annual_inc,0.016637689588614012,0.0010469917082749811,True
dti,0.058532650227425785,0.023430850075013998,True
loan_amnt,0.022909856995754846,0.01043680513030872,True
fico_score,0.15267249811754635,0.03784272347121488,True
pd_point_alpha01,0.26543159210401196,0.08809513453096368,True
