notebook_path_v402,file_sha256_before_v402,file_sha256_after_v402,file_changed_v402,cell_count_preserved_v402,code_cell_count_preserved_v402,cell_type_sequence_preserved_v402,non_code_source_preserved_v402,outputs_preserved_v402,metadata_preserved_v402,claim_boundary_v402
notebooks/01_eda_lending_club.ipynb,c4be3ee062bf820d64d740204d51dcd13ae29eeefa1eed841a62b43626d77460,c6ca8bfa7988fd2a7591a8334e3e26e2cf79fb2b154aae4aaf8e049c4d4147c0,True,True,True,True,True,True,True,setup cell code-source patch only
notebooks/02_feature_engineering.ipynb,a52de10f483022752e2559d15bafd754b4a2ec25a8a47d15a0daed899eebad8b,5761ac494046486b4628be24e06cd01daa5be278cc8440e45a8ce43e08959c50,True,True,True,True,True,True,True,setup cell code-source patch only
notebooks/03_pd_modeling.ipynb,56fc9b87804b281567c6392fd423a5baa20a5f99febdbbf5a53796d03f4822bb,d9b7e69e65337f1d03189da16e0adb0bbce60f94f7cce9fc14888acfeefa1aef,True,True,True,True,True,True,True,setup cell code-source patch only
notebooks/04_conformal_prediction.ipynb,ee8be2e93d04ed0ece0940785b8f8163f40d79991a6153f3862e151ec864cd4a,e797680b9529fb2c9beaa9e333fb8e892b26d93fd51b38c53ec9788287d86c36,True,True,True,True,True,True,True,setup cell code-source patch only
notebooks/05_time_series_forecasting.ipynb,a1bcd50fb8444e54f64c78b5bd70e0d7210c0d06838bac510f571216f62fe771,16494745b3724b89eb40bbaab95981f3e9af07cd96b25fcf1c27d562412df028,True,True,True,True,True,True,True,setup cell code-source patch only
notebooks/13_model_explainability.ipynb,b085b775fcaffa831186defade8c0b6292c848b7585b6a78674c5f004709aba9,f7c9c19776b92765c00107f1a955a919f4aecf0a9b9a0791995c6e06d9b80bbd,True,True,True,True,True,True,True,setup cell code-source patch only
