policy_id,source_family,source_cap_pass_v41,max_observed_exposure_share_v41,recommended_source_cap_v41,required_relaxation_v41,solver_constraint_use_v41
paper1_economic_champion,dti_band,True,1.0,0.1111111111111111,0.8888888888888888,hard_cap_candidate
paper1_economic_champion,income_band,True,1.0,0.1111111111111111,0.8888888888888888,hard_cap_candidate
paper1_economic_champion,income_band__dti_band,False,1.0,0.1111111111111111,0.8888888888888888,requires_committee_relaxation_or_pooling
paper1_economic_champion,original_grade,False,0.4571860934354644,0.1,0.35718609343546437,requires_committee_relaxation_or_pooling
paper1_economic_champion,original_grade__state_top20,False,0.4571860934354644,0.1,0.35718609343546437,requires_committee_relaxation_or_pooling
paper1_economic_champion,period,False,0.29295,0.1,0.19294999999999998,requires_committee_relaxation_or_pooling
paper1_economic_champion,score_decile,False,1.0,0.1111111111111111,0.8888888888888888,requires_committee_relaxation_or_pooling
paper1_economic_champion,score_decile__original_grade,False,0.4571860934354644,0.1,0.35718609343546437,requires_committee_relaxation_or_pooling
paper1_economic_champion,state_top20,False,1.0,0.1111111111111111,0.8888888888888888,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,dti_band,True,0.5292336061403656,0.1,0.42923360614036565,hard_cap_candidate
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band,True,0.47565,0.1,0.37565000000000004,hard_cap_candidate
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band__dti_band,False,0.2573,0.13904374999999997,0.11825625000000001,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade,False,0.394925,0.1,0.294925,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade__state_top20,False,0.107325,0.1,0.007324999999999998,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,period,False,0.31575860614036566,0.1,0.21575860614036566,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile,False,0.4373,0.1,0.33730000000000004,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile__original_grade,False,0.271475,0.1,0.17147500000000002,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,state_top20,False,0.2542163938596344,0.1,0.1542163938596344,requires_committee_relaxation_or_pooling
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,dti_band,True,0.5292336061403656,0.1,0.42923360614036565,hard_cap_candidate
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band,True,0.47565,0.1,0.37565000000000004,hard_cap_candidate
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band__dti_band,False,0.2573,0.13904374999999997,0.11825625000000001,requires_committee_relaxation_or_pooling
