method,method_display,mean_regret,std_regret,median_regret,q25_regret,q75_regret,min_regret,max_regret,n_observations,improvement_vs_two_stage_pct,auditability_score,wilcoxon_vs_two_stage_statistic,wilcoxon_vs_two_stage_pvalue,wilcoxon_alternative,coverage_90,coverage_95,avg_width_90,min_grade_coverage_90
spo_plus,SPO+,0.0618354020273836,0.03380288935725,0.0581223666667938,0.0371038913726806,0.0810501519590616,0.0,0.2846351079642772,4000,61.071811924299126,1.0,7898727.0,0.0,two_stage > method,,,,
rfyl,RFYL,0.0714477125165904,0.0389106162370471,0.0653685815632343,0.0428790412843227,0.0936926426365971,0.0,0.2968005836009979,4000,55.02042692078969,1.0,7824499.0,0.0,two_stage > method,,,,
cave,CaVE,0.0722844527933302,0.0401676482170303,0.0663828151300549,0.0433034943416714,0.0941857919096946,0.0,0.3411408234387636,4000,54.49366100242058,1.0,7787506.0,0.0,two_stage > method,,,,
pairwise_ltr,Pairwise LTR,0.101961096906175,0.0501978972064505,0.0945730153471231,0.0656155021861195,0.1320061162114143,0.0,0.3640810241922736,4000,35.810868832878825,1.0,6972323.0,0.0,two_stage > method,,,,
two_stage,Two-stage Ridge,0.1588448003741014,0.0690559441094283,0.1495100259780883,0.1092041200026869,0.1998511683195829,0.0070466287434101,0.4699963368475437,4000,0.0,1.0,,,baseline,,,,
pfyl_mul,PFYL-Mul,0.3881303746810818,0.1253694356853472,0.3741091026458889,0.2973970300517976,0.4648008443764411,0.0555133055895566,0.8997161081351805,4000,-144.34565835552985,1.0,16165.5,1.0,two_stage > method,,,,
crpto_robust,CRPTO robust,0.5156464260656085,0.1746959563322267,0.509262406732887,0.3849288681522012,0.6331595173105597,0.069209948182106,1.1516845393925903,4000,-224.6227906767878,3.0,4117.0,1.0,two_stage > method,0.929338423586606,0.9623395902033092,0.764155715329014,0.9003509420022164
