policy_id,regime_v70,lhs_v70,rhs_v70,slack_v70,binding_v70,claim_boundary_v70,constraint_type_v70,source_family,source_id,cap_share_v70,cap_mode_v70,path_id
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-206021.39500000002,0.0,206021.39500000002,False,restricted-master LP diagnostic only,source_share,state_top20,OH,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-182221.39500000002,0.0,182221.39500000002,False,restricted-master LP diagnostic only,source_share,state_top20,PA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-143574.14499999987,0.0,143574.14499999987,False,restricted-master LP diagnostic only,source_share,state_top20,TX,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-191321.39500000002,0.0,191321.39500000002,False,restricted-master LP diagnostic only,source_share,state_top20,VA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-198421.39500000002,0.0,198421.39500000002,False,restricted-master LP diagnostic only,source_share,state_top20,WA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-62547.98614121208,0.0,62547.98614121208,False,restricted-master LP diagnostic only,source_share,state_top20,other,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,176794.89536064517,176794.89536064517,0.0,True,restricted-master LP diagnostic only,cvar_cap,,,,,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-86381.89463203154,0.0,86381.89463203154,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,0.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-48346.08596606772,0.0,48346.08596606772,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,1.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,5.820766091346741e-11,0.0,-5.820766091346741e-11,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,2.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-57758.55741150073,0.0,57758.55741150073,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,3.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-49367.090116999934,0.0,49367.090116999934,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,4.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-62792.36794061911,0.0,62792.36794061911,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,5.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-34032.219757419385,0.0,34032.219757419385,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,6.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-55394.38959408131,0.0,55394.38959408131,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,7.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-77892.6899668239,0.0,77892.6899668239,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,8.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-80365.59143109474,0.0,80365.59143109474,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,9.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,0.0,0.0,0.0,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,10.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-20567.33289765437,0.0,20567.33289765437,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,11.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-75203.17889959928,0.0,75203.17889959928,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,12.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-62274.62395360666,0.0,62274.62395360666,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,13.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-10096.056674986801,0.0,10096.056674986801,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,14.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-42286.13781127808,0.0,42286.13781127808,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,15.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-72428.2914697763,0.0,72428.2914697763,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,16.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-72465.04211464146,0.0,72465.04211464146,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,17.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-44418.93203828009,0.0,44418.93203828009,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,18.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-20956.7478543303,0.0,20956.7478543303,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,19.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-67312.38885582243,0.0,67312.38885582243,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,20.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-49201.376570808905,0.0,49201.376570808905,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,21.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-5477.92499069123,0.0,5477.92499069123,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,22.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-22553.952110259183,0.0,22553.952110259183,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,23.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-78618.31403818553,0.0,78618.31403818553,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,24.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-71550.56249980241,0.0,71550.56249980241,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,25.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-9832.585700552852,0.0,9832.585700552852,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,26.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-12053.975464360672,0.0,12053.975464360672,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,27.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-82256.51287682902,0.0,82256.51287682902,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,28.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-39655.53965728861,0.0,39655.53965728861,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,29.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-2024.8765882912703,0.0,2024.8765882912703,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,30.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-2.9103830456733704e-11,0.0,2.9103830456733704e-11,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,31.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-88070.0153867486,0.0,88070.0153867486,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,32.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-43112.14671199216,0.0,43112.14671199216,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,33.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,5.820766091346741e-11,0.0,-5.820766091346741e-11,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,34.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-35172.48045918274,0.0,35172.48045918274,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,35.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-82637.46168043988,0.0,82637.46168043988,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,36.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-83579.5188309117,0.0,83579.5188309117,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,37.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-84.08567350551311,0.0,84.08567350551311,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,38.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-26010.588819312863,0.0,26010.588819312863,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,39.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-76614.47801567928,0.0,76614.47801567928,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,40.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-55493.43740038527,0.0,55493.43740038527,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,41.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-13472.625480369301,0.0,13472.625480369301,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,42.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-56737.36736279334,0.0,56737.36736279334,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,43.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-56226.171216168594,0.0,56226.171216168594,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,44.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-51962.81555291213,0.0,51962.81555291213,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,45.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-8834.462904084416,0.0,8834.462904084416,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,46.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-37237.936427753026,0.0,37237.936427753026,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,47.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-73692.8971438173,0.0,73692.8971438173,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,48.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-65760.72833660389,0.0,65760.72833660389,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,49.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-18007.604104991275,0.0,18007.604104991275,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,50.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-21932.187268767957,0.0,21932.187268767957,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,51.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-73350.40438257049,0.0,73350.40438257049,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,52.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-79269.12768557332,0.0,79269.12768557332,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,53.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-1.1641532182693481e-10,0.0,1.1641532182693481e-10,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,54.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-64290.083746181685,0.0,64290.083746181685,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,55.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-88003.56817127488,0.0,88003.56817127488,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,56.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-59113.47093217688,0.0,59113.47093217688,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,57.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-6975.173851262705,0.0,6975.173851262705,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,58.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-66713.78294713754,0.0,66713.78294713754,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,59.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-65266.9730410972,0.0,65266.9730410972,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,60.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-27414.169304095733,0.0,27414.169304095733,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,61.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-22755.065685213354,0.0,22755.065685213354,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,62.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-32496.438793086723,0.0,32496.438793086723,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,63.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-88400.08019752766,0.0,88400.08019752766,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,64.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-68011.13045422707,0.0,68011.13045422707,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,65.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,2.9103830456733704e-11,0.0,-2.9103830456733704e-11,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,66.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-45718.08166923837,0.0,45718.08166923837,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,67.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-78199.48305980873,0.0,78199.48305980873,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,68.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-70264.42703724354,0.0,70264.42703724354,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,69.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,1.0186340659856796e-10,0.0,-1.0186340659856796e-10,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,70.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-71174.53668898698,0.0,71174.53668898698,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,71.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-76159.69170703288,0.0,76159.69170703288,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,72.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-49627.76347359727,0.0,49627.76347359727,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,73.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-17209.447918100923,0.0,17209.447918100923,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,74.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-36233.40301166166,0.0,36233.40301166166,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,75.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-55458.3828237284,0.0,55458.3828237284,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,76.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-12205.407631222799,0.0,12205.407631222799,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,77.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-3476.585650000081,0.0,3476.585650000081,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,78.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-26847.60513828155,0.0,26847.60513828155,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,79.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-48920.023511050575,0.0,48920.023511050575,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,80.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-54608.141885201956,0.0,54608.141885201956,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,81.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-18865.60225395103,0.0,18865.60225395103,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,82.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-46699.207589318234,0.0,46699.207589318234,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,83.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-45216.82452227891,0.0,45216.82452227891,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,84.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-57450.31146993885,0.0,57450.31146993885,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,85.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-8.731149137020111e-11,0.0,8.731149137020111e-11,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,86.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-32902.90722606593,0.0,32902.90722606593,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,87.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-83417.0658265707,0.0,83417.0658265707,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,88.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-86554.89231961666,0.0,86554.89231961666,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,89.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,1.7462298274040222e-10,0.0,-1.7462298274040222e-10,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,90.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-45347.2948497577,0.0,45347.2948497577,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,91.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-92629.4062572719,0.0,92629.4062572719,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,92.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-67943.89210317217,0.0,67943.89210317217,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,93.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-2.9103830456733704e-11,0.0,2.9103830456733704e-11,True,restricted-master LP diagnostic only,cvar_path_excess,,,,,94.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,-10557.749935714295,0.0,10557.749935714295,False,restricted-master LP diagnostic only,cvar_path_excess,,,,,95.0
