policy_id,regime_v76,lhs_v76,rhs_v76,slack_v76,binding_v76,claim_boundary_v76,constraint_type_v76,source_family,source_id,cap_share_v76,cap_mode_v76,path_id,iteration_v76
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,842292.375,850000.0,7707.625,False,v76 iteration active-constraint diagnostic only,budget_upper,,,,,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-842292.375,-842292.375,0.0,True,v76 iteration active-constraint diagnostic only,budget_lower,,,,,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,1.5290879673557356e-11,0.0,-1.5290879673557356e-11,True,v76 iteration active-constraint diagnostic only,source_share,grade,A,0.8531348749298603,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-641914.8624999998,0.0,641914.8624999998,False,v76 iteration active-constraint diagnostic only,source_share,grade,B,0.8531348749298603,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-689959.7625,0.0,689959.7625,False,v76 iteration active-constraint diagnostic only,source_share,grade,C,0.8531348749298603,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-704689.0,0.0,704689.0,False,v76 iteration active-constraint diagnostic only,source_share,grade,D,0.8531348749298603,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-714089.0,0.0,714089.0,False,v76 iteration active-constraint diagnostic only,source_share,grade,E,0.8531348749298603,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-1.2505552149377763e-12,0.0,1.2505552149377763e-12,True,v76 iteration active-constraint diagnostic only,source_share,score_decile,0,0.9,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-696263.1375,0.0,696263.1375,False,v76 iteration active-constraint diagnostic only,source_share,score_decile,1,0.9,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-738633.9,0.0,738633.9,False,v76 iteration active-constraint diagnostic only,source_share,score_decile,2,0.9,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-755063.1375,0.0,755063.1375,False,v76 iteration active-constraint diagnostic only,source_share,score_decile,3,0.9,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-758063.1375,0.0,758063.1375,False,v76 iteration active-constraint diagnostic only,source_share,score_decile,4,0.9,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-690548.51875,0.0,690548.51875,False,v76 iteration active-constraint diagnostic only,source_share,income_band,0,0.85,incumbent_cvar_relaxed_source_lp,,3
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-683219.28125,0.0,683219.28125,False,v76 iteration active-constraint diagnostic only,source_share,income_band,1,0.85,incumbent_cvar_relaxed_source_lp,,3
