policy_id,scenario,sicr_rule_v6,contractual_ecl_v6,discounted_ead_v6,stage1_share_v6,stage2_share_v6,stage3_share_v6,realized_return_proxy_lgd45,funded_exposure,net_return_after_contractual_ecl_v6
paper4_v4_local_rt0p1700_g0p400_u0p000,baseline,relative_2x,938800.4608186671,19566439.405667428,0.20284872298624754,0.7956777996070727,0.0014734774066797642,176309.76764157554,1000000.0,-762490.6931770915
paper4_v4_local_rt0p1700_g0p400_u0p025,baseline,relative_2x,938800.4608186671,19566439.405667428,0.20284872298624754,0.7956777996070727,0.0014734774066797642,176309.76764157554,1000000.0,-762490.6931770915
paper4_v4_local_rt0p1700_g0p400_u0p050,baseline,relative_2x,938800.4608186671,19566439.405667428,0.20284872298624754,0.7956777996070727,0.0014734774066797642,176309.76764157554,1000000.0,-762490.6931770915
paper4_v4_local_rt0p1700_g0p400_u0p075,baseline,relative_2x,938800.4608186671,19566439.405667428,0.20284872298624754,0.7956777996070727,0.0014734774066797642,176309.76764157554,1000000.0,-762490.6931770915
paper4_v4_local_rt0p1700_g0p400_u0p100,baseline,relative_2x,938800.4608186671,19566439.405667428,0.20284872298624754,0.7956777996070727,0.0014734774066797642,176309.76764157554,1000000.0,-762490.6931770915
paper4_v4_local_rt0p1700_g0p425_u0p000,baseline,relative_2x,919312.4285941664,19519661.7010839,0.1997055937193327,0.7987405953549231,0.0015538109257441936,174567.57189288645,1000000.0,-744744.85670128
paper4_v4_local_rt0p1700_g0p425_u0p025,baseline,relative_2x,910260.4457873671,19540587.5,0.20050554468362689,0.797945205479452,0.0015492498369210697,177295.43,1000000.0,-732965.015787367
paper4_v4_local_rt0p1700_g0p425_u0p050,baseline,relative_2x,906543.7663985586,19545795.823897824,0.2009132420091324,0.7976190476190477,0.0014677103718199608,178048.10260725138,1000000.0,-728495.6637913072
paper4_v4_local_rt0p1700_g0p425_u0p075,baseline,relative_2x,921219.1828054052,19508525.0,0.20384995064165845,0.7945870352089504,0.0015630141493912471,173075.48672666072,1000000.0,-748143.6960787445
paper4_v4_local_rt0p1700_g0p425_u0p100,baseline,relative_2x,917390.1333122691,19517518.774905328,0.20434353405725567,0.7940934517933531,0.0015630141493912471,174404.72097666154,1000000.0,-742985.4123356076
paper4_v4_local_rt0p1700_g0p450_u0p000,baseline,relative_2x,853932.1333050665,19527920.833333332,0.20168612191958496,0.7967736705577172,0.001540207522697795,173790.71071864534,1000000.0,-680141.4225864211
paper4_v4_local_rt0p1700_g0p450_u0p025,baseline,relative_2x,844863.678068969,19538080.555555556,0.20241569390402075,0.7961251621271076,0.0014591439688715954,174998.4336112657,1000000.0,-669865.2444577033
paper4_v4_local_rt0p1700_g0p450_u0p050,baseline,relative_2x,835463.5739202634,19535851.592908315,0.20357723577235773,0.7949593495934959,0.0014634146341463415,175478.2518754841,1000000.0,-659985.3220447793
paper4_v4_local_rt0p1700_g0p450_u0p075,baseline,relative_2x,849300.7255985974,19542302.777777776,0.2060502283105023,0.7924820613176777,0.0014677103718199608,175657.95308946315,1000000.0,-673642.7725091343
paper4_v4_local_rt0p1700_g0p450_u0p100,baseline,relative_2x,841966.6170520474,19544761.89223151,0.20747967479674798,0.7910569105691057,0.0014634146341463415,176079.0568910174,1000000.0,-665887.56016103
paper4_v4_local_rt0p1700_g0p475_u0p000,baseline,relative_2x,745447.7512756401,19448720.833333332,0.2023580365736285,0.7961180622393327,0.0015239011870388194,171759.67280928156,1000000.0,-573688.0784663586
paper4_v4_local_rt0p1700_g0p475_u0p025,baseline,relative_2x,731969.842250509,19364780.37992853,0.20341962288271012,0.794982422499201,0.0015979546180888463,171111.06526498214,1000000.0,-560858.7769855268
paper4_v4_local_rt0p1700_g0p475_u0p050,baseline,relative_2x,769863.5360544616,19431229.003716018,0.2062722276107339,0.792111218881345,0.0016165535079211122,171238.3244154223,1000000.0,-598625.2116390393
paper4_v4_local_rt0p1700_g0p475_u0p075,baseline,relative_2x,757153.4704536847,19446566.39561484,0.20817214700193423,0.7902965828497743,0.0015312701482914249,173262.65358311104,1000000.0,-583890.8168705737
paper4_v4_local_rt0p1700_g0p475_u0p100,baseline,relative_2x,761726.0710029535,19494785.355222862,0.20982864532816037,0.7887972841901066,0.0013740704817329454,174431.6433553046,1000000.0,-587294.4276476488
paper4_v4_local_rt0p1700_g0p500_u0p000,baseline,relative_2x,645675.6101024622,19406266.52494403,0.20424679487179487,0.794150641025641,0.0016025641025641025,169603.66556130192,1000000.0,-476071.9445411603
paper4_v4_local_rt0p1700_g0p500_u0p025,baseline,relative_2x,643370.1589742738,19397827.07750952,0.20483767277402765,0.793635486981678,0.001526840244294439,169886.8565354871,1000000.0,-473483.3024387867
paper4_v4_local_rt0p1700_g0p500_u0p050,baseline,relative_2x,670442.9538062994,19418087.499997,0.20628809752967597,0.7921077959576516,0.0016041065126724415,169315.7324273321,1000000.0,-501127.2213789673
paper4_v4_local_rt0p1700_g0p500_u0p075,baseline,relative_2x,661733.5574569907,19398441.666662347,0.2076555023923445,0.7907496012759171,0.001594896331738437,170021.31140035062,1000000.0,-491712.24605664006
paper4_v4_local_rt0p1700_g0p500_u0p100,baseline,relative_2x,656244.8588340258,19336330.185969695,0.21023447401774398,0.7882604562737643,0.0015050697084917617,171334.7083294575,1000000.0,-484910.1505045683
paper4_v4_local_rt0p1725_g0p400_u0p000,baseline,relative_2x,940037.6520448547,19193793.055552557,0.20583095011121702,0.7926596758817922,0.0015093740069907849,175696.21562526395,1000000.0,-764341.4364195907
paper4_v4_local_rt0p1725_g0p400_u0p025,baseline,relative_2x,940037.6520448547,19193793.055552557,0.20583095011121702,0.7926596758817922,0.0015093740069907849,175696.21562526395,1000000.0,-764341.4364195907
paper4_v4_local_rt0p1725_g0p400_u0p050,baseline,relative_2x,940037.6520448547,19193793.055552557,0.20583095011121702,0.7926596758817922,0.0015093740069907849,175696.21562526395,1000000.0,-764341.4364195907
paper4_v4_local_rt0p1725_g0p400_u0p075,baseline,relative_2x,940037.6520448547,19193793.055552557,0.20583095011121702,0.7926596758817922,0.0015093740069907849,175696.21562526395,1000000.0,-764341.4364195907
paper4_v4_local_rt0p1725_g0p400_u0p100,baseline,relative_2x,940037.6520448547,19193793.055552557,0.20583095011121702,0.7926596758817922,0.0015093740069907849,175696.21562526395,1000000.0,-764341.4364195907
paper4_v4_local_rt0p1725_g0p425_u0p000,baseline,relative_2x,937184.2870682888,19508525.0,0.2009322865554465,0.7975139025188093,0.0015538109257441936,174291.23238256914,1000000.0,-762893.0546857197
paper4_v4_local_rt0p1725_g0p425_u0p025,baseline,relative_2x,937184.2870682888,19508525.0,0.2009322865554465,0.7975139025188093,0.0015538109257441936,174291.23238256914,1000000.0,-762893.0546857197
paper4_v4_local_rt0p1725_g0p425_u0p050,baseline,relative_2x,937184.2870682888,19508525.0,0.2009322865554465,0.7975139025188093,0.0015538109257441936,174291.23238256914,1000000.0,-762893.0546857197
paper4_v4_local_rt0p1725_g0p425_u0p075,baseline,relative_2x,937184.2870682888,19508525.0,0.2009322865554465,0.7975139025188093,0.0015538109257441936,174291.23238256914,1000000.0,-762893.0546857197
paper4_v4_local_rt0p1725_g0p425_u0p100,baseline,relative_2x,937184.2870682888,19508525.0,0.2009322865554465,0.7975139025188093,0.0015538109257441936,174291.23238256914,1000000.0,-762893.0546857197
paper4_v4_local_rt0p1725_g0p450_u0p000,baseline,relative_2x,887197.0684781752,19551106.65933721,0.20009737098344693,0.7984420642648491,0.0014605647517039922,176164.69889836514,1000000.0,-711032.3695798101
paper4_v4_local_rt0p1725_g0p450_u0p025,baseline,relative_2x,878089.0806205843,19538476.388888888,0.2016260162601626,0.796910569105691,0.0014634146341463415,176280.75429098553,1000000.0,-701808.3263295988
paper4_v4_local_rt0p1725_g0p450_u0p050,baseline,relative_2x,871803.7502441364,19542302.777777776,0.20213633398564906,0.796395955642531,0.0014677103718199608,176702.59108533437,1000000.0,-695101.1591588021
paper4_v4_local_rt0p1725_g0p450_u0p075,baseline,relative_2x,889203.9454348288,19542302.777777776,0.2048577036310108,0.7936702649656526,0.0014720314033366045,176822.00543080448,1000000.0,-712381.9400040243
paper4_v4_local_rt0p1725_g0p450_u0p100,baseline,relative_2x,882575.6358539783,19542302.777777776,0.20534838076545633,0.793179587831207,0.0014720314033366045,176892.4809693785,1000000.0,-705683.1548845998
paper4_v4_local_rt0p1725_g0p475_u0p000,baseline,relative_2x,803142.5303251133,19475047.521192748,0.20277240490006448,0.7956963249516441,0.0015312701482914249,172955.25591293114,1000000.0,-630187.2744121822
paper4_v4_local_rt0p1725_g0p475_u0p025,baseline,relative_2x,789773.528762479,19467616.80812186,0.20349774339136043,0.7949709864603481,0.0015312701482914249,174336.04133148165,1000000.0,-615437.4874309973
paper4_v4_local_rt0p1725_g0p475_u0p050,baseline,relative_2x,827671.8550483064,19535846.0766307,0.20637638617090673,0.7920743639921722,0.0015492498369210697,174654.63169441232,1000000.0,-653017.2233538941
paper4_v4_local_rt0p1725_g0p475_u0p075,baseline,relative_2x,814931.2986246926,19539463.331418544,0.20829268292682926,0.7902439024390244,0.0014634146341463415,175419.62596103313,1000000.0,-639511.6726636594
paper4_v4_local_rt0p1725_g0p475_u0p100,baseline,relative_2x,815352.9385649234,19547580.555555556,0.20873865110246434,0.7898832684824902,0.0013780804150453957,175568.70111044557,1000000.0,-639784.2374544778
paper4_v4_local_rt0p1725_g0p500_u0p000,baseline,relative_2x,691443.2422495482,19329587.5,0.2029812876625436,0.7954329210275928,0.001585791309863622,170271.60980569513,1000000.0,-521171.6324438531
paper4_v4_local_rt0p1725_g0p500_u0p025,baseline,relative_2x,697602.9209428012,19337639.325948585,0.20395156150414276,0.7944550669216062,0.0015933715742511153,170912.128330817,1000000.0,-526690.7926119842
paper4_v4_local_rt0p1725_g0p500_u0p050,baseline,relative_2x,726082.1594786037,19376729.926411033,0.206650641025641,0.7917467948717949,0.0016025641025641025,170470.1542228465,1000000.0,-555612.0052557572
paper4_v4_local_rt0p1725_g0p500_u0p075,baseline,relative_2x,717393.4730534238,19377049.380837854,0.2080536912751678,0.7903483541067434,0.0015979546180888463,171175.733195865,1000000.0,-546217.7398575589
paper4_v4_local_rt0p1725_g0p500_u0p100,baseline,relative_2x,714207.233556837,19429680.555552557,0.2103021536483446,0.7883317261330762,0.001366120218579235,173680.69742503014,1000000.0,-540526.5361318068
paper4_v4_local_rt0p1750_g0p400_u0p000,baseline,relative_2x,941159.2590389731,19095226.388888888,0.2081736909323116,0.7901500638569604,0.0016762452107279694,172888.5824999986,1000000.0,-768270.6765389745
paper4_v4_local_rt0p1750_g0p400_u0p025,baseline,relative_2x,940941.873192713,19095226.388888888,0.20793422733077904,0.790389527458493,0.0016762452107279694,172778.2125000008,1000000.0,-768163.6606927122
paper4_v4_local_rt0p1750_g0p400_u0p050,baseline,relative_2x,940920.9077624629,19095226.388888888,0.2078544061302682,0.7904693486590039,0.0016762452107279694,172767.23249999774,1000000.0,-768153.6752624651
paper4_v4_local_rt0p1750_g0p400_u0p075,baseline,relative_2x,940917.2830878807,19095226.388888888,0.2076947637292465,0.7906289910600255,0.0016762452107279694,172765.31250000416,1000000.0,-768151.9705878765
paper4_v4_local_rt0p1750_g0p400_u0p100,baseline,relative_2x,940813.0052418606,19095226.388888888,0.207492795389049,0.7908261287223823,0.0016810758885686839,172708.2425000014,1000000.0,-768104.7627418593
paper4_v4_local_rt0p1750_g0p425_u0p000,baseline,relative_2x,939066.8633943301,19610558.333330333,0.20270935960591133,0.7958128078817734,0.001477832512315271,176420.17324300256,1000000.0,-762646.6901513275
paper4_v4_local_rt0p1750_g0p425_u0p025,baseline,relative_2x,939066.8633943301,19610558.333330333,0.20270935960591133,0.7958128078817734,0.001477832512315271,176420.17324300256,1000000.0,-762646.6901513275
paper4_v4_local_rt0p1750_g0p425_u0p050,baseline,relative_2x,939066.8633943301,19610558.333330333,0.20270935960591133,0.7958128078817734,0.001477832512315271,176420.17324300256,1000000.0,-762646.6901513275
paper4_v4_local_rt0p1750_g0p425_u0p075,baseline,relative_2x,939066.8633943301,19610558.333330333,0.20270935960591133,0.7958128078817734,0.001477832512315271,176420.17324300256,1000000.0,-762646.6901513275
paper4_v4_local_rt0p1750_g0p425_u0p100,baseline,relative_2x,939066.8633943301,19610558.333330333,0.20270935960591133,0.7958128078817734,0.001477832512315271,176420.17324300256,1000000.0,-762646.6901513275
paper4_v4_local_rt0p1750_g0p450_u0p000,baseline,relative_2x,919881.7652976217,19523698.611111112,0.20011449133137063,0.7983316977428851,0.0015538109257441936,175192.49000000002,1000000.0,-744689.2752976217
paper4_v4_local_rt0p1750_g0p450_u0p025,baseline,relative_2x,914372.9541316589,19536268.27914225,0.20052338894340857,0.7980045796532548,0.0014720314033366045,176839.42939458,1000000.0,-737533.5247370789
paper4_v4_local_rt0p1750_g0p450_u0p050,baseline,relative_2x,908966.4415035942,19536658.558736403,0.20113821138211382,0.7973170731707317,0.0015447154471544715,177101.25091726784,1000000.0,-731865.1905863263
paper4_v4_local_rt0p1750_g0p450_u0p075,baseline,relative_2x,923020.0362792416,19510759.823973726,0.2042079207920792,0.7942244224422442,0.0015676567656765677,173629.03530901,1000000.0,-749391.0009702316
paper4_v4_local_rt0p1750_g0p450_u0p100,baseline,relative_2x,921793.763119709,19512292.840201717,0.20434353405725567,0.7940934517933531,0.0015630141493912471,173856.52646047238,1000000.0,-747937.2366592366
paper4_v4_local_rt0p1750_g0p475_u0p000,baseline,relative_2x,851412.4521612858,19545200.038982693,0.2020447906523856,0.7964946445959105,0.0014605647517039922,175285.03901658076,1000000.0,-676127.413144705
paper4_v4_local_rt0p1750_g0p475_u0p025,baseline,relative_2x,844133.7776471747,19541771.57121342,0.20314526588845655,0.7953145265888456,0.001540207522697795,175671.0205473588,1000000.0,-668462.7570998159
paper4_v4_local_rt0p1750_g0p475_u0p050,baseline,relative_2x,861629.9555457934,19542302.777777776,0.2056266404199475,0.7928969816272966,0.0014763779527559055,175855.84284349377,1000000.0,-685774.1127022996
paper4_v4_local_rt0p1750_g0p475_u0p075,baseline,relative_2x,856064.0747342313,19542302.777777776,0.20572407045009786,0.7928082191780822,0.0014677103718199608,175922.94500093377,1000000.0,-680141.1297332975
paper4_v4_local_rt0p1750_g0p475_u0p100,baseline,relative_2x,849173.2516217047,19542302.777777776,0.2070731707317073,0.7914634146341464,0.0014634146341463415,176000.83712850034,1000000.0,-673172.4144932043
paper4_v4_local_rt0p1750_g0p500_u0p000,baseline,relative_2x,747184.7941215867,19386896.213952687,0.20341962288271012,0.794982422499201,0.0015979546180888463,171426.03160120954,1000000.0,-575758.7625203772
paper4_v4_local_rt0p1750_g0p500_u0p025,baseline,relative_2x,753395.5406662954,19428858.507188786,0.20403407264545162,0.7944390871102539,0.001526840244294439,173158.2176263314,1000000.0,-580237.3230399641
paper4_v4_local_rt0p1750_g0p500_u0p050,baseline,relative_2x,781882.7908398923,19471028.64059587,0.20679312581063553,0.7916666666666666,0.001540207522697795,173047.1409540687,1000000.0,-608835.6498858237
paper4_v4_local_rt0p1750_g0p500_u0p075,baseline,relative_2x,773213.553852786,19478824.11763361,0.20821209182023925,0.7903330100226318,0.001454898157129001,174556.0224913794,1000000.0,-598657.5313614066
paper4_v4_local_rt0p1750_g0p500_u0p100,baseline,relative_2x,774463.2406429128,19503780.555552557,0.20987354085603113,0.7887483787289234,0.0013780804150453957,174757.92155780335,1000000.0,-599705.3190851095
paper4_v4_local_rt0p1775_g0p400_u0p000,baseline,relative_2x,941159.2590389731,19095226.388888888,0.2081736909323116,0.7901500638569604,0.0016762452107279694,172888.5824999986,1000000.0,-768270.6765389745
paper4_v4_local_rt0p1775_g0p400_u0p025,baseline,relative_2x,940941.873192713,19095226.388888888,0.20793422733077904,0.790389527458493,0.0016762452107279694,172778.2125000008,1000000.0,-768163.6606927122
paper4_v4_local_rt0p1775_g0p400_u0p050,baseline,relative_2x,940920.9077624629,19095226.388888888,0.2078544061302682,0.7904693486590039,0.0016762452107279694,172767.23249999774,1000000.0,-768153.6752624651
paper4_v4_local_rt0p1775_g0p400_u0p075,baseline,relative_2x,940917.2830878807,19095226.388888888,0.2076947637292465,0.7906289910600255,0.0016762452107279694,172765.31250000416,1000000.0,-768151.9705878765
paper4_v4_local_rt0p1775_g0p400_u0p100,baseline,relative_2x,940813.0052418606,19095226.388888888,0.207492795389049,0.7908261287223823,0.0016810758885686839,172708.2425000014,1000000.0,-768104.7627418593
paper4_v4_local_rt0p1775_g0p425_u0p000,baseline,relative_2x,940115.0951147584,19179980.493394747,0.20619455006337137,0.7922211660329531,0.0015842839036755386,175282.58472726814,1000000.0,-764832.5103874903
paper4_v4_local_rt0p1775_g0p425_u0p025,baseline,relative_2x,940115.0951147584,19179980.493394747,0.20619455006337137,0.7922211660329531,0.0015842839036755386,175282.58472726814,1000000.0,-764832.5103874903
paper4_v4_local_rt0p1775_g0p425_u0p050,baseline,relative_2x,940115.0951147584,19179980.493394747,0.20619455006337137,0.7922211660329531,0.0015842839036755386,175282.58472726814,1000000.0,-764832.5103874903
paper4_v4_local_rt0p1775_g0p425_u0p075,baseline,relative_2x,940115.0951147584,19179980.493394747,0.20619455006337137,0.7922211660329531,0.0015842839036755386,175282.58472726814,1000000.0,-764832.5103874903
paper4_v4_local_rt0p1775_g0p425_u0p100,baseline,relative_2x,940115.0951147584,19179980.493394747,0.20619455006337137,0.7922211660329531,0.0015842839036755386,175282.58472726814,1000000.0,-764832.5103874903
paper4_v4_local_rt0p1775_g0p450_u0p000,baseline,relative_2x,937336.5026284739,19508525.0,0.20103346456692914,0.7974081364829396,0.0015583989501312336,174441.0154594637,1000000.0,-762895.4871690102
paper4_v4_local_rt0p1775_g0p450_u0p025,baseline,relative_2x,937336.5026284739,19508525.0,0.20103346456692914,0.7974081364829396,0.0015583989501312336,174441.0154594637,1000000.0,-762895.4871690102
paper4_v4_local_rt0p1775_g0p450_u0p050,baseline,relative_2x,937336.5026284739,19508525.0,0.20103346456692914,0.7974081364829396,0.0015583989501312336,174441.0154594637,1000000.0,-762895.4871690102
paper4_v4_local_rt0p1775_g0p450_u0p075,baseline,relative_2x,937336.5026284739,19508525.0,0.20103346456692914,0.7974081364829396,0.0015583989501312336,174441.0154594637,1000000.0,-762895.4871690102
paper4_v4_local_rt0p1775_g0p450_u0p100,baseline,relative_2x,937336.5026284739,19508525.0,0.20103346456692914,0.7974081364829396,0.0015583989501312336,174441.0154594637,1000000.0,-762895.4871690102
paper4_v4_local_rt0p1775_g0p475_u0p000,baseline,relative_2x,883460.128521583,19544205.421923764,0.20121951219512196,0.7973170731707317,0.0014634146341463415,177096.20973510825,1000000.0,-706363.9187864747
paper4_v4_local_rt0p1775_g0p475_u0p025,baseline,relative_2x,878352.6193278325,19542302.777777776,0.20213633398564906,0.796395955642531,0.0014677103718199608,176893.28255546675,1000000.0,-701459.3367723657
paper4_v4_local_rt0p1775_g0p475_u0p050,baseline,relative_2x,895356.6392266442,19542302.777777776,0.2047244094488189,0.7937992125984252,0.0014763779527559055,177028.73463921357,1000000.0,-718327.9045874306
paper4_v4_local_rt0p1775_g0p475_u0p075,baseline,relative_2x,892512.5490035233,19542302.777777776,0.20510304219823355,0.7934249263984299,0.0014720314033366045,177061.79107749838,1000000.0,-715450.757926025
paper4_v4_local_rt0p1775_g0p475_u0p100,baseline,relative_2x,889451.880679682,19542302.777777776,0.20534838076545633,0.793179587831207,0.0014720314033366045,177097.5721843643,1000000.0,-712354.3084953177
paper4_v4_local_rt0p1775_g0p500_u0p000,baseline,relative_2x,802978.4436354258,19478511.228526223,0.20352408664726804,0.7949401875202069,0.0015357258325250566,173714.6533967239,1000000.0,-629263.7902387019
paper4_v4_local_rt0p1775_g0p500_u0p025,baseline,relative_2x,809162.7588946115,19510313.7995401,0.20411802853437094,0.7943417639429312,0.001540207522697795,174355.1719218458,1000000.0,-634807.5869727657
paper4_v4_local_rt0p1775_g0p500_u0p050,baseline,relative_2x,832361.687078538,19534852.90612384,0.20645792563600782,0.7919928245270711,0.0015492498369210697,174204.37268367442,1000000.0,-658157.3143948636
paper4_v4_local_rt0p1775_g0p500_u0p075,baseline,relative_2x,824905.7203817145,19546656.944443125,0.20788617886178862,0.790650406504065,0.0014634146341463415,175710.54583156915,1000000.0,-649195.1745501454
paper4_v4_local_rt0p1775_g0p500_u0p100,baseline,relative_2x,821906.6929212458,19547580.555555556,0.20873865110246434,0.7898832684824902,0.0013780804150453957,175874.51929404915,1000000.0,-646032.1736271967
paper4_v4_local_rt0p1700_g0p400_u0p000,baseline,absolute_pd25,918748.4336698486,19566439.405667428,0.4892763588736084,0.5092501637197119,0.0014734774066797642,176309.76764157554,1000000.0,-742438.6660282731
paper4_v4_local_rt0p1700_g0p400_u0p025,baseline,absolute_pd25,918748.4336698486,19566439.405667428,0.4892763588736084,0.5092501637197119,0.0014734774066797642,176309.76764157554,1000000.0,-742438.6660282731
paper4_v4_local_rt0p1700_g0p400_u0p050,baseline,absolute_pd25,918748.4336698486,19566439.405667428,0.4892763588736084,0.5092501637197119,0.0014734774066797642,176309.76764157554,1000000.0,-742438.6660282731
paper4_v4_local_rt0p1700_g0p400_u0p075,baseline,absolute_pd25,918748.4336698486,19566439.405667428,0.4892763588736084,0.5092501637197119,0.0014734774066797642,176309.76764157554,1000000.0,-742438.6660282731
paper4_v4_local_rt0p1700_g0p400_u0p100,baseline,absolute_pd25,918748.4336698486,19566439.405667428,0.4892763588736084,0.5092501637197119,0.0014734774066797642,176309.76764157554,1000000.0,-742438.6660282731
paper4_v4_local_rt0p1700_g0p425_u0p000,baseline,absolute_pd25,898666.0316328261,19519661.7010839,0.5217533529604187,0.4766928361138371,0.0015538109257441936,174567.57189288645,1000000.0,-724098.4597399397
paper4_v4_local_rt0p1700_g0p425_u0p025,baseline,absolute_pd25,889510.3948667431,19540587.5,0.5185094585779517,0.4799412915851272,0.0015492498369210697,177295.43,1000000.0,-712214.9648667432
paper4_v4_local_rt0p1700_g0p425_u0p050,baseline,absolute_pd25,885734.1257715283,19545795.823897824,0.5166340508806262,0.48189823874755383,0.0014677103718199608,178048.10260725138,1000000.0,-707686.023164277
paper4_v4_local_rt0p1700_g0p425_u0p075,baseline,absolute_pd25,900368.0013809114,19508525.0,0.5235274761434683,0.4749095097071405,0.0015630141493912471,173075.48672666072,1000000.0,-727292.5146542507
paper4_v4_local_rt0p1700_g0p425_u0p100,baseline,absolute_pd25,896500.7923675793,19517518.774905328,0.5211418229680816,0.47729516288252716,0.0015630141493912471,174404.72097666154,1000000.0,-722096.0713909178
paper4_v4_local_rt0p1700_g0p450_u0p000,baseline,absolute_pd25,832833.7848731484,19527920.833333332,0.5348573281452659,0.46360246433203633,0.001540207522697795,173790.71071864534,1000000.0,-659043.0741545031
paper4_v4_local_rt0p1700_g0p450_u0p025,baseline,absolute_pd25,823645.9115457395,19538080.555555556,0.5307230869001297,0.4678177691309987,0.0014591439688715954,174998.4336112657,1000000.0,-648647.4779344738
paper4_v4_local_rt0p1700_g0p450_u0p050,baseline,absolute_pd25,814221.3355566442,19535851.592908315,0.5272357723577236,0.4713008130081301,0.0014634146341463415,175478.2518754841,1000000.0,-638743.0836811601
paper4_v4_local_rt0p1700_g0p450_u0p075,baseline,absolute_pd25,828018.4900778022,19542302.777777776,0.5295988258317026,0.4689334637964775,0.0014677103718199608,175657.95308946315,1000000.0,-652360.536988339
paper4_v4_local_rt0p1700_g0p450_u0p100,baseline,absolute_pd25,820729.0980909646,19544761.89223151,0.5273170731707317,0.4712195121951219,0.0014634146341463415,176079.0568910174,1000000.0,-644650.0411999472
paper4_v4_local_rt0p1700_g0p475_u0p000,baseline,absolute_pd25,723790.4498832856,19448720.833333332,0.538418350978505,0.4600577478344562,0.0015239011870388194,171759.67280928156,1000000.0,-552030.777074004
paper4_v4_local_rt0p1700_g0p475_u0p025,baseline,absolute_pd25,710372.6748552809,19364780.37992853,0.535234899328859,0.4631671460530521,0.0015979546180888463,171111.06526498214,1000000.0,-539261.6095902987
paper4_v4_local_rt0p1700_g0p475_u0p050,baseline,absolute_pd25,748190.0629280591,19431229.003716018,0.5424345295829291,0.4559489169091497,0.0016165535079211122,171238.3244154223,1000000.0,-576951.7385126369
paper4_v4_local_rt0p1700_g0p475_u0p075,baseline,absolute_pd25,735546.2587405699,19446566.39561484,0.5369922630560928,0.4614764667956157,0.0015312701482914249,173262.65358311104,1000000.0,-562283.6051574589
paper4_v4_local_rt0p1700_g0p475_u0p100,baseline,absolute_pd25,740073.7362095229,19494785.355222862,0.5362107985774329,0.46241513094083414,0.0013740704817329454,174431.6433553046,1000000.0,-565642.0928542183
paper4_v4_local_rt0p1700_g0p500_u0p000,baseline,absolute_pd25,623557.1729511195,19406266.52494403,0.5414262820512821,0.45697115384615383,0.0016025641025641025,169603.66556130192,1000000.0,-453953.50738981756
paper4_v4_local_rt0p1700_g0p500_u0p025,baseline,absolute_pd25,621245.7845891063,19397827.07750952,0.5418675666988106,0.4566055930568949,0.001526840244294439,169886.8565354871,1000000.0,-451358.9280536192
paper4_v4_local_rt0p1700_g0p500_u0p050,baseline,absolute_pd25,648324.1347139514,19418087.499997,0.5427494385627205,0.455646454924607,0.0016041065126724415,169315.7324273321,1000000.0,-479008.4022866193
paper4_v4_local_rt0p1700_g0p500_u0p075,baseline,absolute_pd25,639682.2997305779,19398441.666662347,0.541786283891547,0.45661881977671454,0.001594896331738437,170021.31140035062,1000000.0,-469660.9883302272
paper4_v4_local_rt0p1700_g0p500_u0p100,baseline,absolute_pd25,634249.0770911549,19336330.185969695,0.5409537389100126,0.45754119138149557,0.0015050697084917617,171334.7083294575,1000000.0,-462914.3687616974
paper4_v4_local_rt0p1725_g0p400_u0p000,baseline,absolute_pd25,920818.7019746591,19193793.055552557,0.488481093104544,0.5100095328884652,0.0015093740069907849,175696.21562526395,1000000.0,-745122.4863493951
paper4_v4_local_rt0p1725_g0p400_u0p025,baseline,absolute_pd25,920818.7019746591,19193793.055552557,0.488481093104544,0.5100095328884652,0.0015093740069907849,175696.21562526395,1000000.0,-745122.4863493951
paper4_v4_local_rt0p1725_g0p400_u0p050,baseline,absolute_pd25,920818.7019746591,19193793.055552557,0.488481093104544,0.5100095328884652,0.0015093740069907849,175696.21562526395,1000000.0,-745122.4863493951
paper4_v4_local_rt0p1725_g0p400_u0p075,baseline,absolute_pd25,920818.7019746591,19193793.055552557,0.488481093104544,0.5100095328884652,0.0015093740069907849,175696.21562526395,1000000.0,-745122.4863493951
paper4_v4_local_rt0p1725_g0p400_u0p100,baseline,absolute_pd25,920818.7019746591,19193793.055552557,0.488481093104544,0.5100095328884652,0.0015093740069907849,175696.21562526395,1000000.0,-745122.4863493951
paper4_v4_local_rt0p1725_g0p425_u0p000,baseline,absolute_pd25,916642.6296035323,19508525.0,0.5095682041216879,0.4888779849525679,0.0015538109257441936,174291.23238256914,1000000.0,-742351.3972209631
paper4_v4_local_rt0p1725_g0p425_u0p025,baseline,absolute_pd25,916642.6296035323,19508525.0,0.5095682041216879,0.4888779849525679,0.0015538109257441936,174291.23238256914,1000000.0,-742351.3972209631
paper4_v4_local_rt0p1725_g0p425_u0p050,baseline,absolute_pd25,916642.6296035323,19508525.0,0.5095682041216879,0.4888779849525679,0.0015538109257441936,174291.23238256914,1000000.0,-742351.3972209631
paper4_v4_local_rt0p1725_g0p425_u0p075,baseline,absolute_pd25,916642.6296035323,19508525.0,0.5095682041216879,0.4888779849525679,0.0015538109257441936,174291.23238256914,1000000.0,-742351.3972209631
paper4_v4_local_rt0p1725_g0p425_u0p100,baseline,absolute_pd25,916642.6296035323,19508525.0,0.5095682041216879,0.4888779849525679,0.0015538109257441936,174291.23238256914,1000000.0,-742351.3972209631
