variant,n_holdout,coverage,target_coverage,coverage_gap,avg_width,p95_width,worst_defended_source_coverage,passes_absolute_appendix_gate,avg_width_delta_vs_mondrian,coverage_delta_vs_mondrian,worst_source_delta_vs_mondrian,claim_decision
source_aware_guarded_v4_context,79691,0.9712514587594584,0.9,0.07125145875945837,0.9742709878376425,1.0,0.9012588058667282,True,0.19672745667940972,0.046881078164410006,0.02999726740518982,append_context_reference
localized_score_replay,79691,0.949693189946167,0.9,0.049693189946167005,0.8642701905400701,1.0,0.9251810136765889,True,0.08672665938183732,0.025322809351118636,0.05391947521505047,append_mixed_diagnostic_wider_than_mondrian
group_weighted_source_max_replay,79691,0.9387383769810894,0.9,0.038738376981089395,0.9393917497456042,1.0,0.8601846153846154,True,0.16184821858737142,0.014367996386041026,-0.011076923076922984,append_mixed_diagnostic_source_not_better
mondrian_grade_temporal_replay,79691,0.9243703805950484,0.9,0.02437038059504837,0.7775435311582328,1.0,0.8712615384615384,True,0.0,0.0,0.0,retain_baseline
utility_directed_loss_replay,79691,0.9954198090123101,0.9,0.09541980901231006,0.9980789730090077,1.0,0.9498940357250983,False,0.2205354418507749,0.0710494284172617,0.07863249726355992,park_gate_fail
