policy_id,regime_v74,objective_return_v74,v72_objective_return_baseline_v74,delta_return_vs_v72_iteration_v74,scenario_loss_cvar90_v74,delta_cvar90_vs_v72_iteration_v74,v73_candidate_allocated_exposure_v74,v73_candidate_allocated_rows_v74,v71_previous_candidate_allocated_exposure_v74,v71_previous_candidate_allocated_rows_v74,column_generation_termination_claim_allowed_v74,claim_boundary_v74
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,-33844.60597697525,-33844.605976975254,7.275957614183426e-12,160633.93080775073,0.0,0.0,0,516761.4,62,False,iteration-2 restricted-master LP after adding v73 columns; re-pricing still required
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-4027.1692182961756,-4838.098631057766,810.9294127615908,91429.08224868012,1989.618726325105,181163.99999999997,19,496725.0,58,False,iteration-2 restricted-master LP after adding v73 columns; re-pricing still required
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,-4093.3429671440163,-4093.3429671440153,-9.094947017729282e-13,88195.10132148868,0.0,0.0,0,642868.9375,76,False,iteration-2 restricted-master LP after adding v73 columns; re-pricing still required
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,-50170.12167045439,-50170.12167045439,0.0,203079.36741038118,-2.9103830456733704e-11,0.0,0,448207.725,60,False,iteration-2 restricted-master LP after adding v73 columns; re-pricing still required
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,-15226.32838364697,-15226.328383646973,1.8189894035458565e-12,121129.35491077126,0.0,0.0,0,602926.825,70,False,iteration-2 restricted-master LP after adding v73 columns; re-pricing still required
