tier_id_v355,action_v355,loan_id,loan_amnt,grade,score_decile,income_band,dti_band,period,state_top20,mean_return_v355,observed_v47_proxy_v355,claim_boundary_v355
coverage_only_v353_cvar,add_observed_candidate,126342852,25000.0,A,0,3,1,2018,VA,465.08087779180335,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142121332,5000.0,A,0,4,0,2018,CA,131.1668538738642,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,128406498,4000.0,A,0,1,1,2018,IL,112.59779230345822,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,152301269,4000.0,A,0,4,0,2019,CA,107.64304353408598,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142905254,4000.0,A,0,4,0,2018,WA,104.35879955950114,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,169156034,3500.0,A,0,4,0,2020,MN,96.68494515811949,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,157432794,3000.0,A,0,4,0,2019,other,96.58826922351176,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,157650674,2400.0,A,0,4,0,2019,MA,89.76165804684908,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,158941028,3000.0,A,0,4,0,2019,NC,88.34211977374844,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,157784068,3500.0,A,0,4,2,2019,VA,83.46580640270655,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,157962180,3500.0,A,0,3,0,2019,CA,83.3235960467994,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141623287,3000.0,A,0,2,0,2018,NY,80.96618182010366,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,158540467,2700.0,A,0,4,1,2019,OH,76.60297858930356,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,133763576,3000.0,A,0,3,0,2018,NY,73.31323703811194,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,170387634,3000.0,A,0,1,0,2020,NY,72.71865378192913,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,164875488,3000.0,A,0,2,0,2020,other,66.49988425124407,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,156899870,2750.0,A,0,3,2,2019,NC,65.74189635588623,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,157156774,2800.0,A,0,4,0,2019,MA,64.94258185424991,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,158523975,2500.0,A,0,4,1,2019,TX,59.61843314479034,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,139234645,2500.0,A,0,4,2,2018,TX,55.59956508611554,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,148128009,2500.0,A,0,4,0,2019,CA,54.46218936898403,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142570983,1500.0,A,0,2,0,2018,OH,41.928864039109165,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,139708433,2000.0,A,0,1,0,2018,OH,41.75743300815578,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,159446051,1325.0,A,0,4,0,2019,FL,39.01776956673889,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,139540494,1750.0,A,0,4,0,2018,FL,36.53775388213632,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,160039313,1200.0,A,0,2,0,2019,NV,33.84784116416046,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,135864433,1500.0,A,0,2,0,2018,AZ,33.03154023126002,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,139657464,1200.0,A,0,4,0,2018,OH,32.614459804893464,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141444346,1500.0,A,0,2,1,2018,CO,32.47886403910917,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140618260,1350.0,A,0,4,0,2018,VA,28.18626728050513,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,129082051,1500.0,A,0,2,1,2018,other,27.50472791272188,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,148096150,1000.0,A,0,4,0,2019,MA,27.38487574759364,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,152791402,1100.0,A,0,0,0,2019,VA,24.766249859780725,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,151825245,1200.0,A,0,4,0,2019,OH,24.73291306022574,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,163435863,1000.0,A,0,4,0,2019,NJ,22.968344573318117,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,138767991,1100.0,A,0,1,1,2018,other,22.966588154485684,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141674389,1000.0,A,0,1,0,2018,FL,21.652576026072797,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141085456,1000.0,A,0,3,2,2018,AZ,21.652576026072797,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,139555921,1000.0,A,0,3,0,2018,other,20.061689374742194,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,157878957,1000.0,A,0,3,1,2019,CA,18.506144129413187,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,148017643,1000.0,A,0,4,0,2019,other,16.62722525875585,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,127648167,1000.0,A,0,4,0,2018,NC,15.897397129938305,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,143862358,1000.0,D,0,3,1,2018,other,-79.93500414393283,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142037168,1000.0,E,2,4,0,2018,NJ,-92.29890266079596,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141895475,1000.0,B,0,0,0,2018,IL,-106.9343865560352,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,136918234,1000.0,F,1,4,0,2018,NY,-115.65611820408289,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,163964785,1000.0,D,1,3,1,2019,TX,-120.86799110136442,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,129751891,1200.0,C,0,4,1,2018,CO,-129.06891349725916,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142970101,1000.0,B,0,4,0,2018,IL,-129.33776065997006,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,147944552,1000.0,D,2,4,0,2019,TX,-130.838274451766,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,164191748,1000.0,D,1,2,1,2020,other,-141.50672122209372,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,143784342,1000.0,D,1,4,0,2018,WA,-141.74570317699641,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,143127376,1000.0,E,2,3,0,2018,CA,-142.59369479713456,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141981922,1000.0,D,1,2,0,2018,AZ,-143.29507886302872,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,155861848,1200.0,D,2,3,2,2019,other,-145.04604319201192,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,144913322,1000.0,E,2,3,1,2018,other,-150.16243065820038,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,162802587,1200.0,D,2,2,1,2019,other,-157.7610928477297,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140230494,1125.0,D,1,1,1,2018,other,-165.35979237983094,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,151432552,1200.0,D,2,3,3,2019,other,-171.5945292328878,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,154722969,1600.0,D,2,3,3,2019,NJ,-181.10957049140333,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140960427,1400.0,D,1,3,0,2018,IL,-209.00483406199322,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,128448205,1700.0,B,0,1,1,2018,NC,-220.15662915625964,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,132331246,1800.0,C,0,4,0,2018,other,-230.6630915400187,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,143738130,2000.0,B,0,3,0,2018,other,-234.68765251493338,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142000768,1600.0,C,1,1,0,2018,OH,-235.78001515406717,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141184113,2000.0,B,0,4,0,2018,NY,-248.63454352438842,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,129036264,2000.0,D,1,4,2,2018,VA,-273.5300057271854,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,137925780,2400.0,C,0,4,0,2018,MN,-277.1849614177476,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,152314563,2000.0,D,2,3,2,2019,FL,-285.99088205481286,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,159720541,2000.0,D,2,4,0,2019,MN,-291.2624147008317,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,156935428,2000.0,D,1,3,0,2019,MD,-292.6952804965708,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,135930178,2500.0,C,0,4,2,2018,NC,-302.9511527734856,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,137741627,2500.0,E,1,4,0,2018,AZ,-336.3900440476341,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,128253688,3000.0,C,0,4,2,2018,other,-363.0429311428707,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,130095750,3000.0,C,0,4,2,2018,AZ,-366.4722837431479,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140623777,3000.0,D,1,4,4,2018,IL,-374.96750156141417,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,164456389,3000.0,D,2,4,2,2020,CA,-386.4700038281736,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,158739818,3000.0,D,1,4,2,2019,CA,-415.42173591874825,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,146107119,3625.0,B,0,4,0,2019,GA,-433.75214293310364,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,152760117,5000.0,C,0,4,3,2019,CA,-564.1710569075788,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,156313239,4275.0,D,2,4,3,2019,MD,-594.0549734232155,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,145642114,8050.0,E,1,4,2,2019,IN,-1090.0676013662942,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,145133997,13800.0,C,0,4,0,2018,GA,-1649.2976899806354,True,v355 coverage-only incumbent action list; not a repair recommendation
