method,overall_coverage,avg_width,issue_month_groups,issue_month_min_coverage,grade_groups,grade_min_coverage,state_groups,state_min_coverage,zip3_groups,zip3_min_coverage,defended_min_coverage
source_grade_shrinkback,0.8411388888888889,0.5967510298777549,28,0.782483156881617,6,0.7787656903765691,32,0.8100436681222707,12,0.8007380073800738,0.7787656903765691
grade_mondrian,0.8227777777777778,0.45043106673530825,28,0.7641963426371511,6,0.7965202631020581,32,0.796844181459566,12,0.7859327217125383,0.7641963426371511
max_state_zip3_source,0.8313888888888888,0.5832695016162377,28,0.7815206929740135,6,0.7408660351826793,32,0.7991266375545851,12,0.7993421052631579,0.7408660351826793
global_split,0.8213055555555555,0.5670196569312163,28,0.7745277269957344,6,0.7,32,0.7925764192139738,12,0.7767584097859327,0.7
aci_like_rolling_month,0.8213333333333334,0.5671999523869605,28,0.7745277269957344,6,0.7,32,0.7925764192139738,12,0.7767584097859327,0.7
