online_method_v323,source_family,source_id,holdout_period_v323,loan_rows_v323,coverage_v323,avg_interval_width_v323,policy_period_coverage_v323,policy_period_avg_width_v323,source_gate80_v323,policy_gate90_v323,width_gate95_v323,external_holdout_available_v323,strict_live_claim_allowed_v323,claim_boundary_v323
v65_margin_repair_replayed_on_v320,period,2018,2018,94,0.9787234042553191,0.2069478914558292,0.9787234042553191,0.2069478914558292,True,True,True,False,False,v320 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v320,period,2019,2019,70,0.9285714285714286,0.20659380547409031,0.9285714285714286,0.20659380547409031,True,True,True,False,False,v320 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v320,period,2020,2020,7,1.0,0.3183280895629744,1.0,0.3183280895629744,True,True,True,False,False,v320 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v320,term,36,2018,94,0.9787234042553191,0.2069478914558292,0.9787234042553191,0.2069478914558292,True,True,True,False,False,v320 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v320,term,36,2019,70,0.9285714285714286,0.20659380547409031,0.9285714285714286,0.20659380547409031,True,True,True,False,False,v320 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v320,term,36,2020,7,1.0,0.3183280895629744,1.0,0.3183280895629744,True,True,True,False,False,v320 selected-book temporal replay only; no external online claim
