frozen_method_id_v66,source_family,method_v65,min_support_v65,global_delta_v65,small_cell_bonus_v65,worst_source_month_coverage_v65,worst_policy_month_coverage_v65,max_avg_width_loan_v65,width_margin_to_0p95_v65,base_interval_artifact_v66,selection_artifact_v66,selection_artifact_sha256_v66,script_sha256_v66,frozen_after_utc_v66,allow_parameter_changes_before_external_holdout_v66,strict_live_deployability_claim_allowed,claim_boundary_v66
v65_period_delta0p012_m3,period,fine_delta_margin_repair,3,0.012,0.0,0.9076638965835642,0.9,0.9468969818387236,0.0031030181612764,paper4_v9_online_selected_intervals.parquet,paper4_v65_online_margin_repair_winners.csv,88984c9c4dd9ce184bf2c0c90ca5f0682d3eeb9c37c6052dd531bd26d4f67ebd,322b5533fd2b131b661f1674f7fc3faa729afa0344fc52f7bcba57115ec45b6b,2026-05-15T18:59:49.216361+00:00,False,False,method frozen for future external holdout; no external validation yet
v65_term_delta0p012_m3,term,fine_delta_margin_repair,3,0.012,0.0,0.8976458546571137,0.9,0.9468969818387236,0.0031030181612764,paper4_v9_online_selected_intervals.parquet,paper4_v65_online_margin_repair_winners.csv,88984c9c4dd9ce184bf2c0c90ca5f0682d3eeb9c37c6052dd531bd26d4f67ebd,322b5533fd2b131b661f1674f7fc3faa729afa0344fc52f7bcba57115ec45b6b,2026-05-15T18:59:49.216361+00:00,False,False,method frozen for future external holdout; no external validation yet
