policy_id,period,original_grade,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_baseline_lgd45,observed_default_rate,weighted_pd_high
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H2,G,2,2000.0,616.3000000000001,651.9989631850372,0.0,0.724443292427819
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,B,1,1500.0,196.2,69.59645684858876,0.0,0.10310586199790928
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,C,47,148850.0,19673.625,11635.57424758298,0.06382978723404255,0.17371065946453146
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,D,31,76375.0,12329.735,8478.735510505287,0.0967741935483871,0.24669897830166324
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,E,7,14300.0,3517.975,1679.5468194123648,0.0,0.2610018367385182
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,164.0,920.7446525569824,0.3333333333333333,0.6820330759681351
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H2,C,35,110325.0,14782.177499999998,9436.773524642776,0.08571428571428572,0.19008028853423528
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H2,D,34,106150.0,20543.275,10825.143108015609,0.058823529411764705,0.22662151270247782
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2020,D,4,8950.0,2375.4750000000004,1577.2644753102572,0.0,0.39162370584984657
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,C,10,30750.0,4878.115,2308.3534656669285,0.0,0.16681867863898311
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,D,22,47800.0,6779.47,4464.291624153994,0.13636363636363635,0.20754493836141305
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,E,13,19825.0,3726.92,5775.5241578377345,0.07692307692307693,0.6473895651212257
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,F,2,3000.0,909.9,997.3862698607531,0.0,0.7388046443412987
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,C,30,81250.0,11301.4525,6489.446655082987,0.03333333333333333,0.17748913928432097
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,D,33,113850.0,18835.125,10076.73011844468,0.06060606060606061,0.19668628543297087
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,E,33,59900.0,13929.71,10370.572805847247,0.030303030303030304,0.3847365166331755
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,F,11,14975.0,2570.9275,4655.405478009666,0.09090909090909091,0.6908411022830147
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,G,2,2000.0,616.3000000000001,651.9989631850372,0.0,0.724443292427819
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,C,37,118850.0,15149.065,9258.94239358892,0.08108108108108109,0.17312097216078007
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,D,33,77675.0,11928.135,8997.460508733973,0.12121212121212122,0.2574104497724557
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,E,8,17300.0,4154.775,2594.085960341848,0.0,0.3332159229726202
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,F,6,6000.0,315.00000000000006,2012.8327301835345,0.3333333333333333,0.7454936037716795
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,G,4,4000.0,1233.1000000000001,1368.3146678718538,0.0,0.7601748154843633
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,C,28,79625.0,11910.697499999998,6851.925678558952,0.07142857142857142,0.19122764845097368
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,D,39,114750.0,22365.975000000002,13395.234340297005,0.05128205128205128,0.2594090407222853
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,B,3,12000.0,1875.1999999999998,976.2591929109874,0.0,0.18078873942796062
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,C,13,39100.0,7226.759999999999,3616.2601081666226,0.0,0.20552771288244515
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,D,4,6450.0,1597.9750000000001,771.2627961319764,0.0,0.265723616238407
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H1,C,10,30750.0,4878.115,2308.3534656669285,0.0,0.16681867863898311
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H1,D,24,51300.0,7544.22,5390.566200178068,0.125,0.23350947369192418
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H1,E,9,15500.0,3856.7,4174.903686576979,0.0,0.5985524998676673
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H1,F,2,3000.0,909.9,997.3862698607531,0.0,0.7388046443412987
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,C,31,84050.0,11706.6125,6672.911238090483,0.03225806451612903,0.17642702724807938
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,E,33,64750.0,16268.38,11944.865958869428,0.0,0.4099482096566084
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,F,11,15800.0,3019.64,4891.139733421393,0.18181818181818182,0.6879240131394365
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,G,5,5000.0,1540.5000000000002,1740.1670127062214,0.0,0.773407561202765
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,C,42,132150.0,17207.425,10362.028539236127,0.07142857142857142,0.17424691704268933
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,D,37,87700.0,15591.335000000001,11906.137042435124,0.08108108108108109,0.30168850988053025
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,E,9,17300.0,2796.475,2584.708735357971,0.1111111111111111,0.33201139824765197
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,F,4,4000.0,457.50000000000006,1315.587086437482,0.25,0.73088171468749
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H2,C,31,88325.0,13236.5775,7544.99375909236,0.06451612903225806,0.18982907215378456
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H2,D,34,107550.0,19205.675,11207.729836236022,0.08823529411764706,0.23157662764060175
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020,B,3,12000.0,1875.1999999999998,976.2591929109874,0.0,0.18078873942796062
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020,C,13,39100.0,7226.759999999999,3616.2601081666226,0.0,0.20552771288244515
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020,D,5,10950.0,2836.4750000000004,2149.662348901006,0.0,0.4362582138814827
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,C,10,30750.0,4878.115,2308.3534656669285,0.0,0.16681867863898311
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,E,6,9650.0,2448.455,2498.763271164068,0.0,0.5754204424096875
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,F,3,4000.0,1216.4,1325.0035090519268,0.0,0.736113060584404
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,C,31,84050.0,11706.612500000001,6672.911238090483,0.03225806451612903,0.17642702724807935
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,E,35,73275.0,18451.815,14053.132415008748,0.0,0.4261915134010765
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,F,10,13200.0,1296.1299999999999,3941.8902644505374,0.2,0.6636178896381376
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,G,6,6500.0,1243.9500000000003,2245.0427594928187,0.16666666666666666,0.7675359861513911
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,C,42,132150.0,17207.425,10362.028539236127,0.07142857142857142,0.17424691704268933
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,D,34,84175.0,14576.135,10739.873981479508,0.08823529411764706,0.2835329566440157
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,E,14,27350.0,6150.1449999999995,5584.928916193101,0.07142857142857142,0.4537825647932644
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,164.0,920.7446525569824,0.3333333333333333,0.6820330759681351
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H2,C,31,88325.0,13236.5775,7544.99375909236,0.06451612903225806,0.18982907215378458
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H2,D,36,107750.0,21694.825,11261.842406525753,0.027777777777777776,0.23226279776284098
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020,C,13,39100.0,7226.759999999999,3616.2601081666226,0.0,0.20552771288244515
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020,D,4,8950.0,2375.4750000000004,1577.2644753102572,0.0,0.39162370584984657
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,C,13,34750.0,5503.015,2659.734007118462,0.0,0.17008690693003756
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,D,23,48800.0,6997.97,4728.941503018015,0.13043478260869565,0.21534341999171291
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,E,7,8200.0,1976.8400000000001,2009.9552654771876,0.0,0.5447033239775576
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,F,2,3500.0,-828.1,1093.1238616525186,0.5,0.6940468962873134
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,C,36,98575.0,12216.7475,8073.718783751619,0.05555555555555555,0.18200960991352594
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,D,34,114650.0,19792.925,10269.760483463466,0.029411764705882353,0.19905529841475922
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,E,35,63950.0,16060.81,11540.721871487844,0.0,0.40103281631440685
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,F,10,10500.0,1605.1499999999999,3116.135700358679,0.2,0.65949961912353
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,G,1,1000.0,307.90000000000003,327.6172391911737,0.0,0.7280383093137194
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,C,43,135150.0,17664.625,10610.33528706848,0.06976744186046512,0.17446187835850666
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,D,30,75975.0,12914.535,8507.016583922617,0.06666666666666667,0.24882502530576922
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,E,10,20700.0,3628.8149999999996,3487.182967062673,0.1,0.37436210059717373
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,F,2,2000.0,-143.5,618.3414426914292,0.5,0.6870460474349214
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,G,3,3000.0,924.7,1008.6217026576453,0.0,0.7471271871538113
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,C,34,96825.0,12724.7775,8289.54621413326,0.08823529411764706,0.19025266004838648
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,D,33,109225.0,21903.0625,11933.933759537249,0.030303030303030304,0.2428002087340047
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,D,6,12800.0,3200.75,2759.28141822673,0.0,0.47904191288658504
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,C,13,34750.0,5503.015,2659.734007118462,0.0,0.17008690693003756
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,D,22,47800.0,6783.47,4464.291624153994,0.13636363636363635,0.20754493836141305
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,E,6,9650.0,2438.655,2514.337886224427,0.0,0.5790069974034375
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,F,3,4500.0,-521.6,1441.746683525545,0.3333333333333333,0.7119736708768123
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,C,36,98575.0,12216.747500000001,8073.718783751619,0.05555555555555555,0.1820096099135259
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,D,33,117650.0,20492.625,11063.71012005553,0.030303030303030304,0.20897596675743552
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,E,36,70300.0,16606.489999999998,13250.4905515938,0.027777777777777776,0.41885539913367476
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,F,5,5500.0,1613.55,1438.8152991032496,0.0,0.5813395147891918
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,G,4,4000.0,474.7000000000001,1377.8757441001503,0.25,0.7654865245000836
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,C,43,133350.0,17379.025,10440.65621766791,0.06976744186046512,0.1739891883125928
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,D,34,83275.0,11733.935000000001,10777.646451898485,0.11764705882352941,0.28760522904429064
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,E,8,15800.0,3813.475,2058.0078208562963,0.0,0.2894525767730375
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,F,2,2000.0,614.0,587.4883115493618,0.0,0.6527647906104019
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H2,C,33,93325.0,12191.377499999999,7999.855008328849,0.09090909090909091,0.19048974630660714
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H2,D,35,107650.0,20784.275,11194.343038848792,0.05714285714285714,0.23108516362385906
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2020,C,14,40600.0,7468.5599999999995,3760.92181684075,0.0,0.20585231619270664
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2020,D,4,6950.0,1752.2250000000001,945.9844810503935,0.0,0.3024730554917325
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,C,16,45050.0,6972.255,3338.230199445056,0.0,0.1646679097025555
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,E,6,7500.0,1843.9,1763.706713063877,0.0,0.5225797668337413
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,F,2,3500.0,-828.1,1093.1238616525186,0.5,0.6940468962873134
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,C,37,100225.0,12464.577500000001,8204.637536140086,0.05405405405405406,0.18191596765367002
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,E,28,66475.0,16968.5975,12355.50152210404,0.0,0.4130375336460336
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,F,6,6500.0,1183.85,1761.1267441904151,0.16666666666666666,0.6020946133984325
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,G,3,3000.0,166.80000000000007,1021.627367739916,0.3333333333333333,0.7567610131406787
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,C,45,140850.0,18499.525,11023.48045225193,0.06666666666666667,0.1739199377154882
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,D,39,90900.0,16512.935,12949.55177048367,0.07692307692307693,0.3165762564596912
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,E,8,15300.0,3790.6749999999997,2004.073676996943,0.0,0.2910782392152423
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,164.0,920.7446525569824,0.3333333333333333,0.6820330759681351
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H2,C,34,96825.0,12724.777499999998,8289.54621413326,0.08823529411764706,0.19025266004838645
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H2,D,38,110850.0,21896.875,12311.609021721857,0.05263157894736842,0.24681218907877225
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2020,D,4,8950.0,2375.4750000000004,1577.2644753102572,0.0,0.39162370584984657
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,C,15,41250.0,6480.615,3175.474546830606,0.0,0.17106933585619427
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,D,24,51300.0,7544.22,5390.566200178068,0.125,0.23350947369192418
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,E,6,7500.0,1809.9,1728.2912098583256,0.0,0.5120862844024668
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,F,1,1000.0,296.9,327.6172391911737,0.0,0.7280383093137194
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,C,42,110725.0,14120.077500000001,9182.396046127878,0.047619047619047616,0.184288322844442
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,D,35,121350.0,20511.375,12061.60420992484,0.05714285714285714,0.2208781616064614
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,E,27,56150.0,14134.019999999999,9298.438452247658,0.0,0.3679999387453311
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,F,5,5500.0,1624.15,1480.9022502660346,0.0,0.5983443435418322
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,G,2,2000.0,615.8000000000001,676.2400610642001,0.0,0.751377845626889
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,C,46,143850.0,18950.125,11263.888151192237,0.06521739130434782,0.17400669140218958
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,D,28,72375.0,11177.735,7348.149770978795,0.10714285714285714,0.22561964370689067
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,E,11,18300.0,4502.474999999999,2855.986245666188,0.0,0.34681071592789176
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,F,3,3000.0,150.00000000000006,966.9642645644556,0.3333333333333333,0.7162698256033004
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,C,35,110325.0,14782.177499999998,9436.773524642776,0.08571428571428572,0.19008028853423528
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,D,35,108150.0,21619.025,11364.84484156221,0.02857142857142857,0.2335202104394557
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,D,4,6950.0,1752.2250000000001,945.9844810503935,0.0,0.3024730554917325
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,C,19,51050.0,7884.455,3845.5692232410825,0.0,0.16739881263428372
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,E,6,7500.0,1843.9,1763.706713063877,0.0,0.5225797668337413
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,F,2,3500.0,-828.1,1093.1238616525186,0.5,0.6940468962873134
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,C,40,104725.0,13125.8775,8536.343312211,0.05,0.18113775893925357
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,D,33,115150.0,19933.875,10402.085422895478,0.030303030303030304,0.20074464076606316
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,E,31,60750.0,15402.59,10620.526594523148,0.0,0.3884966289720401
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,F,7,9700.0,2851.73,2791.339367800501,0.0,0.6394821002979383
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,G,2,2000.0,615.8000000000001,676.2400610642001,0.0,0.751377845626889
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,C,46,143850.0,18950.125,11263.888151192237,0.06521739130434782,0.1740066914021896
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,D,31,76500.0,12365.735,8658.78495399639,0.0967741935483871,0.25152606983286535
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,E,9,16300.0,4014.975,2276.8338327132665,0.0,0.31040679382593955
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,F,2,2000.0,614.0,587.4883115493618,0.0,0.6527647906104019
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,G,1,1000.0,308.40000000000003,332.2785976671428,0.0,0.7383968837047618
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H2,C,35,110325.0,14782.1775,9436.773524642776,0.08571428571428572,0.19008028853423528
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H2,D,36,108650.0,21263.275,11614.478324842541,0.05555555555555555,0.2375513284213845
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2020,D,3,5450.0,1367.4750000000001,472.5244853554955,0.0,0.19267053429378
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H1,C,21,54950.0,8471.015,4167.77865641501,0.0,0.16854832297705027
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H1,E,3,4500.0,1084.1,861.6395730250267,0.0,0.42550102371606263
