source_family,source_id,issue_month,n_loans,coverage,avg_width,n_policies,parent_n,parent_coverage,direct_cell_scope_v45
score_decile,2,2018-07,12,1.0,0.9543602109522932,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2018-08,10,0.9936440677966102,0.9573280197544171,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2018-09,6,1.0,0.9537866436266743,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2018-10,8,0.9722222222222222,0.9438550312853168,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2018-11,13,0.9747474747474747,0.9516512733956408,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2018-12,10,1.0,0.9665888255568514,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-01,9,1.0,0.9612734341905911,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-02,9,0.9649368863955119,0.9679223667700226,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-03,8,1.0,0.9592575654522221,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-04,8,0.9255952380952381,0.9793941217174364,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-05,6,1.0,0.975517378101647,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-06,6,1.0,0.9760240484346329,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-07,8,0.996031746031746,0.9825702428460912,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-08,8,1.0,0.9776581425533615,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-09,5,1.0,0.9724805524036617,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-10,4,1.0,0.9692110873532765,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-11,2,1.0,0.9474893928490704,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2019-12,2,1.0,0.9754502167342856,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2020-01,2,1.0,0.9474893928490704,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2020-02,2,1.0,0.9771423053922443,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2020-04,2,1.0,0.9049871537232509,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2020-07,1,1.0,0.8959195078971658,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2020-08,3,1.0,0.9290080498131834,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,2,2020-09,1,1.0,0.9390547995493362,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2018-05,1,1.0,0.9962901727153476,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2018-06,1,0.0,0.9548864183120943,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2018-07,2,1.0,0.9655317511005195,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2018-08,1,1.0,0.9789079580236116,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2018-09,1,1.0,0.9720404433422886,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2018-10,1,1.0,0.9495521387010452,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2018-11,3,1.0,0.9554071939537465,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-01,2,1.0,0.9508564112391276,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-02,2,1.0,0.9873093413991938,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-03,4,1.0,0.9848418841733975,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-04,1,1.0,0.995710724774776,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-05,2,1.0,0.9948566908891213,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-06,1,1.0,0.9970523366088844,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-07,2,1.0,0.9939946150721206,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-08,1,1.0,0.9970523366088844,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-09,1,1.0,0.9926610451693584,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-11,2,0.875,0.9948566908891213,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2019-12,1,1.0,0.9970523366088844,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,3,2020-01,2,1.0,0.9969969230522228,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2018-06,1,1.0,0.9923439401907374,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2018-12,1,1.0,0.9923439401907374,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-02,1,1.0,0.9952954565473363,71,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-03,1,1.0,1.0,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-04,1,1.0,1.0,93,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-05,1,1.0,1.0,50,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-06,2,1.0,1.0,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-07,3,1.0,1.0,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-08,1,1.0,1.0,61,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-10,1,1.0,1.0,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-11,4,1.0,1.0,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
score_decile,4,2019-12,1,1.0,1.0,96,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2018-01,1,1.0,0.7205985342019545,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2018-02,1,1.0,0.8648111225414128,60,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2018-03,1,1.0,0.8720999744023203,94,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2018-07,1,1.0,0.9055001302798736,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2018-08,1,1.0,0.8467013122060465,4,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2018-10,1,1.0,0.9868412238653399,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2019-03,2,1.0,0.9862993885898557,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2019-08,1,1.0,1.0,61,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,AZ,2019-12,1,1.0,0.9469381712810974,52,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-01,1,1.0,0.5989089175444969,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-02,1,1.0,0.9823074009522972,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-03,1,1.0,0.9816480430640655,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-05,1,1.0,0.9823074009522972,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-06,3,1.0,0.9889861743321978,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-07,1,1.0,0.9262728534849713,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-08,4,1.0,0.9489611695237973,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-09,2,1.0,0.9732045198195703,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-10,2,1.0,0.9288448502669229,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-11,3,1.0,0.9570925287685023,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2018-12,2,1.0,0.900160992988281,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-01,2,1.0,0.9347091335253288,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-02,2,1.0,0.9324152035878368,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-03,4,1.0,0.9554307335623866,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-04,5,0.9320652173913043,0.9533702671541866,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-05,4,1.0,0.9446589681802099,90,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-06,1,1.0,0.895523453345195,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-07,1,1.0,1.0,65,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-08,2,1.0,0.9431205415563982,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-09,2,1.0,0.9871545441167119,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-10,3,1.0,0.9365275437984646,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-11,1,1.0,0.9055001302798736,20,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2019-12,3,1.0,0.9251031900456219,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CA,2020-01,1,1.0,0.9868412238653399,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CO,2018-03,1,1.0,0.8636430153376995,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CO,2018-08,1,1.0,0.8720999744023203,70,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CO,2019-04,2,1.0,0.9339889197537056,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,CO,2019-05,1,1.0,0.9081375618328007,20,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2018-01,1,1.0,0.6014305869074492,80,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2018-06,1,0.0,0.9548864183120943,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2018-08,1,1.0,0.9857575533143713,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2018-10,1,1.0,0.9868412238653399,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2019-03,1,1.0,0.9495521387010452,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2019-04,2,1.0,0.9823074009522972,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2019-05,1,1.0,0.9868412238653399,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2019-06,1,1.0,0.9055001302798736,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2019-07,2,1.0,0.9905580268720712,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2019-08,2,1.0,0.8994183272540875,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2019-10,1,1.0,1.0,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,FL,2020-05,1,1.0,0.8901523383201217,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2018-01,1,1.0,0.6864305869074492,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2018-05,2,1.0,0.8953603180289791,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2018-06,1,1.0,0.9816480430640655,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2018-10,1,0.0,0.9262728534849713,20,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2018-12,1,1.0,0.8769870312159508,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2019-01,2,1.0,0.856365096472615,52,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2019-02,1,1.0,0.9619870312159507,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2019-06,1,1.0,0.9262728534849713,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,GA,2020-01,1,1.0,0.995710724774776,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IL,2018-05,1,1.0,0.9014323932628885,4,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IL,2018-06,1,1.0,0.9868412238653399,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IL,2018-09,2,1.0,0.9819777220081813,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IL,2018-11,3,1.0,0.8981782811603105,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IL,2019-06,2,1.0,0.9416889264245843,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IL,2020-01,1,1.0,0.9982831213296692,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IN,2018-10,1,1.0,0.9904683500471072,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IN,2018-11,1,1.0,0.9262728534849713,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IN,2019-01,1,1.0,0.9823074009522972,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,IN,2019-03,1,1.0,0.9857575533143713,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MA,2019-01,1,1.0,0.9055001302798736,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MA,2020-04,1,1.0,0.9140547995493362,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2018-03,1,1.0,0.9014323932628886,24,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2018-05,2,1.0,0.9314352225591469,90,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2018-07,2,1.0,0.8987938568488439,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2018-08,3,0.96900826446281,0.9806512787358013,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2018-09,1,1.0,0.9816480430640655,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2018-11,1,1.0,0.9495521387010452,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2018-12,1,1.0,0.9816480430640655,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-01,1,1.0,0.9081375618328008,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-02,2,0.875,0.979805723925966,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-04,1,1.0,0.9055001302798736,86,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-05,2,1.0,0.8817479554407215,93,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-06,1,1.0,0.9970523366088844,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-08,3,1.0,0.9728166039362423,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-11,1,1.0,0.9926610451693584,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2019-12,1,1.0,0.9970523366088844,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2020-02,1,1.0,0.8892143393272535,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MD,2020-09,1,1.0,0.9390547995493362,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MI,2018-06,1,1.0,0.8877702239865921,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MI,2018-07,1,1.0,0.9823074009522972,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MI,2018-08,1,1.0,0.8720999744023203,90,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MI,2018-11,1,1.0,0.9868412238653399,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MI,2018-12,1,1.0,0.9923439401907374,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MI,2019-01,1,1.0,0.9868412238653399,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MN,2018-06,1,0.75,0.9857575533143713,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MN,2019-01,1,1.0,0.9521606837772099,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MN,2019-02,1,1.0,0.9789079580236116,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MN,2019-07,1,1.0,0.9823074009522972,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MN,2019-10,1,1.0,0.9857575533143713,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,MN,2020-07,1,1.0,0.8381493609212858,70,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2018-06,1,1.0,0.9802076155208189,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2018-07,1,1.0,0.9671173044591491,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2018-08,1,1.0,0.9789079580236116,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2018-10,1,1.0,0.9816480430640655,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2018-11,1,1.0,0.895523453345195,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2018-12,1,1.0,0.9055001302798736,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2019-01,1,1.0,0.9081375618328008,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2019-03,1,1.0,0.8636430153376995,17,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2019-04,2,0.18032786885245902,0.8979521259460389,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2019-05,1,1.0,0.9772531455619722,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2019-07,1,1.0,0.902046576544207,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2019-09,1,1.0,0.9823074009522972,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NC,2019-12,1,1.0,0.8852485546236398,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2018-01,1,1.0,0.7041604932007307,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2018-10,3,1.0,0.937241258725988,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2018-11,1,1.0,0.9219381712810973,10,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2018-12,1,1.0,0.9904683500471072,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2019-02,1,1.0,0.9172884922309599,32,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2019-03,1,1.0,0.9081375618328008,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2019-06,1,1.0,0.9857575533143713,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2019-07,3,1.0,0.9700840995554552,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2019-09,2,1.0,0.9542901272186343,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2019-11,1,1.0,1.0,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2020-07,1,1.0,0.9739576110075903,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NJ,2020-08,1,1.0,0.8959195078971658,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NV,2018-09,2,1.0,0.9542901272186343,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NV,2018-10,1,1.0,0.9047985326313669,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NV,2018-11,1,1.0,0.9868412238653399,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NV,2019-03,1,1.0,0.8528517804870072,65,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NV,2019-04,1,0.75,0.9811160537441422,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NV,2019-07,2,0.42196531791907516,0.9780271856739599,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2018-04,1,0.0,0.8636430153376995,70,3,0.7254901960784313,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2018-07,1,1.0,0.9055001302798736,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2018-09,1,1.0,0.9262728534849713,20,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2018-10,1,1.0,0.9081375618328008,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2018-11,1,1.0,0.9055001302798736,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2018-12,1,1.0,0.9702485546236399,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2019-01,1,1.0,0.9902764803699433,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2019-02,1,1.0,0.9262728534849713,69,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2019-03,1,1.0,1.0,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2019-04,2,1.0,0.8959158294360806,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2019-05,4,0.9302325581395349,0.9360557585459351,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2019-06,1,1.0,0.9727702239865921,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2019-08,2,1.0,0.8853027807338444,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,NY,2020-02,1,1.0,0.9813845241969225,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2018-02,1,0.75,0.9857575533143715,87,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2018-05,1,1.0,0.9512728534849713,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2018-08,1,1.0,0.9400138795033854,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2018-09,1,1.0,0.9014323932628885,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2018-10,1,1.0,0.9023703922557569,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2018-11,2,1.0,0.9466950789720602,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2019-01,1,1.0,0.9055001302798736,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2019-03,1,1.0,0.9219381712810975,99,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2019-04,1,1.0,0.8720999744023203,90,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2019-06,2,1.0,0.8896093316992287,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2019-08,1,1.0,0.9868412238653399,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,OH,2019-10,1,1.0,0.9823074009522972,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2018-02,1,1.0,0.9857575533143713,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2018-05,1,1.0,0.9962901727153476,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2018-06,1,1.0,0.9857575533143713,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2018-07,1,1.0,0.9262728534849713,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2018-09,1,1.0,0.9219381712810973,10,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2018-11,1,1.0,0.9868412238653399,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2018-12,1,1.0,0.8769870312159508,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2019-03,2,1.0,0.8710614004821037,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2019-04,1,1.0,0.995710724774776,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
