partition_id_v344,full_universe_rows_v344,selected_rows_v344,full_omitted_candidate_rows_v344,observed_omitted_candidate_rows_v344,unobserved_omitted_candidate_rows_v344,expanded_pool_rows_v344,expanded_pool_observed_candidate_rows_v344,expanded_pool_includes_all_observed_omitted_v344,expanded_pool_share_of_full_omitted_v344,unobserved_share_of_full_omitted_v344,claim_boundary_v344
v338_full_v55_omitted_partition_after_v343,276869,171,276698,1551,275147,1722,1551,True,0.005605389269167107,0.9943946107308329,"v343 covers all observed omitted candidates, not all full-v55 omitted loans"
