notebook_path_v408,file_sha256_before_v408,file_sha256_after_v408,file_changed_v408,cell_count_preserved_v408,code_cell_count_preserved_v408,cell_type_sequence_preserved_v408,non_code_source_preserved_v408,outputs_preserved_v408,metadata_preserved_v408,claim_boundary_v408
notebooks/01_eda_lending_club.ipynb,c6ca8bfa7988fd2a7591a8334e3e26e2cf79fb2b154aae4aaf8e049c4d4147c0,dcfc7a102aa3fd8be70915edc775c27aff4a6e49b6ed090b8d74056c225e0ad9,True,True,True,True,True,True,True,single-line code-source rename only
notebooks/13_model_explainability.ipynb,f7c9c19776b92765c00107f1a955a919f4aecf0a9b9a0791995c6e06d9b80bbd,4ac6f5c26ce3e6596903fc74e39efaf2197b88cca49f2a7b76360b2aa82e47d1,True,True,True,True,True,True,True,single-line code-source rename only
