policy_id,risk_tolerance,gamma,policy_mode,uncertainty_aversion,solver_status,solve_scope,candidate_pool_n,min_budget_utilization_used,solve_seconds,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_baseline_lgd45,weighted_pd_point,weighted_pd_high,weighted_effective_pd,coverage_alpha01,default_rate_observed,delta_vs_paper1_frozen_full_exact,delta_vs_v3_gross_challenger_full_exact,paper4_local_rank_return,grid_family,net_return_after_contractual_ecl_v4,contractual_ecl_v4,adverse_net_return_v4,online_mean_v4,online_min_v4,online_width_v4,mdcp_worst_v4,mdcp_pass_share_v4,max_proxy_gap_v4,mean_proxy_gap_v4,proxy_sources_pass_35,prob_beats_paper1,p05_diff_vs_paper1,gate_return_positive,gate_ifrs9_baseline_positive,gate_online_worst_cell,gate_online_global_method,gate_mdcp,gate_fairness_proxy,gate_sample_path,selector_v4_score,paper4_v4_decision,selector_v4_rank
paper4_v4_local_rt0p1700_g0p500_u0p100,0.17,0.5,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.8649070060000663,348,1000000.0,171334.7083294575,113495.34238128868,0.0877881280419207,0.2522118719584193,0.17000000000017,0.9454022988505748,0.0545977011494252,-1994.9550863876063,-2438.246248627489,90,uncertainty_aversion_local_search,85192.07776628624,86142.63056317126,-126734.16183943494,0.9906643356643356,0.9090909090909091,0.9915427896435994,0.8,1.0,0.25976939257924503,0.09987140264539886,1.0,0.96,561.8864732740808,True,True,True,False,True,True,True,0.7451953289532474,review_candidate,40
paper4_v4_local_rt0p1700_g0p450_u0p000,0.17,0.45,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.119140467999387,340,1000000.0,173790.71071864534,121091.81392749528,0.0889239746775904,0.2690929198388784,0.17000000000017,0.9441176470588236,0.0558823529411764,461.0473028002307,17.756140560348285,69,uncertainty_aversion_local_search,83344.44838596052,90446.26233268481,-133590.81417261352,0.9903392888575955,0.8947368421052632,0.993139282934051,0.75,0.7777777777777778,0.2676463364602457,0.09851564291223273,1.0,0.81,-4542.361055705718,True,True,True,False,False,True,True,0.7168925847764606,park_for_more_tests,41
paper4_v4_local_rt0p1725_g0p475_u0p000,0.1725,0.475,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.053649605000828,342,1000000.0,172955.2559129311,119381.66862171733,0.0885447932476694,0.2652925969371495,0.1725000000001725,0.9444444444444444,0.0555555555555555,-374.4075029139931,-817.6986651538755,77,uncertainty_aversion_local_search,83496.35860056663,89458.89731236451,-132381.46912743416,0.9905290542790542,0.9047619047619048,0.9929399254990366,0.75,0.8888888888888888,0.2678355349466578,0.09916503703771994,1.0,0.88,-1899.749176727759,True,True,True,False,False,True,True,0.712300956336712,park_for_more_tests,42
paper4_v4_local_rt0p1725_g0p500_u0p075,0.1725,0.5,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.109133443000246,345,1000000.0,171175.733195865,115602.76024754546,0.0881049772280217,0.2568950227723232,0.1725000000001724,0.9420289855072465,0.0579710144927536,-2153.9302199801023,-2597.2213822199847,92,uncertainty_aversion_local_search,83895.00855025215,87280.72464561285,-129020.52437148406,0.9906122523310024,0.9090909090909091,0.9916805568224591,0.7777777777777778,0.8888888888888888,0.26376739357874524,0.09893853234463366,1.0,0.97,840.0807754049977,True,True,True,False,False,True,True,0.7020126809555282,park_for_more_tests,43
paper4_v4_local_rt0p1700_g0p475_u0p000,0.17,0.475,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.7737443309997616,343,1000000.0,171759.67280928153,117414.31108093364,0.0877384221656424,0.2609206912909637,0.17000000000017,0.9446064139941692,0.0553935860058309,-1569.9906065635732,-2013.281768803456,88,uncertainty_aversion_local_search,83575.88861853875,88183.78419074281,-130405.5352818679,0.9905290542790542,0.9047619047619048,0.9929399254990366,0.75,0.8888888888888888,0.2693870327387571,0.09866095150759646,1.0,0.9166666666666666,-1437.931695387499,True,True,True,False,False,True,True,0.6940931718242082,park_for_more_tests,44
paper4_v4_local_rt0p1700_g0p425_u0p100,0.17,0.425,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.308890104999591,335,1000000.0,174404.72097666154,124469.47145963172,0.0912095637864078,0.2765988254658482,0.17000000000017,0.9432835820895522,0.0567164179104477,1075.0575608164363,631.7663985765539,59,uncertainty_aversion_local_search,81971.15551231487,92433.56546434667,-137981.11365360755,0.9905649038461538,0.9,0.9911719659906645,0.75,0.8888888888888888,0.27397350425383027,0.09998168247678553,1.0,0.7133333333333334,-879.659445849085,True,True,True,False,False,True,True,0.6788190638338334,park_for_more_tests,45
paper4_v4_local_rt0p1700_g0p475_u0p050,0.17,0.475,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.955199043999528,341,1000000.0,171238.32441542228,117148.4193967416,0.0882730192026423,0.2603298208816479,0.17000000000017,0.9413489736070382,0.0586510263929618,-2091.339000422828,-2534.63016266271,91,uncertainty_aversion_local_search,83037.80210931068,88200.52230611163,-130722.68692550508,0.9906122523310024,0.9090909090909091,0.9929065351619839,0.7777777777777778,0.8888888888888888,0.26334238614111505,0.09899159685253718,1.0,0.97,1283.224616427633,True,True,True,False,False,True,True,0.6788080505382571,park_for_more_tests,46
paper4_v4_local_rt0p1700_g0p500_u0p075,0.17,0.5,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.903576905999216,345,1000000.0,170021.31140035065,113703.1345187129,0.0873263677365335,0.2526736322638064,0.17000000000017,0.9420289855072465,0.0579710144927536,-3308.3520154944563,-3751.643177734338,97,uncertainty_aversion_local_search,83946.89858892943,86074.41281142119,-127206.2054771407,0.9906122523310024,0.9090909090909091,0.9916805568224591,0.7777777777777778,0.8888888888888888,0.26376739357874524,0.09834179067475811,1.0,0.9466666666666667,-318.3402427870695,True,True,True,False,False,True,True,0.6779089082702161,park_for_more_tests,47
paper4_v4_local_rt0p1725_g0p500_u0p025,0.1725,0.5,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.031156121000095,346,1000000.0,170912.12833081698,115889.82906072006,0.0874670465320781,0.2575329534682668,0.1725000000001724,0.9421965317919077,0.0578034682080924,-2417.5350850281247,-2860.826247268007,94,uncertainty_aversion_local_search,83618.45336003554,87293.67497078147,-129463.71396266253,0.9906643356643356,0.9090909090909091,0.99286053185155,0.75,0.8888888888888888,0.26820737012226536,0.0991671316530872,1.0,0.9066666666666666,-1985.0467907740415,True,True,True,False,False,True,True,0.6772653360064417,park_for_more_tests,48
paper4_v4_local_rt0p1750_g0p450_u0p000,0.175,0.45,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.257790507001118,337,1000000.0,175192.49,125172.00980329965,0.0905963458125006,0.2781600217851103,0.1750000000001749,0.9436201780415432,0.0563798219584569,1862.8265841548853,1419.535421915003,47,uncertainty_aversion_local_search,82499.99799717708,92692.49200282294,-137744.2509446425,0.9900655165912519,0.8823529411764706,0.9911134237705788,0.75,0.8888888888888888,0.2747767257079329,0.0995123901009856,1.0,0.35,-6116.541821669533,True,True,True,False,False,True,False,0.6715181128330321,park_for_more_tests,49
paper4_v4_local_rt0p1750_g0p500_u0p000,0.175,0.5,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.58867163800096,345,1000000.0,171426.0316012095,117822.56380309904,0.0881720804379076,0.2618279195624423,0.1750000000001749,0.9420289855072465,0.0579710144927536,-1903.631814635592,-2346.922976875474,89,uncertainty_aversion_local_search,82956.17878543916,88469.85281577038,-131773.14275399747,0.9906643356643356,0.9090909090909091,0.9928930159235848,0.75,0.8888888888888888,0.266665944303383,0.09937627680882687,1.0,0.9133333333333333,-1526.8127934239342,True,True,True,False,False,True,True,0.668942829150249,park_for_more_tests,50
paper4_v4_local_rt0p1725_g0p500_u0p050,0.1725,0.5,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.275770739999643,344,1000000.0,170470.1542228465,115710.70620493764,0.0878650973227058,0.2571349026776391,0.1725000000001725,0.9418604651162792,0.0581395348837209,-2859.5091929986083,-3302.8003552384907,95,uncertainty_aversion_local_search,83169.35602944835,87300.79819339815,-129445.10936760443,0.9906122523310024,0.9090909090909091,0.9929311110064832,0.7777777777777778,0.8888888888888888,0.2622085799622976,0.09881022697293596,1.0,0.9666666666666667,836.7823244148045,True,True,True,False,False,True,True,0.6666681987403824,park_for_more_tests,51
paper4_v4_local_rt0p1750_g0p425_u0p000,0.175,0.425,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.112670793001598,335,1000000.0,176420.17324300256,128357.37753512218,0.0935192832759491,0.2852386167447159,0.175000000000175,0.946268656716418,0.053731343283582,3090.5098271574534,2647.218664917571,13,uncertainty_aversion_local_search,81509.64765550982,94910.52558749274,-144022.26505768788,0.9908489947552448,0.9090909090909091,0.989851318421918,0.8333333333333334,1.0,0.27397350425383027,0.10018876735582107,1.0,0.19666666666666666,-12763.777163384142,True,True,True,False,True,True,False,0.6643788983037046,review_candidate,52
paper4_v4_local_rt0p1750_g0p425_u0p025,0.175,0.425,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.291268752000178,335,1000000.0,176420.17324300256,128357.37753512218,0.0935192832759491,0.2852386167447159,0.175000000000175,0.946268656716418,0.053731343283582,3090.5098271574534,2647.218664917571,14,uncertainty_aversion_local_search,81509.64765550982,94910.52558749274,-144022.26505768788,0.9908489947552448,0.9090909090909091,0.989851318421918,0.8333333333333334,1.0,0.27397350425383027,0.10018876735582107,1.0,0.19666666666666666,-12763.777163384142,True,True,True,False,True,True,False,0.6643788983037046,review_candidate,53
paper4_v4_local_rt0p1750_g0p425_u0p050,0.175,0.425,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.309600928998407,335,1000000.0,176420.17324300256,128357.37753512218,0.0935192832759491,0.2852386167447159,0.175000000000175,0.946268656716418,0.053731343283582,3090.5098271574534,2647.218664917571,15,uncertainty_aversion_local_search,81509.64765550982,94910.52558749274,-144022.26505768788,0.9908489947552448,0.9090909090909091,0.989851318421918,0.8333333333333334,1.0,0.27397350425383027,0.10018876735582107,1.0,0.19666666666666666,-12763.777163384142,True,True,True,False,True,True,False,0.6643788983037046,review_candidate,54
paper4_v4_local_rt0p1750_g0p425_u0p075,0.175,0.425,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.912607349000609,335,1000000.0,176420.17324300256,128357.37753512218,0.0935192832759491,0.2852386167447159,0.175000000000175,0.946268656716418,0.053731343283582,3090.5098271574534,2647.218664917571,16,uncertainty_aversion_local_search,81509.64765550982,94910.52558749274,-144022.26505768788,0.9908489947552448,0.9090909090909091,0.989851318421918,0.8333333333333334,1.0,0.27397350425383027,0.10018876735582107,1.0,0.19666666666666666,-12763.777163384142,True,True,True,False,True,True,False,0.6643788983037046,review_candidate,55
paper4_v4_local_rt0p1750_g0p425_u0p100,0.175,0.425,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.35832121599924,335,1000000.0,176420.17324300256,128357.37753512218,0.0935192832759491,0.2852386167447159,0.175000000000175,0.946268656716418,0.053731343283582,3090.5098271574534,2647.218664917571,17,uncertainty_aversion_local_search,81509.64765550982,94910.52558749274,-144022.26505768788,0.9908489947552448,0.9090909090909091,0.989851318421918,0.8333333333333334,1.0,0.27397350425383027,0.10018876735582107,1.0,0.19666666666666666,-12763.777163384142,True,True,True,False,True,True,False,0.6643788983037046,review_candidate,56
paper4_v4_local_rt0p1700_g0p475_u0p025,0.17,0.475,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.97293095400164,345,1000000.0,171111.0652649821,117304.279967556,0.0879596487428038,0.26067617770568,0.17000000000017,0.9420289855072465,0.0579710144927536,-2218.598150862992,-2661.8893131028744,93,uncertainty_aversion_local_search,82985.20544650212,88125.85981848002,-131222.25109051922,0.9906643356643356,0.9090909090909091,0.9928930159235848,0.75,0.8888888888888888,0.266665944303383,0.09937627680882687,1.0,0.9033333333333333,-2113.9617110804334,True,True,True,False,False,True,True,0.6624801224389888,park_for_more_tests,57
paper4_v4_local_rt0p1700_g0p400_u0p000,0.17,0.4,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.7301519969987567,336,1000000.0,176309.76764157554,128228.34045167537,0.0933654215533568,0.2849518676703897,0.17000000000017,0.9464285714285714,0.0535714285714285,2980.104225730436,2536.8130634905538,18,uncertainty_aversion_local_search,81520.1506378667,94789.61700370885,-143678.26510540338,0.9908489947552448,0.9090909090909091,0.9899221230712801,0.8333333333333334,1.0,0.27266753410457656,0.10030582948550472,1.0,0.16,-10396.872330393404,True,True,True,False,True,True,False,0.6592162330247912,review_candidate,58
paper4_v4_local_rt0p1700_g0p400_u0p025,0.17,0.4,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.912176058998739,336,1000000.0,176309.76764157554,128228.34045167537,0.0933654215533568,0.2849518676703897,0.17000000000017,0.9464285714285714,0.0535714285714285,2980.104225730436,2536.8130634905538,19,uncertainty_aversion_local_search,81520.1506378667,94789.61700370885,-143678.26510540338,0.9908489947552448,0.9090909090909091,0.9899221230712801,0.8333333333333334,1.0,0.27266753410457656,0.10030582948550472,1.0,0.16,-10396.872330393404,True,True,True,False,True,True,False,0.6592162330247912,review_candidate,59
paper4_v4_local_rt0p1700_g0p400_u0p050,0.17,0.4,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.450563974000033,336,1000000.0,176309.76764157554,128228.34045167537,0.0933654215533568,0.2849518676703897,0.17000000000017,0.9464285714285714,0.0535714285714285,2980.104225730436,2536.8130634905538,20,uncertainty_aversion_local_search,81520.1506378667,94789.61700370885,-143678.26510540338,0.9908489947552448,0.9090909090909091,0.9899221230712801,0.8333333333333334,1.0,0.27266753410457656,0.10030582948550472,1.0,0.16,-10396.872330393404,True,True,True,False,True,True,False,0.6592162330247912,review_candidate,60
paper4_v4_local_rt0p1700_g0p400_u0p075,0.17,0.4,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.6489335560017935,336,1000000.0,176309.76764157554,128228.34045167537,0.0933654215533568,0.2849518676703897,0.17000000000017,0.9464285714285714,0.0535714285714285,2980.104225730436,2536.8130634905538,21,uncertainty_aversion_local_search,81520.1506378667,94789.61700370885,-143678.26510540338,0.9908489947552448,0.9090909090909091,0.9899221230712801,0.8333333333333334,1.0,0.27266753410457656,0.10030582948550472,1.0,0.16,-10396.872330393404,True,True,True,False,True,True,False,0.6592162330247912,review_candidate,61
paper4_v4_local_rt0p1700_g0p400_u0p100,0.17,0.4,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.6969271159996415,336,1000000.0,176309.76764157554,128228.34045167537,0.0933654215533568,0.2849518676703897,0.17000000000017,0.9464285714285714,0.0535714285714285,2980.104225730436,2536.8130634905538,22,uncertainty_aversion_local_search,81520.1506378667,94789.61700370885,-143678.26510540338,0.9908489947552448,0.9090909090909091,0.9899221230712801,0.8333333333333334,1.0,0.27266753410457656,0.10030582948550472,1.0,0.16,-10396.872330393404,True,True,True,False,True,True,False,0.6592162330247912,review_candidate,62
paper4_v4_local_rt0p1700_g0p500_u0p025,0.17,0.5,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.810260555999776,343,1000000.0,169886.8565354871,113990.20333188752,0.0866884370405899,0.25331156295975,0.17000000000017,0.9446064139941692,0.0553935860058309,-3442.8068803579954,-3886.098042597878,98,uncertainty_aversion_local_search,83769.8849884663,86116.9715470208,-127619.36056368507,0.9905290542790542,0.9047619047619048,0.992773627743598,0.75,0.8888888888888888,0.2693870327387571,0.09960799142195985,1.0,0.8866666666666667,-2725.3286692648103,True,True,True,False,False,True,True,0.6582404781072002,park_for_more_tests,63
paper4_v4_local_rt0p1700_g0p425_u0p000,0.17,0.425,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.5020869569998467,337,1000000.0,174567.57189288642,124971.75664224204,0.0903845543077242,0.2777150147605378,0.17000000000017,0.9436201780415432,0.0563798219584569,1237.9084770413174,794.617314801435,51,uncertainty_aversion_local_search,82033.14924874066,92534.42264414579,-137792.4241658922,0.9902697649572649,0.8888888888888888,0.9911140891343246,0.75,0.8888888888888888,0.2747767257079329,0.09934753682040531,1.0,0.35,-6447.400389401665,True,True,True,False,False,True,False,0.6463751968215139,park_for_more_tests,64
paper4_v4_local_rt0p1725_g0p500_u0p000,0.1725,0.5,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.313322537000204,347,1000000.0,170271.60980569513,115922.9380742665,0.0873934709464194,0.2576065290539255,0.1725000000001724,0.9423631123919308,0.0576368876080691,-3058.0536101499747,-3501.344772389857,96,uncertainty_aversion_local_search,83049.93377138027,87221.67603431486,-129801.48462080781,0.9906643356643356,0.9090909090909091,0.9929175917680843,0.75,0.8888888888888888,0.2668580672620765,0.09866668003893307,1.0,0.89,-3062.811705734065,True,True,True,False,False,True,True,0.6461629252484702,park_for_more_tests,65
paper4_v4_local_rt0p1700_g0p500_u0p000,0.17,0.5,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.009426216000065,344,1000000.0,169603.6655613019,114023.31234543397,0.0866148614549312,0.2533851385454087,0.17000000000017,0.9418604651162792,0.0581395348837209,-3725.9978545432095,-4169.289016783092,99,uncertainty_aversion_local_search,83493.06771776674,86110.59784353519,-127771.6302217922,0.9906643356643356,0.9090909090909091,0.99286053185155,0.75,0.8888888888888888,0.2651155567064837,0.09907195073529479,1.0,0.88,-2562.734602540158,True,True,True,False,False,True,True,0.6449316521394972,park_for_more_tests,66
paper4_v4_local_rt0p1700_g0p500_u0p050,0.17,0.5,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.791962174998844,343,1000000.0,169315.7324273321,113811.08047610508,0.0870864878312176,0.2529135121691224,0.17000000000017,0.9416909620991254,0.0583090379008746,-4013.930988512992,-4457.222150752874,100,uncertainty_aversion_local_search,83210.62554587546,86105.10688145665,-127670.70512731411,0.9906122523310024,0.9090909090909091,0.9929065351619839,0.7777777777777778,0.8888888888888888,0.26355612894866964,0.09858348968218672,1.0,0.9466666666666667,-389.2741331446565,True,True,True,False,False,True,True,0.6424222845457599,park_for_more_tests,67
paper4_v4_local_rt0p1750_g0p450_u0p100,0.175,0.45,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.241358534000028,335,1000000.0,173856.52646047235,124762.6239357848,0.0913406837534367,0.2772502754128551,0.1750000000001749,0.9432835820895522,0.0567164179104477,526.8630446272437,83.57188238736126,68,uncertainty_aversion_local_search,81257.72481104663,92598.80164942575,-138953.30290198541,0.9905649038461538,0.9,0.9911719659906645,0.75,0.8888888888888888,0.27397350425383027,0.09998168247678553,1.0,0.4866666666666667,-624.2419321731968,True,True,True,False,False,True,False,0.6238806617644823,park_for_more_tests,68
paper4_v4_local_rt0p1750_g0p450_u0p075,0.175,0.45,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.191513506999399,334,1000000.0,173629.03530901,124783.03483273929,0.0913035730317013,0.2772956329616428,0.175000000000175,0.94311377245509,0.0568862275449101,299.3718931649055,-143.9192690749769,72,uncertainty_aversion_local_search,81033.63126173154,92595.40404727847,-139110.23391377018,0.9905649038461538,0.9,0.9911330542368738,0.75,0.8888888888888888,0.27528729458361845,0.09990862765974744,1.0,0.4066666666666667,-1064.0175174064227,True,True,True,False,False,True,False,0.6046214258031221,park_for_more_tests,69
paper4_v4_local_rt0p1725_g0p400_u0p000,0.1725,0.4,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.036668083999757,347,1000000.0,175696.21562526395,129805.18111478092,0.0951960279783898,0.2884559580328465,0.1725000000001724,0.9452449567723344,0.0547550432276657,2366.552209418849,1923.2610471789667,31,uncertainty_aversion_local_search,79870.10412250864,95826.11150275532,-148187.230019777,0.9910961260961262,0.9047619047619048,0.9903865754553889,0.8333333333333334,1.0,0.2614521669092603,0.10145782068540017,1.0,0.2,-17029.20763177731,True,True,True,False,True,True,False,0.5998408977645239,review_candidate,70
paper4_v4_local_rt0p1725_g0p400_u0p025,0.1725,0.4,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.092189925999264,347,1000000.0,175696.21562526395,129805.18111478092,0.0951960279783898,0.2884559580328465,0.1725000000001724,0.9452449567723344,0.0547550432276657,2366.552209418849,1923.2610471789667,32,uncertainty_aversion_local_search,79870.10412250864,95826.11150275532,-148187.230019777,0.9910961260961262,0.9047619047619048,0.9903865754553889,0.8333333333333334,1.0,0.2614521669092603,0.10145782068540017,1.0,0.2,-17029.20763177731,True,True,True,False,True,True,False,0.5998408977645239,review_candidate,71
paper4_v4_local_rt0p1725_g0p400_u0p050,0.1725,0.4,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.390533327999947,347,1000000.0,175696.21562526395,129805.18111478092,0.0951960279783898,0.2884559580328465,0.1725000000001724,0.9452449567723344,0.0547550432276657,2366.552209418849,1923.2610471789667,33,uncertainty_aversion_local_search,79870.10412250864,95826.11150275532,-148187.230019777,0.9910961260961262,0.9047619047619048,0.9903865754553889,0.8333333333333334,1.0,0.2614521669092603,0.10145782068540017,1.0,0.2,-17029.20763177731,True,True,True,False,True,True,False,0.5998408977645239,review_candidate,72
paper4_v4_local_rt0p1725_g0p400_u0p075,0.1725,0.4,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.943628273000286,347,1000000.0,175696.21562526395,129805.18111478092,0.0951960279783898,0.2884559580328465,0.1725000000001724,0.9452449567723344,0.0547550432276657,2366.552209418849,1923.2610471789667,34,uncertainty_aversion_local_search,79870.10412250864,95826.11150275532,-148187.230019777,0.9910961260961262,0.9047619047619048,0.9903865754553889,0.8333333333333334,1.0,0.2614521669092603,0.10145782068540017,1.0,0.2,-17029.20763177731,True,True,True,False,True,True,False,0.5998408977645239,review_candidate,73
paper4_v4_local_rt0p1725_g0p400_u0p100,0.1725,0.4,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.108010659001593,347,1000000.0,175696.21562526395,129805.18111478092,0.0951960279783898,0.2884559580328465,0.1725000000001724,0.9452449567723344,0.0547550432276657,2366.552209418849,1923.2610471789667,35,uncertainty_aversion_local_search,79870.10412250864,95826.11150275532,-148187.230019777,0.9910961260961262,0.9047619047619048,0.9903865754553889,0.8333333333333334,1.0,0.2614521669092603,0.10145782068540017,1.0,0.2,-17029.20763177731,True,True,True,False,True,True,False,0.5998408977645239,review_candidate,74
paper4_v4_local_rt0p1775_g0p450_u0p000,0.1775,0.45,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.170413795000059,336,1000000.0,174441.0154594637,126960.22278293724,0.0918905040313459,0.2821338284065272,0.1775000000001775,0.9434523809523808,0.056547619047619,1111.3520436185936,668.0608813787112,53,uncertainty_aversion_local_search,80594.34467356147,93846.67078590223,-142003.18288954988,0.9906169871794872,0.9,0.9910137003932667,0.8333333333333334,1.0,0.273213563351002,0.10077127669173719,1.0,0.09666666666666666,-5598.175863331078,True,True,True,False,True,True,False,0.5885281824045586,review_candidate,75
paper4_v4_local_rt0p1775_g0p450_u0p025,0.1775,0.45,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.1630312819997926,336,1000000.0,174441.0154594637,126960.22278293724,0.0918905040313459,0.2821338284065272,0.1775000000001775,0.9434523809523808,0.056547619047619,1111.3520436185936,668.0608813787112,54,uncertainty_aversion_local_search,80594.34467356147,93846.67078590223,-142003.18288954988,0.9906169871794872,0.9,0.9910137003932667,0.8333333333333334,1.0,0.273213563351002,0.10077127669173719,1.0,0.09666666666666666,-5598.175863331078,True,True,True,False,True,True,False,0.5885281824045586,review_candidate,76
paper4_v4_local_rt0p1775_g0p450_u0p050,0.1775,0.45,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.223966625000685,336,1000000.0,174441.0154594637,126960.22278293724,0.0918905040313459,0.2821338284065272,0.1775000000001775,0.9434523809523808,0.056547619047619,1111.3520436185936,668.0608813787112,55,uncertainty_aversion_local_search,80594.34467356147,93846.67078590223,-142003.18288954988,0.9906169871794872,0.9,0.9910137003932667,0.8333333333333334,1.0,0.273213563351002,0.10077127669173719,1.0,0.09666666666666666,-5598.175863331078,True,True,True,False,True,True,False,0.5885281824045586,review_candidate,77
paper4_v4_local_rt0p1775_g0p450_u0p075,0.1775,0.45,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.7859984030001215,336,1000000.0,174441.0154594637,126960.22278293724,0.0918905040313459,0.2821338284065272,0.1775000000001775,0.9434523809523808,0.056547619047619,1111.3520436185936,668.0608813787112,56,uncertainty_aversion_local_search,80594.34467356147,93846.67078590223,-142003.18288954988,0.9906169871794872,0.9,0.9910137003932667,0.8333333333333334,1.0,0.273213563351002,0.10077127669173719,1.0,0.09666666666666666,-5598.175863331078,True,True,True,False,True,True,False,0.5885281824045586,review_candidate,78
paper4_v4_local_rt0p1775_g0p450_u0p100,0.1775,0.45,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.101271249999627,336,1000000.0,174441.0154594637,126960.22278293724,0.0918905040313459,0.2821338284065272,0.1775000000001775,0.9434523809523808,0.056547619047619,1111.3520436185936,668.0608813787112,57,uncertainty_aversion_local_search,80594.34467356147,93846.67078590223,-142003.18288954988,0.9906169871794872,0.9,0.9910137003932667,0.8333333333333334,1.0,0.273213563351002,0.10077127669173719,1.0,0.09666666666666666,-5598.175863331078,True,True,True,False,True,True,False,0.5885281824045586,review_candidate,79
