policy_id,pd_cap_v10,width_weight,source_weight,ecl_weight,funded_exposure,n_funded,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,share_grade_dplus,share_dti_high,share_score_low_monitored,ecl_proxy_v10,auditability_score_v10,decision_loss_proxy_v10,constraint_pd_pass,constraint_mdcp_proxy_pass,training_status_v10,dfl_cap_scope_v10
v10_dfl_constrained_p0p205_w0p10_s0p16_e0p50,0.205,0.1,0.16,0.5,980575.0,784,94669.22402556521,91072.79249999998,0.15718064732812723,0.8011460463934142,0.3108444025189302,0.10544833388573031,0.08548555694363001,0.976850317415802,69357.33596420026,0.5453977875575726,60206.38806607276,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p16_e0p50,0.19,0.1,0.16,0.5,980575.0,784,94503.26496299118,90869.9925,0.15659870220017827,0.801197670084354,0.31109935497029806,0.10442852408025903,0.0865053667491013,0.9778701272212732,69100.54758447292,0.545279223675858,60363.98791113291,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p12_e0p50,0.175,0.1,0.12,0.5,980525.0,776,94577.23929522088,90600.765,0.15587550325090044,0.7998310051099485,0.3169475536064863,0.10073685015680375,0.10598913847173708,0.9788888605593942,68777.92252129012,0.5436309074833569,60386.41287284146,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p12_e0p50,0.205,0.14,0.12,0.5,980725.0,810,95034.58575735218,90038.6025,0.1625200714895978,0.7993042147950882,0.3331145326161768,0.11705625939993372,0.13135690433097963,0.9758342042876443,71724.37370023612,0.5377087073919158,60484.378752011995,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p08_e0p50,0.19,0.14,0.08,0.5,981850.0,809,95152.24057743716,90174.6525,0.16258934889121182,0.7957675432078136,0.3429558995773285,0.1143504608646942,0.1541987065233997,0.9768803788766105,71837.25849397635,0.5354543900133334,60546.029738048135,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p08_e0p50,0.205,0.14,0.08,0.5,980350.0,809,95127.55068258583,90130.5525,0.16312662934224303,0.796391516373646,0.3424606008058346,0.11554546845514357,0.15443464068954965,0.9758249604733004,71964.5359840506,0.5353805348168515,60577.70062877305,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p12_e0p50,0.19,0.14,0.12,0.5,981225.0,810,94902.70405121686,89862.8525,0.1618472306171203,0.7993784175853488,0.3330721801829346,0.11597747713317537,0.13128996917118907,0.9768656526280924,71463.84698802777,0.5376936361446384,60600.94804724169,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p08_e0p80,0.19,0.06,0.08,0.8,981250.0,621,92696.66676411295,91960.385,0.11237715055934631,0.7969625762627917,0.312968152866242,0.09110828025477707,0.05487898089171975,1.0,49621.53554386135,0.5463478198804557,60970.46484828897,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p08_e0p80,0.205,0.06,0.08,0.8,981250.0,621,92696.66676411295,91960.385,0.11237715055934631,0.7969625762627917,0.312968152866242,0.09110828025477707,0.05487898089171975,1.0,49621.53554386135,0.5463478198804557,60970.46484828897,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p08_e0p50,0.175,0.14,0.08,0.5,981275.0,807,94597.48412062663,89454.6875,0.16110907958386453,0.7961360583069614,0.3430931696007745,0.11136022012178033,0.15428906269903953,0.9789049960510561,71141.54043089549,0.5352474510627818,61068.97086342118,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p12_e0p50,0.175,0.14,0.12,0.5,981025.0,808,94317.41520065583,89196.05249999999,0.16110030267640774,0.8001403872759151,0.33274508804566655,0.11166891771361587,0.13554700440865422,0.97788027828037,71119.54099490531,0.5374979038867624,61171.44378135114,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p08_e0p25,0.175,0.03,0.08,0.25,999325.0,44,95129.78921396495,76446.01,0.1603792724613021,0.7892434105059744,0.376904410477072,0.05388637330197884,0.07369974732944738,0.9770845320591399,72121.95740357583,0.5252940916062033,61282.892909057045,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p08_e0p25,0.175,0.14,0.08,0.25,980325.0,759,94189.38624979522,92566.775,0.1599879507775481,0.7851224809243609,0.3453191543620738,0.10014535995715707,0.1414581898860072,0.9853109938030755,70578.08453069993,0.5390272793541805,61298.440621625225,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p08_e0p25,0.19,0.03,0.08,0.25,984375.0,44,95248.48269399122,76459.20999999999,0.1646647145845798,0.7880317213124185,0.38293333333333335,0.06999365079365079,0.06775873015873016,0.9696253968253968,72941.32278863808,0.5235120103821176,61336.245095200786,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p16_e0p50,0.175,0.1,0.16,0.5,981400.0,782,93508.55514402594,89659.615,0.15590614431898298,0.8017135330382203,0.3112263093539841,0.10102914204198084,0.08847055227226411,0.9789076829019767,68852.83051559245,0.5450143185694335,61356.16714434337,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p08_e0p80,0.175,0.06,0.08,0.8,980250.0,621,92178.9715573256,91328.365,0.11197239116297955,0.7970904946098812,0.3115531752104055,0.08773272124458047,0.054934965570007654,1.0,49392.421396879814,0.5468317856838958,61442.75627276497,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p12_e0p25,0.205,0.14,0.12,0.25,981275.0,788,93802.76821023604,90089.03,0.1618635881061613,0.7924863089287847,0.33024636314998346,0.09617589360780616,0.1371939568418639,0.986853838118774,71474.71158849304,0.5416621322529167,61509.65819964145,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p08_e0p50,0.175,0.03,0.08,0.5,995450.0,93,92265.19108990012,72087.7425,0.10718937619192445,0.8125841607089344,0.32106082676176606,0.05577879351047265,0.014114219699633331,1.0,48015.74903861304,0.5367115383327765,61781.00602571004,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p08_e0p50,0.19,0.03,0.08,0.5,995450.0,93,92265.19108990012,72087.7425,0.10718937619192445,0.8125841607089344,0.32106082676176606,0.05577879351047265,0.014114219699633331,1.0,48015.74903861304,0.5367115383327765,61781.00602571004,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p08_e0p50,0.205,0.03,0.08,0.5,995450.0,93,92265.19108990012,72087.7425,0.10718937619192445,0.8125841607089344,0.32106082676176606,0.05577879351047265,0.014114219699633331,1.0,48015.74903861304,0.5367115383327765,61781.00602571004,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p12_e0p25,0.19,0.14,0.12,0.25,980275.0,787,93097.04519786817,89222.23,0.15975540288544243,0.7924121960636793,0.32930810231822705,0.09219351712529647,0.136313789497845,0.9878605493356456,70471.90240358718,0.5420497987723284,62131.36036938092,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p04_e0p80,0.175,0.1,0.04,0.8,981100.0,729,92848.25819166792,89941.4825,0.12788887899493986,0.7931071478000534,0.3596473346244012,0.09777290796045256,0.15416369381306697,0.998980735908674,56462.300631870996,0.5302290107667051,62280.22197588111,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p04_e0p80,0.19,0.1,0.04,0.8,981100.0,729,92848.25819166792,89941.4825,0.12788887899493986,0.7931071478000534,0.3596473346244012,0.09777290796045256,0.15416369381306697,0.998980735908674,56462.300631870996,0.5302290107667051,62280.22197588111,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p04_e0p80,0.205,0.1,0.04,0.8,981100.0,729,92848.25819166792,89941.4825,0.12788887899493986,0.7931071478000534,0.3596473346244012,0.09777290796045256,0.15416369381306697,0.998980735908674,56462.300631870996,0.5302290107667051,62280.22197588111,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p12_e0p80,0.175,0.03,0.12,0.8,981575.0,432,90353.42678145919,86225.5025,0.09315286098756335,0.8117954039341605,0.2811871227364185,0.06476835697730687,0.012836512747370297,1.0,41146.43378574038,0.5521948237078136,62309.44490042435,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p12_e0p80,0.19,0.03,0.12,0.8,981575.0,432,90353.42678145919,86225.5025,0.09315286098756335,0.8117954039341605,0.2811871227364185,0.06476835697730687,0.012836512747370297,1.0,41146.43378574038,0.5521948237078136,62309.44490042435,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p12_e0p80,0.205,0.03,0.12,0.8,981575.0,432,90353.42678145919,86225.5025,0.09315286098756335,0.8117954039341605,0.2811871227364185,0.06476835697730687,0.012836512747370297,1.0,41146.43378574038,0.5521948237078136,62309.44490042435,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p16_e0p25,0.205,0.14,0.16,0.25,981025.0,797,92252.64733412981,88008.1725,0.158929567468401,0.7958529058153142,0.31942993297826255,0.09184271552712724,0.11368211819270661,0.9846079355775846,70161.24551655966,0.5443584050258282,62781.97553126791,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p16_e0p50,0.205,0.14,0.16,0.5,981700.0,821,91990.01899284971,86580.45749999999,0.15964748283676153,0.8030884291799154,0.3187200774167261,0.09361312009778955,0.11788224508505653,0.9758582051543241,70526.67025538195,0.5415892303260796,63179.732243963284,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p12_e0p25,0.175,0.14,0.12,0.25,980125.0,784,91932.21996728104,87628.355,0.15723780328996537,0.7929795089917475,0.32910343068486164,0.08680015304170387,0.13760999872465246,0.988878969519194,69350.71587730978,0.5418893025632187,63234.21392189587,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p04_e0p25,0.205,0.03,0.04,0.25,990900.0,32,95176.53832461676,16890.017499999994,0.15184007062089416,0.7803626774598947,0.4819482288828338,0.04740639822383692,0.2726309415682713,0.972726814007468,67706.24669020981,0.48910734849136744,63332.39960251213,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p16_e0p50,0.19,0.14,0.16,0.5,980700.0,820,91752.46223727474,86272.5575,0.159067906180825,0.8030986541731525,0.31879014989293364,0.09268889568675436,0.11800244723156929,0.9768532680738248,70199.05301619077,0.5415583082879611,63399.497754494034,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p16_e0p25,0.19,0.14,0.16,0.25,980725.0,798,91155.3792167544,87344.9325,0.15498218432120786,0.7953868985316603,0.3194766626730225,0.0852430599811364,0.11371689311478753,0.9891916694282291,68397.70622328745,0.5445363708009542,63766.16467261545,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p16_e0p50,0.175,0.14,0.16,0.5,980600.0,819,90988.00272044074,85350.0575,0.157963116129446,0.8038405543744697,0.3191540893330614,0.0886192127269019,0.12352131348154191,0.9778706914134203,69704.38425444064,0.5411084132161594,64156.36589580981,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p12_e0p80,0.19,0.06,0.12,0.8,980425.0,701,88442.82038559503,85253.415,0.11653684980335441,0.8056185978818965,0.29520361067904227,0.06180992936736619,0.04765790346023408,0.9989800341688554,51415.038435804185,0.5494628168315675,65061.380776974554,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p12_e0p80,0.205,0.06,0.12,0.8,980425.0,701,88442.82038559503,85253.415,0.11653684980335441,0.8056185978818965,0.29520361067904227,0.06180992936736619,0.04765790346023408,0.9989800341688554,51415.038435804185,0.5494628168315675,65061.380776974554,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p04_e0p25,0.175,0.03,0.04,0.25,991900.0,31,93124.15090553186,14020.317499999997,0.1422205924230033,0.7811920277096635,0.48423480189535234,0.03223611251134187,0.2975602379272104,0.9878768020969856,63480.872530969646,0.4878901236417074,65201.0706288389,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p04_e0p25,0.19,0.03,0.04,0.25,991900.0,31,93124.15090553186,14020.317499999997,0.1422205924230033,0.7811920277096635,0.48423480189535234,0.03223611251134187,0.2975602379272104,0.9878768020969856,63480.872530969646,0.4878901236417074,65201.0706288389,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p12_e0p80,0.175,0.06,0.12,0.8,980425.0,701,88282.99898720066,85068.715,0.11642672442067015,0.8056702294709964,0.2949486192212561,0.060789963536221535,0.04867786929137874,0.9989800341688554,51366.45208056099,0.5495380283181043,65213.096567671266,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p16_e0p25,0.175,0.14,0.16,0.25,980475.0,792,89278.44829984228,86525.22750000001,0.1520842723580551,0.7947986285458613,0.31661312119125934,0.07583059231494939,0.11292995741859813,0.991228741171371,67101.67212311884,0.5458715899580597,65486.01968821077,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p08_e0p80,0.175,0.03,0.08,0.8,982775.0,158,87463.57618053717,86466.13750000001,0.07876218287807527,0.8233349113942314,0.3113568721223067,0.07137951209585103,0.01755233903996337,1.0,34832.476925100185,0.5358837258079463,65752.24320925055,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p08_e0p80,0.19,0.03,0.08,0.8,982775.0,158,87463.57618053717,86466.13750000001,0.07876218287807527,0.8233349113942314,0.3113568721223067,0.07137951209585103,0.01755233903996337,1.0,34832.476925100185,0.5358837258079463,65752.24320925055,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p08_e0p80,0.205,0.03,0.08,0.8,982775.0,158,87463.57618053717,86466.13750000001,0.07876218287807527,0.8233349113942314,0.3113568721223067,0.07137951209585103,0.01755233903996337,1.0,34832.476925100185,0.5358837258079463,65752.24320925055,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p16_e0p80,0.19,0.03,0.16,0.8,980400.0,597,86866.48573090552,87552.81,0.10194052994182425,0.8157983864353037,0.26812398000815996,0.042916156670746636,0.005711954304365565,1.0,44974.12299973403,0.5554775652940717,65784.58556336001,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p16_e0p80,0.205,0.03,0.16,0.8,980400.0,597,86866.48573090552,87552.81,0.10194052994182425,0.8157983864353037,0.26812398000815996,0.042916156670746636,0.005711954304365565,1.0,44974.12299973403,0.5554775652940717,65784.58556336001,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p16_e0p80,0.175,0.03,0.16,0.8,981600.0,597,86821.92505328814,87497.17,0.10179721589892753,0.8158840433748794,0.26784713732681337,0.041844947025264874,0.0057049714751426246,1.0,44965.86620687427,0.5555467895983616,65823.54843396584,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p08_e0p80,0.175,0.1,0.08,0.8,980325.0,775,88556.30475584319,80384.63500000001,0.12890397483487198,0.8016374746032077,0.3251408971514549,0.07137938948817994,0.12200035702445618,0.9989799301252136,56865.50510849815,0.5397587197491,65921.75906340954,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p08_e0p80,0.19,0.1,0.08,0.8,980325.0,775,88556.30475584319,80384.63500000001,0.12890397483487198,0.8016374746032077,0.3251408971514549,0.07137938948817994,0.12200035702445618,0.9989799301252136,56865.50510849815,0.5397587197491,65921.75906340954,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p08_e0p80,0.205,0.1,0.08,0.8,980325.0,775,88556.30475584319,80384.63500000001,0.12890397483487198,0.8016374746032077,0.3251408971514549,0.07137938948817994,0.12200035702445618,0.9989799301252136,56865.50510849815,0.5397587197491,65921.75906340954,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p04_e0p80,0.175,0.14,0.04,0.8,982975.0,803,89289.45339139615,84274.595,0.13618402954154016,0.7989834390867794,0.3503204557593021,0.08227574455098044,0.17202879015234365,0.9969480403875989,60239.47339736795,0.5313051823950179,65947.5852924814,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p04_e0p80,0.19,0.14,0.04,0.8,982975.0,803,89289.45339139615,84274.595,0.13618402954154016,0.7989834390867794,0.3503204557593021,0.08227574455098044,0.17202879015234365,0.9969480403875989,60239.47339736795,0.5313051823950179,65947.5852924814,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p04_e0p80,0.205,0.14,0.04,0.8,982975.0,803,89289.45339139615,84274.595,0.13618402954154016,0.7989834390867794,0.3503204557593021,0.08227574455098044,0.17202879015234365,0.9969480403875989,60239.47339736795,0.5313051823950179,65947.5852924814,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p16_e0p80,0.205,0.06,0.16,0.8,980925.0,731,87345.36895760537,84259.10500000001,0.12185168663216987,0.8097918861131829,0.2860437852027423,0.05441292657440681,0.036725539669189795,0.9989805540688635,53787.31456934756,0.5511907694554212,66156.45214970877,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p16_e0p80,0.19,0.06,0.16,0.8,981025.0,731,87345.28571085363,84253.405,0.1218189658525037,0.8097901806410693,0.28606559465864784,0.05450931423765959,0.036721796080629955,0.9989806579852705,53778.3529389536,0.5511831981604647,66156.49042708057,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p16_e0p80,0.175,0.06,0.16,0.8,980025.0,729,86963.04976303127,84402.105,0.12148881815843583,0.809922575897255,0.285592204280503,0.053544552434886865,0.036759266345246296,0.9989796178668912,53577.93555707448,0.5513074804965618,66517.72307752604,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p04_e1p10,0.175,0.1,0.04,1.1,981500.0,755,88065.77317486105,85471.54999999999,0.11813758273842871,0.8047100741380523,0.347166327050433,0.08614365766683647,0.1379521141110545,1.0,52178.41685599551,0.5300985645828535,66714.9824584442,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p04_e1p10,0.19,0.1,0.04,1.1,981500.0,755,88065.77317486105,85471.54999999999,0.11813758273842871,0.8047100741380523,0.347166327050433,0.08614365766683647,0.1379521141110545,1.0,52178.41685599551,0.5300985645828535,66714.9824584442,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p04_e1p10,0.205,0.1,0.04,1.1,981500.0,755,88065.77317486105,85471.54999999999,0.11813758273842871,0.8047100741380523,0.347166327050433,0.08614365766683647,0.1379521141110545,1.0,52178.41685599551,0.5300985645828535,66714.9824584442,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p08_e0p80,0.175,0.14,0.08,0.8,981175.0,814,88279.49326025954,84656.48999999999,0.13856926048895013,0.8013123620186339,0.33928707926720514,0.07659184141463042,0.15945167783524855,0.994904069100823,61182.31237211054,0.5345197178306359,66791.2353390656,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p08_e0p80,0.19,0.14,0.08,0.8,981175.0,814,88279.49326025954,84656.48999999999,0.13856926048895013,0.8013123620186339,0.33928707926720514,0.07659184141463042,0.15945167783524855,0.994904069100823,61182.31237211054,0.5345197178306359,66791.2353390656,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p08_e0p80,0.205,0.14,0.08,0.8,981175.0,814,88279.49326025954,84656.48999999999,0.13856926048895013,0.8013123620186339,0.33928707926720514,0.07659184141463042,0.15945167783524855,0.994904069100823,61182.31237211054,0.5345197178306359,66791.2353390656,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p12_e0p80,0.19,0.1,0.12,0.8,980700.0,783,87474.73794075001,80370.9325,0.129761125911483,0.8030521739713361,0.3149153665748955,0.06579484042010808,0.10291118588763129,0.9979606403589273,57265.53128162612,0.5430502476335786,66807.37930367928,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p12_e0p80,0.205,0.1,0.12,0.8,980700.0,783,87474.73794075001,80370.9325,0.129761125911483,0.8030521739713361,0.3149153665748955,0.06579484042010808,0.10291118588763129,0.9979606403589273,57265.53128162612,0.5430502476335786,66807.37930367928,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p12_e0p80,0.175,0.1,0.12,0.8,980700.0,783,87466.98854774176,80361.2325,0.12975304483828948,0.8030521739713361,0.3149153665748955,0.06579484042010808,0.10291118588763129,0.9979606403589273,57261.96498280972,0.5430502476335786,66814.91471875855,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p04_e0p50,0.175,0.03,0.04,0.5,994200.0,36,90624.60939414777,12505.724999999999,0.10937531577590984,0.7734299620643136,0.49661788372560856,0.0331925165962583,0.3449507141420237,1.0,48933.4225249843,0.4864446201172571,66985.24192217371,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p04_e0p50,0.19,0.03,0.04,0.5,994200.0,36,90624.60939414777,12505.724999999999,0.10937531577590984,0.7734299620643136,0.49661788372560856,0.0331925165962583,0.3449507141420237,1.0,48933.4225249843,0.4864446201172571,66985.24192217371,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p04_e0p50,0.205,0.03,0.04,0.5,994200.0,36,90624.60939414777,12505.724999999999,0.10937531577590984,0.7734299620643136,0.49661788372560856,0.0331925165962583,0.3449507141420237,1.0,48933.4225249843,0.4864446201172571,66985.24192217371,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p04_e1p10,0.175,0.06,0.04,1.1,984200.0,584,86301.22302233822,84826.48999999999,0.09086282103920496,0.8000788971924782,0.3289346677504572,0.07473074578337736,0.07833773623247307,1.0,40242.23481005349,0.5389716894339854,67242.44067999076,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p04_e1p10,0.19,0.06,0.04,1.1,984200.0,584,86301.22302233822,84826.48999999999,0.09086282103920496,0.8000788971924782,0.3289346677504572,0.07473074578337736,0.07833773623247307,1.0,40242.23481005349,0.5389716894339854,67242.44067999076,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p04_e1p10,0.205,0.06,0.04,1.1,984200.0,584,86301.22302233822,84826.48999999999,0.09086282103920496,0.8000788971924782,0.3289346677504572,0.07473074578337736,0.07833773623247307,1.0,40242.23481005349,0.5389716894339854,67242.44067999076,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
