policy_id,source_family,source_value,n_funded,funded_exposure,coverage_alpha01,ecl_baseline_lgd45
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade,D,126,358850.0,0.9285714285714286,37196.76030822847
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade,E,48,92550.0,1.0,16992.964321599924
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade,F,11,15000.0,0.9090909090909091,4490.2383736234815
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade,G,2,2000.0,1.0,659.8958368583164
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,B,4,15000.0,1.0,1151.2173741285014
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,C,152,433550.0,0.9473684210526316,35409.52420685456
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,D,133,376425.0,0.924812030075188,42834.97323801596
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,E,37,76650.0,1.0,12057.635517258033
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,F,12,15500.0,0.75,4566.376447513592
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,G,4,4000.0,1.0,1311.8948000433536
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade,B,1,4000.0,1.0,339.9192031139314
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade,C,104,318050.0,0.9519230769230769,25911.408085565767
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade,D,142,385525.0,0.9154929577464789,45031.26424346336
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade,E,73,121800.0,0.9589041095890412,26293.7109104434
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade,F,9,9200.0,0.7777777777777778,2722.4073347578337
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade,G,7,7000.0,1.0,2379.2633547352902
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade,B,1,4000.0,1.0,339.9192031139314
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade,C,114,339175.0,0.9473684210526316,27665.428121063476
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade,D,142,391975.0,0.9295774647887324,47162.76866305189
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade,E,60,113100.0,0.9333333333333333,23427.090737576716
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade,F,17,22300.0,0.8235294117647058,6925.108787696662
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade,G,4,4000.0,1.0,1332.9003827252063
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade,B,3,12000.0,1.0,976.2591929109874
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade,C,119,352575.0,0.9495798319327731,28746.13387497619
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade,D,137,375525.0,0.9343065693430657,42441.71219506745
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade,E,54,96050.0,0.9814814814814815,18443.225662474717
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade,F,16,19200.0,0.75,6003.3877927027925
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade,G,7,7550.0,0.8571428571428572,2631.931954360315
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade,B,3,12000.0,1.0,976.2591929109874
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade,C,122,360375.0,0.9508196721311475,29377.9958518804
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade,D,136,379550.0,0.9191176470588235,43418.22293970931
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade,E,54,100600.0,0.9444444444444444,19456.35621938525
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade,F,16,21400.0,0.8125,6536.448645098493
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade,G,4,4000.0,1.0,1336.1358979225165
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade,B,4,15000.0,1.0,1151.2173741285014
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade,C,129,377375.0,0.9534883720930233,30759.48651258797
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade,D,139,383300.0,0.9280575539568345,44729.76147309238
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade,E,47,102425.0,1.0,19851.672157215275
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade,F,15,21700.0,0.8,6578.362468055795
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade,G,4,4000.0,1.0,1311.8948000433536
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade,B,3,12000.0,1.0,976.2591929109874
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade,C,136,396400.0,0.9411764705882353,32594.27918427149
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade,D,126,362425.0,0.9285714285714286,38329.4980763504
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade,E,51,93875.0,0.9607843137254902,17655.624362935236
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade,F,15,16900.0,0.8,5262.95627319751
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade,G,5,5000.0,1.0,1678.5761079393224
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade,B,3,12000.0,1.0,976.2591929109874
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade,C,134,391900.0,0.9477611940298507,32160.294058249106
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade,D,135,369425.0,0.9333333333333333,40478.425406872266
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade,E,51,94400.0,0.9803921568627451,17599.26384125044
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade,F,13,15200.0,0.8461538461538461,4520.282118566816
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade,G,1,1000.0,1.0,332.2785976671428
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade,B,4,15000.0,1.0,1151.2173741285014
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade,C,148,426900.0,0.9459459459459459,34887.757284799176
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade,D,133,377250.0,0.9323308270676691,42982.970953554795
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade,E,43,88550.0,1.0,15227.03234229762
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade,F,13,18000.0,0.8461538461538461,5377.5484578843225
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade,G,4,4000.0,1.0,1311.8948000433536
paper1_economic_champion,grade,A,1,3500.0,1.0,119.09182141194708
paper1_economic_champion,grade,B,22,92538.90656453556,0.9545454545454546,4929.58567735863
paper1_economic_champion,grade,C,114,325600.0,0.956140350877193,25284.18764620091
paper1_economic_champion,grade,D,147,457186.0934354644,0.9251700680272109,69077.73141712739
paper1_economic_champion,grade,E,34,99175.0,1.0,18662.584115758233
paper1_economic_champion,grade,F,13,18000.0,0.8461538461538461,5377.5484578843225
paper1_economic_champion,grade,G,4,4000.0,1.0,1311.8948000433536
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,47,101550.0,0.9361702127659575,10998.055071507237
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,119,302275.0,0.9411764705882353,36551.180722316494
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,85,229025.0,0.9294117647058824,21661.49806268841
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,67,200975.0,0.9402985074626866,18446.739576003627
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,22,62550.0,1.0,5508.817050240923
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,44,97750.0,0.9318181818181819,9735.980701920096
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,115,294425.0,0.9478260869565217,35275.4470279753
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,87,232225.0,0.9080459770114943,22578.892130012264
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,70,205975.0,0.9285714285714286,19965.286141706103
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2020,23,64050.0,1.0,5982.277045935821
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,47,107000.0,0.9148936170212766,11506.42471059208
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,109,293650.0,0.9541284403669725,33583.01504374743
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,94,246750.0,0.925531914893617,25012.454433216415
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,70,203875.0,0.9285714285714286,19352.233286581784
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2020,22,62550.0,1.0,5508.817050240923
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,50,115350.0,0.92,12051.91123788065
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,117,346050.0,0.9401709401709402,36000.522445556526
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,90,230925.0,0.9444444444444444,23090.325034241858
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,61,205275.0,0.9344262295081968,17417.349672304474
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,23,63550.0,1.0,5807.555361017404
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,48,109750.0,0.9375,10451.3140724092
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,115,341725.0,0.9565217391304348,35018.09151551209
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,87,227025.0,0.9195402298850575,21369.429207813755
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,69,215875.0,0.9420289855072463,20022.10686052295
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2020,24,71875.0,1.0,8411.055798959218
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,48,114050.0,0.9375,11342.905239723352
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,108,326400.0,0.9722222222222222,32178.744469864345
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,95,254225.0,0.9157894736842105,27134.383642786674
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,70,218575.0,0.9285714285714286,21004.637188763187
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2020,22,62550.0,1.0,5508.817050240923
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,48,107675.0,0.9583333333333334,9496.905443027437
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,113,335075.0,0.9469026548672567,33334.383227805534
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,88,242425.0,0.9090909090909091,22200.112977108696
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,68,215975.0,0.9411764705882353,19990.533959383065
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,22,61050.0,1.0,5682.254732138361
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,51,116475.0,0.9215686274509804,10995.369892947703
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,114,333750.0,0.956140350877193,32732.729722978023
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,92,238750.0,0.9456521739130435,23993.935659912586
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,63,198500.0,0.9365079365079365,16855.86159947641
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2020,22,60550.0,1.0,5282.529927747389
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,50,115475.0,0.94,9969.678097533253
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,116,332575.0,0.9568965517241379,32626.390407105475
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,88,234425.0,0.9204545454545454,23091.796127478097
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,68,215100.0,0.9264705882352942,19465.524065275564
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2020,22,60550.0,1.0,5282.529927747389
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,44,95700.0,0.9318181818181819,10964.363913468025
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,121,296050.0,0.9338842975206612,36388.752946925924
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,88,232225.0,0.9090909090909091,23786.597423107
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,66,196675.0,0.9242424242424242,18356.855557931834
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,20,58050.0,1.0,5209.705495107233
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,44,94900.0,0.9318181818181819,10617.411967686343
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,113,291575.0,0.9380530973451328,34503.3270053512
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,93,241150.0,0.9247311827956989,26278.020561735546
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,65,198175.0,0.9230769230769231,18834.44347634976
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2020,23,66875.0,1.0,7091.116736802118
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,43,95700.0,0.9069767441860466,10983.669061906343
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,112,285675.0,0.9553571428571429,32568.047756793112
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,96,249700.0,0.9270833333333334,28807.825374009117
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,67,195675.0,0.9552238805970149,18737.194324463286
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2020,20,59550.0,1.0,5240.00196765062
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,42,98050.0,0.9047619047619048,9874.754099586526
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,117,291550.0,0.9487179487179487,33370.91508888796
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,88,242925.0,0.9204545454545454,24055.30085026639
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,66,190575.0,0.9393939393939394,17759.877488142483
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,24,67400.0,1.0,7048.454424602991
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,48,115150.0,0.9166666666666666,13124.811898566515
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,112,290275.0,0.9642857142857143,32574.053801660262
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,88,230225.0,0.9318181818181819,22682.276135048432
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,66,212775.0,0.9242424242424242,19341.161564883507
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2020,24,66050.0,1.0,6554.674919526569
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,46,103850.0,0.9130434782608696,10491.14365856751
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,106,281925.0,0.9716981132075472,29481.97000559727
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,97,250925.0,0.9175257731958762,25990.859708737236
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,69,208975.0,0.927536231884058,21107.04427515003
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2020,23,66050.0,1.0,6613.557040195685
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,48,108750.0,0.9375,9990.232229959427
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,116,323325.0,0.9568965517241379,34526.25923021051
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,88,237525.0,0.9318181818181819,22457.553280535423
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,66,212275.0,0.9393939393939394,18945.726255088823
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,22,62550.0,1.0,5508.817050240923
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,49,111750.0,0.9183673469387755,10918.048327436842
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,116,345825.0,0.9741379310344828,35495.67259311146
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,90,242225.0,0.9333333333333333,23341.254205746667
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,67,212775.0,0.9253731343283582,19105.882363073037
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2020,21,61050.0,1.0,5364.155341566795
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,48,110250.0,0.9375,10270.96372726873
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,113,346425.0,0.9734513274336283,34455.13168571139
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,91,246025.0,0.9230769230769231,23444.093523764517
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,69,216475.0,0.927536231884058,20261.916632658387
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2020,23,66050.0,1.0,6613.557040195685
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,47,101375.0,0.9148936170212766,13545.555517519411
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,109,271975.0,0.9541284403669725,32244.15402056962
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,88,223825.0,0.8977272727272727,24231.63626072013
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,67,194375.0,0.9402985074626866,20247.160018855957
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,20,57550.0,1.0,5363.782097209586
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,45,100550.0,0.9333333333333333,12871.20962228273
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,112,282250.0,0.9642857142857143,34989.54466882295
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,94,243150.0,0.9148936170212766,26828.357240325022
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,65,195875.0,0.9230769230769231,18752.72359532838
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2020,21,62050.0,1.0,6742.181649978616
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,40,91200.0,0.925,10331.761991172896
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,114,289675.0,0.956140350877193,36653.43740277801
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,95,248675.0,0.9157894736842105,28267.471926324037
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,67,196075.0,0.9552238805970149,18806.836165618115
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2020,21,63050.0,1.0,6344.741957605382
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,45,95250.0,0.9111111111111111,10491.754637266184
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,116,288675.0,0.9568965517241379,33327.954078252784
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,88,236825.0,0.9204545454545454,24231.497983402845
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,67,206050.0,0.9402985074626866,20223.47997367051
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,25,69900.0,1.0,7795.573983112157
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,44,96700.0,0.9090909090909091,11080.11020102243
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,114,296025.0,0.956140350877193,35204.61049860435
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,89,236425.0,0.9213483146067416,24523.69463883037
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,68,200975.0,0.9264705882352942,19194.19804717764
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2020,22,62550.0,1.0,5858.123672019645
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,45,102850.0,0.9111111111111111,10394.702519451424
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,106,288850.0,0.9528301886792453,33083.35389590988
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,97,252050.0,0.9278350515463918,27557.74638914784
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,72,207675.0,0.9305555555555556,20601.155235855116
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2020,23,66050.0,1.0,6613.557040195685
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,46,101050.0,0.9347826086956522,10621.949196058174
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,111,295725.0,0.963963963963964,32699.581019630612
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,90,239525.0,0.9222222222222223,23094.884269259994
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,70,218475.0,0.9428571428571428,20801.618366204988
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,23,64050.0,1.0,5982.277045935821
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,48,108850.0,0.9166666666666666,10902.041543247451
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,113,292325.0,0.9734513274336283,33026.53475849432
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,89,239650.0,0.9325842696629214,23119.2738471184
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,71,218975.0,0.9295774647887324,21051.251849485318
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2020,22,62550.0,1.0,5508.817050240923
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,47,109750.0,0.9148936170212766,10322.183836382528
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,108,296925.0,0.962962962962963,30975.65473835491
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,96,249950.0,0.9166666666666666,25772.854871343112
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,69,217175.0,0.927536231884058,20461.899780098585
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2020,24,74050.0,1.0,9209.77190087231
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,44,96250.0,0.9318181818181819,11707.352472142082
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,119,285825.0,0.9243697478991597,36535.632079468356
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,83,210525.0,0.9036144578313253,23516.571330948605
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,67,198175.0,0.9402985074626866,21644.27018922664
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,19,51550.0,1.0,5299.839981003279
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,44,105150.0,0.9090909090909091,14427.13890595491
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,113,284225.0,0.9469026548672567,35998.2607342113
